gene_id	chisq	pvalue	adj_pvalue	PgS	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
AKAP12	3.49668281357086	0.0614918825787128	0.119136150206539	0.411764705882353	0.129032258064516	-0.282732447817837	chr6:151349393:+_vs_chr6:151353599:+	-0.565464895635674	chr6:151349393:+;chr6:151353599:+	proximal	FALSE
RNASEH2B	5.57029177718833	0.0617200841178141	0.119381817567971	0.535714285714286	0.714285714285714	0.178571428571429	chr13:50953984:+_vs_chr13:50956760:+	0.357142857142857	chr13:50953984:+;chr13:50956503:+;chr13:50956760:+	distal	FALSE
RTF2	3.48921282798834	0.0617699500947744	0.119381817567971	0.571428571428571	0.822222222222222	0.250793650793651	chr20:56517177:+_vs_chr20:56518882:+	0.501587301587302	chr20:56517177:+;chr20:56518882:+	distal	FALSE
CDKN1B	3.48763150117485	0.0618289859629773	0.119381817567971	0.777777777777778	0.893203883495146	0.115426105717368	chr12:12718845:+_vs_chr12:12722369:+	0.230852211434736	chr12:12718845:+;chr12:12722369:+	distal	FALSE
SOD2	3.47706455233337	0.0622250288690641	0.120010446391864	0.222222222222222	0.645161290322581	0.422939068100358	chr6:159682111:-_vs_chr6:159679116:-	0.845878136200717	chr6:159679116:-;chr6:159682111:-	distal	FALSE
PNRC2	5.54765996486563	0.062422469365735	0.120255051278107	0.8125	0.741379310344828	-0.0711206896551724	chr1:23961879:+_vs_chr1:23963462:+	-0.292241379310345	chr1:23961657:+;chr1:23961879:+;chr1:23963462:+	proximal	FALSE
BRK1	3.448277009467	0.0633177428718946	0.121804266422592	0.107142857142857	0.302752293577982	0.195609436435125	chr3:10126919:+_vs_chr3:10127190:+	0.391218872870249	chr3:10126919:+;chr3:10127190:+	distal	FALSE
RNF115	3.44692170574524	0.0633696888141027	0.121804266422592	0.294117647058824	0.727272727272727	0.433155080213904	chr1:145788717:-_vs_chr1:145746304:-	0.866310160427808	chr1:145746304:-;chr1:145788717:-	distal	FALSE
PHF6	5.5114966555184	0.063561437079525	0.121942064820123	0.25	0.435897435897436	0.185897435897436	chrX:134415115:+_vs_chrX:134428529:+	0.551282051282051	chrX:134413556:+;chrX:134415115:+;chrX:134428529:+	distal	FALSE
ETF1	3.4413273993808	0.0635845881152491	0.121942064820123	1	0.441176470588235	-0.558823529411765	chr5:138508157:-_vs_chr5:138506095:-	-1.11764705882353	chr5:138506095:-;chr5:138508157:-	proximal	FALSE
GPANK1	3.43180995475113	0.0639519780524365	0.122508682365916	0.4	0.717948717948718	0.317948717948718	chr6:31664262:-_vs_chr6:31662085:-	0.635897435897436	chr6:31662085:-;chr6:31664262:-	distal	FALSE
FAM204A	3.41593952922078	0.0645696485331186	0.123431735113674	0.590909090909091	0.125	-0.465909090909091	chr10:118335555:-_vs_chr10:118310750:-	-0.931818181818182	chr10:118310750:-;chr10:118335555:-	proximal	FALSE
LINC00943	5.4797385620915	0.064578788013085	0.123431735113674	0.125	0.575	0.45	chr12:126743479:+_vs_chr12:126746256:+	0.9	chr12:126743479:+;chr12:126745326:+;chr12:126746256:+	distal	FALSE
BPNT1	3.4068287037037	0.0649271110653439	0.123958374601212	0	0.5	0.5	chr1:220058529:-_vs_chr1:220057728:-	1	chr1:220057728:-;chr1:220058529:-	distal	FALSE
DNAJA1	8.83691708242477	0.0653075801046831	0.124545138766266	0.626865671641791	0.554655870445344	-0.0722098011964469	chr9:33026861:+_vs_chr9:33039032:+	-0.131337240920902	chr9:33026861:+;chr9:33029963:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	proximal	FALSE
UBE2A	3.39522505358419	0.0653854399004464	0.124554143345034	0.727272727272727	0.907894736842105	0.180622009569378	chrX:119583293:+_vs_chrX:119584423:+	0.361244019138756	chrX:119583293:+;chrX:119584423:+	distal	FALSE
PHGDH	3.39131716214947	0.065540572812609	0.124710162569691	1	0.936046511627907	-0.063953488372093	chr1:119744103:+_vs_chr1:119744215:+	-0.127906976744186	chr1:119744103:+;chr1:119744215:+	proximal	FALSE
JKAMP	3.38520146520147	0.065784138919069	0.125033915824972	0.08	0.307692307692308	0.227692307692308	chr14:59504709:+_vs_chr14:59505343:+	0.455384615384615	chr14:59504709:+;chr14:59505343:+	distal	FALSE
ARL6IP1	5.4362781841031	0.0659974554127285	0.125299516798079	0.666666666666667	0.682971014492754	0.016304347826087	chr16:18793259:-_vs_chr16:18791667:-	0.149823736780259	chr16:18791667:-;chr16:18793259:-;chr16:18795473:-	distal	FALSE
CS	3.37303321678322	0.0662716356766768	0.125679950509333	1	0.535714285714286	-0.464285714285714	chr12:56272929:-_vs_chr12:56271701:-	-0.928571428571429	chr12:56271701:-;chr12:56272929:-	proximal	FALSE
FKBP3	5.42460030917122	0.0663839376525759	0.125752887455324	0.941176470588235	0.850467289719626	-0.0907091808686091	chr14:45116046:-_vs_chr14:45115902:-	-0.2869708631116	chr14:45115902:-;chr14:45116046:-;chr14:45121586:-	proximal	FALSE
EML1	3.35664335664336	0.066934371008392	0.126654704252546	0.35	1	0.65	chr14:99907718:+_vs_chr14:99941302:+	1.3	chr14:99907718:+;chr14:99941302:+	distal	FALSE
RTN4	10.3029743609765	0.0670918860879351	0.126811855724477	0.658666666666667	0.658566978193146	-9.96884735202652e-05	chr2:55026600:-_vs_chr2:54981278:-	-0.114890965732087	chr2:54972189:-;chr2:54973144:-;chr2:54981278:-;chr2:55026078:-;chr2:55026600:-;chr2:55027115:-	proximal	FALSE
CENPK	3.35038904450669	0.067189132012943	0.126854868977874	0.321428571428571	0.583333333333333	0.261904761904762	chr5:65528453:-_vs_chr5:65517766:-	0.523809523809524	chr5:65517766:-;chr5:65528453:-	distal	FALSE
NRG1	8.76389216957379	0.0672797452174508	0.12688527807898	0.375	0.52390438247012	0.14890438247012	chr8:32595981:+_vs_chr8:32743055:+	0.695219123505976	chr8:32595981:+;chr8:32729095:+;chr8:32743055:+;chr8:32743222:+;chr8:32764469:+	distal	FALSE
ZC3H15	5.37346711259755	0.0681030311663072	0.128295865128563	0.558823529411765	0.656862745098039	0.0980392156862746	chr2:186504166:+_vs_chr2:186505530:+	0.333333333333333	chr2:186504166:+;chr2:186505530:+;chr2:186509361:+	distal	FALSE
LRPAP1	3.32310629045307	0.0683126430271477	0.128548542624566	0.941176470588235	0.808823529411765	-0.132352941176471	chr4:3512613:-_vs_chr4:3512567:-	-0.264705882352941	chr4:3512567:-;chr4:3512613:-	proximal	FALSE
SNAP25	3.31992753623188	0.0684448458211637	0.128655157211304	0.4	0.791666666666667	0.391666666666667	chr20:10307285:+_vs_chr20:10307418:+	0.783333333333333	chr20:10307285:+;chr20:10307418:+	distal	FALSE
SSBP4	3.31418888129414	0.0686842070867291	0.128962739436273	1	0.563636363636364	-0.436363636363636	chr19:18434423:+_vs_chr19:18434562:+	-0.872727272727273	chr19:18434423:+;chr19:18434562:+	proximal	FALSE
GLOD4	3.3099394036894	0.0688620312624028	0.129154228237744	0.166666666666667	0.459459459459459	0.292792792792793	chr17:771370:-_vs_chr17:759330:-	0.585585585585586	chr17:759330:-;chr17:771370:-	distal	FALSE
ANP32A	5.34779183418866	0.0689829492601177	0.12923868271725	0.620481927710843	0.466101694915254	-0.154380232795589	chr15:68780105:-_vs_chr15:68778907:-	-0.308760465591178	chr15:68778907:-;chr15:68779873:-;chr15:68780105:-	proximal	FALSE
HIKESHI	5.33893078247917	0.0692892580538074	0.129585892872509	0.321428571428571	0.301587301587302	-0.0198412698412698	chr11:86345663:+_vs_chr11:86345795:+	-0.293650793650794	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	FALSE
BRWD1	5.33803027136759	0.069320462951765	0.129585892872509	0.523255813953488	0.597560975609756	0.0743051616562678	chr21:39296437:-_vs_chr21:39250818:-	0.392512762336926	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-	distal	FALSE
NUP107	3.28951331496786	0.0697236862247151	0.130196751799002	0.7	0.409090909090909	-0.290909090909091	chr12:68734827:+_vs_chr12:68742665:+	-0.581818181818182	chr12:68734827:+;chr12:68742665:+	proximal	FALSE
ABHD3	3.28725084376219	0.0698198339332017	0.130233490896213	0.545454545454545	0.766666666666667	0.221212121212121	chr18:21651111:-_vs_chr18:21650901:-	0.442424242424242	chr18:21650901:-;chr18:21651111:-	distal	FALSE
PPIA	3.27620420105422	0.0702913234910747	0.130969500990482	0.00409836065573771	0.0257879656160458	0.0216896049603081	chr7:44801628:+_vs_chr7:44803117:+	0.0433792099206163	chr7:44801628:+;chr7:44803117:+	distal	FALSE
IQGAP1	3.24107142857143	0.0718136605525434	0.133659741990144	1	0.44	-0.56	chr15:90476766:+_vs_chr15:90494757:+	-1.12	chr15:90476766:+;chr15:90494757:+	proximal	FALSE
SARNP	3.23819201443523	0.0719399855674712	0.133748684957864	0	0.139240506329114	0.139240506329114	chr12:55757275:-_vs_chr12:55752580:-	0.278481012658228	chr12:55752580:-;chr12:55757275:-	distal	FALSE
TMEM9B	6.99132988721805	0.0721746324922044	0.134038603199808	0.635416666666667	0.620614035087719	-0.0148026315789473	chr11:8947310:-_vs_chr11:8947202:-	0.28125	chr11:8947202:-;chr11:8947310:-;chr11:8947507:-;chr11:8948067:-	distal	FALSE
PPP1CC	3.22777085636036	0.0723991755250451	0.134309145881429	0.806451612903226	0.588235294117647	-0.218216318785579	chr12:110719905:-_vs_chr12:110719811:-	-0.436432637571157	chr12:110719811:-;chr12:110719905:-	proximal	FALSE
PTPN11	3.2202716068168	0.0727315610443336	0.134766229442806	0.305555555555556	0.0967741935483871	-0.208781362007168	chr12:112473017:+_vs_chr12:112509910:+	-0.417562724014337	chr12:112473017:+;chr12:112509910:+	proximal	FALSE
RAF1	3.21864583333333	0.0728038350483741	0.134766229442806	1	0.76	-0.24	chr3:12600154:-_vs_chr3:12583601:-	-0.48	chr3:12583601:-;chr3:12600154:-	proximal	FALSE
CTNNB1	3.19145070859814	0.0740242930950077	0.136876624474265	1	0.722222222222222	-0.277777777777778	chr3:41240180:+_vs_chr3:41240445:+	-0.555555555555556	chr3:41240180:+;chr3:41240445:+	proximal	FALSE
EPRS1	5.17983411688262	0.0750262626224345	0.138578877707165	0.472222222222222	0.526315789473684	0.054093567251462	chr1:220025148:-_vs_chr1:220007209:-	0.514619883040936	chr1:219987267:-;chr1:220007209:-;chr1:220025148:-	distal	FALSE
CCN1	5.13020515945562	0.07691129149782	0.141906749101612	1	0.959876543209876	-0.0401234567901235	chr1:85583077:+_vs_chr1:85583705:+	-0.0864197530864198	chr1:85582769:+;chr1:85583077:+;chr1:85583705:+	proximal	FALSE
SYT11	9.93258014387047	0.0771682527173151	0.142226768806913	0.22	0.409677419354839	0.189677419354839	chr1:155868153:+_vs_chr1:155881618:+	0.686021505376344	chr1:155868153:+;chr1:155881254:+;chr1:155881618:+;chr1:155885032:+;chr1:155885060:+;chr1:155885191:+	distal	FALSE
SRSF1	5.11884106571798	0.0773495489815149	0.142393046105611	0.535714285714286	0.5	-0.0357142857142857	chr17:58005216:-_vs_chr17:58003571:-	-0.482919254658385	chr17:58003360:-;chr17:58003571:-;chr17:58005216:-	proximal	FALSE
WBP11	3.11640528589058	0.077507593596319	0.142393046105611	0.727272727272727	0.346153846153846	-0.381118881118881	chr12:14791222:-_vs_chr12:14786478:-	-0.762237762237762	chr12:14786478:-;chr12:14791222:-	proximal	FALSE
PGD	3.11636922195503	0.0775093093011752	0.142393046105611	0	0.352941176470588	0.352941176470588	chr1:10420144:+_vs_chr1:10420511:+	0.705882352941176	chr1:10420144:+;chr1:10420511:+	distal	FALSE
CCDC47	5.0883950617284	0.0785360494563117	0.144123806275969	0.7	0.601851851851852	-0.0981481481481481	chr17:63746901:-_vs_chr17:63746366:-	-0.625925925925926	chr17:63746366:-;chr17:63746901:-;chr17:63752325:-	proximal	FALSE
CTNNBL1	3.08335623905763	0.0790971488428552	0.144997249170487	0.792452830188679	0.565217391304348	-0.227235438884332	chr20:37842397:+_vs_chr20:37872118:+	-0.454470877768663	chr20:37842397:+;chr20:37872118:+	proximal	FALSE
AK6	3.07156328320802	0.0796728218788526	0.14589550070934	0.2	0.710526315789474	0.510526315789474	chr5:69351811:-_vs_chr5:69351726:-	1.02105263157895	chr5:69351726:-;chr5:69351811:-	distal	FALSE
RAD21	8.33018571290142	0.080204971598472	0.14671220905714	0.486702127659574	0.459905660377358	-0.026796467282216	chr8:116847067:-_vs_chr8:116846444:-	-0.152348454435969	chr8:116845934:-;chr8:116846444:-;chr8:116847067:-;chr8:116848975:-;chr8:116858360:-	proximal	FALSE
GIGYF2	3.05888247554914	0.0802968766315292	0.146722726291303	0	0.444444444444444	0.444444444444444	chr2:232791139:+_vs_chr2:232845768:+	0.888888888888889	chr2:232791139:+;chr2:232845768:+	distal	FALSE
MAGED1	3.04507834317743	0.0809822084403544	0.147816399757689	0.941176470588235	0.882608695652174	-0.0585677749360614	chrX:51897827:+_vs_chrX:51902354:+	-0.117135549872123	chrX:51897827:+;chrX:51902354:+	proximal	FALSE
HMGB2	3.01729775725052	0.0823806291280162	0.150207935123139	0.747072599531616	0.81057268722467	0.0635000876930536	chr4:173332837:-_vs_chr4:173331701:-	0.127000175386107	chr4:173331701:-;chr4:173332837:-	distal	FALSE
NUP88	3.01227276335635	0.0826363495067333	0.150513051561462	0.235294117647059	0.6	0.364705882352941	chr17:5387406:-_vs_chr17:5386101:-	0.729411764705882	chr17:5386101:-;chr17:5387406:-	distal	FALSE
KIF23	4.97724770312949	0.0830241415387725	0.151057813077489	0.398148148148148	0.457142857142857	0.058994708994709	chr15:69438315:+_vs_chr15:69438391:+	0.418518518518519	chr15:69438315:+;chr15:69438391:+;chr15:69448423:+	distal	FALSE
PTOV1	2.99939787061049	0.0832954683781709	0.151165877866858	0.974842767295597	0.931740614334471	-0.0431021529611265	chr19:49860064:+_vs_chr19:49860738:+	-0.086204305922253	chr19:49860064:+;chr19:49860738:+	proximal	FALSE
TP53BP2	2.99777183600713	0.0833791147819721	0.151165877866858	0.181818181818182	0.588235294117647	0.406417112299465	chr1:223810474:-_vs_chr1:223780088:-	0.812834224598931	chr1:223780088:-;chr1:223810474:-	distal	FALSE
N4BP2L2	4.96728852542806	0.0834385986849944	0.151165877866858	0.107142857142857	0.372093023255814	0.264950166112957	chr13:32536493:-_vs_chr13:32443078:-	0.529900332225914	chr13:32443078:-;chr13:32536362:-;chr13:32536493:-	distal	FALSE
MIR100HG	4.9655572755418	0.083510856486802	0.151165877866858	0.375	0.460526315789474	0.0855263157894737	chr11:122090942:-_vs_chr11:122089110:-	0.855263157894737	chr11:122089110:-;chr11:122090942:-;chr11:122091019:-	distal	FALSE
DIS3	2.99489439853076	0.083527358234124	0.151165877866858	0.818181818181818	0.4	-0.418181818181818	chr13:72775232:-_vs_chr13:72768801:-	-0.836363636363636	chr13:72768801:-;chr13:72775232:-	proximal	FALSE
PPA1	2.98595422962539	0.0839897687668388	0.15184137601903	1	0.875647668393782	-0.124352331606218	chr10:70209227:-_vs_chr10:70202835:-	-0.248704663212435	chr10:70202835:-;chr10:70209227:-	proximal	FALSE
TMBIM4	2.98353912570945	0.0841151587072975	0.151906803052521	0.714285714285714	0.307692307692308	-0.406593406593407	chr12:66137834:-_vs_chr12:66136937:-	-0.813186813186813	chr12:66136937:-;chr12:66137834:-	proximal	FALSE
MTF2	2.97666742979243	0.0844730388204114	0.152391509651653	0	0.619047619047619	0.619047619047619	chr1:93129301:+_vs_chr1:93133779:+	1.23809523809524	chr1:93129301:+;chr1:93133779:+	distal	FALSE
PPM1G	4.93943784410316	0.0846086372818189	0.152474613006283	0.733333333333333	0.758333333333333	0.025	chr2:27381624:-_vs_chr2:27381199:-	0.225	chr2:27381199:-;chr2:27381624:-;chr2:27385766:-	distal	FALSE
YTHDF2	2.96798406862745	0.0849276269380631	0.152887683589346	0.892857142857143	0.676470588235294	-0.216386554621849	chr1:28769188:+_vs_chr1:28769775:+	-0.432773109243697	chr1:28769188:+;chr1:28769775:+	proximal	FALSE
PSPC1	2.95735542500753	0.0854876575402491	0.153733348248199	0.0526315789473684	0.282608695652174	0.229977116704805	chr13:19702867:-_vs_chr13:19674752:-	0.459954233409611	chr13:19674752:-;chr13:19702867:-	distal	FALSE
TMCO1	4.90980626700441	0.085871513111044	0.154155236138701	0.305555555555556	0.53921568627451	0.233660130718954	chr1:165759528:-_vs_chr1:165727273:-	0.467320261437909	chr1:165727273:-;chr1:165727541:-;chr1:165759528:-	distal	FALSE
MSANTD2	2.94852272727273	0.0859560979275158	0.154155236138701	0.454545454545455	1	0.545454545454545	chr11:124777129:-_vs_chr11:124773017:-	1.09090909090909	chr11:124773017:-;chr11:124777129:-	distal	FALSE
SRPK2	4.90695970695971	0.0859938193375019	0.154155236138701	0.5	0.285714285714286	-0.214285714285714	chr7:105143286:-_vs_chr7:105143197:-	-0.828571428571429	chr7:105142445:-;chr7:105143197:-;chr7:105143286:-	proximal	FALSE
HSPD1	12.4656664624944	0.086248109187235	0.154448506777982	0.6138147566719	0.623331685615423	0.00951692894352285	chr2:197489065:-_vs_chr2:197488310:-	0.121677630328149	chr2:197486584:-;chr2:197486939:-;chr2:197488310:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-;chr2:197494658:-;chr2:197497292:-	distal	FALSE
ZNF680	2.92018523755656	0.0874778212363746	0.15648606046801	0.823529411764706	0.5	-0.323529411764706	chr7:64522227:-_vs_chr7:64519878:-	-0.647058823529412	chr7:64519878:-;chr7:64522227:-	proximal	FALSE
TPGS2	2.91633454652469	0.0876868445888047	0.15669537915502	0.117021276595745	0.0298507462686567	-0.087170530327088	chr18:36796071:-_vs_chr18:36786790:-	-0.174341060654176	chr18:36786790:-;chr18:36796071:-	proximal	FALSE
FAM133B	2.90909090909091	0.0880815116621899	0.157235654466152	0.727272727272727	0.272727272727273	-0.454545454545455	chr7:92575802:-_vs_chr7:92566014:-	-0.909090909090909	chr7:92566014:-;chr7:92575802:-	proximal	FALSE
PSRC1	2.88811488645045	0.0892352818170748	0.159128465899977	0.878787878787879	0.964705882352941	0.0859180035650624	chr1:109279894:-_vs_chr1:109279567:-	0.171836007130125	chr1:109279567:-;chr1:109279894:-	distal	FALSE
BTG3	2.8758360440578	0.0899182661353077	0.160178668648984	0.857142857142857	0.951807228915663	0.0946643717728055	chr21:17609014:-_vs_chr21:17593653:-	0.189328743545611	chr21:17593653:-;chr21:17609014:-	distal	FALSE
ECHDC1	2.87179487179487	0.0901442862263489	0.160413499940932	0.2	0.611111111111111	0.411111111111111	chr6:127289779:-_vs_chr6:127288712:-	0.822222222222222	chr6:127288712:-;chr6:127289779:-	distal	FALSE
AZI2	2.86363636363636	0.0906024670029109	0.161060544160707	0.607142857142857	1	0.392857142857143	chr3:28340403:-_vs_chr3:28323539:-	0.785714285714286	chr3:28323539:-;chr3:28340403:-	distal	FALSE
MACROH2A2	4.77353238866397	0.0919264760941206	0.163243783929392	0.875	0.728070175438597	-0.146929824561403	chr10:70092655:+_vs_chr10:70112259:+	-0.293859649122807	chr10:70092655:+;chr10:70112002:+;chr10:70112259:+	proximal	FALSE
ID4	9.447891953399	0.0924785347764695	0.164053067421175	0.336708860759494	0.354066985645933	0.0173581248864393	chr6:19840684:+_vs_chr6:19842197:+	0.143207558597299	chr6:19839363:+;chr6:19839824:+;chr6:19840447:+;chr6:19840684:+;chr6:19840940:+;chr6:19842197:+	distal	FALSE
FGD5-AS1	2.81862745098039	0.0931760486770502	0.165051284023123	0.608695652173913	0.869565217391304	0.260869565217391	chr3:14945179:-_vs_chr3:14942784:-	0.521739130434783	chr3:14942784:-;chr3:14945179:-	distal	FALSE
VDAC2	2.81761103150451	0.0932350764710771	0.165051284023123	0.275862068965517	0.391304347826087	0.11544227886057	chr10:75231272:+_vs_chr10:75231448:+	0.230884557721139	chr10:75231272:+;chr10:75231448:+	distal	FALSE
PSMB2	2.81226184476238	0.0935463972571662	0.165430440840035	0.186046511627907	0.0705882352941176	-0.115458276333789	chr1:35603138:-_vs_chr1:35601584:-	-0.230916552667579	chr1:35601584:-;chr1:35603138:-	proximal	FALSE
ZMYND11	4.73022556390977	0.0939387051802076	0.16595188269906	0.638888888888889	0.433333333333333	-0.205555555555555	chr10:248928:+_vs_chr10:253253:+	-0.488888888888889	chr10:237497:+;chr10:248928:+;chr10:253253:+	proximal	FALSE
USP39	2.80363773605621	0.0940507005146771	0.165977557488596	0.55	0.363636363636364	-0.186363636363636	chr2:85636125:+_vs_chr2:85649283:+	-0.372727272727273	chr2:85636125:+;chr2:85649283:+	proximal	FALSE
DSTN	9.39766567060016	0.0942157853099578	0.166096772653062	0.489473684210526	0.569879518072289	0.0804058338617628	chr20:17608000:+_vs_chr20:17608242:+	-0.30849714648066	chr20:17601010:+;chr20:17604624:+;chr20:17607210:+;chr20:17607358:+;chr20:17608000:+;chr20:17608242:+	proximal	FALSE
ARF3	2.79884573966887	0.0943321947831919	0.166130018320347	0.125	0.529411764705882	0.404411764705882	chr12:48938706:-_vs_chr12:48936209:-	0.808823529411765	chr12:48936209:-;chr12:48938706:-	distal	FALSE
RPUSD3	2.79272727272727	0.0946929425994763	0.166593059139368	1	0.625	-0.375	chr3:9841500:-_vs_chr3:9837849:-	-0.75	chr3:9837849:-;chr3:9841500:-	proximal	FALSE
ITGB1BP1	4.67298347910593	0.0966661741625417	0.169889055313528	0.65	0.510204081632653	-0.139795918367347	chr2:9406717:-_vs_chr2:9405684:-	-0.279591836734694	chr2:9405684:-;chr2:9406660:-;chr2:9406717:-	proximal	FALSE
MPC1	2.75666238695992	0.0968501013437334	0.170036827410699	0.923076923076923	0.725	-0.198076923076923	chr6:166365126:-_vs_chr6:166364919:-	-0.396153846153846	chr6:166364919:-;chr6:166365126:-	proximal	FALSE
RAB1A	2.74312596035315	0.0976735299229974	0.171305892336627	0.844155844155844	0.735294117647059	-0.108861726508785	chr2:65088428:-_vs_chr2:65087878:-	-0.217723453017571	chr2:65087878:-;chr2:65088428:-	proximal	FALSE
PCNX4	4.62809917355372	0.0988600973105622	0.173208586131571	0	0.545454545454545	0.545454545454545	chr14:60124691:+_vs_chr14:60134812:+	1.09090909090909	chr14:60124691:+;chr14:60134812:+;chr14:60142057:+	distal	FALSE
SLC3A2	2.71508097165992	0.0994039264930158	0.173982411939985	0.756756756756757	0.643518518518518	-0.113238238238238	chr11:62888785:+_vs_chr11:62888860:+	-0.226476476476477	chr11:62888785:+;chr11:62888860:+	proximal	FALSE
PSAP	2.70739733940003	0.0998838314038354	0.174642879754345	0.645161290322581	0.726635514018692	0.081474223696111	chr10:71816549:-_vs_chr10:71816298:-	0.162948447392222	chr10:71816298:-;chr10:71816549:-	distal	FALSE
SEC23B	2.7	0.10034824646229	0.175209031027538	0	0.6	0.6	chr20:18561017:+_vs_chr20:18561415:+	1.2	chr20:18561017:+;chr20:18561415:+	distal	FALSE
TCF4	2.6989652623799	0.100413396525471	0.175209031027538	1	0.725	-0.275	chr18:55228002:-_vs_chr18:55227607:-	-0.55	chr18:55227607:-;chr18:55228002:-	proximal	FALSE
XPO1	2.69152992277992	0.100882908315223	0.17568066990423	0.5	0.783783783783784	0.283783783783784	chr2:61502017:-_vs_chr2:61477934:-	0.567567567567568	chr2:61477934:-;chr2:61502017:-	distal	FALSE
MRPL17	2.69141767323586	0.100890014777649	0.17568066990423	0.666666666666667	0.363636363636364	-0.303030303030303	chr11:6681936:-_vs_chr11:6681820:-	-0.606060606060606	chr11:6681820:-;chr11:6681936:-	proximal	FALSE
FTH1	2.67795099335288	0.101746567235251	0.176991219613516	0.0148514851485149	0.00651465798045603	-0.00833682716805883	chr11:61964565:-_vs_chr11:61964285:-	-0.0166736543361177	chr11:61964285:-;chr11:61964565:-	proximal	FALSE
UQCRB	4.56291249733873	0.102135363878007	0.177486249677802	0.428571428571429	0.490909090909091	0.0623376623376624	chr8:96230939:-_vs_chr8:96229897:-	0.175324675324675	chr8:96229897:-;chr8:96230939:-;chr8:96231078:-	distal	FALSE
MRPS7	4.54624032882012	0.102990331467089	0.178515904508991	0.821428571428572	0.627659574468085	-0.193768996960486	chr17:75266060:+_vs_chr17:75266363:+	-0.387537993920973	chr17:75266060:+;chr17:75266243:+;chr17:75266363:+	proximal	FALSE
CCT6A	4.54618725868726	0.102993064358635	0.178515904508991	0.589285714285714	0.466216216216216	-0.123069498069498	chr7:56058464:+_vs_chr7:56063985:+	-0.246138996138996	chr7:56058464:+;chr7:56063404:+;chr7:56063985:+	proximal	FALSE
SETD2	2.6578125	0.103042357094737	0.178515904508991	0.55	0.125	-0.425	chr3:47123603:-_vs_chr3:47122924:-	-0.85	chr3:47122924:-;chr3:47123603:-	proximal	FALSE
TPI1	2.64559600203679	0.103837207611334	0.179710126587502	0.0583333333333333	0.0247148288973384	-0.0336185044359949	chr12:6870826:+_vs_chr12:6870943:+	-0.0672370088719898	chr12:6870826:+;chr12:6870943:+	proximal	FALSE
DLGAP4	2.64196683819325	0.104074625892981	0.179938160300251	1	0.775510204081633	-0.224489795918367	chr20:36527080:+_vs_chr20:36527249:+	-0.448979591836735	chr20:36527080:+;chr20:36527249:+	proximal	FALSE
SP3	2.63337053571429	0.10463936763179	0.180731078171337	1	0.59375	-0.40625	chr2:173909684:-_vs_chr2:173908530:-	-0.8125	chr2:173908530:-;chr2:173909684:-	proximal	FALSE
KDM4A	2.63164123938345	0.104753380389302	0.180744687743648	1	0.5	-0.5	chr1:43704295:+_vs_chr1:43704483:+	-1	chr1:43704295:+;chr1:43704483:+	proximal	FALSE
HLTF	4.50623849834376	0.105070970337443	0.181013643380816	0.1	0.317307692307692	0.217307692307692	chr3:149074270:-_vs_chr3:149070606:-	0.592307692307692	chr3:149059730:-;chr3:149070606:-;chr3:149074270:-	distal	FALSE
WTAP	4.50527044360498	0.105121839872946	0.181013643380816	0.590909090909091	0.632075471698113	0.0411663807890223	chr6:159749419:+_vs_chr6:159756319:+	0.342710120068611	chr6:159748313:+;chr6:159749419:+;chr6:159756319:+	distal	FALSE
SOD1	2.61241358495551	0.106030276075724	0.182393495108039	0.5	0.63594470046083	0.13594470046083	chr21:31668677:+_vs_chr21:31668926:+	0.271889400921659	chr21:31668677:+;chr21:31668926:+	distal	FALSE
TMEM50A	2.5984773685059	0.106966437192337	0.183818206396114	0.392857142857143	0.203389830508475	-0.189467312348668	chr1:25360982:+_vs_chr1:25362361:+	-0.378934624697337	chr1:25360982:+;chr1:25362361:+	proximal	FALSE
MIS18BP1	6.08073245213205	0.107747801523571	0.184974300397824	0.523809523809524	0.581196581196581	0.0573870573870574	chr14:45247069:-_vs_chr14:45246947:-	0.368131868131868	chr14:45231231:-;chr14:45246774:-;chr14:45246947:-;chr14:45247069:-	distal	FALSE
COMMD10	2.57466261808367	0.108587251065252	0.186227682340508	0.25	0.653846153846154	0.403846153846154	chr5:116292904:+_vs_chr5:116293284:+	0.807692307692308	chr5:116292904:+;chr5:116293284:+	distal	FALSE
EXOSC2	2.57142857142857	0.108809430040546	0.186420985270674	0	0.571428571428571	0.571428571428571	chr9:130704256:+_vs_chr9:130704569:+	1.14285714285714	chr9:130704256:+;chr9:130704569:+	distal	FALSE
ZC3H18	2.56939090926019	0.108949673858943	0.186473662896262	0.269230769230769	0.555555555555556	0.286324786324786	chr16:88627948:+_vs_chr16:88631964:+	0.572649572649573	chr16:88627948:+;chr16:88631964:+	distal	FALSE
RUVBL1	2.56688401653765	0.109122485415242	0.186581920343531	0.928571428571429	0.758620689655172	-0.169950738916256	chr3:128100648:-_vs_chr3:128080963:-	-0.339901477832512	chr3:128080963:-;chr3:128100648:-	proximal	FALSE
