gene_id	chisq	pvalue	adj_pvalue	ExDp	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
NCOA4	3.41966241624855	0.180896323870154	0.349493211493906	0.428571428571429	0.362745098039216	0.0658263305322129	chr10:46006408:-_vs_chr10:46005088:-	0.282212885154062	chr10:46005088:-;chr10:46006408:-;chr10:46010526:-	distal	FALSE
GRM3	1.78222931959345	0.18187581695083	0.350688686430977	0.409090909090909	0.652173913043478	-0.243083003952569	chr7:86864683:+_vs_chr7:86864879:+	-0.486166007905138	chr7:86864683:+;chr7:86864879:+	proximal	FALSE
ZFP91	1.78207417582418	0.181894835734096	0.350688686430977	0.666666666666667	0.333333333333333	0.333333333333333	chr11:58584884:+_vs_chr11:58611734:+	0.666666666666667	chr11:58584884:+;chr11:58611734:+	distal	FALSE
CS	3.40470274978678	0.182254471230543	0.35101565001336	0.714285714285714	0.647058823529412	0.0672268907563025	chr12:56272929:-_vs_chr12:56271701:-	0.310084033613445	chr12:56271701:-;chr12:56272929:-;chr12:56273030:-	distal	FALSE
CAPZA2	6.2310436946222	0.182545430014603	0.351209801288513	0.549295774647887	0.566216216216216	-0.0169204415683289	chr7:116918649:+_vs_chr7:116919259:+	-0.181956604491816	chr7:116916112:+;chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	proximal	FALSE
PSME3IP1	1.76785714285714	0.183647496958369	0.352382372982629	0.75	0.357142857142857	0.392857142857143	chr16:57153533:-_vs_chr16:57152468:-	0.785714285714286	chr16:57152468:-;chr16:57153533:-	distal	FALSE
LTA4H	1.76724698810476	0.183723153225133	0.352382372982629	0.681818181818182	0.870967741935484	-0.189149560117302	chr12:96000923:-_vs_chr12:96000830:-	-0.378299120234604	chr12:96000830:-;chr12:96000923:-	proximal	FALSE
OS9	3.3886059489707	0.183727246985529	0.352382372982629	0.465116279069767	0.606299212598425	-0.141182933528658	chr12:57719089:+_vs_chr12:57721557:+	-0.282365867057316	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	FALSE
SNHG7	1.73597176244235	0.187650041531389	0.359532807788875	0.0740740740740741	0.218181818181818	-0.144107744107744	chr9:136724658:-_vs_chr9:136724594:-	-0.288215488215488	chr9:136724594:-;chr9:136724658:-	proximal	FALSE
RPS23	3.33031231431967	0.189161116812757	0.36205241736079	0.666666666666667	0.420454545454545	0.246212121212121	chr5:82276078:-_vs_chr5:82273320:-	0.492424242424242	chr5:82273320:-;chr5:82274209:-;chr5:82276078:-	distal	FALSE
TCEAL2	3.32801324551972	0.189378689053099	0.362093621823059	0.642857142857143	0.520547945205479	0.122309197651663	chrX:102127254:+_vs_chrX:102127371:+	0.264970645792564	chrX:102127254:+;chrX:102127371:+;chrX:102127712:+	distal	FALSE
PKIA	6.12177297496597	0.190236890553914	0.363358362826348	0.320121951219512	0.328754578754579	-0.00863262753506655	chr8:78602248:+_vs_chr8:78602376:+	0.165817921915483	chr8:78601920:+;chr8:78602248:+;chr8:78602376:+;chr8:78602760:+;chr8:78603214:+	distal	FALSE
RBM17	1.70187981148572	0.192042322159459	0.366427860566653	0.545454545454545	0.321428571428571	0.224025974025974	chr10:6113014:+_vs_chr10:6115628:+	0.448051948051948	chr10:6113014:+;chr10:6115628:+	distal	FALSE
REEP2	1.69952765265265	0.192349761426144	0.366635716567686	0.714285714285714	0.888888888888889	-0.174603174603175	chr5:138441944:+_vs_chr5:138446965:+	-0.349206349206349	chr5:138441944:+;chr5:138446965:+	proximal	FALSE
PDHB	1.69095872375067	0.193474636493985	0.368399642891124	0.684210526315789	0.489583333333333	0.194627192982456	chr3:58428048:-_vs_chr3:58427630:-	0.389254385964912	chr3:58427630:-;chr3:58428048:-	distal	FALSE
PPCS	3.25728020240354	0.196196199770158	0.373197096782165	0.34	0.467741935483871	-0.127741935483871	chr1:42459851:+_vs_chr1:42460021:+	-0.383225806451613	chr1:42459851:+;chr1:42460021:+;chr1:42460401:+	proximal	FALSE
YWHAQ	6.03568807413744	0.196498872129184	0.373388288912142	0.859597156398104	0.854722222222222	0.00487493417588203	chr2:9584498:-_vs_chr2:9583977:-	0.0258873091100579	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-	distal	FALSE
ATXN2	6.0245175890566	0.197324751764403	0.374572267737771	0.557692307692308	0.545212765957447	0.0124795417348609	chr12:111519935:-_vs_chr12:111518395:-	0.207037643207856	chr12:111488731:-;chr12:111509567:-;chr12:111509941:-;chr12:111518395:-;chr12:111519935:-	distal	FALSE
ZNF385D	1.65196428571429	0.198691792042748	0.376780020434246	0.4	0	0.4	chr3:21421150:-_vs_chr3:21420769:-	0.8	chr3:21420769:-;chr3:21421150:-	distal	FALSE
POLDIP2	1.64597362514029	0.199507829359089	0.37793944700127	0.923076923076923	0.769230769230769	0.153846153846154	chr17:28347779:-_vs_chr17:28347177:-	0.307692307692308	chr17:28347177:-;chr17:28347779:-	distal	FALSE
TSFM	1.640625	0.200239737216034	0.378937289588129	0.142857142857143	0.5	-0.357142857142857	chr12:57796738:+_vs_chr12:57797584:+	-0.714285714285714	chr12:57796738:+;chr12:57797584:+	proximal	FALSE
DHX36	7.28230468312384	0.200477240510375	0.37899842704469	0.455172413793103	0.451666666666667	0.00350574712643681	chr3:154301040:-_vs_chr3:154284804:-	-0.283908045977012	chr3:154280580:-;chr3:154284638:-;chr3:154284804:-;chr3:154292646:-;chr3:154301040:-;chr3:154315100:-	proximal	FALSE
MVB12A	1.63459459459459	0.201068727540054	0.379727954771452	1	0.594594594594595	0.405405405405405	chr19:17422979:+_vs_chr19:17425331:+	0.810810810810811	chr19:17422979:+;chr19:17425331:+	distal	FALSE
SLC44A5	3.1995631995632	0.201940617053726	0.380721702332718	0.666666666666667	0.472972972972973	0.193693693693694	chr1:75205277:-_vs_chr1:75204652:-	0.882882882882883	chr1:75204652:-;chr1:75205277:-;chr1:75210822:-	distal	FALSE
DTD1	3.19890403872598	0.202007183695757	0.380721702332718	0.898305084745763	0.903141361256545	-0.00483627651078178	chr20:18744170:+_vs_chr20:18763887:+	-0.10613186618156	chr20:18744137:+;chr20:18744170:+;chr20:18763887:+	proximal	FALSE
ATIC	1.61745281902521	0.203447321682372	0.383045059273538	0.8	0.911392405063291	-0.111392405063291	chr2:215336102:+_vs_chr2:215349743:+	-0.222784810126582	chr2:215336102:+;chr2:215349743:+	proximal	FALSE
ZNF711	4.59148406502189	0.204273840037065	0.384209554529998	0.614035087719298	0.705314009661836	-0.0912789219425375	chrX:85245961:+_vs_chrX:85264387:+	-0.20137299771167	chrX:85245961:+;chrX:85264345:+;chrX:85264387:+;chrX:85270103:+	proximal	FALSE
PDCD5	1.60222356750286	0.205588383256255	0.386035483381921	0.725490196078431	0.829787234042553	-0.104297037964122	chr19:32586929:+_vs_chr19:32587425:+	-0.208594075928244	chr19:32586929:+;chr19:32587425:+	proximal	FALSE
YPEL1	3.16303614205863	0.205662650594375	0.386035483381921	0.573529411764706	0.479166666666667	0.0943627450980392	chr22:21700650:-_vs_chr22:21700322:-	0.370098039215686	chr22:21699740:-;chr22:21700322:-;chr22:21700650:-	distal	FALSE
SECISBP2	4.57273625630623	0.205893416974248	0.38607628543293	0.344827586206897	0.496732026143791	-0.151904439936894	chr9:89334706:+_vs_chr9:89358175:+	-0.250845165652468	chr9:89334706:+;chr9:89338529:+;chr9:89341360:+;chr9:89358175:+	proximal	FALSE
PCNT	3.15151515151515	0.206850788165602	0.387433101824168	0.166666666666667	0.484848484848485	-0.318181818181818	chr21:46326406:+_vs_chr21:46402386:+	-0.636363636363636	chr21:46326406:+;chr21:46357133:+;chr21:46402386:+	proximal	FALSE
CBX3	5.89618520675597	0.207036530319683	0.387433101824168	0.456140350877193	0.446078431372549	0.010061919504644	chr7:26208547:+_vs_chr7:26212437:+	0.145854833161335	chr7:26203014:+;chr7:26208547:+;chr7:26212437:+;chr7:26213356:+;chr7:26213563:+	distal	FALSE
CTBP1	1.58974867724868	0.207362044500685	0.387549872008055	0.777777777777778	0.466666666666667	0.311111111111111	chr4:1211923:-_vs_chr4:1211460:-	0.622222222222222	chr4:1211460:-;chr4:1211923:-	distal	FALSE
SON	1.58865373275202	0.207518583332954	0.387549872008055	0.0652173913043478	0.153846153846154	-0.088628762541806	chr21:33549622:+_vs_chr21:33554648:+	-0.177257525083612	chr21:33549622:+;chr21:33554648:+	proximal	FALSE
CHD3	4.5494278983164	0.207923578356501	0.387913989115614	0.245283018867925	0.349726775956284	-0.10444375708836	chr17:7893896:+_vs_chr17:7894250:+	-0.251778533869471	chr17:7893896:+;chr17:7894250:+;chr17:7898073:+;chr17:7912755:+	proximal	FALSE
PDHA1	1.58086102870944	0.208636712853189	0.388851673703168	0.792452830188679	0.896551724137931	-0.104098893949252	chrX:19359737:+_vs_chrX:19359850:+	-0.208197787898504	chrX:19359737:+;chrX:19359850:+	proximal	FALSE
ADD1	1.57667169431875	0.209240761167335	0.389300528165955	0.0625	0.25	-0.1875	chr4:2926047:+_vs_chr4:2930062:+	-0.375	chr4:2926047:+;chr4:2930062:+	proximal	FALSE
COA1	1.5762678971882	0.20929909283638	0.389300528165955	0.5	0.205882352941176	0.294117647058824	chr7:43639253:-_vs_chr7:43631648:-	0.588235294117647	chr7:43631648:-;chr7:43639253:-	distal	FALSE
LRRFIP2	3.12431610942249	0.209683075033372	0.389622373829615	0.55	0.457446808510638	0.0925531914893617	chr3:37054456:-_vs_chr3:37053004:-	0.485106382978723	chr3:37053004:-;chr3:37054456:-;chr3:37083642:-	distal	FALSE
HMGCS1	4.52482021883541	0.210087036423697	0.389980659572431	0.578014184397163	0.625	-0.0469858156028369	chr5:43290574:-_vs_chr5:43290235:-	-0.171162613981763	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43294751:-	proximal	FALSE
ATP5PB	1.56101520424314	0.211516636749527	0.391918555178488	0.0357142857142857	0.10752688172043	-0.0718125960061444	chr1:111461330:+_vs_chr1:111461407:+	-0.143625192012289	chr1:111461330:+;chr1:111461407:+	proximal	FALSE
C8orf34	1.56075036075036	0.211555386850543	0.391918555178488	0.407407407407407	0	0.407407407407407	chr8:68446409:+_vs_chr8:68534421:+	0.814814814814815	chr8:68446409:+;chr8:68534421:+	distal	FALSE
PHIP	3.10243677375256	0.211989531154466	0.392329322687674	0.578947368421053	0.486363636363636	0.0925837320574163	chr6:79015746:-_vs_chr6:78982887:-	0.185167464114833	chr6:78982887:-;chr6:78990885:-;chr6:79015746:-	distal	FALSE
NUP54	1.55339198179272	0.212635390288633	0.393130696559665	0.4	0.6875	-0.2875	chr4:76114868:-_vs_chr4:76114664:-	-0.575	chr4:76114664:-;chr4:76114868:-	proximal	FALSE
HDLBP	1.54740153637212	0.21351945478791	0.39437043299327	0.777777777777778	0.454545454545455	0.323232323232323	chr2:241247057:-_vs_chr2:241229218:-	0.646464646464646	chr2:241229218:-;chr2:241247057:-	distal	FALSE
EIF3C	1.54499001495029	0.213876577026673	0.394635402365899	0.384615384615385	0.622641509433962	-0.238026124818578	chr16:28392083:-_vs_chr16:28379718:-	-0.476052249637155	chr16:28379718:-;chr16:28392083:-	proximal	FALSE
EIF5	5.79336901357202	0.21512017754798	0.396533900130857	0.145833333333333	0.206896551724138	-0.0610632183908046	chr14:103338372:+_vs_chr14:103341360:+	-0.139080459770115	chr14:103338372:+;chr14:103339214:+;chr14:103340450:+;chr14:103341360:+;chr14:103343171:+	proximal	FALSE
SNRPG	1.52949795547478	0.216187808308372	0.397304358401459	0.193548387096774	0.338028169014085	-0.14447978191731	chr2:70281504:-_vs_chr2:70281373:-	-0.288959563834621	chr2:70281373:-;chr2:70281504:-	proximal	FALSE
PTMA	1.52782622327641	0.21643898325336	0.397304358401459	0.839779005524862	0.795389048991354	0.0443899565335074	chr2:231713104:+_vs_chr2:231713541:+	0.0887799130670148	chr2:231713104:+;chr2:231713541:+	distal	FALSE
TCP1	3.05888871533012	0.216656017132422	0.397304358401459	0.556179775280899	0.517110266159696	0.0390695091212031	chr6:159778952:-_vs_chr6:159778498:-	0.162045541931901	chr6:159778498:-;chr6:159778952:-;chr6:159784002:-	distal	FALSE
NFYC	1.52603439744833	0.216708588039896	0.397304358401459	0.547619047619048	0.690909090909091	-0.143290043290043	chr1:40771107:+_vs_chr1:40771603:+	-0.286580086580087	chr1:40771107:+;chr1:40771603:+	proximal	FALSE
CDC5L	3.05632653061225	0.216933751364105	0.397304358401459	0.466666666666667	0.642857142857143	-0.176190476190476	chr6:44393469:+_vs_chr6:44446647:+	-0.352380952380952	chr6:44393469:+;chr6:44403879:+;chr6:44446647:+	proximal	FALSE
MOSPD1	1.52380952380952	0.217043907756942	0.397304358401459	0	0.571428571428571	-0.571428571428571	chrX:134896888:-_vs_chrX:134887632:-	-1.14285714285714	chrX:134887632:-;chrX:134896888:-	proximal	FALSE
SIN3B	1.52380952380952	0.217043907756942	0.397304358401459	0	0.571428571428571	-0.571428571428571	chr19:16853095:+_vs_chr19:16880349:+	-1.14285714285714	chr19:16853095:+;chr19:16880349:+	proximal	FALSE
CSGALNACT2	3.05150309460654	0.217457565790144	0.397667449519204	0.40625	0.358974358974359	0.047275641025641	chr10:43184721:+_vs_chr10:43185302:+	0.338141025641026	chr10:43155444:+;chr10:43184721:+;chr10:43185302:+	distal	FALSE
CARHSP1	1.50994179667681	0.219147967897577	0.400362311282716	0.396825396825397	0.3	0.0968253968253968	chr16:8854913:-_vs_chr16:8852947:-	0.193650793650794	chr16:8852947:-;chr16:8854913:-	distal	FALSE
COIL	1.50669642857143	0.219643874913174	0.400759007056337	0.714285714285714	0.35	0.364285714285714	chr17:56950679:-_vs_chr17:56938199:-	0.728571428571429	chr17:56938199:-;chr17:56950679:-	distal	FALSE
CTR9	1.5056826099625	0.219799065591808	0.400759007056337	0.6875	0.454545454545455	0.232954545454545	chr11:10755115:+_vs_chr11:10773253:+	0.465909090909091	chr11:10755115:+;chr11:10773253:+	distal	FALSE
FRMD4B	3.02168503377177	0.220723935955456	0.402048431666398	0.333333333333333	0.484536082474227	-0.151202749140893	chr3:69311296:-_vs_chr3:69195279:-	-0.86254295532646	chr3:69170806:-;chr3:69195279:-;chr3:69311296:-	proximal	FALSE
MAPK10	1.4958232689211	0.221315140309051	0.40272814202051	0.25	0.517241379310345	-0.267241379310345	chr4:86029238:-_vs_chr4:86016478:-	-0.53448275862069	chr4:86016478:-;chr4:86029238:-	proximal	FALSE
BNIP3	1.49211221409497	0.221889026906883	0.403109061678038	0.785714285714286	0.545454545454545	0.24025974025974	chr10:131968375:-_vs_chr10:131967686:-	0.480519480519481	chr10:131967686:-;chr10:131968375:-	distal	FALSE
SLC39A6	4.39295429644348	0.22203957744471	0.403109061678038	0.125786163522013	0.203921568627451	-0.0781354051054384	chr18:36122053:-_vs_chr18:36109164:-	-0.23196448390677	chr18:36108531:-;chr18:36109094:-;chr18:36109164:-;chr18:36122053:-	proximal	FALSE
RPL7	1.48837687491125	0.222468467719209	0.403109061678038	0.981651376146789	0.962025316455696	0.0196260596910928	chr8:73291123:-_vs_chr8:73290641:-	0.0392521193821856	chr8:73290641:-;chr8:73291123:-	distal	FALSE
NCBP2	4.38719404186795	0.222575738484487	0.403109061678038	0.833333333333333	0.788194444444445	0.0451388888888888	chr3:196939409:-_vs_chr3:196939285:-	0.162590579710145	chr3:196935407:-;chr3:196936094:-;chr3:196939285:-;chr3:196939409:-	distal	FALSE
MDH2	1.48742944686341	0.222615724370113	0.403109061678038	0.130952380952381	0.0769230769230769	0.054029304029304	chr7:76066590:+_vs_chr7:76067508:+	0.108058608058608	chr7:76066590:+;chr7:76067508:+	distal	FALSE
TXNL1	1.48536945812808	0.222936306768755	0.403294180804986	0.962962962962963	0.850574712643678	0.112388250319285	chr18:56602900:-_vs_chr18:56602822:-	0.22477650063857	chr18:56602822:-;chr18:56602900:-	distal	FALSE
ATP5F1E	1.47858173806087	0.223996554434204	0.404815690841462	0	0.0307328605200946	-0.0307328605200946	chr20:59028685:-_vs_chr20:59026639:-	-0.0614657210401892	chr20:59026639:-;chr20:59028685:-	proximal	FALSE
CCSER2	1.47526556324111	0.22451674054276	0.405359159122657	0.565217391304348	0.769230769230769	-0.204013377926421	chr10:84372211:+_vs_chr10:84372426:+	-0.408026755852843	chr10:84372211:+;chr10:84372426:+	proximal	FALSE
NACA	1.47074453306594	0.225228259896531	0.406246675809465	0.867052023121387	0.902402402402402	-0.0353503792810151	chr12:56713105:-_vs_chr12:56712431:-	-0.0707007585620303	chr12:56712431:-;chr12:56713105:-	proximal	FALSE
RAD23B	4.34830889917695	0.226226478370105	0.407560359092738	0.708333333333333	0.589506172839506	0.118827160493827	chr9:107302076:+_vs_chr9:107330444:+	0.239814814814815	chr9:107302076:+;chr9:107329889:+;chr9:107330444:+;chr9:107330882:+	distal	FALSE
REEP5	1.46334967320262	0.226397903859853	0.407560359092738	0.58	0.7	-0.12	chr5:112878492:-_vs_chr5:112876385:-	-0.24	chr5:112876385:-;chr5:112878492:-	proximal	FALSE
DLD	1.45815146616138	0.22722447095488	0.408650046595582	0.51219512195122	0.666666666666667	-0.154471544715447	chr7:107919745:+_vs_chr7:107919965:+	-0.308943089430894	chr7:107919745:+;chr7:107919965:+	proximal	FALSE
OSTM1	1.44632107023411	0.229119186476205	0.411656748464544	0.652173913043478	0.384615384615385	0.267558528428094	chr6:108044395:-_vs_chr6:108042818:-	0.535117056856187	chr6:108042818:-;chr6:108044395:-	distal	FALSE
RSRP1	1.43636059988644	0.230729183604522	0.414146552106465	0.933333333333333	0.74468085106383	0.188652482269504	chr1:25242464:-_vs_chr1:25242255:-	0.377304964539007	chr1:25242255:-;chr1:25242464:-	distal	FALSE
FAM184B	1.43384176587302	0.231138482150666	0.414226355831716	0.428571428571429	0.1875	0.241071428571429	chr4:17693369:-_vs_chr4:17632242:-	0.482142857142857	chr4:17632242:-;chr4:17693369:-	distal	FALSE
PABPN1	1.43332732815965	0.231222183466432	0.414226355831716	0.25	0.121951219512195	0.128048780487805	chr14:23325369:+_vs_chr14:23326163:+	0.25609756097561	chr14:23325369:+;chr14:23326163:+	distal	FALSE
SPIRE1	2.92497006971055	0.231659875974519	0.414608324539668	0.583333333333333	0.728915662650602	-0.145582329317269	chr18:12493116:-_vs_chr18:12479790:-	-0.410642570281124	chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	FALSE
PRXL2A	1.41961381254404	0.233466978084352	0.417438052780056	0.4	0.581395348837209	-0.181395348837209	chr10:80432491:+_vs_chr10:80432994:+	-0.362790697674419	chr10:80432491:+;chr10:80432994:+	proximal	FALSE
ARVCF	1.41462053571429	0.234290869893751	0.418506031618722	0.833333333333333	0.458333333333333	0.375	chr22:19969991:-_vs_chr22:19969921:-	0.75	chr22:19969921:-;chr22:19969991:-	distal	FALSE
CLIP3	1.41152520444973	0.234803365581864	0.418944294202696	0.822222222222222	0.69811320754717	0.124109014675052	chr19:36015729:-_vs_chr19:36014660:-	0.248218029350105	chr19:36014660:-;chr19:36015729:-	distal	FALSE
NELFCD	1.41040080094538	0.234989869406602	0.418944294202696	0.904761904761905	0.75	0.154761904761905	chr20:58990424:+_vs_chr20:58995110:+	0.30952380952381	chr20:58990424:+;chr20:58995110:+	distal	FALSE
CLCN4	2.89245857127613	0.235456455339796	0.419207259493367	0.632530120481928	0.559139784946237	0.0733903355356912	chrX:10233752:+_vs_chrX:10234094:+	0.213887809301723	chrX:10233643:+;chrX:10233752:+;chrX:10234094:+	distal	FALSE
USP8	1.40625	0.235679913429038	0.419207259493367	0.8	0.5	0.3	chr15:50481702:+_vs_chr15:50481835:+	0.6	chr15:50481702:+;chr15:50481835:+	distal	FALSE
OBI1	2.88794161037348	0.235988830094015	0.419207259493367	0.555555555555556	0.424528301886792	0.131027253668763	chr13:78616396:-_vs_chr13:78615630:-	0.486373165618449	chr13:78614294:-;chr13:78615630:-;chr13:78616396:-	distal	FALSE
RNPC3	1.40405844155844	0.236045235448349	0.419207259493367	0.75	0.5	0.25	chr1:103534836:+_vs_chr1:103541439:+	0.5	chr1:103534836:+;chr1:103541439:+	distal	FALSE
SLC35C2	1.40046296296296	0.236646070942247	0.419870598492152	0.555555555555556	1	-0.444444444444444	chr20:46349946:-_vs_chr20:46349737:-	-0.888888888888889	chr20:46349737:-;chr20:46349946:-	proximal	FALSE
R3HDM1	2.8771645021645	0.237263900981965	0.420562788016976	0.333333333333333	0.513888888888889	-0.180555555555556	chr2:135621596:+_vs_chr2:135725267:+	-0.805555555555556	chr2:135621570:+;chr2:135621596:+;chr2:135725267:+	proximal	FALSE
PBDC1	1.39445759368836	0.237653758858768	0.420849944978086	0.846153846153846	0.6	0.246153846153846	chrX:76177701:+_vs_chrX:76178200:+	0.492307692307692	chrX:76177701:+;chrX:76178200:+	distal	FALSE
MBIP	1.39274877421429	0.237941445470804	0.42095579481281	0.333333333333333	0.689655172413793	-0.35632183908046	chr14:36314768:-_vs_chr14:36298564:-	-0.71264367816092	chr14:36298564:-;chr14:36314768:-	proximal	FALSE
LUC7L2	2.86677002036513	0.238500228595486	0.421540595421877	0.66304347826087	0.611607142857143	0.0514363354037268	chr7:139405776:+_vs_chr7:139409614:+	0.168478260869565	chr7:139405776:+;chr7:139409614:+;chr7:139423136:+	distal	FALSE
RUSC1	1.38180982620321	0.2397931085373	0.423114180940106	0.55	0.727272727272727	-0.177272727272727	chr1:155330730:+_vs_chr1:155331114:+	-0.354545454545455	chr1:155330730:+;chr1:155331114:+	proximal	FALSE
NOL11	1.38148300438596	0.239848699211852	0.423114180940106	0.470588235294118	0.6875	-0.216911764705882	chr17:67744151:+_vs_chr17:67744203:+	-0.433823529411765	chr17:67744151:+;chr17:67744203:+	proximal	FALSE
MPP3	1.37332039033362	0.241242212963616	0.424832795296515	0.130434782608696	0.297297297297297	-0.166862514688602	chr17:43809000:-_vs_chr17:43801443:-	-0.333725029377203	chr17:43801443:-;chr17:43809000:-	proximal	FALSE
IPO7	1.37308265344534	0.241282946543608	0.424832795296515	0.727272727272727	0.488095238095238	0.239177489177489	chr11:9429195:+_vs_chr11:9442148:+	0.478354978354978	chr11:9429195:+;chr11:9442148:+	distal	FALSE
BORCS7	1.36396929824561	0.242850750397431	0.427186034270529	0.789473684210526	0.555555555555556	0.233918128654971	chr10:102863364:+_vs_chr10:102864208:+	0.467836257309941	chr10:102863364:+;chr10:102864208:+	distal	FALSE
ECHDC1	1.36152531229454	0.243273306519121	0.427522166642071	0.6	0.307692307692308	0.292307692307692	chr6:127314465:-_vs_chr6:127288712:-	0.584615384615385	chr6:127288712:-;chr6:127314465:-	distal	FALSE
SCP2	1.35804315037052	0.243876908780692	0.428175523306025	0.9	0.652173913043478	0.247826086956522	chr1:53051262:+_vs_chr1:53051590:+	0.495652173913044	chr1:53051262:+;chr1:53051590:+	distal	FALSE
PSMD7	2.81954490808376	0.244198843291724	0.428333583627553	0.587837837837838	0.53515625	0.0526815878378378	chr16:74305709:+_vs_chr16:74306288:+	0.179054054054054	chr16:74305637:+;chr16:74305709:+;chr16:74306288:+	distal	FALSE
ROCK1	1.35	0.245278116806773	0.42981848362629	0.111111111111111	0.377777777777778	-0.266666666666667	chr18:21070555:-_vs_chr18:21015456:-	-0.533333333333333	chr18:21015456:-;chr18:21070555:-	proximal	FALSE
ACTR3	7.89356848707897	0.246004940694286	0.43068353124393	0.592592592592593	0.607769423558897	-0.0151768309663046	chr2:113957876:+_vs_chr2:113958184:+	-0.2578111946533	chr2:113942221:+;chr2:113942296:+;chr2:113957688:+;chr2:113957876:+;chr2:113958184:+;chr2:113958257:+;chr2:113958561:+	proximal	FALSE
ZFC3H1	2.80183524765568	0.246370784481323	0.430915567175192	0.473684210526316	0.380952380952381	0.0927318295739348	chr12:71657265:-_vs_chr12:71647787:-	0.43859649122807	chr12:71644926:-;chr12:71647787:-;chr12:71657265:-	distal	FALSE
ZNF664-RFLNA	1.34239267676768	0.246612455243736	0.430930184328459	0	0.55	-0.55	chr12:123974534:+_vs_chr12:123975204:+	-1.1	chr12:123974534:+;chr12:123975204:+	proximal	FALSE
MPC1	1.34017094017094	0.24700382482381	0.431206110065763	0.7	0.85	-0.15	chr6:166365426:-_vs_chr6:166364919:-	-0.3	chr6:166364919:-;chr6:166365426:-	proximal	FALSE
HNRNPDL	5.40929200260624	0.247818589776101	0.432219957805909	0.645238095238095	0.652469135802469	-0.00723104056437385	chr4:82424628:-_vs_chr4:82423207:-	-0.114285714285714	chr4:82423207:-;chr4:82424628:-;chr4:82426040:-;chr4:82427245:-;chr4:82428111:-	proximal	FALSE
EIF4B	2.77575110822659	0.249605014108406	0.434924963262477	0.220588235294118	0.225663716814159	-0.00507548152004167	chr12:53040872:+_vs_chr12:53042209:+	-0.176470588235294	chr12:53040316:+;chr12:53040872:+;chr12:53042209:+	proximal	FALSE
NHSL1	2.76750700280112	0.250636022609769	0.436263623514466	0	0.568627450980392	-0.568627450980392	chr6:138571530:-_vs_chr6:138422043:-	-1.13725490196078	chr6:138422043:-;chr6:138423186:-;chr6:138571530:-	proximal	FALSE
B4GALNT1	1.31858766233766	0.250845678490722	0.436263623514466	0	0.4375	-0.4375	chr12:57629329:-_vs_chr12:57626650:-	-0.875	chr12:57626650:-;chr12:57629329:-	proximal	FALSE
PPP1R14B	1.31220918367347	0.251995059875999	0.437822545085225	0.678571428571429	0.8	-0.121428571428571	chr11:64244538:-_vs_chr11:64244484:-	-0.242857142857143	chr11:64244484:-;chr11:64244538:-	proximal	FALSE
PGRMC2	1.31098646723647	0.252216127758895	0.437822545085225	0.5	0.769230769230769	-0.269230769230769	chr4:128271355:-_vs_chr4:128270140:-	-0.538461538461539	chr4:128270140:-;chr4:128271355:-	proximal	FALSE
TRIM36	2.7495652173913	0.252894566909173	0.438369667366936	0.8	0.565217391304348	0.234782608695652	chr5:115143732:-_vs_chr5:115126001:-	0.626086956521739	chr5:115126001:-;chr5:115143732:-;chr5:115171102:-	distal	FALSE
YTHDF2	1.30662850662851	0.253005991019575	0.438369667366936	0.923076923076923	0.714285714285714	0.208791208791209	chr1:28769188:+_vs_chr1:28769775:+	0.417582417582418	chr1:28769188:+;chr1:28769775:+	distal	FALSE
PAK1IP1	4.07556754294482	0.253418968876229	0.438573112241605	0.478260869565217	0.444444444444444	0.0338164251207729	chr6:10703457:+_vs_chr6:10709366:+	-0.27463768115942	chr6:10703457:+;chr6:10709366:+;chr6:10709441:+;chr6:10709739:+	proximal	FALSE
FGF13	1.30337141577061	0.253598312871702	0.438573112241605	0.44	0.333333333333333	0.106666666666667	chrX:138632453:-_vs_chrX:138631576:-	0.213333333333333	chrX:138631576:-;chrX:138632453:-	distal	FALSE
PAPSS1	1.29493252273052	0.255140935491851	0.440828164502758	0.62962962962963	0.789473684210526	-0.159844054580897	chr4:107631661:-_vs_chr4:107613666:-	-0.319688109161793	chr4:107613666:-;chr4:107631661:-	proximal	FALSE
CCT3	2.72730710666877	0.255724764043848	0.441423961858866	0.867647058823529	0.824120603015075	0.0435264558084539	chr1:156324976:-_vs_chr1:156320850:-	0.100502512562814	chr1:156308964:-;chr1:156320850:-;chr1:156324976:-	distal	FALSE
CDK2AP1	1.29035285285285	0.255982934560411	0.441457030936582	1	0.64	0.36	chr12:123261086:-_vs_chr12:123261003:-	0.72	chr12:123261003:-;chr12:123261086:-	distal	FALSE
FAM32A	1.28604286226686	0.25677848341901	0.442331530014193	0.951219512195122	0.870689655172414	0.0805298570227081	chr19:16191981:+_vs_chr19:16192046:+	0.161059714045416	chr19:16191981:+;chr19:16192046:+	distal	FALSE
