gene_id	chisq	pvalue	adj_pvalue	PgG2M	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ORC6	4.8796992481203	0.0871739593424682	0.177910316061912	0.486111111111111	0.25	0.236111111111111	chr16:46697541:+_vs_chr16:46697965:+	0.694444444444444	chr16:46697541:+;chr16:46697965:+;chr16:46698394:+	distal	FALSE
HMGCS1	8.09935770889474	0.0880056548982649	0.179176980836036	0.75	0.672651933701657	0.0773480662983426	chr5:43290235:-_vs_chr5:43289395:-	-0.371672526368659	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43294751:-;chr5:43295782:-	proximal	FALSE
RBM5	2.89409826576727	0.0889045095676302	0.180573991920857	0	0.456521739130435	-0.456521739130435	chr3:50114002:+_vs_chr3:50118960:+	-0.91304347826087	chr3:50114002:+;chr3:50118960:+	proximal	FALSE
RPS15A	2.88909540103802	0.0891809858707687	0.180703238673706	0	0.038860103626943	-0.038860103626943	chr16:18782969:-_vs_chr16:18781311:-	-0.077720207253886	chr16:18781311:-;chr16:18782969:-	proximal	FALSE
TPM3	2.87950721153846	0.0897134730366776	0.181349377638427	0.555555555555556	0.25	0.305555555555556	chr1:154172030:-_vs_chr1:154156364:-	0.611111111111111	chr1:154156364:-;chr1:154172030:-	distal	FALSE
CFL1	2.8645293591205	0.0905521935337044	0.182610005487209	0.911764705882353	0.845559845559846	0.0662048603225074	chr11:65854922:-_vs_chr11:65854811:-	0.132409720645015	chr11:65854811:-;chr11:65854922:-	distal	FALSE
BBX	2.85891666666667	0.0908686781111594	0.182813999327901	1	0.4	0.6	chr3:107772739:+_vs_chr3:107772895:+	1.2	chr3:107772739:+;chr3:107772895:+	distal	FALSE
UQCRFS1	4.76718403547672	0.0922187305511198	0.185091494652248	0.888888888888889	0.548780487804878	0.340108401084011	chr19:29207388:-_vs_chr19:29207270:-	0.680216802168022	chr19:29207270:-;chr19:29207349:-;chr19:29207388:-	distal	FALSE
TARS1	2.81326195987654	0.0934881051044845	0.186868756743952	0	0.592592592592593	-0.592592592592593	chr5:33455636:+_vs_chr5:33468086:+	-1.18518518518519	chr5:33455636:+;chr5:33468086:+	proximal	FALSE
DHCR24	2.81229557479557	0.0935444306433213	0.186868756743952	0.666666666666667	0.272727272727273	0.393939393939394	chr1:54850406:-_vs_chr1:54849633:-	0.787878787878788	chr1:54849633:-;chr1:54850406:-	distal	FALSE
H2AZ2	4.73074913957267	0.0939141163889531	0.187166865761083	0.505494505494505	0.5	0.00549450549450547	chr7:44834232:-_vs_chr7:44831571:-	0.241111829347123	chr7:44831571:-;chr7:44834232:-;chr7:44834309:-	distal	FALSE
HNRNPK	7.91615014820042	0.0946984639975108	0.188288046683575	0.488532110091743	0.525	-0.0364678899082569	chr9:83978257:-_vs_chr9:83968909:-	-0.0940550458715596	chr9:83968178:-;chr9:83968344:-;chr9:83968909:-;chr9:83974537:-;chr9:83978257:-	proximal	FALSE
PTCD3	2.78775062656642	0.0949874754068572	0.188421417337434	0.75	0.229166666666667	0.520833333333333	chr2:86137660:+_vs_chr2:86138194:+	1.04166666666667	chr2:86137660:+;chr2:86138194:+	distal	FALSE
BUB1	2.77265625	0.0958869225039098	0.189762231248996	0.75	0.4	0.35	chr2:110666343:-_vs_chr2:110658410:-	0.7	chr2:110658410:-;chr2:110666343:-	distal	FALSE
RNF141	2.76322115384615	0.0964538516193686	0.19013507885686	0	0.36734693877551	-0.36734693877551	chr11:10513678:-_vs_chr11:10513644:-	-0.73469387755102	chr11:10513644:-;chr11:10513678:-	proximal	FALSE
GAR1	2.76207074175824	0.096523226133459	0.19013507885686	0.307692307692308	0.6875	-0.379807692307692	chr4:109818049:+_vs_chr4:109824737:+	-0.759615384615385	chr4:109818049:+;chr4:109824737:+	proximal	FALSE
STAU1	4.62585034013605	0.0989713197742949	0.19450613538976	0.714285714285714	0.424242424242424	0.29004329004329	chr20:49124387:-_vs_chr20:49113523:-	0.692640692640693	chr20:49113339:-;chr20:49113523:-;chr20:49124387:-	distal	FALSE
CCT8	2.71485452289024	0.0994180339891139	0.194932819530618	0.535714285714286	0.728395061728395	-0.192680776014109	chr21:29061272:-_vs_chr21:29056326:-	-0.385361552028219	chr21:29056326:-;chr21:29061272:-	proximal	FALSE
PELI1	2.7	0.10034824646229	0.196303366927384	1	0.4	0.6	chr2:64106923:-_vs_chr2:64092856:-	1.2	chr2:64092856:-;chr2:64106923:-	distal	FALSE
NKAIN3	2.53636546723953	0.11125060845698	0.217130497885002	0	0.5	-0.5	chr8:62965700:+_vs_chr8:62967810:+	-1	chr8:62965700:+;chr8:62967810:+	proximal	FALSE
CENPF	4.37617544578807	0.112130969212774	0.218346772618452	0.464705882352941	0.214285714285714	0.250420168067227	chr1:214619185:+_vs_chr1:214629158:+	0.59327731092437	chr1:214615008:+;chr1:214619185:+;chr1:214629158:+	distal	FALSE
PPP2R5E	2.51312625138421	0.112901758850458	0.21934460701153	0.478260869565217	0.153846153846154	0.324414715719064	chr14:63376081:-_vs_chr14:63375842:-	0.648829431438127	chr14:63375842:-;chr14:63376081:-	distal	FALSE
PGRMC1	2.480625	0.115256444552306	0.223408039782895	0.444444444444444	0.775	-0.330555555555556	chrX:119243919:+_vs_chrX:119244466:+	-0.661111111111111	chrX:119243919:+;chrX:119244466:+	proximal	FALSE
SPARC	2.47326203208556	0.115797378247631	0.223945271371842	0	0.0906862745098039	-0.0906862745098039	chr5:151662440:-_vs_chr5:151661447:-	-0.181372549019608	chr5:151661447:-;chr5:151662440:-	proximal	FALSE
HSPBP1	2.46851515151515	0.116147601827566	0.224112077162736	0.56	0.787878787878788	-0.227878787878788	chr19:55262339:-_vs_chr19:55262223:-	-0.455757575757576	chr19:55262223:-;chr19:55262339:-	proximal	FALSE
LAMP1	2.4527909268798	0.117316112486585	0.225724792877887	0.0625	0.290322580645161	-0.227822580645161	chr13:113323413:+_vs_chr13:113323670:+	-0.455645161290323	chr13:113323413:+;chr13:113323670:+	proximal	FALSE
PIAS1	2.44738247863248	0.117721026452609	0.225724792877887	0.416666666666667	0.717948717948718	-0.301282051282051	chr15:68176541:+_vs_chr15:68188098:+	-0.602564102564103	chr15:68176541:+;chr15:68188098:+	proximal	FALSE
PPP1CB	4.27785633728257	0.11778101677845	0.225724792877887	0.756756756756757	0.733333333333333	0.0234234234234234	chr2:28799533:+_vs_chr2:28799875:+	0.25990990990991	chr2:28799533:+;chr2:28799875:+;chr2:28801037:+	distal	FALSE
ELOC	2.41678321678322	0.120041206142085	0.229027939628199	0.916666666666667	0.634615384615385	0.282051282051282	chr8:73946620:-_vs_chr8:73946395:-	0.564102564102564	chr8:73946395:-;chr8:73946620:-	distal	FALSE
GTF3A	2.41674558080808	0.120044090853414	0.229027939628199	1	0.619047619047619	0.380952380952381	chr13:27435181:+_vs_chr13:27435688:+	0.761904761904762	chr13:27435181:+;chr13:27435688:+	distal	FALSE
SFRP2	2.39961584633854	0.121365050280908	0.231028985848634	1	0.622222222222222	0.377777777777778	chr4:153785911:-_vs_chr4:153780591:-	0.755555555555556	chr4:153780591:-;chr4:153785911:-	distal	FALSE
HSD17B12	4.16528925619835	0.12460025474865	0.236656859690389	0	0.572727272727273	-0.572727272727273	chr11:43754118:+_vs_chr11:43856490:+	-1.30909090909091	chr11:43754118:+;chr11:43856490:+;chr11:43856615:+	proximal	FALSE
RTN3	4.15713284970075	0.12510943748199	0.23709355451386	0.267441860465116	0.355670103092784	-0.0882282426276673	chr11:63758424:+_vs_chr11:63759054:+	-0.300407576120834	chr11:63758424:+;chr11:63759054:+;chr11:63759888:+	proximal	FALSE
POU3F3	4.14565826330532	0.125829290034615	0.237926653094406	0.833333333333333	0.470588235294118	0.362745098039216	chr2:104854459:+_vs_chr2:104858574:+	0.725490196078431	chr2:104854459:+;chr2:104857825:+;chr2:104858574:+	distal	FALSE
MKKS	2.29390681003584	0.129882628876479	0.245045226480291	0.777777777777778	0.419354838709677	0.3584229390681	chr20:10413708:-_vs_chr20:10405184:-	0.716845878136201	chr20:10405184:-;chr20:10413708:-	distal	FALSE
BRIX1	2.24777777777778	0.13380643453136	0.251888387842849	0	0.64	-0.64	chr5:34925460:+_vs_chr5:34925618:+	-1.28	chr5:34925460:+;chr5:34925618:+	proximal	FALSE
RAN	3.97138854507688	0.137285267631312	0.257865469511027	0.0932203389830508	0.0838926174496644	0.00932772153338642	chr12:130877306:+_vs_chr12:130877678:+	0.0745080195654647	chr12:130876281:+;chr12:130877306:+;chr12:130877678:+	distal	FALSE
HNRNPM	3.9477325569808	0.13891871813771	0.260357597569351	0.823529411764706	0.783687943262411	0.0398414685022945	chr19:8473702:+_vs_chr19:8489114:+	0.198700756898504	chr19:8466261:+;chr19:8473702:+;chr19:8489114:+	distal	FALSE
PAIP1	3.93749452997573	0.139631668175183	0.261117370662403	0.642857142857143	0.555555555555556	0.0873015873015872	chr5:43535573:-_vs_chr5:43527111:-	0.625396825396825	chr5:43526267:-;chr5:43527111:-;chr5:43535573:-	distal	FALSE
B3GALNT1	2.16472492920207	0.141209889489272	0.263126703033182	1	0.586206896551724	0.413793103448276	chr3:161084983:-_vs_chr3:161083883:-	0.827586206896552	chr3:161083883:-;chr3:161084983:-	distal	FALSE
DDX17	2.16346153846154	0.141326003042557	0.263126703033182	0.08	0.246153846153846	-0.166153846153846	chr22:38494085:-_vs_chr22:38483438:-	-0.332307692307692	chr22:38483438:-;chr22:38494085:-	proximal	FALSE
CIAPIN1	2.14825174825175	0.14273233459723	0.264584611513206	0	0.55	-0.55	chr16:57428552:-_vs_chr16:57428189:-	-1.1	chr16:57428189:-;chr16:57428552:-	proximal	FALSE
NGLY1	2.14825174825175	0.14273233459723	0.264584611513206	1	0.45	0.55	chr3:25751143:-_vs_chr3:25719275:-	1.1	chr3:25719275:-;chr3:25751143:-	distal	FALSE
CCT4	2.1377976645082	0.143708069472548	0.26538824620593	0.620689655172414	0.771428571428571	-0.150738916256158	chr2:61868503:-_vs_chr2:61868446:-	-0.301477832512315	chr2:61868446:-;chr2:61868503:-	proximal	FALSE
ADD3	2.13691239669421	0.143791040347147	0.26538824620593	0.4	0.0909090909090909	0.309090909090909	chr10:110125935:+_vs_chr10:110133771:+	0.618181818181818	chr10:110125935:+;chr10:110133771:+	distal	FALSE
PSMD8	2.1307950036075	0.144365863337374	0.265797386745469	0.6	0.340909090909091	0.259090909090909	chr19:38383475:+_vs_chr19:38383821:+	0.518181818181818	chr19:38383475:+;chr19:38383821:+	distal	FALSE
PABPN1	2.12789930555556	0.14463886063181	0.265797386745469	0	0.4	-0.4	chr14:23325369:+_vs_chr14:23326163:+	-0.8	chr14:23325369:+;chr14:23326163:+	proximal	FALSE
HP1BP3	6.8289797445353	0.145206619453518	0.266264405866171	0.542857142857143	0.439814814814815	0.103042328042328	chr1:20773587:-_vs_chr1:20767585:-	0.30952380952381	chr1:20742682:-;chr1:20767585:-;chr1:20770933:-;chr1:20773587:-;chr1:20776600:-	distal	FALSE
TMSB4X	2.11847296113457	0.145531582909307	0.266285159245693	0.993925588458618	0.998032786885246	-0.00410719842662777	chrX:12977094:+_vs_chrX:12977227:+	-0.0082143968532556	chrX:12977094:+;chrX:12977227:+	proximal	FALSE
CEP170	2.0625	0.150962319760251	0.275627977368716	1	0.592592592592593	0.407407407407407	chr1:243165527:-_vs_chr1:243164980:-	0.814814814814815	chr1:243164980:-;chr1:243165527:-	distal	FALSE
NDUFA6	2.05679795700254	0.151528294761641	0.276067644318956	0.5625	0.327868852459016	0.234631147540984	chr22:42086114:-_vs_chr22:42085526:-	0.469262295081967	chr22:42085526:-;chr22:42086114:-	distal	FALSE
PPM1G	2.04711176980914	0.152495244333408	0.276743119686318	0.428571428571429	0.736842105263158	-0.308270676691729	chr2:27385766:-_vs_chr2:27381199:-	-0.616541353383459	chr2:27381199:-;chr2:27385766:-	proximal	FALSE
NPM1	6.70112267912964	0.152550977636274	0.276743119686318	0.708333333333333	0.783870967741935	-0.0755376344086022	chr5:171405383:+_vs_chr5:171410570:+	-0.220430107526882	chr5:171400195:+;chr5:171405383:+;chr5:171406727:+;chr5:171410570:+;chr5:171410884:+	proximal	FALSE
N4BP2L2	2.04024714052288	0.153184756581203	0.277300337606485	0.2	0.666666666666667	-0.466666666666667	chr13:32536560:-_vs_chr13:32536493:-	-0.933333333333333	chr13:32536493:-;chr13:32536560:-	proximal	FALSE
PSMD7	2.03016393442623	0.154203973325598	0.278551432666878	0.36	0.557377049180328	-0.197377049180328	chr16:74305709:+_vs_chr16:74306288:+	-0.394754098360656	chr16:74305709:+;chr16:74306288:+	proximal	FALSE
HADHA	2.0047800661073	0.156804034634001	0.282646763066385	0.892857142857143	0.733333333333333	0.15952380952381	chr2:26232234:-_vs_chr2:26190869:-	0.319047619047619	chr2:26190869:-;chr2:26232234:-	distal	FALSE
TTC1	2	0.157299207050284	0.28293861607138	0.388888888888889	0.833333333333333	-0.444444444444444	chr5:160051162:+_vs_chr5:160065543:+	-0.888888888888889	chr5:160051162:+;chr5:160065543:+	proximal	FALSE
CLDND1	1.9906277813096	0.15827525477992	0.284092370630342	0.961538461538462	0.818181818181818	0.143356643356643	chr3:98516399:-_vs_chr3:98515493:-	0.286713286713287	chr3:98515493:-;chr3:98516399:-	distal	FALSE
PARP1	1.9768565395684	0.159721955828178	0.286084262654268	0	0.186440677966102	-0.186440677966102	chr1:226388689:-_vs_chr1:226361003:-	-0.372881355932203	chr1:226361003:-;chr1:226388689:-	proximal	FALSE
RPL36	1.96249650264696	0.161246573494079	0.287660468606098	0.111111111111111	0.0508474576271186	0.0602636534839925	chr19:5691667:+_vs_chr19:5691875:+	0.120527306967985	chr19:5691667:+;chr19:5691875:+	distal	FALSE
ZNF638	1.96218711843712	0.161279603128978	0.287660468606098	1	0.714285714285714	0.285714285714286	chr2:71363977:+_vs_chr2:71369967:+	0.571428571428571	chr2:71363977:+;chr2:71369967:+	distal	FALSE
OGA	3.64444444444444	0.161666093476987	0.287745311031367	0.452380952380952	0.6	-0.147619047619048	chr10:101799277:-_vs_chr10:101784450:-	-0.49047619047619	chr10:101784450:-;chr10:101799277:-;chr10:101800363:-	proximal	FALSE
BRWD1	3.60377622377622	0.164987079882792	0.29260550811556	0.75	0.490909090909091	0.259090909090909	chr21:39296437:-_vs_chr21:39236611:-	0.518181818181818	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-	distal	FALSE
LSM14A	3.59727626970688	0.165524156373827	0.29260550811556	0.220588235294118	0.329787234042553	-0.109198998748435	chr19:34219566:+_vs_chr19:34219778:+	-0.327909887359199	chr19:34219566:+;chr19:34219778:+;chr19:34228096:+	proximal	FALSE
HADH	1.92132589506682	0.165710568151275	0.29260550811556	0.818181818181818	0.526315789473684	0.291866028708134	chr4:108034492:+_vs_chr4:108035171:+	0.583732057416268	chr4:108034492:+;chr4:108035171:+	distal	FALSE
CWC15	1.91971153846154	0.165888463651073	0.29260550811556	0.846153846153846	0.55	0.296153846153846	chr11:94963450:-_vs_chr11:94963345:-	0.592307692307692	chr11:94963345:-;chr11:94963450:-	distal	FALSE
BLOC1S2	1.91761363636364	0.166119970449588	0.29260550811556	0	0.523809523809524	-0.523809523809524	chr10:100275005:-_vs_chr10:100274932:-	-1.04761904761905	chr10:100274932:-;chr10:100275005:-	proximal	FALSE
FNTA	1.9120987654321	0.166730310668163	0.29282151369378	1	0.555555555555556	0.444444444444444	chr8:43085185:+_vs_chr8:43085785:+	0.888888888888889	chr8:43085185:+;chr8:43085785:+	distal	FALSE
LIMCH1	1.91027777777778	0.166932405922013	0.29282151369378	0	0.72	-0.72	chr4:41646280:+_vs_chr4:41662924:+	-1.44	chr4:41646280:+;chr4:41662924:+	proximal	FALSE
FEN1	1.83818713450292	0.175163574872429	0.306626546529262	1	0.5	0.5	chr11:61796833:+_vs_chr11:61797238:+	1	chr11:61796833:+;chr11:61797238:+	distal	FALSE
NCOR1	1.81697530864197	0.177673736271954	0.310380662746685	0.6	0.333333333333333	0.266666666666667	chr17:16149453:-_vs_chr17:16126082:-	0.533333333333333	chr17:16126082:-;chr17:16149453:-	distal	FALSE
PDCD5	1.80181844421995	0.179492809215974	0.312914568838525	0.6	0.82051282051282	-0.220512820512821	chr19:32586929:+_vs_chr19:32587425:+	-0.441025641025641	chr19:32586929:+;chr19:32587425:+	proximal	FALSE
BUB3	1.78602512762652	0.181411212579206	0.31561090057325	0.78494623655914	0.9	-0.11505376344086	chr10:123162345:+_vs_chr10:123165365:+	-0.23010752688172	chr10:123162345:+;chr10:123165365:+	proximal	FALSE
GDI1	1.77928082068099	0.182237662315351	0.316400358498431	1	0.82258064516129	0.17741935483871	chrX:154443292:+_vs_chrX:154443467:+	0.354838709677419	chrX:154443292:+;chrX:154443467:+	distal	FALSE
RUVBL1	1.76269001339439	0.184289340957584	0.319309490761202	0.666666666666667	0.439024390243902	0.227642276422764	chr3:128100648:-_vs_chr3:128080963:-	0.455284552845528	chr3:128080963:-;chr3:128100648:-	distal	FALSE
SENP6	1.75626231353785	0.18509140518534	0.320046034628011	0.538461538461538	0.235294117647059	0.30316742081448	chr6:75621603:+_vs_chr6:75634810:+	0.606334841628959	chr6:75621603:+;chr6:75634810:+	distal	FALSE
HMGB1	3.36941631889022	0.185498560059898	0.320098124981409	0.377952755905512	0.292035398230089	0.0859173576754233	chr13:30461454:-_vs_chr13:30459850:-	0.171834715350847	chr13:30459850:-;chr13:30460895:-;chr13:30461454:-	distal	FALSE
GSPT1	1.72640842953343	0.188870224935016	0.325255214948942	0.875	0.523809523809524	0.351190476190476	chr16:11886780:-_vs_chr16:11872679:-	0.702380952380952	chr16:11872679:-;chr16:11886780:-	distal	FALSE
SYT11	3.30931677018634	0.191157346751833	0.328527504842726	0	0.41304347826087	-0.41304347826087	chr1:155868153:+_vs_chr1:155885191:+	-0.826086956521739	chr1:155868153:+;chr1:155882327:+;chr1:155885191:+	proximal	FALSE
HIRIP3	1.69942876344086	0.19236269933768	0.329931175227657	1	0.516129032258065	0.483870967741935	chr16:29994411:-_vs_chr16:29992995:-	0.967741935483871	chr16:29992995:-;chr16:29994411:-	distal	FALSE
MSMO1	6.08195864856206	0.19311058890258	0.330168704116615	0.892857142857143	0.593181818181818	0.299675324675325	chr4:165341915:+_vs_chr4:165343164:+	0.507792207792208	chr4:165341449:+;chr4:165341915:+;chr4:165342063:+;chr4:165343070:+;chr4:165343164:+	distal	FALSE
COPS6	1.69244505494505	0.193278970489939	0.330168704116615	0.4375	0.232142857142857	0.205357142857143	chr7:100091905:+_vs_chr7:100092185:+	0.410714285714286	chr7:100091905:+;chr7:100092185:+	distal	FALSE
C1orf35	1.66367766618843	0.197107503443309	0.33603267153287	0.4	0.780487804878049	-0.380487804878049	chr1:228101410:-_vs_chr1:228100735:-	-0.760975609756098	chr1:228100735:-;chr1:228101410:-	proximal	FALSE
RPS4X	1.6420545504995	0.200043808565376	0.340355097138285	0	0.0228215767634855	-0.0228215767634855	chrX:72272603:-_vs_chrX:72272153:-	-0.045643153526971	chrX:72272153:-;chrX:72272603:-	proximal	FALSE
EIF3I	1.61371602388793	0.203970229387053	0.346010909491298	0.826086956521739	0.663157894736842	0.162929061784897	chr1:32231341:+_vs_chr1:32231604:+	0.325858123569794	chr1:32231341:+;chr1:32231604:+	distal	FALSE
PAICS	3.17747611865259	0.204183116201579	0.346010909491298	0.25	0.486111111111111	-0.236111111111111	chr4:56459542:+_vs_chr4:56461361:+	-0.472222222222222	chr4:56459542:+;chr4:56459648:+;chr4:56461361:+	proximal	FALSE
ENC1	1.60714285714286	0.204893893816379	0.346523736753198	0.238095238095238	0.130952380952381	0.107142857142857	chr5:74629891:-_vs_chr5:74627409:-	0.214285714285714	chr5:74627409:-;chr5:74629891:-	distal	FALSE
RPL17	1.58910640223981	0.207453850470821	0.350155703876196	0.933333333333333	0.865030674846626	0.0683026584867076	chr18:49489360:-_vs_chr18:49488484:-	0.136605316973415	chr18:49488484:-;chr18:49489360:-	distal	FALSE
EFEMP2	1.5751454427925	0.209461341357916	0.352842616692204	1	0.450980392156863	0.549019607843137	chr11:65866825:-_vs_chr11:65866447:-	1.09803921568627	chr11:65866447:-;chr11:65866825:-	distal	FALSE
SAP18	1.56571141159407	0.210830915365001	0.354022819465288	0.75	0.896551724137931	-0.146551724137931	chr13:21147416:+_vs_chr13:21147602:+	-0.293103448275862	chr13:21147416:+;chr13:21147602:+	proximal	FALSE
JUN	3.10926382047072	0.21126713359991	0.354022819465288	0.25	0.533333333333333	-0.283333333333333	chr1:58781490:-_vs_chr1:58781320:-	-0.608333333333333	chr1:58780791:-;chr1:58781320:-;chr1:58781490:-	proximal	FALSE
SRP54	1.55960648148148	0.211722848244807	0.354022819465288	0.777777777777778	0.458333333333333	0.319444444444444	chr14:35000985:+_vs_chr14:35029567:+	0.638888888888889	chr14:35000985:+;chr14:35029567:+	distal	FALSE
MATR3	9.60907718231221	0.211829908466863	0.354022819465288	0.333928571428571	0.346638655462185	-0.0127100840336135	chr5:139322506:+_vs_chr5:139329379:+	-0.0919117647058824	chr5:139319032:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139329379:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	proximal	FALSE
MED10	1.54476629361422	0.21390974388427	0.356796409740167	0.5	0.708333333333333	-0.208333333333333	chr5:6372062:-_vs_chr5:6371926:-	-0.416666666666667	chr5:6371926:-;chr5:6372062:-	proximal	FALSE
RPL34	1.53053756224712	0.216031784162943	0.359629381871253	0.957983193277311	0.982716049382716	-0.0247328561054051	chr4:108622565:+_vs_chr4:108625256:+	-0.0494657122108102	chr4:108622565:+;chr4:108625256:+	proximal	FALSE
MRPS25	1.5270229468599	0.216559797783783	0.359802873421589	0	0.4	-0.4	chr3:15052208:-_vs_chr3:15046196:-	-0.8	chr3:15046196:-;chr3:15052208:-	proximal	FALSE
SAFB	3.05361305361305	0.217228273486015	0.360208601932865	0.6875	0.479166666666667	0.208333333333333	chr19:5641950:+_vs_chr19:5668478:+	0.416666666666667	chr19:5641950:+;chr19:5653396:+;chr19:5668478:+	distal	FALSE
RPS19	1.46713328605118	0.225798541791901	0.373689984369052	0.0301204819277108	0.0130813953488372	0.0170390865788736	chr19:41871416:+_vs_chr19:41872925:+	0.0340781731577473	chr19:41871416:+;chr19:41872925:+	distal	FALSE
NDUFB8	1.45364640587509	0.227943755898187	0.376506320540002	0.818181818181818	0.677966101694915	0.140215716486903	chr10:100525257:-_vs_chr10:100523740:-	0.280431432973806	chr10:100523740:-;chr10:100525257:-	distal	FALSE
HDHD2	1.44375	0.22953347163684	0.378395956154713	0	0.392857142857143	-0.392857142857143	chr18:47107632:-_vs_chr18:47107410:-	-0.785714285714286	chr18:47107410:-;chr18:47107632:-	proximal	FALSE
POLR2B	1.43974966382087	0.230179854568899	0.378726156063944	0.0833333333333333	0.236842105263158	-0.153508771929825	chr4:57005348:+_vs_chr4:57031162:+	-0.307017543859649	chr4:57005348:+;chr4:57031162:+	proximal	FALSE
RPL22	2.93246456749562	0.23079341320056	0.379001175642699	0.228571428571429	0.345108695652174	-0.116537267080745	chr1:6186615:-_vs_chr1:6185020:-	-0.233074534161491	chr1:6185020:-;chr1:6186218:-;chr1:6186615:-	proximal	FALSE
PRPSAP2	1.43196428571429	0.231444133378619	0.379336041000864	0.8	0.392857142857143	0.407142857142857	chr17:18931190:+_vs_chr17:18931268:+	0.814285714285714	chr17:18931190:+;chr17:18931268:+	distal	FALSE
NELFCD	1.42851513240857	0.232006922571715	0.379408949118483	1	0.679012345679012	0.320987654320988	chr20:58990424:+_vs_chr20:58995110:+	0.641975308641975	chr20:58990424:+;chr20:58995110:+	distal	FALSE
UBE2V2	2.91874201787995	0.232382395219801	0.379408949118483	0.472222222222222	0.672413793103448	-0.200191570881226	chr8:48061162:+_vs_chr8:48061569:+	-0.400383141762452	chr8:48061162:+;chr8:48061491:+;chr8:48061569:+	proximal	FALSE
PTN	5.5503415185964	0.235339731377731	0.382532539501302	0.652027027027027	0.640189873417722	0.0118371536093055	chr7:137254860:-_vs_chr7:137227880:-	0.104025544531874	chr7:137227592:-;chr7:137227822:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	distal	FALSE
H1-0	1.40735294117647	0.235496317531153	0.382532539501302	1	0.741379310344828	0.258620689655172	chr22:37807315:+_vs_chr22:37807432:+	0.517241379310345	chr22:37807315:+;chr22:37807432:+	distal	FALSE
AZIN1	1.40374331550802	0.23609782178879	0.382532539501302	1	0.541666666666667	0.458333333333333	chr8:102828062:-_vs_chr8:102828003:-	0.916666666666667	chr8:102828003:-;chr8:102828062:-	distal	FALSE
JAM2	1.40374331550802	0.23609782178879	0.382532539501302	0	0.458333333333333	-0.458333333333333	chr21:25714736:+_vs_chr21:25715889:+	-0.916666666666667	chr21:25714736:+;chr21:25715889:+	proximal	FALSE
MSH2	1.39756944444444	0.237130949077849	0.38347462050875	0.2	0.45	-0.25	chr2:47471005:+_vs_chr2:47483223:+	-0.5	chr2:47471005:+;chr2:47483223:+	proximal	FALSE
CACYBP	2.87394184762606	0.23764651895422	0.383577746372876	0.1875	0.421052631578947	-0.233552631578947	chr1:175009984:+_vs_chr1:175010264:+	-0.519736842105263	chr1:175009984:+;chr1:175010264:+;chr1:175010368:+	proximal	FALSE
SRRM1	2.86555183946488	0.238645541056799	0.384301267329505	0.388888888888889	0.642857142857143	-0.253968253968254	chr1:24649024:+_vs_chr1:24652514:+	-0.507936507936508	chr1:24649024:+;chr1:24650025:+;chr1:24652514:+	proximal	FALSE
DNAJB6	1.38648213986449	0.239000081448738	0.384301267329505	0.166666666666667	0.340659340659341	-0.173992673992674	chr7:157386284:+_vs_chr7:157417435:+	-0.347985347985348	chr7:157386284:+;chr7:157417435:+	proximal	FALSE
NADK2	1.37892075596817	0.240285067398975	0.385637093046748	1	0.551724137931034	0.448275862068966	chr5:36237551:-_vs_chr5:36194958:-	0.896551724137931	chr5:36194958:-;chr5:36237551:-	distal	FALSE
MAT2B	1.37206052746785	0.241458171868691	0.386785249001692	0.741379310344828	0.628571428571429	0.112807881773399	chr5:163519151:+_vs_chr5:163519322:+	0.225615763546798	chr5:163519151:+;chr5:163519322:+	distal	FALSE
HSBP1	2.83836563436563	0.241911622167136	0.386785249001692	0.233333333333333	0.380681818181818	-0.147348484848485	chr16:83811666:+_vs_chr16:83812993:+	-0.29469696969697	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	proximal	FALSE
TOB1	2.82544507164568	0.243479498318151	0.388560327203215	0.642857142857143	0.457446808510638	0.185410334346505	chr17:50862969:-_vs_chr17:50862845:-	0.522796352583587	chr17:50862223:-;chr17:50862845:-;chr17:50862969:-	distal	FALSE
CRBN	1.35	0.245278116806773	0.390507429694142	0.333333333333333	0.62962962962963	-0.296296296296296	chr3:3153436:-_vs_chr3:3149704:-	-0.592592592592593	chr3:3149704:-;chr3:3153436:-	proximal	FALSE
CDK1	4.15044416016145	0.245670433810166	0.390507429694142	0.754789272030651	0.75	0.00478927203065149	chr10:60787684:+_vs_chr10:60794123:+	0.230459770114943	chr10:60787684:+;chr10:60794123:+;chr10:60794224:+;chr10:60794849:+	distal	FALSE
RPS24	1.34542525026137	0.246079475720101	0.390507429694142	0.818181818181818	0.882113821138211	-0.0639320029563931	chr10:78037246:+_vs_chr10:78040697:+	-0.127864005912786	chr10:78037246:+;chr10:78040697:+	proximal	FALSE
ZFAND3	1.33759191176471	0.247459086246125	0.391964112356268	0.6	0.294117647058824	0.305882352941176	chr6:38082442:+_vs_chr6:38154624:+	0.611764705882353	chr6:38082442:+;chr6:38154624:+	distal	FALSE
