gene_id	chisq	pvalue	adj_pvalue	PgG2M	PgS	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
C5orf24	7.42274365462771	0.00644045351510199	0.0222124085676406	0	0.608695652173913	-0.608695652173913	chr5:134855142:+_vs_chr5:134856684:+	-1.21739130434783	chr5:134855142:+;chr5:134856684:+	proximal	TRUE
DNAJC8	7.37905798024084	0.00659877252480317	0.0226577322090587	0.852941176470588	0.515151515151515	0.337789661319073	chr1:28205298:-_vs_chr1:28200557:-	0.675579322638146	chr1:28200557:-;chr1:28205298:-	distal	TRUE
SRP14	7.36277858729471	0.00665878126308011	0.0227630584147584	0.929577464788732	0.773684210526316	0.155893254262417	chr15:40036437:-_vs_chr15:40036041:-	0.311786508524833	chr15:40036041:-;chr15:40036437:-	distal	TRUE
CDKN1B	7.34558823529412	0.00672275308865251	0.0228809491087471	0.5	0.777777777777778	-0.277777777777778	chr12:12718845:+_vs_chr12:12722369:+	-0.555555555555556	chr12:12718845:+;chr12:12722369:+	proximal	TRUE
RBM5	7.27991854636591	0.00697296978036015	0.0236289281640152	0	0.736842105263158	-0.736842105263158	chr3:50114002:+_vs_chr3:50118960:+	-1.47368421052632	chr3:50114002:+;chr3:50118960:+	proximal	TRUE
RPL4	7.22910147694874	0.00717311000141567	0.0242014493960807	0.9	0.960975609756098	-0.0609756097560975	chr15:66499522:-_vs_chr15:66499320:-	-0.121951219512195	chr15:66499320:-;chr15:66499522:-	proximal	FALSE
ZC3H13	9.8533724340176	0.00725049006658636	0.0243566246392684	0	0.564516129032258	-0.564516129032258	chr13:45970362:-_vs_chr13:45969660:-	-1.19354838709677	chr13:45956433:-;chr13:45969660:-;chr13:45970362:-	proximal	TRUE
STK17A	7.1941682449495	0.00731408844985426	0.0244643648150297	0.125	0.575757575757576	-0.450757575757576	chr7:43595985:+_vs_chr7:43625183:+	-0.901515151515152	chr7:43595985:+;chr7:43625183:+	proximal	TRUE
KDM1A	9.75387296350385	0.0076203233046497	0.0253792741820093	0.456521739130435	0.701754385964912	-0.245232646834477	chr1:23055165:+_vs_chr1:23071272:+	-0.49580472921434	chr1:23055165:+;chr1:23071272:+;chr1:23083686:+	proximal	TRUE
SMOC1	11.8906377418218	0.00776733456837752	0.0257583402780383	0.638095238095238	0.428104575163399	0.209990662931839	chr14:70030640:+_vs_chr14:70032366:+	0.503921568627451	chr14:70030465:+;chr14:70030640:+;chr14:70031177:+;chr14:70032366:+	distal	TRUE
PAPOLA	9.66507256513376	0.00796629085715993	0.0262000822911903	0.842105263157895	0.569767441860465	0.27233782129743	chr14:96533228:+_vs_chr14:96547917:+	0.656058751529988	chr14:96532696:+;chr14:96533228:+;chr14:96547917:+	distal	TRUE
DZIP1	7.03759398496241	0.00798161843856452	0.0262000822911903	0	0.684210526315789	-0.684210526315789	chr13:95624859:-_vs_chr13:95594051:-	-1.36842105263158	chr13:95594051:-;chr13:95624859:-	proximal	TRUE
NOP56	9.65617021276596	0.0080018292564589	0.0262000822911903	0.466666666666667	0.585106382978723	-0.118439716312057	chr20:2657960:+_vs_chr20:2658391:+	-0.695035460992908	chr20:2657155:+;chr20:2657960:+;chr20:2658391:+	proximal	TRUE
TMSB15B	9.5932953826692	0.00825738199592244	0.0269232286925875	0.602941176470588	0.666666666666667	-0.0637254901960784	chrX:103964583:+_vs_chrX:103965976:+	-0.549019607843137	chrX:103964583:+;chrX:103965976:+;chrX:104072887:-	proximal	TRUE
MAPK1IP1L	9.54137052031789	0.00847457088395696	0.0275157615311741	0.9	0.487179487179487	0.412820512820513	chr14:55064832:+_vs_chr14:55066216:+	0.825641025641026	chr14:55064832:+;chr14:55065926:+;chr14:55066216:+	distal	TRUE
SRI	11.69093071647	0.0085204941452015	0.0275495977361515	0.494623655913978	0.323383084577114	0.171240571336864	chr7:88206289:-_vs_chr7:88205115:-	0.347135291285508	chr7:88205115:-;chr7:88205851:-;chr7:88206134:-;chr7:88206289:-	distal	TRUE
ANP32A	9.51710880034186	0.00857800079532234	0.027620450693652	0.463414634146341	0.620481927710843	-0.157067293564502	chr15:68780105:-_vs_chr15:68779873:-	-0.426388480752277	chr15:68778907:-;chr15:68779873:-;chr15:68780105:-	proximal	TRUE
NDUFA6	6.87217310855263	0.00875481290685776	0.0280732843624861	0.5625	0.219298245614035	0.343201754385965	chr22:42086114:-_vs_chr22:42085526:-	0.68640350877193	chr22:42085526:-;chr22:42086114:-	distal	TRUE
SLC25A3	6.84324866310161	0.00889768837064078	0.0283142869855185	0.901960784313726	0.681818181818182	0.220142602495544	chr12:98601238:+_vs_chr12:98601708:+	0.440285204991087	chr12:98601238:+;chr12:98601708:+	distal	TRUE
RPL15	11.5949023043649	0.00890788356085546	0.0283142869855185	0.210401891252955	0.250764525993884	-0.0403626347409288	chr3:23919783:+_vs_chr3:23920847:+	-0.145552736027067	chr3:23919552:+;chr3:23919783:+;chr3:23920772:+;chr3:23920847:+	proximal	FALSE
PSMC2	6.83111954459203	0.00895830976299275	0.0283142869855185	0	0.472222222222222	-0.472222222222222	chr7:103368155:+_vs_chr7:103368221:+	-0.944444444444444	chr7:103368155:+;chr7:103368221:+	proximal	TRUE
ILF3	6.82761166482097	0.0089759208742752	0.0283142869855185	0.375	0.770833333333333	-0.395833333333333	chr19:10681104:+_vs_chr19:10683493:+	-0.791666666666667	chr19:10681104:+;chr19:10683493:+	proximal	TRUE
MRPL57	9.37288614163614	0.00921942073108885	0.0289646578434208	0.642857142857143	0.359375	0.283482142857143	chr13:21177356:+_vs_chr13:21177512:+	0.8125	chr13:21177356:+;chr13:21177512:+;chr13:21178430:+	distal	TRUE
ARGLU1	11.4775491916334	0.00940496550881617	0.0294284404630699	0.340909090909091	0.496527777777778	-0.155618686868687	chr13:106544123:-_vs_chr13:106543964:-	-0.365530303030303	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106559584:-	proximal	TRUE
RBM25	11.4648440190932	0.00946039704300772	0.029447763494781	0.736842105263158	0.46031746031746	0.276524644945698	chr14:73096973:+_vs_chr14:73111711:+	0.49749373433584	chr14:73096973:+;chr14:73106259:+;chr14:73110926:+;chr14:73111711:+	distal	TRUE
SUMO3	6.72876295194004	0.00948703720837015	0.029447763494781	0.333333333333333	0.785714285714286	-0.452380952380952	chr21:44805862:-_vs_chr21:44805624:-	-0.904761904761905	chr21:44805624:-;chr21:44805862:-	proximal	TRUE
EIF4G2	9.2578586885229	0.00976520868410816	0.0301904459715854	0.680232558139535	0.726666666666667	-0.0464341085271318	chr11:10800495:-_vs_chr11:10797054:-	-0.213178294573643	chr11:10797054:-;chr11:10800495:-;chr11:10801047:-	proximal	TRUE
PCGF2	6.65140836175319	0.00990774799835671	0.0304522863747505	0	0.724137931034483	-0.724137931034483	chr17:38735063:-_vs_chr17:38733894:-	-1.44827586206897	chr17:38733894:-;chr17:38735063:-	proximal	TRUE
DDX3X	6.64770060668498	0.00992838718145862	0.0304522863747505	1	0.380952380952381	0.619047619047619	chrX:41348207:+_vs_chrX:41350204:+	1.23809523809524	chrX:41348207:+;chrX:41350204:+	distal	TRUE
GLOD4	6.60105769230769	0.0101918206708516	0.0309289993774175	0.666666666666667	0.166666666666667	0.5	chr17:771370:-_vs_chr17:759330:-	1	chr17:759330:-;chr17:771370:-	distal	TRUE
CNBP	9.17106884884051	0.0101982981115683	0.0309289993774175	0.476744186046512	0.661111111111111	-0.1843669250646	chr3:129169956:-_vs_chr3:129169484:-	-0.368733850129199	chr3:129169484:-;chr3:129169577:-;chr3:129169956:-	proximal	TRUE
PPM1G	9.17007223942209	0.0102033812379109	0.0309289993774175	0.441176470588235	0.733333333333333	-0.292156862745098	chr2:27385766:-_vs_chr2:27381199:-	-0.584313725490196	chr2:27381199:-;chr2:27381624:-;chr2:27385766:-	proximal	TRUE
HSPD1	11.2629211380581	0.0103858913874848	0.0313597343061796	0.634146341463415	0.614718614718615	0.0194277267448	chr2:197489065:-_vs_chr2:197488453:-	0.413050364269877	chr2:197486584:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-	distal	TRUE
MIS18BP1	13.1742989079232	0.0104548060301001	0.0314454630982855	0.395161290322581	0.525	-0.129838709677419	chr14:45246774:-_vs_chr14:45231231:-	-0.46258064516129	chr14:45231231:-;chr14:45231287:-;chr14:45246774:-;chr14:45246947:-;chr14:45247069:-	proximal	TRUE
CAPRIN1	6.54471011131725	0.0105196467418503	0.0315183238288642	1	0.5	0.5	chr11:34100493:+_vs_chr11:34101141:+	1	chr11:34100493:+;chr11:34101141:+	distal	TRUE
CPE	9.06432748538012	0.0107573746818948	0.0321066259736554	0.5	0.4	0.1	chr4:165495647:+_vs_chr4:165497756:+	1.13333333333333	chr4:165495647:+;chr4:165497756:+;chr4:165498003:+	distal	TRUE
MRPS10	9.04865967365967	0.0108419778965906	0.0322351526733881	0.59375	0.375	0.21875	chr6:42207389:-_vs_chr6:42207221:-	0.75	chr6:42207221:-;chr6:42207389:-;chr6:42208300:-	distal	TRUE
CNN3	11.1582155409137	0.010900397036643	0.0322851454215075	0.818713450292398	0.646464646464647	0.172248803827751	chr1:94901708:-_vs_chr1:94896957:-	0.356060606060606	chr1:94896957:-;chr1:94897208:-;chr1:94897617:-;chr1:94901708:-	distal	TRUE
RAD51AP1	9.01868964368964	0.0110056684877611	0.032357360762229	0.708333333333333	0.473214285714286	0.235119047619048	chr12:4553080:+_vs_chr12:4560047:+	0.654761904761905	chr12:4548118:+;chr12:4553080:+;chr12:4560047:+	distal	TRUE
PSMD11	6.46399722314324	0.0110081742799336	0.032357360762229	0	0.234375	-0.234375	chr17:32481013:+_vs_chr17:32482380:+	-0.46875	chr17:32481013:+;chr17:32482380:+	proximal	TRUE
CENPN	6.42320437846754	0.0112638738612996	0.0329840230806358	0	0.246153846153846	-0.246153846153846	chr16:81022874:+_vs_chr16:81029319:+	-0.492307692307692	chr16:81022874:+;chr16:81029319:+	proximal	TRUE
UPF3A	8.96291208791209	0.0113169232148941	0.0330147835141271	0.916666666666667	0.474358974358974	0.442307692307692	chr13:114291766:+_vs_chr13:114305805:+	0.923076923076923	chr13:114284212:+;chr13:114291766:+;chr13:114305805:+	distal	TRUE
DEPDC1B	8.94804685909702	0.0114013509120142	0.0331365105158165	0.522727272727273	0.775862068965517	-0.253134796238245	chr5:60599084:-_vs_chr5:60597659:-	-0.5141065830721	chr5:60596917:-;chr5:60597659:-;chr5:60599084:-	proximal	TRUE
CANX	6.34719304388422	0.0117567175275854	0.0340418388112174	0.65625	0	0.65625	chr5:179724712:+_vs_chr5:179724793:+	1.3125	chr5:179724712:+;chr5:179724793:+	distal	TRUE
FAM204A	6.2963474025974	0.0120987015005301	0.0349018303509715	0.0833333333333333	0.590909090909091	-0.507575757575758	chr10:118335555:-_vs_chr10:118310750:-	-1.01515151515152	chr10:118310750:-;chr10:118335555:-	proximal	TRUE
EPS8	6.28253105590062	0.0121933827877579	0.0350446853455562	1	0.481481481481481	0.518518518518519	chr12:15664854:-_vs_chr12:15660636:-	1.03703703703704	chr12:15660636:-;chr12:15664854:-	distal	TRUE
NFIB	6.25	0.0124193306515523	0.0355623637845187	0	0.72	-0.72	chr9:14088083:-_vs_chr9:14086670:-	-1.44	chr9:14086670:-;chr9:14088083:-	proximal	TRUE
MCM4	8.72727272727273	0.0127320051682499	0.0361354239408122	1	0.477272727272727	0.522727272727273	chr8:47977928:+_vs_chr8:47978160:+	1.13636363636364	chr8:47976974:+;chr8:47977928:+;chr8:47978160:+	distal	TRUE
EIF3F	6.20092298744521	0.0127683711830655	0.0361354239408122	0	0.136842105263158	-0.136842105263158	chr11:7996171:+_vs_chr11:7997474:+	-0.273684210526316	chr11:7996171:+;chr11:7997474:+	proximal	TRUE
ARID4B	6.19921875	0.0127806714228524	0.0361354239408122	0.0625	0.46875	-0.40625	chr1:235246444:-_vs_chr1:235194191:-	-0.8125	chr1:235194191:-;chr1:235246444:-	proximal	TRUE
OIP5-AS1	10.8050847457627	0.0128279265382165	0.0361354239408122	0.375	0.604519774011299	-0.229519774011299	chr15:41298745:+_vs_chr15:41299628:+	-0.561440677966102	chr15:41298745:+;chr15:41299088:+;chr15:41299426:+;chr15:41299628:+	proximal	TRUE
MZT1	6.18932913351017	0.0128522899583301	0.0361354239408122	0.892857142857143	0.603448275862069	0.289408866995074	chr13:72709494:-_vs_chr13:72708367:-	0.578817733990148	chr13:72708367:-;chr13:72709494:-	distal	TRUE
CDK2AP1	6.1822864490161	0.0129035429602794	0.0361485535638151	0.4	0.837209302325581	-0.437209302325581	chr12:123261086:-_vs_chr12:123261003:-	-0.874418604651163	chr12:123261003:-;chr12:123261086:-	proximal	TRUE
CLDND1	6.12168480557904	0.013353347090156	0.0372740911581333	0.961538461538462	0.675	0.286538461538462	chr3:98516399:-_vs_chr3:98515493:-	0.573076923076923	chr3:98515493:-;chr3:98516399:-	distal	TRUE
KIF11	6.05012512842128	0.0139053114519015	0.0386757049701632	0.529411764705882	0.896551724137931	-0.367139959432049	chr10:92621467:+_vs_chr10:92630242:+	-0.734279918864097	chr10:92621467:+;chr10:92630242:+	proximal	TRUE
SLC39A6	10.567570915397	0.0143094611316151	0.0396576494219046	0.351851851851852	0.420289855072464	-0.0684380032206119	chr18:36109164:-_vs_chr18:36109094:-	-0.56280193236715	chr18:36108531:-;chr18:36109094:-;chr18:36109164:-;chr18:36122053:-	proximal	TRUE
PSIP1	15.7933597224419	0.0149071282077416	0.0411670159758272	0.552469135802469	0.517857142857143	0.0346119929453262	chr9:15469954:-_vs_chr9:15464066:-	0.182539682539683	chr9:15464066:-;chr9:15468650:-;chr9:15469954:-;chr9:15474079:-;chr9:15474208:-;chr9:15486882:-;chr9:15490049:-	distal	FALSE
RTN3	8.36842642617912	0.0152341872870634	0.0419210260097914	0.267441860465116	0.174603174603175	0.0928386858619417	chr11:63759054:+_vs_chr11:63759888:+	0.29937246216316	chr11:63758424:+;chr11:63759054:+;chr11:63759888:+	distal	TRUE
TMEM59	5.79498626373626	0.0160719404424342	0.0440479325773661	0.777777777777778	0.388888888888889	0.388888888888889	chr1:54032015:-_vs_chr1:54031676:-	0.777777777777778	chr1:54031676:-;chr1:54032015:-	distal	TRUE
ROBO2	5.78966780733471	0.0161206351185206	0.0440479325773661	0.1875	0.727272727272727	-0.539772727272727	chr3:77607852:+_vs_chr3:77646297:+	-1.07954545454545	chr3:77607852:+;chr3:77646297:+	proximal	TRUE
CENPE	8.23025528997178	0.0163238566180034	0.0444467113528795	0.588235294117647	0.403225806451613	0.185009487666034	chr4:103194415:-_vs_chr4:103180384:-	0.72865275142315	chr4:103176941:-;chr4:103180384:-;chr4:103194415:-	distal	TRUE
USP1	8.21292958656331	0.0164658820515705	0.0446766589930725	0.71875	0.441860465116279	0.276889534883721	chr1:62439959:+_vs_chr1:62440011:+	0.5625	chr1:62439959:+;chr1:62440011:+;chr1:62445095:+	distal	TRUE
BUB1	10.229653516295	0.0167115590546388	0.0451852607191628	0.57037037037037	0.364779874213836	0.205590496156534	chr2:110666388:-_vs_chr2:110658410:-	0.456603773584906	chr2:110657552:-;chr2:110658410:-;chr2:110666343:-;chr2:110666388:-	distal	TRUE
GABPA	5.65607330703485	0.0173950254901158	0.0468699297928119	0	0.692307692307692	-0.692307692307692	chr21:25769980:+_vs_chr21:25770385:+	-1.38461538461538	chr21:25769980:+;chr21:25770385:+	proximal	TRUE
CLTA	5.64619566250404	0.0174932835116007	0.0469534048197348	1	0.771929824561403	0.228070175438597	chr9:36204168:+_vs_chr9:36212059:+	0.456140350877193	chr9:36204168:+;chr9:36212059:+	distal	TRUE
TTC1	8.08574230607575	0.0175470198424267	0.0469534048197348	0.595238095238095	0.58695652173913	0.00828157349896486	chr5:160035196:+_vs_chr5:160051162:+	0.598343685300207	chr5:160035196:+;chr5:160051162:+;chr5:160065543:+	distal	TRUE
SPARC	5.52432088778029	0.0187538813381906	0.049850701886158	0	0.17741935483871	-0.17741935483871	chr5:151662440:-_vs_chr5:151661447:-	-0.354838709677419	chr5:151661447:-;chr5:151662440:-	proximal	TRUE
KLF3	5.52391304347826	0.0187582538025234	0.049850701886158	1	0.304347826086957	0.695652173913043	chr4:38691497:+_vs_chr4:38694894:+	1.39130434782609	chr4:38691497:+;chr4:38694894:+	distal	TRUE
CCNG1	5.4897986100103	0.0191277462151278	0.0506591503854579	0.838709677419355	0.5	0.338709677419355	chr5:163444414:+_vs_chr5:163445016:+	0.67741935483871	chr5:163444414:+;chr5:163445016:+	distal	FALSE
RAD21	15.1247978552256	0.0193079633273777	0.0509625154491329	0.63036303630363	0.592233009708738	0.0381300265948926	chr8:116854455:-_vs_chr8:116848975:-	-0.176103047197924	chr8:116845934:-;chr8:116846444:-;chr8:116847067:-;chr8:116848975:-;chr8:116854455:-;chr8:116857292:-;chr8:116858360:-	proximal	FALSE
CDK2	5.44444444444444	0.0196306572572907	0.0514955087257706	0.166666666666667	0.611111111111111	-0.444444444444445	chr12:55971899:+_vs_chr12:55972789:+	-0.888888888888889	chr12:55971899:+;chr12:55972789:+	proximal	FALSE
CYCS	7.86010750036577	0.0196426167304486	0.0514955087257706	0.657407407407407	0.762135922330097	-0.10472851492269	chr7:25123097:-_vs_chr7:25122863:-	-0.334771664868752	chr7:25122863:-;chr7:25123097:-;chr7:25123759:-	proximal	FALSE
EIF3I	5.37919774793976	0.0203782467816625	0.0532441734093271	0.826086956521739	0.458333333333333	0.367753623188406	chr1:32231341:+_vs_chr1:32231604:+	0.735507246376812	chr1:32231341:+;chr1:32231604:+	distal	FALSE
PRELID1	5.365715085639	0.0205363666332947	0.0534772500249552	0	0.416666666666667	-0.416666666666667	chr5:177306661:+_vs_chr5:177306949:+	-0.833333333333333	chr5:177306661:+;chr5:177306949:+	proximal	FALSE
SUMO2	5.34118771176394	0.0208272782120396	0.0540534043228854	0.952380952380952	0.783625730994152	0.1687552213868	chr17:75167947:-_vs_chr17:75167733:-	0.337510442773601	chr17:75167733:-;chr17:75167947:-	distal	FALSE
IVNS1ABP	7.68934303844718	0.0213934277368651	0.0551761422363009	0	0.241228070175439	-0.241228070175439	chr1:185297765:-_vs_chr1:185297532:-	-0.491228070175439	chr1:185296388:-;chr1:185297532:-;chr1:185297765:-	proximal	FALSE
TDP2	5.29375	0.0214020860993899	0.0551761422363009	1	0.333333333333333	0.666666666666667	chr6:24650123:-_vs_chr6:24649977:-	1.33333333333333	chr6:24649977:-;chr6:24650123:-	distal	FALSE
SERBP1	5.27472527472527	0.0216372020533178	0.0555975787860087	1	0.533333333333333	0.466666666666667	chr1:67412863:-_vs_chr1:67411053:-	0.933333333333333	chr1:67411053:-;chr1:67412863:-	distal	FALSE
FAM98B	5.26188088871912	0.021797449703682	0.0558244916503539	0.857142857142857	0.272727272727273	0.584415584415584	chr15:38470284:+_vs_chr15:38484919:+	1.16883116883117	chr15:38470284:+;chr15:38484919:+	distal	FALSE
PRKAR1A	5.22412878787879	0.0222756024303782	0.0567388051450851	0.2	0.5625	-0.3625	chr17:68532216:+_vs_chr17:68532762:+	-0.725	chr17:68532216:+;chr17:68532762:+	proximal	FALSE
RAC1	7.60627530364372	0.0223006901665605	0.0567388051450851	0.857142857142857	0.630952380952381	0.226190476190476	chr7:6402598:+_vs_chr7:6403967:+	0.452380952380952	chr7:6402598:+;chr7:6402689:+;chr7:6403967:+	distal	FALSE
BNIP3	5.14047429726432	0.0233742614255456	0.0592759047915796	0.894736842105263	0.521739130434783	0.372997711670481	chr10:131970915:-_vs_chr10:131967686:-	0.745995423340961	chr10:131967686:-;chr10:131970915:-	distal	FALSE
PGRMC2	7.47250964933892	0.0238432332120606	0.060268237695632	0.555555555555556	0.5	0.0555555555555556	chr4:128269298:-_vs_chr4:128269250:-	0.531165311653117	chr4:128269250:-;chr4:128269298:-;chr4:128270140:-	distal	FALSE
ACBD5	7.43801652892562	0.0242580134542822	0.0609948239154234	0	0.575757575757576	-0.575757575757576	chr10:27231749:-_vs_chr10:27196598:-	-1.15151515151515	chr10:27196598:-;chr10:27197012:-;chr10:27231749:-	proximal	FALSE
PRPF38A	5.07395647653001	0.0242878873580745	0.0609948239154234	0.352941176470588	1	-0.647058823529412	chr1:52417021:+_vs_chr1:52418179:+	-1.29411764705882	chr1:52417021:+;chr1:52418179:+	proximal	FALSE
RAB6A	4.98701298701299	0.0255382563102066	0.0639280222474849	0.818181818181818	0.333333333333333	0.484848484848485	chr11:73676810:-_vs_chr11:73675893:-	0.96969696969697	chr11:73675893:-;chr11:73676810:-	distal	FALSE
SPECC1L	4.86111111111111	0.0274686403856814	0.0684099076502261	0.571428571428571	0	0.571428571428571	chr22:24324294:+_vs_chr22:24334540:+	1.14285714285714	chr22:24324294:+;chr22:24334540:+	distal	FALSE
TACC3	7.18677389705882	0.0275050144160703	0.0684099076502261	0.65	0.647058823529412	0.00294117647058822	chr4:1729349:+_vs_chr4:1740887:+	0.305147058823529	chr4:1729349:+;chr4:1740887:+;chr4:1745171:+	distal	FALSE
PTN	9.12473901009525	0.0276775732688892	0.0686191592864474	0.738532110091743	0.748936170212766	-0.0104040601210227	chr7:137227880:-_vs_chr7:137227592:-	-0.233827835252782	chr7:137227592:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	proximal	FALSE
NEDD4L	9.0512297693386	0.0286174563298489	0.0707233952610278	0.5	0.451977401129944	0.0480225988700565	chr18:58245507:+_vs_chr18:58341097:+	-0.51271186440678	chr18:58045470:+;chr18:58245507:+;chr18:58341097:+;chr18:58383306:+	proximal	FALSE
RAB1A	4.74465240641711	0.0293894903092852	0.072400776127001	0.428571428571429	0.844155844155844	-0.415584415584416	chr2:65088428:-_vs_chr2:65087878:-	-0.831168831168831	chr2:65087878:-;chr2:65088428:-	proximal	FALSE
SERP1	4.71707671957672	0.0298644724877341	0.0733380716787395	0.8	0.428571428571429	0.371428571428571	chr3:150544220:-_vs_chr3:150542510:-	0.742857142857143	chr3:150542510:-;chr3:150544220:-	distal	FALSE
SNX5	4.70975378787879	0.0299919467356201	0.0734187718196882	0.523809523809524	0	0.523809523809524	chr20:17942331:-_vs_chr20:17941600:-	1.04761904761905	chr20:17941600:-;chr20:17942331:-	distal	FALSE
PNISR	6.99463900392693	0.0302784360314396	0.0738870011333243	0.727272727272727	0.464285714285714	0.262987012987013	chr6:99410500:-_vs_chr6:99402574:-	0.688311688311688	chr6:99401599:-;chr6:99402574:-;chr6:99410500:-	distal	FALSE
ERP44	4.67132483198188	0.0306702595653908	0.0745159553432878	0	0.361111111111111	-0.361111111111111	chr9:99982494:-_vs_chr9:99981711:-	-0.722222222222222	chr9:99981711:-;chr9:99982494:-	proximal	FALSE
EIF4A1	4.66808183293685	0.0307282290075414	0.0745159553432878	0.604651162790698	0.40506329113924	0.199587871651457	chr17:7578627:+_vs_chr17:7578978:+	0.399175743302914	chr17:7578627:+;chr17:7578978:+	distal	FALSE
FNBP4	4.6326418951419	0.0313692249909443	0.075833391255367	0.857142857142857	0.4	0.457142857142857	chr11:47750917:-_vs_chr11:47746229:-	0.914285714285714	chr11:47746229:-;chr11:47750917:-	distal	FALSE
TMEM123	4.58192307692308	0.0323109333478887	0.0778673424781416	0.727272727272727	0.327272727272727	0.4	chr11:102398291:-_vs_chr11:102396332:-	0.8	chr11:102396332:-;chr11:102398291:-	distal	FALSE
RBBP4	6.81091491005408	0.0331916329291968	0.0797421274088442	0.233333333333333	0.448529411764706	-0.215196078431373	chr1:32680505:+_vs_chr1:32680653:+	-0.441666666666667	chr1:32680505:+;chr1:32680653:+;chr1:32686211:+	proximal	FALSE
ZSCAN18	4.45719696969697	0.0347544832860041	0.0826860472333418	1	0.636363636363636	0.363636363636364	chr19:58107213:-_vs_chr19:58083866:-	0.727272727272727	chr19:58083866:-;chr19:58107213:-	distal	FALSE
SDC2	4.45080808577612	0.0348847356964805	0.0826860472333418	0	0.34	-0.34	chr8:96610643:+_vs_chr8:96611772:+	-0.68	chr8:96610643:+;chr8:96611772:+	proximal	FALSE
SNX4	6.70947570947571	0.0349185226803395	0.0826860472333418	0.8	0.425925925925926	0.374074074074074	chr3:125473398:-_vs_chr3:125446666:-	0.748148148148148	chr3:125446666:-;chr3:125447713:-;chr3:125473398:-	distal	FALSE
HMGB3	8.60372760072615	0.0350509915422728	0.0826860472333418	0.490358126721763	0.525490196078431	-0.0351320693566683	chrX:150988332:+_vs_chrX:150988769:+	-0.173748176956733	chrX:150987919:+;chrX:150988332:+;chrX:150988769:+;chrX:150990771:+	proximal	FALSE
DNAJC9	6.69778481012658	0.0351232348819081	0.0826860472333418	0	0.424050632911392	-0.424050632911392	chr10:73245944:-_vs_chr10:73243403:-	-1.08860759493671	chr10:73242831:-;chr10:73243403:-;chr10:73245944:-	proximal	FALSE
TSN	4.43854275513758	0.0351362260815462	0.0826860472333418	0	0.379310344827586	-0.379310344827586	chr2:121765791:+_vs_chr2:121767293:+	-0.758620689655172	chr2:121765791:+;chr2:121767293:+	proximal	FALSE
SGCE	4.43724816849817	0.0351628809110861	0.0826860472333418	1	0.571428571428571	0.428571428571429	chr7:94653634:-_vs_chr7:94585243:-	0.857142857142857	chr7:94585243:-;chr7:94653634:-	distal	FALSE
SLC36A4	6.52173913043478	0.0383550313112507	0.0899199525605153	0.5	0.466666666666667	0.0333333333333333	chr11:93160331:-_vs_chr11:93148272:-	0.933333333333333	chr11:93147699:-;chr11:93148272:-;chr11:93160331:-	distal	FALSE
BAZ1A	8.36037735849057	0.0391223469594646	0.0914425940980257	0.0666666666666667	0.433962264150943	-0.367295597484277	chr14:34801133:-_vs_chr14:34795740:-	-0.686792452830189	chr14:34785776:-;chr14:34795740:-;chr14:34800251:-;chr14:34801133:-	proximal	FALSE
FUBP1	8.346528572274	0.0393674372893551	0.0917391331427615	0.349593495934959	0.524509803921569	-0.174916307986609	chr1:77964286:-_vs_chr1:77962777:-	-0.474533715925395	chr1:77948419:-;chr1:77962777:-;chr1:77962913:-;chr1:77964286:-	proximal	FALSE
ACIN1	6.43963800904977	0.0399622905998976	0.0928465194776064	0.673076923076923	0.551470588235294	0.121606334841629	chr14:23080360:-_vs_chr14:23061315:-	0.374434389140271	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	distal	FALSE
TCF19	4.21219246031746	0.0401344312304964	0.0929681153279558	0	0.625	-0.625	chr6:31163782:+_vs_chr6:31164215:+	-1.25	chr6:31163782:+;chr6:31164215:+	proximal	FALSE
IDH2	4.20664430060894	0.040265918774987	0.0929950981231841	0.150943396226415	0.0529411764705882	0.0980022197558268	chr15:90083978:-_vs_chr15:90083073:-	0.196004439511654	chr15:90083073:-;chr15:90083978:-	distal	FALSE
APP	4.20102243452125	0.0403996144117181	0.0930270052922649	0.136363636363636	0.0364963503649635	0.0998672859986729	chr21:25880809:-_vs_chr21:25880550:-	0.199734571997346	chr21:25880550:-;chr21:25880809:-	distal	FALSE
PRMT2	4.07410714285714	0.0435452738040428	0.0999737647098734	0.428571428571429	1	-0.571428571428571	chr21:46660144:+_vs_chr21:46664941:+	-1.14285714285714	chr21:46660144:+;chr21:46664941:+	proximal	FALSE
PPP2R5E	4.02529026679842	0.0448229060669983	0.102603466395253	0.478260869565217	0	0.478260869565217	chr14:63376081:-_vs_chr14:63375842:-	0.956521739130435	chr14:63375842:-;chr14:63376081:-	distal	FALSE
EIF4A3	4.0011950537494	0.0454680148876659	0.10377405750832	1	0.866666666666667	0.133333333333333	chr17:80140752:-_vs_chr17:80135255:-	0.266666666666667	chr17:80135255:-;chr17:80140752:-	distal	FALSE
SMC3	6.17217066146414	0.0456804286129884	0.103953116139821	0.423076923076923	0.445652173913043	-0.0225752508361204	chr10:110583890:+_vs_chr10:110589685:+	-0.536789297658863	chr10:110583443:+;chr10:110583890:+;chr10:110589685:+	proximal	FALSE
