gene_id	chisq	pvalue	adj_pvalue	PgS	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
PSMA7	4.51979107292904	0.0335049226623471	0.0709900400381291	0.611842105263158	0.483221476510067	0.128620628753091	chr20:62136866:-_vs_chr20:62136733:-	0.257241257506182	chr20:62136733:-;chr20:62136866:-	distal	FALSE
PTPN11	4.50388026607539	0.0338180311116418	0.0715266321741804	0.305555555555556	0	0.305555555555556	chr12:112473017:+_vs_chr12:112509910:+	0.611111111111111	chr12:112473017:+;chr12:112509910:+	distal	FALSE
PELI1	4.48938492063492	0.0341059466385525	0.0720081382209722	1	0.4	0.6	chr2:64106923:-_vs_chr2:64092856:-	1.2	chr2:64092856:-;chr2:64106923:-	distal	FALSE
TPGS2	4.44938811188811	0.0349137544746172	0.0734858150624906	0.117021276595745	0	0.117021276595745	chr18:36796071:-_vs_chr18:36786790:-	0.234042553191489	chr18:36786790:-;chr18:36796071:-	distal	FALSE
LUC7L2	6.70671494404213	0.034966756888718	0.0734858150624906	0.723684210526316	0.602040816326531	0.121643394199785	chr7:139405776:+_vs_chr7:139409614:+	0.254564983888292	chr7:139405776:+;chr7:139409614:+;chr7:139423136:+	distal	FALSE
UBE2D3	8.60755934680066	0.0349903169628093	0.0734858150624906	0.471698113207547	0.588541666666667	-0.11684355345912	chr4:102796590:-_vs_chr4:102795976:-	-0.38060141509434	chr4:102795976:-;chr4:102796133:-;chr4:102796590:-;chr4:102796822:-	proximal	FALSE
EPRS1	6.68769444444444	0.0353008857876828	0.0740079973969842	0.472222222222222	0.58	-0.107777777777778	chr1:220025148:-_vs_chr1:220007209:-	-0.637777777777778	chr1:219987267:-;chr1:220007209:-;chr1:220025148:-	proximal	FALSE
RBMX	6.65254945622955	0.0359266927864451	0.0751880873551696	0.194570135746606	0.236486486486486	-0.0419163507398801	chrX:136874047:-_vs_chrX:136873461:-	-0.222881252293017	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	proximal	FALSE
AK5	4.375	0.0364698303560265	0.0761913413906498	0.65	0.125	0.525	chr1:77297863:+_vs_chr1:77558731:+	1.05	chr1:77297863:+;chr1:77558731:+	distal	FALSE
MIR100HG	6.5546218487395	0.0377295782049604	0.0786855950347778	0.5	0.612244897959184	-0.112244897959184	chr11:122090942:-_vs_chr11:122089110:-	-1.18367346938776	chr11:122089110:-;chr11:122090942:-;chr11:122091085:-	proximal	FALSE
TPX2	10.1587521557034	0.0378367659112129	0.0787716642228212	0.5	0.444444444444444	0.0555555555555556	chr20:31794006:+_vs_chr20:31801478:+	-0.613821138211382	chr20:31766592:+;chr20:31766663:+;chr20:31770390:+;chr20:31794006:+;chr20:31801478:+	proximal	FALSE
CALM1	10.1276562051125	0.0383313644867305	0.0796625748898139	0.740079365079365	0.810126582278481	-0.0700472171991159	chr14:90404963:+_vs_chr14:90405213:+	-0.19760900140647	chr14:90403939:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+	proximal	FALSE
PRC1	4.28189247532895	0.0385204366808567	0.0799165309611523	0.234375	0.529411764705882	-0.295036764705882	chr15:90976709:-_vs_chr15:90966040:-	-0.590073529411765	chr15:90966040:-;chr15:90976709:-	proximal	FALSE
YLPM1	6.49454545454545	0.0388801000040442	0.0804681563656483	0.9	0.454545454545455	0.445454545454545	chr14:74816657:+_vs_chr14:74836190:+	0.890909090909091	chr14:74816657:+;chr14:74821110:+;chr14:74836190:+	distal	FALSE
AP3S2	4.2615944055944	0.0389833162011931	0.0804681563656483	0	0.423076923076923	-0.423076923076923	chr15:89834305:-_vs_chr15:89833563:-	-0.846153846153846	chr15:89833563:-;chr15:89834305:-	proximal	FALSE
OLA1	6.4889854654149	0.0389883368499668	0.0804681563656483	0.547619047619048	0.80188679245283	-0.254267744833783	chr2:174123182:-_vs_chr2:174075007:-	-0.508535489667565	chr2:174075007:-;chr2:174075424:-;chr2:174123182:-	proximal	FALSE
FUS	4.25208273687866	0.039202224945311	0.0807701013959426	0.964285714285714	0.916317991631799	0.0479677226539151	chr16:31186135:+_vs_chr16:31191605:+	0.0959354453078303	chr16:31186135:+;chr16:31191605:+	distal	FALSE
NFYB	4.23600852272727	0.0395751047899307	0.0813980210395305	0.727272727272727	0.25	0.477272727272727	chr12:104119323:-_vs_chr12:104118089:-	0.954545454545455	chr12:104118089:-;chr12:104119323:-	distal	FALSE
SNRNP40	4.21530612244898	0.0400608370889463	0.0822554988338331	0.518518518518518	0	0.518518518518518	chr1:31259675:-_vs_chr1:31259568:-	1.03703703703704	chr1:31259568:-;chr1:31259675:-	distal	FALSE
NCL	6.42529123418954	0.0402499862354199	0.082502115868485	0.392857142857143	0.281818181818182	0.111038961038961	chr2:231459020:-_vs_chr2:231456700:-	0.350649350649351	chr2:231454750:-;chr2:231456700:-;chr2:231459020:-	distal	FALSE
SRSF10	8.24756566709371	0.0411629826100168	0.0842290483201543	0.48062015503876	0.5	-0.0193798449612403	chr1:23970528:-_vs_chr1:23966445:-	-0.386950904392765	chr1:23966445:-;chr1:23970528:-;chr1:23971360:-;chr1:23978115:-	proximal	FALSE
SAP30	4.16457224083966	0.0412778347862367	0.0843196796060732	0.661764705882353	0.368421052631579	0.293343653250774	chr4:173373461:+_vs_chr4:173377532:+	0.586687306501548	chr4:173373461:+;chr4:173377532:+	distal	FALSE
TIMM10	4.15057334710744	0.0416204288686897	0.0847298338979287	0.2	0.636363636363636	-0.436363636363636	chr11:57528633:-_vs_chr11:57528464:-	-0.872727272727273	chr11:57528464:-;chr11:57528633:-	proximal	FALSE
ZC3H7A	4.15057334710744	0.0416204288686897	0.0847298338979287	0.636363636363636	0.2	0.436363636363636	chr16:11767446:-_vs_chr16:11750597:-	0.872727272727273	chr16:11750597:-;chr16:11767446:-	distal	FALSE
SRFBP1	4.14117647058824	0.0418520727604858	0.0850565084162934	0	0.647058823529412	-0.647058823529412	chr5:122020283:+_vs_chr5:122020745:+	-1.29411764705882	chr5:122020283:+;chr5:122020745:+	proximal	FALSE
POLR2D	4.13825892857143	0.0419242688390733	0.0850585759977803	0	0.48	-0.48	chr2:127846680:-_vs_chr2:127846266:-	-0.96	chr2:127846266:-;chr2:127846680:-	proximal	FALSE
TRMT11	4.13358173076923	0.0420402817159128	0.0851493841534167	1	0.384615384615385	0.615384615384615	chr6:126038854:+_vs_chr6:126039276:+	1.23076923076923	chr6:126038854:+;chr6:126039276:+	distal	FALSE
RTN1	4.12795650785718	0.0421802563891585	0.0851767293078563	0.695652173913043	0.388888888888889	0.306763285024155	chr14:59596174:-_vs_chr14:59595983:-	0.613526570048309	chr14:59595983:-;chr14:59596174:-	distal	FALSE
GNPAT	4.12483705237328	0.0422580901046482	0.0851767293078563	0.222222222222222	0.695652173913043	-0.473429951690821	chr1:231276180:+_vs_chr1:231277797:+	-0.946859903381642	chr1:231276180:+;chr1:231277797:+	proximal	FALSE
PSMD7	4.12445570545043	0.0422676154640659	0.0851767293078563	0.355932203389831	0.557377049180328	-0.201444845790497	chr16:74305709:+_vs_chr16:74306288:+	-0.402889691580995	chr16:74305709:+;chr16:74306288:+	proximal	FALSE
GMPS	4.11561744073536	0.0424890128802306	0.0854787380334605	0.716981132075472	0.466666666666667	0.250314465408805	chr3:155914547:+_vs_chr3:155937713:+	0.50062893081761	chr3:155914547:+;chr3:155937713:+	distal	FALSE
SPCS2	8.16142955660168	0.0427906369603792	0.0859408591052993	0.391156462585034	0.401639344262295	-0.0104828816772611	chr11:74977039:+_vs_chr11:74977116:+	-0.201739712278354	chr11:74977039:+;chr11:74977116:+;chr11:74977636:+;chr11:74977720:+	proximal	FALSE
MELK	4.09774721333186	0.0429403928246488	0.0860781540342173	0.6	0.2	0.4	chr9:36665447:+_vs_chr9:36677682:+	0.8	chr9:36665447:+;chr9:36677682:+	distal	FALSE
CFAP97	6.29296795708279	0.0430030610530776	0.0860781540342173	0.136363636363636	0.5	-0.363636363636364	chr4:185190255:-_vs_chr4:185161803:-	-0.727272727272727	chr4:185161803:-;chr4:185176017:-;chr4:185190255:-	proximal	FALSE
MTHFD1	4.0625	0.0438455416601764	0.0876177630165732	0.2	0.6875	-0.4875	chr14:64448262:+_vs_chr14:64460005:+	-0.975	chr14:64448262:+;chr14:64460005:+	proximal	FALSE
DZIP1	4.05057286072324	0.0441563581494486	0.088091565924192	0.684210526315789	0.142857142857143	0.541353383458647	chr13:95624859:-_vs_chr13:95594051:-	1.08270676691729	chr13:95594051:-;chr13:95624859:-	distal	FALSE
CS	4.0427807486631	0.0443606691511124	0.0883516660592989	1	0.476190476190476	0.523809523809524	chr12:56273030:-_vs_chr12:56271701:-	1.04761904761905	chr12:56271701:-;chr12:56273030:-	distal	FALSE
PSMD2	4.00610464427814	0.0453357800276615	0.0901435226839526	0.4375	0.724137931034483	-0.286637931034483	chr3:184306461:+_vs_chr3:184309050:+	-0.573275862068966	chr3:184306461:+;chr3:184309050:+	proximal	FALSE
TOMM20	6.18270618270618	0.045440427738555	0.0902015135341749	0.5	0.46551724137931	0.0344827586206897	chr1:235111597:-_vs_chr1:235109341:-	0.556650246305419	chr1:235109341:-;chr1:235111597:-;chr1:235112027:-	distal	FALSE
DYNC1I2	6.1767925561029	0.045574985432681	0.0903185863881488	0.615384615384615	0.525641025641026	0.0897435897435896	chr2:171725949:+_vs_chr2:171748411:+	0.474358974358974	chr2:171725691:+;chr2:171725949:+;chr2:171748411:+	distal	FALSE
RPL4	3.99316249330457	0.0456852407011891	0.0903871897978824	0.960975609756098	0.928015564202335	0.0329600455537629	chr15:66499522:-_vs_chr15:66499320:-	0.0659200911075258	chr15:66499320:-;chr15:66499522:-	distal	FALSE
CISD2	7.98031097021846	0.0464203759791559	0.0916898335456055	0.504065040650406	0.563218390804598	-0.0591533501541912	chr4:102888044:+_vs_chr4:102888572:+	-0.458368376787216	chr4:102887681:+;chr4:102888044:+;chr4:102888572:+;chr4:102889242:+	proximal	FALSE
DDX39B	3.95396280871167	0.0467611265883879	0.0922104723978937	0.850961538461538	0.766666666666667	0.0842948717948717	chr6:31534006:-_vs_chr6:31530248:-	0.168589743589744	chr6:31530248:-;chr6:31534006:-	distal	FALSE
WDR1	3.94176136363636	0.0471014361357855	0.0927285274831363	0.538461538461538	0.166666666666667	0.371794871794872	chr4:10074480:-_vs_chr4:10074339:-	0.743589743589744	chr4:10074339:-;chr4:10074480:-	distal	FALSE
JKAMP	3.93382637387644	0.0473241510792687	0.0930137508877074	0.08	0.319148936170213	-0.239148936170213	chr14:59504709:+_vs_chr14:59505343:+	-0.478297872340426	chr14:59504709:+;chr14:59505343:+	proximal	FALSE
HSPBP1	3.91152665669066	0.0479560150991186	0.0941008834867761	0.517241379310345	0.787878787878788	-0.270637408568443	chr19:55262339:-_vs_chr19:55262223:-	-0.541274817136886	chr19:55262223:-;chr19:55262339:-	proximal	FALSE
RAB5A	3.88222760695187	0.0487997689554611	0.0954694319457721	1	0.738095238095238	0.261904761904762	chr3:19984346:+_vs_chr3:19985171:+	0.523809523809524	chr3:19984346:+;chr3:19985171:+	distal	FALSE
ID2	3.88176414550041	0.0488132409362902	0.0954694319457721	0.571428571428571	0.815384615384615	-0.243956043956044	chr2:8684318:+_vs_chr2:8684453:+	-0.487912087912088	chr2:8684318:+;chr2:8684453:+	proximal	FALSE
CFDP1	3.85858251264273	0.0494921249705785	0.0966390348690218	0.936170212765957	0.763157894736842	0.173012318029115	chr16:75395140:-_vs_chr16:75293740:-	0.346024636058231	chr16:75293740:-;chr16:75395140:-	distal	FALSE
VPS29	6.00338624338624	0.0497028441234412	0.0968921675815861	0.462962962962963	0.74	-0.277037037037037	chr12:110496377:-_vs_chr12:110491624:-	-0.554074074074074	chr12:110491624:-;chr12:110491923:-;chr12:110496377:-	proximal	FALSE
NUMA1	3.83872754803676	0.0500815152114575	0.0974713528952633	0.244444444444444	0.571428571428571	-0.326984126984127	chr11:72014207:-_vs_chr11:72002864:-	-0.653968253968254	chr11:72002864:-;chr11:72014207:-	proximal	FALSE
GALNT2	3.78416875522139	0.0517396035812804	0.100469404869085	1	0.464285714285714	0.535714285714286	chr1:230280071:+_vs_chr1:230282120:+	1.07142857142857	chr1:230280071:+;chr1:230282120:+	distal	FALSE
EIF4E	3.78253676470588	0.051790086526658	0.100469404869085	0.425	0.117647058823529	0.307352941176471	chr4:98880061:-_vs_chr4:98879862:-	0.614705882352941	chr4:98879862:-;chr4:98880061:-	distal	FALSE
BTBD10	3.75852409929489	0.0525389341788659	0.101756930865064	0.551724137931034	0.111111111111111	0.440613026819923	chr11:13389109:-_vs_chr11:13388022:-	0.881226053639847	chr11:13388022:-;chr11:13389109:-	distal	FALSE
NDC80	5.88420751633987	0.0527546289341434	0.102009355301458	0.266666666666667	0.46875	-0.202083333333333	chr18:2589304:+_vs_chr18:2606508:+	-0.591666666666667	chr18:2589304:+;chr18:2606508:+;chr18:2616635:+	proximal	FALSE
CIAPIN1	3.68858585858586	0.0547860476077297	0.10576627930733	0	0.55	-0.55	chr16:57428552:-_vs_chr16:57428189:-	-1.1	chr16:57428189:-;chr16:57428552:-	proximal	FALSE
PCDH9	5.77954719730082	0.0555887965654817	0.107142922412501	0.575	0.416666666666667	0.158333333333333	chr13:67228053:-_vs_chr13:67225821:-	0.476190476190476	chr13:67225821:-;chr13:67228053:-;chr13:67228450:-	distal	FALSE
NOL9	3.65694573283859	0.0558359010876918	0.107445896618022	0.333333333333333	1	-0.666666666666667	chr1:6532543:-_vs_chr1:6525145:-	-1.33333333333333	chr1:6525145:-;chr1:6532543:-	proximal	FALSE
MKI67	7.53687387942627	0.0566185355322429	0.108776768426094	0.402061855670103	0.333333333333333	0.0687285223367697	chr10:128109018:-_vs_chr10:128101344:-	0.417525773195876	chr10:128101344:-;chr10:128109018:-;chr10:128115328:-;chr10:128115641:-	distal	FALSE
RAD21	7.52490795244753	0.0569219022079239	0.10906875182643	0.384313725490196	0.401360544217687	-0.017046818727491	chr8:116847067:-_vs_chr8:116846444:-	0.267226890756303	chr8:116845934:-;chr8:116846444:-;chr8:116847067:-;chr8:116848975:-	distal	FALSE
ATP6V1B2	3.62396299090841	0.0569530553470231	0.10906875182643	0.904761904761905	0.7	0.204761904761905	chr8:20220526:+_vs_chr8:20221674:+	0.40952380952381	chr8:20220526:+;chr8:20221674:+	distal	FALSE
LINC01102	3.60842684652208	0.057487475215445	0.109916052611931	0.518518518518518	1	-0.481481481481482	chr2:104507569:+_vs_chr2:104512757:+	-0.962962962962963	chr2:104507569:+;chr2:104512757:+	proximal	FALSE
RPS8	3.60490320623196	0.0576094223133602	0.109973258249945	0.862068965517241	0.812720848056537	0.0493481174607042	chr1:44778056:+_vs_chr1:44778740:+	0.0986962349214085	chr1:44778056:+;chr1:44778740:+	distal	FALSE
MORF4L1	7.48288103939747	0.0579999466119697	0.110473933801511	0.714611872146119	0.610486891385768	0.104124980760351	chr15:78897216:+_vs_chr15:78897733:+	0.267892873633985	chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+	distal	FALSE
SRRM1	9.12471867251306	0.0580565944998738	0.110473933801511	0.477941176470588	0.395	0.0829411764705882	chr1:24652514:+_vs_chr1:24673267:+	0.326470588235294	chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24669594:+;chr1:24673267:+	distal	FALSE
NEDD4L	9.11171487603306	0.0583669967778235	0.110888014546103	0.409090909090909	0.3625	0.0465909090909091	chr18:58341097:+_vs_chr18:58383306:+	0.286363636363636	chr18:58045470:+;chr18:58245507:+;chr18:58341097:+;chr18:58383306:+;chr18:58396578:+	distal	FALSE
CENPK	3.56691783458088	0.0589416174281836	0.111696132568382	0.321428571428571	0.692307692307692	-0.370879120879121	chr5:65528453:-_vs_chr5:65517766:-	-0.741758241758242	chr5:65517766:-;chr5:65528453:-	proximal	FALSE
RAD51AP1	3.56585677749361	0.058979296778786	0.111696132568382	0.152173913043478	0.4	-0.247826086956522	chr12:4553080:+_vs_chr12:4560047:+	-0.495652173913044	chr12:4553080:+;chr12:4560047:+	proximal	FALSE
TYMS	3.53536227909629	0.0600732093609045	0.113587793016267	0.0718954248366013	0	0.0718954248366013	chr18:673493:+_vs_chr18:673578:+	0.143790849673203	chr18:673493:+;chr18:673578:+	distal	FALSE
SPARC	3.5201501543994	0.0606269546227236	0.114453729501034	0.17741935483871	0.0906862745098039	0.0867330803289058	chr5:151662440:-_vs_chr5:151661447:-	0.173466160657811	chr5:151661447:-;chr5:151662440:-	distal	FALSE
EIF3J	3.50579881656805	0.0611543470961724	0.11526726305982	0.692307692307692	0.266666666666667	0.425641025641026	chr15:44562089:+_vs_chr15:44562803:+	0.851282051282051	chr15:44562089:+;chr15:44562803:+	distal	FALSE
SPOP	5.56440281030445	0.0619020857023643	0.116492901439882	0	0.266233766233766	-0.266233766233766	chr17:49599986:-_vs_chr17:49599284:-	-0.532467532467533	chr17:49599284:-;chr17:49599482:-;chr17:49599986:-	proximal	FALSE
UQCRFS1	3.473994140625	0.062340612056995	0.117075141584935	0.28	0.5625	-0.2825	chr19:29207388:-_vs_chr19:29207270:-	-0.565	chr19:29207270:-;chr19:29207388:-	proximal	FALSE
DNAJB9	3.47222222222222	0.062407418568706	0.117075141584935	0.1	0.5	-0.4	chr7:108574402:+_vs_chr7:108574850:+	-0.8	chr7:108574402:+;chr7:108574850:+	proximal	FALSE
PCLAF	5.54380296159384	0.0625429673529604	0.117145526625059	0.176	0.191176470588235	-0.0151764705882353	chr15:64365588:-_vs_chr15:64365429:-	-0.244235294117647	chr15:64364309:-;chr15:64365429:-;chr15:64365588:-	proximal	FALSE
TPM3	3.39547650417216	0.0653754714112197	0.122259293171217	0.53125	0.25	0.28125	chr1:154172030:-_vs_chr1:154156364:-	0.5625	chr1:154156364:-;chr1:154172030:-	distal	FALSE
PRPF6	5.43539476919294	0.0660266134199809	0.123284067245121	0.53448275862069	0.277777777777778	0.256704980842912	chr20:63984997:+_vs_chr20:64033097:+	0.513409961685824	chr20:63984997:+;chr20:63993437:+;chr20:64033097:+	distal	FALSE
HBP1	3.35102406554019	0.0671632180819229	0.125210679575504	0.857142857142857	0.387096774193548	0.470046082949309	chr7:107200197:+_vs_chr7:107202522:+	0.940092165898617	chr7:107200197:+;chr7:107202522:+	distal	FALSE
NME4	3.33753448005203	0.0677160052094089	0.126044589135893	0.686274509803922	0.490566037735849	0.195708472068073	chr16:400648:+_vs_chr16:400754:+	0.391416944136145	chr16:400648:+;chr16:400754:+	distal	FALSE
TLE1	3.32680167055167	0.0681592972239631	0.126672410859465	1	0.607142857142857	0.392857142857143	chr9:81633617:-_vs_chr9:81633472:-	0.785714285714286	chr9:81633472:-;chr9:81633617:-	distal	FALSE
PEBP1	3.31429366088457	0.0686798286774656	0.127441607561446	0.914285714285714	0.973333333333333	-0.0590476190476191	chr12:118145507:+_vs_chr12:118145584:+	-0.118095238095238	chr12:118145507:+;chr12:118145584:+	proximal	FALSE
YWHAZ	8.68023256826772	0.0696084817151015	0.128964551394645	0.497191011235955	0.483443708609271	0.0137473026266836	chr8:100918727:-_vs_chr8:100918576:-	-0.1907880050599	chr8:100918576:-;chr8:100918727:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-	proximal	FALSE
NUDT15	3.24547413793103	0.0716209654068692	0.132443943594382	0.620689655172414	0	0.620689655172414	chr13:48047133:+_vs_chr13:48047208:+	1.24137931034483	chr13:48047133:+;chr13:48047208:+	distal	FALSE
FGFBP3	5.27030192030192	0.0717081435193016	0.132443943594382	0.3	0.634615384615385	-0.334615384615385	chr10:91907755:-_vs_chr10:91906904:-	-0.869230769230769	chr10:91906904:-;chr10:91907755:-;chr10:91907910:-	proximal	FALSE
GTF3C6	3.24007691895369	0.0718572645532112	0.132514554230073	0.878787878787879	0.666666666666667	0.212121212121212	chr6:110962477:+_vs_chr6:110967872:+	0.424242424242424	chr6:110962477:+;chr6:110967872:+	distal	FALSE
RBM5	3.19838318622644	0.0737111075037418	0.135723842013824	0.736842105263158	0.456521739130435	0.280320366132723	chr3:50114002:+_vs_chr3:50118960:+	0.560640732265446	chr3:50114002:+;chr3:50118960:+	distal	FALSE
CENPE	3.16495726495726	0.0752344048604007	0.137967499287316	0.375	1	-0.625	chr4:103194415:-_vs_chr4:103176941:-	-1.25	chr4:103176941:-;chr4:103194415:-	proximal	FALSE
TCF19	3.16495726495726	0.0752344048604007	0.137967499287316	0.625	0	0.625	chr6:31163782:+_vs_chr6:31164215:+	1.25	chr6:31163782:+;chr6:31164215:+	distal	FALSE
METAP2	3.16405495071829	0.075275991242954	0.137967499287316	0.421052631578947	0.697674418604651	-0.276621787025704	chr12:95494993:+_vs_chr12:95514343:+	-0.553243574051408	chr12:95494993:+;chr12:95514343:+	proximal	FALSE
ACTR3B	3.15731759049774	0.0755872884560385	0.138292510819331	1	0.607843137254902	0.392156862745098	chr7:152854982:+_vs_chr7:152855374:+	0.784313725490196	chr7:152854982:+;chr7:152855374:+	distal	FALSE
TMSB4X	5.16235661278027	0.0756847716115837	0.138292510819331	0.994282914080366	0.998361730013106	-0.00407881593274029	chrX:12977094:+_vs_chrX:12977227:+	-0.00848046899586091	chrX:12976950:+;chrX:12977094:+;chrX:12977227:+	proximal	FALSE
YBX1	5.15234565638843	0.0760645598034456	0.138774273229187	0.505639097744361	0.460747663551402	0.044891434192959	chr1:42700837:+_vs_chr1:42702348:+	0.089782868385918	chr1:42700837:+;chr1:42702026:+;chr1:42702348:+	distal	FALSE
DDX24	5.13901654411765	0.0765731893446149	0.139489270223803	0.59375	0.53448275862069	0.0592672413793104	chr14:94079395:-_vs_chr14:94060426:-	0.540948275862069	chr14:94050922:-;chr14:94060426:-;chr14:94079395:-	distal	FALSE
ZSCAN18	3.12129423457548	0.0772753846713771	0.140494887566958	0.636363636363636	1	-0.363636363636364	chr19:58107213:-_vs_chr19:58083866:-	-0.727272727272727	chr19:58083866:-;chr19:58107213:-	proximal	FALSE
ARPC5L	3.11950322187391	0.0773603648695048	0.140494887566958	0.34375	0.6	-0.25625	chr9:124876952:+_vs_chr9:124877415:+	-0.5125	chr9:124876952:+;chr9:124877415:+	proximal	FALSE
KHDRBS1	6.82142512539947	0.0778126962705389	0.141101930262965	0.507507507507508	0.410714285714286	0.0967932217932219	chr1:32042972:+_vs_chr1:32043301:+	0.261904761904762	chr1:32042972:+;chr1:32043301:+;chr1:32043699:+;chr1:32043877:+	distal	FALSE
PPM1K	5.10229341099381	0.0779921806420243	0.141213114950332	0.5	0.5	0	chr4:88275168:-_vs_chr4:88268742:-	0.716417910447761	chr4:88264342:-;chr4:88268742:-;chr4:88275168:-	distal	FALSE
SYT11	5.07896692679301	0.0789071476959388	0.142653617997953	0.125	0.41304347826087	-0.28804347826087	chr1:155868153:+_vs_chr1:155882327:+	-0.657608695652174	chr1:155868153:+;chr1:155882327:+;chr1:155885191:+	proximal	FALSE
TDG	5.03320383320383	0.080733480262429	0.145734907724475	0.383333333333333	0.222222222222222	0.161111111111111	chr12:103988767:+_vs_chr12:103988874:+	0.355555555555556	chr12:103979985:+;chr12:103988767:+;chr12:103988874:+	distal	FALSE
ZNF300P1	3.0448717948718	0.0809925106859133	0.145981976274007	0.384615384615385	0.75	-0.365384615384615	chr5:150930639:-_vs_chr5:150930554:-	-0.730769230769231	chr5:150930554:-;chr5:150930639:-	proximal	FALSE
MRPL42	3.00854700854701	0.0828265052492604	0.149062761706124	0.307692307692308	0.777777777777778	-0.47008547008547	chr12:93502504:+_vs_chr12:93502650:+	-0.94017094017094	chr12:93502504:+;chr12:93502650:+	proximal	FALSE
BMERB1	2.9984018607443	0.083346694314002	0.149647965651841	0.857142857142857	0.411764705882353	0.445378151260504	chr16:15587964:+_vs_chr16:15588259:+	0.890756302521008	chr16:15587964:+;chr16:15588259:+	distal	FALSE
TRA2A	4.96574944850807	0.0835028326077978	0.149647965651841	0.655172413793103	0.5	0.155172413793103	chr7:23522210:-_vs_chr7:23504780:-	0.471264367816092	chr7:23504780:-;chr7:23522210:-;chr7:23522336:-	distal	FALSE
CCSAP	2.99489439853076	0.083527358234124	0.149647965651841	0.818181818181818	0.4	0.418181818181818	chr1:229326835:-_vs_chr1:229325168:-	0.836363636363636	chr1:229325168:-;chr1:229326835:-	distal	FALSE
SUGT1	2.98520235247209	0.0840287838591457	0.150053936005705	0.75	0.363636363636364	0.386363636363636	chr13:52680055:+_vs_chr13:52687854:+	0.772727272727273	chr13:52680055:+;chr13:52687854:+	distal	FALSE
LRPAP1	2.98093179032977	0.0842507562623794	0.150053936005705	0.941176470588235	0.8	0.141176470588235	chr4:3512613:-_vs_chr4:3512567:-	0.282352941176471	chr4:3512567:-;chr4:3512613:-	distal	FALSE
MLLT10	4.94762753586283	0.0842628863335921	0.150053936005705	0.685185185185185	0.476190476190476	0.208994708994709	chr10:21673700:+_vs_chr10:21673755:+	0.534391534391534	chr10:21651699:+;chr10:21673700:+;chr10:21673755:+	distal	FALSE
HES1	4.94503371903085	0.0843722384745623	0.150053936005705	0.454545454545455	0.496056782334385	-0.0415113277889302	chr3:194138485:+_vs_chr3:194138604:+	-0.137912245483223	chr3:194138485:+;chr3:194138604:+;chr3:194138732:+	proximal	FALSE
HNRNPA0	2.97666742979243	0.0844730388204114	0.150053936005705	1	0.380952380952381	0.619047619047619	chr5:137753142:-_vs_chr5:137751573:-	1.23809523809524	chr5:137751573:-;chr5:137753142:-	distal	FALSE
HK1	2.97601001939237	0.0845073631228785	0.150053936005705	0	0.538461538461538	-0.538461538461538	chr10:69386410:+_vs_chr10:69401882:+	-1.07692307692308	chr10:69386410:+;chr10:69401882:+	proximal	FALSE
LSM14A	4.9171144870985	0.0855583017551246	0.151694615129635	0.434782608695652	0.329787234042553	0.104995374653099	chr19:34219778:+_vs_chr19:34228096:+	0.282146160962072	chr19:34219566:+;chr19:34219778:+;chr19:34228096:+	distal	FALSE
DUSP10	4.90753757736516	0.0859689762850672	0.152166193327248	0.603448275862069	0.416666666666667	0.186781609195402	chr1:221702158:-_vs_chr1:221701964:-	0.373563218390805	chr1:221701964:-;chr1:221702042:-;chr1:221702158:-	distal	FALSE
ID4	9.64073279916772	0.0860789512043679	0.152166193327248	0.336708860759494	0.388770053475936	-0.0520611927164422	chr6:19840684:+_vs_chr6:19842197:+	-0.138563595749002	chr6:19839363:+;chr6:19839824:+;chr6:19840447:+;chr6:19840684:+;chr6:19840940:+;chr6:19842197:+	proximal	FALSE
SRSF3	6.58761334400175	0.0862705551768821	0.152276802166297	0.465174129353234	0.49746192893401	-0.0322877995807763	chr6:36602293:+_vs_chr6:36602784:+	-0.135389044624593	chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	proximal	FALSE
HPF1	4.89761904761905	0.0863963781328449	0.152276802166297	0.785714285714286	0.55	0.235714285714286	chr4:169748789:-_vs_chr4:169729474:-	0.471428571428571	chr4:169729474:-;chr4:169742061:-;chr4:169748789:-	distal	FALSE
PRCC	2.93565089707704	0.0866437331448738	0.152487866138622	0.52	0.774193548387097	-0.254193548387097	chr1:156782318:+_vs_chr1:156800815:+	-0.508387096774193	chr1:156782318:+;chr1:156800815:+	proximal	FALSE
RNF115	2.92476365546219	0.0872299974054179	0.153293892499227	0.294117647058824	0.75	-0.455882352941176	chr1:145788717:-_vs_chr1:145746304:-	-0.911764705882353	chr1:145746304:-;chr1:145788717:-	proximal	FALSE
C11orf58	6.55496137849079	0.0875199823531554	0.15350529122865	0.683006535947712	0.52020202020202	0.162804515745692	chr11:16755063:+_vs_chr11:16755892:+	0.320855614973262	chr11:16755063:+;chr11:16755325:+;chr11:16755449:+;chr11:16755892:+	distal	FALSE
