gene_id	chisq	pvalue	adj_pvalue	IP	PgG2M	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
UBE2L3	6.5263706834085	0.0886282908557652	0.172505712146249	0.437908496732026	0.464285714285714	-0.0263772175536881	chr22:21622917:+_vs_chr22:21624031:+	0.342436974789916	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+;chr22:21624031:+	distal	FALSE
KAT6B	2.86363636363636	0.0906024670029109	0.175809357435366	0.392857142857143	0	0.392857142857143	chr10:74960038:+_vs_chr10:74972543:+	0.785714285714286	chr10:74960038:+;chr10:74972543:+	distal	FALSE
PSMC1	2.85827502967495	0.090904934695103	0.175809357435366	0.783783783783784	1	-0.216216216216216	chr14:90272331:+_vs_chr14:90272625:+	-0.432432432432432	chr14:90272331:+;chr14:90272625:+	proximal	FALSE
HSPD1	8.01513873291547	0.0910252147680586	0.175809357435366	0.615384615384615	0.554878048780488	0.0605065666041276	chr2:197488453:-_vs_chr2:197488019:-	0.245465916197624	chr2:197486584:-;chr2:197488019:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-	distal	FALSE
ASNSD1	2.85456730769231	0.09111475246129	0.175809357435366	0.233333333333333	0.625	-0.391666666666667	chr2:189667263:+_vs_chr2:189670831:+	-0.783333333333333	chr2:189667263:+;chr2:189670831:+	proximal	FALSE
RPL13A	4.79026920760843	0.0911604075590789	0.175809357435366	0.555198285101822	0.5525	0.00269828510182213	chr19:49491841:+_vs_chr19:49492308:+	0.0965648445873526	chr19:49491768:+;chr19:49491841:+;chr19:49492308:+	distal	FALSE
ATP5PB	2.84840008741259	0.0914649173676368	0.17607414623057	0.25	0	0.25	chr1:111461330:+_vs_chr1:111461407:+	0.5	chr1:111461330:+;chr1:111461407:+	distal	FALSE
TFAP2C	2.78939641427008	0.0948899625659761	0.182135295732685	0.837837837837838	0.631578947368421	0.206258890469417	chr20:56638015:+_vs_chr20:56638484:+	0.412517780938834	chr20:56638015:+;chr20:56638484:+	distal	FALSE
SREK1	4.70861111111111	0.0949594276896906	0.182135295732685	0.55	0.166666666666667	0.383333333333333	chr5:66170611:+_vs_chr5:66180668:+	0.766666666666667	chr5:66170611:+;chr5:66170689:+;chr5:66180668:+	distal	FALSE
EIF3A	2.75011446886447	0.0972474660347885	0.185860096454211	0.611111111111111	0.142857142857143	0.468253968253968	chr10:119058030:-_vs_chr10:119056940:-	0.936507936507937	chr10:119056940:-;chr10:119058030:-	distal	FALSE
TOR1AIP1	2.75	0.0972544284390032	0.185860096454211	0.388888888888889	1	-0.611111111111111	chr1:179919114:+_vs_chr1:179920071:+	-1.22222222222222	chr1:179919114:+;chr1:179920071:+	proximal	FALSE
DHX9	2.74647435897436	0.09746913684618	0.185932973005485	0.772727272727273	0.473684210526316	0.299043062200957	chr1:182854130:+_vs_chr1:182887749:+	0.598086124401914	chr1:182854130:+;chr1:182887749:+	distal	FALSE
PSRC1	2.73271318041081	0.0983121400152385	0.18720195919719	1	0.745098039215686	0.254901960784314	chr1:109279894:-_vs_chr1:109279567:-	0.509803921568627	chr1:109279567:-;chr1:109279894:-	distal	FALSE
RTN3	6.26157056774315	0.0995550322931802	0.189226442246785	0.341025641025641	0.248062015503876	0.0929636255217651	chr11:63758424:+_vs_chr11:63759297:+	0.25134168157424	chr11:63758424:+;chr11:63759054:+;chr11:63759297:+;chr11:63759888:+	distal	FALSE
SUN1	2.7	0.10034824646229	0.190390456801427	0.4	1	-0.6	chr7:845479:+_vs_chr7:874899:+	-1.2	chr7:845479:+;chr7:874899:+	proximal	FALSE
DKK3	2.68965760546643	0.101001515357306	0.191285244013028	0.716666666666667	1	-0.283333333333333	chr11:11963569:-_vs_chr11:11963111:-	-0.566666666666667	chr11:11963111:-;chr11:11963569:-	proximal	FALSE
SCD	2.64727272727273	0.103727717345522	0.196095666723222	0.476190476190476	1	-0.523809523809524	chr10:100361071:+_vs_chr10:100364826:+	-1.04761904761905	chr10:100361071:+;chr10:100364826:+	proximal	FALSE
DEK	6.09842312891512	0.106918687994468	0.201765911215368	0.414285714285714	0.447916666666667	-0.0336309523809524	chr6:18249697:-_vs_chr6:18224181:-	-0.31875	chr6:18224181:-;chr6:18226201:-;chr6:18249697:-;chr6:18256382:-	proximal	FALSE
MAGED4	2.59329326684109	0.10731698863556	0.202155257662334	0.474452554744526	0.647058823529412	-0.172606268784886	chrX:52061827:-_vs_chrX:52192268:+	-0.345212537569772	chrX:52061827:-;chrX:52192268:+	proximal	FALSE
PAICS	4.45248868778281	0.107933029233247	0.202490845124958	0.471153846153846	0.25	0.221153846153846	chr4:56459648:+_vs_chr4:56461361:+	0.596153846153846	chr4:56459542:+;chr4:56459648:+;chr4:56461361:+	distal	FALSE
DHRSX	2.58282754010695	0.108028534955602	0.202490845124958	0.590909090909091	0.266666666666667	0.324242424242424	chrX:2220760:-_vs_chrY:2220760:-	0.648484848484848	chrX:2220760:-;chrY:2220760:-	distal	FALSE
KIF2A	4.44991452991453	0.108072036999265	0.202490845124958	0.485714285714286	0.523809523809524	-0.038095238095238	chr5:62358213:+_vs_chr5:62363207:+	-0.466666666666667	chr5:62353324:+;chr5:62358213:+;chr5:62363207:+	proximal	FALSE
SMARCE1	4.4273532023532	0.109298063507853	0.204424264429431	0.391666666666667	0.136363636363636	0.25530303030303	chr17:40636428:-_vs_chr17:40628722:-	0.510606060606061	chr17:40628722:-;chr17:40636033:-;chr17:40636428:-	distal	FALSE
SFPQ	7.52483931241157	0.110618958897282	0.206527949856096	0.40606936416185	0.357142857142857	0.0489265070189925	chr1:35188011:-_vs_chr1:35183600:-	0.203137902559868	chr1:35176380:-;chr1:35183600:-;chr1:35184129:-;chr1:35188011:-;chr1:35189013:-	distal	FALSE
GLUD1	2.53604403409091	0.11127326422084	0.207381853494768	0.666666666666667	0	0.666666666666667	chr10:87057754:-_vs_chr10:87050486:-	1.33333333333333	chr10:87050486:-;chr10:87057754:-	distal	FALSE
RAB1A	2.51685393258427	0.112635098974247	0.209549044558096	0.775280898876405	0.428571428571429	0.346709470304976	chr2:65088428:-_vs_chr2:65087878:-	0.693418940609952	chr2:65087878:-;chr2:65088428:-	distal	FALSE
SNU13	2.475	0.115669443127598	0.214814680094111	0.590909090909091	0.166666666666667	0.424242424242424	chr22:41674813:-_vs_chr22:41673933:-	0.848484848484849	chr22:41673933:-;chr22:41674813:-	distal	FALSE
LEO1	4.2675645342312	0.118388668409214	0.219177688756535	0.602564102564103	0.9	-0.297435897435897	chr15:51954515:-_vs_chr15:51938025:-	-0.594871794871795	chr15:51938025:-;chr15:51947316:-;chr15:51954515:-	proximal	FALSE
SYT11	4.26678118393235	0.118435047390758	0.219177688756535	0.418604651162791	0.25	0.168604651162791	chr1:155881618:+_vs_chr1:155885191:+	0.63953488372093	chr1:155868153:+;chr1:155881618:+;chr1:155885191:+	distal	FALSE
RPL5	4.25068846210884	0.119391862805415	0.220560757077372	0.841328413284133	0.863636363636364	-0.0223079503522309	chr1:92840633:+_vs_chr1:92841782:+	-0.103321033210332	chr1:92840633:+;chr1:92841782:+;chr1:92841921:+	proximal	FALSE
CNR1	2.41807387057387	0.11994232691035	0.221189615125392	0.428571428571429	0	0.428571428571429	chr6:88142772:-_vs_chr6:88139864:-	0.857142857142857	chr6:88139864:-;chr6:88142772:-	distal	FALSE
PSIP1	8.7040010519846	0.121469149628085	0.223397735511357	0.463380281690141	0.460714285714286	0.00266599597585504	chr9:15474208:-_vs_chr9:15474079:-	0.212776659959759	chr9:15464066:-;chr9:15466748:-;chr9:15468650:-;chr9:15474079:-;chr9:15474208:-;chr9:15490049:-	distal	FALSE
TRIM2	2.39705371412688	0.121564009922135	0.223397735511357	0.634146341463415	0	0.634146341463415	chr4:153315504:+_vs_chr4:153335357:+	1.26829268292683	chr4:153315504:+;chr4:153335357:+	distal	FALSE
NUCB2	2.38047542735043	0.122860151199086	0.225301352672939	0.478260869565217	0.875	-0.396739130434783	chr11:17310979:+_vs_chr11:17330200:+	-0.793478260869565	chr11:17310979:+;chr11:17330200:+	proximal	FALSE
CCDC88A	2.37834523809524	0.123027804166135	0.225301352672939	0.44	1	-0.56	chr2:55343746:-_vs_chr2:55339483:-	-1.12	chr2:55339483:-;chr2:55343746:-	proximal	FALSE
MOB3B	2.36835455246914	0.123817498760886	0.226353864922244	1	0.444444444444444	0.555555555555556	chr9:27329751:-_vs_chr9:27329157:-	1.11111111111111	chr9:27329157:-;chr9:27329751:-	distal	FALSE
RUVBL1	2.34445507014952	0.125729521175669	0.229450928592685	0.405405405405405	0.666666666666667	-0.261261261261261	chr3:128100648:-_vs_chr3:128080963:-	-0.522522522522523	chr3:128080963:-;chr3:128100648:-	proximal	FALSE
PHLDA1	5.71601781571566	0.126274321000076	0.230046470610865	0.435523114355231	0.283333333333333	0.152189781021898	chr12:76029656:-_vs_chr12:76029236:-	0.277007299270073	chr12:76028536:-;chr12:76029236:-;chr12:76029568:-;chr12:76029656:-	distal	FALSE
TCF4	2.3174778083869	0.127927304761588	0.23265535736434	0.75	1	-0.25	chr18:55268388:-_vs_chr18:55227607:-	-0.5	chr18:55227607:-;chr18:55268388:-	proximal	FALSE
PAPOLA	5.67879974795242	0.128327041665353	0.23297995667865	0.632996632996633	0.793650793650794	-0.160654160654161	chr14:96542884:+_vs_chr14:96547917:+	-0.378066378066378	chr14:96532696:+;chr14:96534878:+;chr14:96542884:+;chr14:96547917:+	proximal	FALSE
CYB5A	2.30396412037037	0.12904428509164	0.233878885028394	0.375	0.777777777777778	-0.402777777777778	chr18:74253428:-_vs_chr18:74253296:-	-0.805555555555556	chr18:74253296:-;chr18:74253428:-	proximal	FALSE
FKBP3	2.29275150231032	0.129979319522734	0.235168768827214	0.179487179487179	0	0.179487179487179	chr14:45115902:-_vs_chr14:45115599:-	0.358974358974359	chr14:45115599:-;chr14:45115902:-	distal	FALSE
NPM1	5.6008566732649	0.1327291859691	0.239337898648069	0.817409766454352	0.744444444444444	0.0729653220099079	chr5:171405383:+_vs_chr5:171410884:+	0.276645435244161	chr5:171400195:+;chr5:171405383:+;chr5:171406727:+;chr5:171410884:+	distal	FALSE
MYL12B	2.26018494527867	0.13273820779722	0.239337898648069	0.294964028776978	0.423076923076923	-0.128112894299945	chr18:3278188:+_vs_chr18:3278257:+	-0.256225788599889	chr18:3278188:+;chr18:3278257:+	proximal	FALSE
TBPL1	2.25	0.133614402537715	0.240493323051166	0.52	1	-0.48	chr6:133987490:+_vs_chr6:133989226:+	-0.96	chr6:133987490:+;chr6:133989226:+	proximal	FALSE
BTF3L4	2.24480207292707	0.134064061577438	0.240493323051166	0.568181818181818	0.846153846153846	-0.277972027972028	chr1:52087155:+_vs_chr1:52088387:+	-0.555944055944056	chr1:52087155:+;chr1:52088387:+	proximal	FALSE
GET4	2.24480071652486	0.134064179136785	0.240493323051166	0.379310344827586	0	0.379310344827586	chr7:895683:+_vs_chr7:896443:+	0.758620689655172	chr7:895683:+;chr7:896443:+	distal	FALSE
SERF1B	2.17320601851852	0.140433192989698	0.251490054792776	0.466666666666667	1	-0.533333333333333	chr5:70908010:+_vs_chr5:70908115:+	-1.06666666666667	chr5:70908010:+;chr5:70908115:+	proximal	FALSE
RSF1	3.91370207453806	0.141302677946173	0.252617521014126	0.387323943661972	0.454545454545455	-0.0672215108834827	chr11:77725546:-_vs_chr11:77702389:-	-0.545454545454545	chr11:77702295:-;chr11:77702389:-;chr11:77725546:-	proximal	FALSE
SNX6	5.44730699427614	0.141824431893339	0.253120553870654	0.460526315789474	0.2	0.260526315789474	chr14:34581566:-_vs_chr14:34562403:-	0.492105263157895	chr14:34561409:-;chr14:34562403:-;chr14:34562484:-;chr14:34581566:-	distal	FALSE
G3BP2	2.1505376344086	0.142519975186526	0.253931529393253	0.451612903225806	0.111111111111111	0.340501792114695	chr4:75644743:-_vs_chr4:75642789:-	0.681003584229391	chr4:75642789:-;chr4:75644743:-	distal	FALSE
ORC6	3.8890931372549	0.143052072932337	0.254449041888093	0.625	0.486111111111111	0.138888888888889	chr16:46697965:+_vs_chr16:46698394:+	0.597222222222222	chr16:46697541:+;chr16:46697965:+;chr16:46698394:+	distal	FALSE
EIF3H	3.86048488101628	0.145113012946	0.257679599716927	0.472826086956522	0.476190476190476	-0.00336438923395443	chr8:116644985:-_vs_chr8:116644832:-	-0.274327122153209	chr8:116643048:-;chr8:116644832:-;chr8:116644985:-	proximal	FALSE
PLEKHA3	2.10764459040321	0.14656475793393	0.259819343610149	0.620689655172414	0	0.620689655172414	chr2:178490813:+_vs_chr2:178504027:+	1.24137931034483	chr2:178490813:+;chr2:178504027:+	distal	FALSE
TMSB4X	2.09164298435079	0.148106714085753	0.262111546104703	0.997024330474357	0.993925588458618	0.00309874201573856	chrX:12977094:+_vs_chrX:12977227:+	0.00619748403147722	chrX:12977094:+;chrX:12977227:+	distal	FALSE
FUBP1	3.80172354605133	0.149439780543925	0.264026994820056	0.378787878787879	0.3	0.0787878787878788	chr1:77962777:-_vs_chr1:77948419:-	0.262337662337662	chr1:77948419:-;chr1:77962777:-;chr1:77964286:-	distal	FALSE
BICD1	3.79192754919499	0.150173531843578	0.26452034055198	0.372093023255814	0.375	-0.00290697674418605	chr12:32294103:+_vs_chr12:32305851:+	-0.473837209302326	chr12:32294103:+;chr12:32305851:+;chr12:32377903:+	proximal	FALSE
NDUFA9	2.0700009472388	0.150221427967791	0.26452034055198	0.391304347826087	0	0.391304347826087	chr12:4687233:+_vs_chr12:4687497:+	0.782608695652174	chr12:4687233:+;chr12:4687497:+	distal	FALSE
SHOC2	2.06079545454545	0.151131258924864	0.26567815634037	0.3	0.636363636363636	-0.336363636363636	chr10:110964423:+_vs_chr10:110964511:+	-0.672727272727273	chr10:110964423:+;chr10:110964511:+	proximal	FALSE
PSMD14	2.05165775885497	0.152040561347453	0.266397687312029	0.845238095238095	0.666666666666667	0.178571428571429	chr2:161411421:+_vs_chr2:161411717:+	0.357142857142857	chr2:161411421:+;chr2:161411717:+	distal	FALSE
ZNF608	2.05159785067873	0.152046543280655	0.266397687312029	0.225	0.571428571428571	-0.346428571428571	chr5:124648879:-_vs_chr5:124648255:-	-0.692857142857143	chr5:124648255:-;chr5:124648879:-	proximal	FALSE
RPL17-C18orf32	3.76345984112974	0.152326365185831	0.266444622160598	0.655339805825243	0.5	0.155339805825243	chr18:49482066:-_vs_chr18:49481658:-	1.3495145631068	chr18:49481658:-;chr18:49482066:-;chr18:49482351:-	distal	FALSE
EIF4G2	3.75826965687259	0.152722179502274	0.266693955250239	0.728222996515679	0.680232558139535	0.0479904383761446	chr11:10801047:-_vs_chr11:10800495:-	0.145288064176323	chr11:10797054:-;chr11:10800495:-;chr11:10801047:-	distal	FALSE
TMEFF1	2.03228010062457	0.153989433986084	0.26846171189958	0.838235294117647	1	-0.161764705882353	chr9:100577375:+_vs_chr9:100577636:+	-0.323529411764706	chr9:100577375:+;chr9:100577636:+	proximal	FALSE
RPS6	5.24819412242897	0.154499540407426	0.268905811651272	0.841503267973856	0.88107202680067	-0.0395687588268139	chr9:19378372:-_vs_chr9:19376255:-	-0.0949403882155877	chr9:19376255:-;chr9:19376539:-;chr9:19378372:-;chr9:19378772:-	proximal	FALSE
HNRNPC	3.71297566731571	0.156220339801073	0.271452174604835	0.351598173515982	0.339285714285714	0.0123124592302674	chr14:21210937:-_vs_chr14:21209845:-	0.139758643183301	chr14:21209845:-;chr14:21210937:-;chr14:21211868:-	distal	FALSE
SSB	3.69038961038961	0.15799453973449	0.274082784745334	0.678571428571428	0.333333333333333	0.345238095238095	chr2:169805811:+_vs_chr2:169812064:+	0.69047619047619	chr2:169805811:+;chr2:169808527:+;chr2:169812064:+	distal	FALSE
HDAC2	3.67813861292122	0.158965305263754	0.275067493597243	0.380681818181818	0.5	-0.119318181818182	chr6:113941015:-_vs_chr6:113940717:-	-0.251262626262626	chr6:113940717:-;chr6:113941015:-;chr6:113943369:-	proximal	FALSE
NOP56	5.17995122722187	0.159084618804103	0.275067493597243	0.498349834983498	0.277777777777778	0.220572057205721	chr20:2657960:+_vs_chr20:2658391:+	0.436468646864686	chr20:2657960:+;chr20:2658039:+;chr20:2658201:+;chr20:2658391:+	distal	FALSE
RBM39	1.98040323474022	0.159347933280327	0.275071104498662	0.474576271186441	0.705882352941177	-0.231306081754736	chr20:35704338:-_vs_chr20:35703614:-	-0.462612163509472	chr20:35703614:-;chr20:35704338:-	proximal	FALSE
PSMA4	3.643590348652	0.161735147385711	0.278735041239204	0.670454545454545	0.71875	-0.0482954545454546	chr15:78548934:+_vs_chr15:78549192:+	-0.303977272727273	chr15:78548851:+;chr15:78548934:+;chr15:78549192:+	proximal	FALSE
TMEM242	1.95416916766707	0.16213829071857	0.278973235501069	0.607142857142857	0	0.607142857142857	chr6:157292563:-_vs_chr6:157291776:-	1.21428571428571	chr6:157291776:-;chr6:157292563:-	distal	FALSE
SUPT16H	1.93271941873916	0.164461233653223	0.282508448673481	0.631578947368421	0.25	0.381578947368421	chr14:21370437:-_vs_chr14:21363439:-	0.763157894736842	chr14:21363439:-;chr14:21370437:-	distal	FALSE
DMAC1	1.93019194347319	0.164737446844943	0.28252203831877	0.666666666666667	0.923076923076923	-0.256410256410256	chr9:7798428:-_vs_chr9:7798344:-	-0.512820512820513	chr9:7798344:-;chr9:7798428:-	proximal	FALSE
SMARCC1	1.89971413721414	0.168110319663136	0.28740373220441	0.567567567567568	1	-0.432432432432432	chr3:47636089:-_vs_chr3:47635294:-	-0.864864864864865	chr3:47635294:-;chr3:47636089:-	proximal	FALSE
MCM3	3.56603773584906	0.168129818649493	0.28740373220441	0.575471698113208	0.5	0.0754716981132075	chr6:52267915:-_vs_chr6:52264020:-	1.26415094339623	chr6:52264020:-;chr6:52267915:-;chr6:52273230:-	distal	FALSE
SOGA3	1.88950163398693	0.169258143108833	0.288863573247327	0.509803921568627	1	-0.490196078431373	chr6:127512981:-_vs_chr6:127476377:-	-0.980392156862745	chr6:127476377:-;chr6:127512981:-	proximal	FALSE
COPZ1	1.88613329238329	0.16963869334083	0.289044569721512	0.77027027027027	1	-0.22972972972973	chr12:54350877:+_vs_chr12:54351846:+	-0.459459459459459	chr12:54350877:+;chr12:54351846:+	proximal	FALSE
TUBB2B	3.51594477470163	0.172394058060858	0.293264851596257	0.0923441199684294	0.115120274914089	-0.02277615494566	chr6:3224496:-_vs_chr6:3224264:-	-0.04555230989132	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
ZNF638	1.85373770761854	0.173349301889908	0.294414217564635	0.732394366197183	1	-0.267605633802817	chr2:71363977:+_vs_chr2:71369967:+	-0.535211267605634	chr2:71363977:+;chr2:71369967:+	proximal	FALSE
EMX2	3.49936224489796	0.173829364895822	0.294754140475523	0.598214285714286	1	-0.401785714285714	chr10:117548788:+_vs_chr10:117549548:+	-0.857142857142857	chr10:117548325:+;chr10:117548788:+;chr10:117549548:+	proximal	FALSE
DDX39B	1.83827646234903	0.175153090804462	0.296521229287939	0.745161290322581	0.836065573770492	-0.0909042834479112	chr6:31534006:-_vs_chr6:31530248:-	-0.181808566895822	chr6:31530248:-;chr6:31534006:-	proximal	FALSE
CPSF6	1.80361294917747	0.179276319927744	0.303014389861822	0.307692307692308	0.6	-0.292307692307692	chr12:69269934:+_vs_chr12:69270121:+	-0.584615384615385	chr12:69269934:+;chr12:69270121:+	proximal	FALSE
RSL24D1	1.79346405228758	0.18050467176457	0.304601633602712	0.873949579831933	1	-0.126050420168067	chr15:55181787:-_vs_chr15:55181314:-	-0.252100840336134	chr15:55181314:-;chr15:55181787:-	proximal	FALSE
RPS19	1.75436813021095	0.185328538574811	0.312129221024416	0.0131578947368421	0.0301204819277108	-0.0169625871908687	chr19:41871416:+_vs_chr19:41872925:+	-0.0339251743817375	chr19:41871416:+;chr19:41872925:+	proximal	FALSE
HBP1	1.7525354969574	0.185558302337402	0.312129221024416	0.568627450980392	0	0.568627450980392	chr7:107200197:+_vs_chr7:107202522:+	1.13725490196078	chr7:107200197:+;chr7:107202522:+	distal	FALSE
TMBIM4	1.74166007905138	0.186928621157647	0.313932756106861	0.24	0.555555555555556	-0.315555555555556	chr12:66137834:-_vs_chr12:66137563:-	-0.631111111111111	chr12:66137563:-;chr12:66137834:-	proximal	FALSE
RPL36	1.73667678717796	0.18756045123299	0.314492285268054	0.0545454545454545	0.111111111111111	-0.0565656565656566	chr19:5691667:+_vs_chr19:5691875:+	-0.113131313131313	chr19:5691667:+;chr19:5691875:+	proximal	FALSE
CDK11B	1.73160173160173	0.188206470833195	0.315073789805015	0.477272727272727	0	0.477272727272727	chr1:1641068:-_vs_chr1:1638503:-	0.954545454545455	chr1:1638503:-;chr1:1641068:-	distal	FALSE
MORF4L2	3.33156910107038	0.189042286560059	0.31597067896467	0.913194444444445	0.853260869565217	0.0599335748792272	chrX:103675936:-_vs_chrX:103675498:-	0.121980676328502	chrX:103675498:-;chrX:103675936:-;chrX:103676467:-	distal	FALSE
PAIP1	3.32136752136752	0.19000901498006	0.317083189816171	0.596153846153846	0.916666666666667	-0.320512820512821	chr5:43551737:-_vs_chr5:43527111:-	-0.641025641025641	chr5:43527111:-;chr5:43529816:-;chr5:43551737:-	proximal	FALSE
PDCD4	1.69942876344086	0.19236269933768	0.320503041776229	0.516129032258065	1	-0.483870967741935	chr10:110898124:+_vs_chr10:110898739:+	-0.967741935483871	chr10:110898124:+;chr10:110898739:+	proximal	FALSE
GLIDR	1.6967803030303	0.192709582107606	0.320573759809335	0.72	0.333333333333333	0.386666666666667	chr9:39808565:-_vs_chr9:39803496:-	0.773333333333333	chr9:39803496:-;chr9:39808565:-	distal	FALSE
MEIS3	1.69243421052632	0.193280397250692	0.321016180291764	0.710526315789474	0.25	0.460526315789474	chr19:47415876:-_vs_chr19:47403124:-	0.921052631578947	chr19:47403124:-;chr19:47415876:-	distal	FALSE
GLOD4	1.67703514739229	0.195318877934042	0.32362444803689	0.357142857142857	0.666666666666667	-0.309523809523809	chr17:771370:-_vs_chr17:759330:-	-0.619047619047619	chr17:759330:-;chr17:771370:-	proximal	FALSE
SMC1A	1.67593495214463	0.195465478586384	0.32362444803689	0.358974358974359	0	0.358974358974359	chrX:53413275:-_vs_chrX:53403793:-	0.717948717948718	chrX:53403793:-;chrX:53413275:-	distal	FALSE
SLC44A2	1.6724537037037	0.195930203173884	0.323884621573155	0.277777777777778	0.583333333333333	-0.305555555555556	chr19:10643912:+_vs_chr19:10644553:+	-0.611111111111111	chr19:10643912:+;chr19:10644553:+	proximal	FALSE
GDI2	1.66631667761987	0.196752612310312	0.324734327214356	0.73015873015873	0.59375	0.13640873015873	chr10:5765913:-_vs_chr10:5765223:-	0.27281746031746	chr10:5765223:-;chr10:5765913:-	distal	FALSE
ATP1B1	1.65768500948767	0.19791617929866	0.326143563069622	0.714285714285714	0.461538461538462	0.252747252747253	chr1:169131618:+_vs_chr1:169131777:+	0.505494505494505	chr1:169131618:+;chr1:169131777:+	distal	FALSE
HDHD5	1.65	0.198958931092402	0.327349616312968	0.781818181818182	1	-0.218181818181818	chr22:17157267:-_vs_chr22:17137520:-	-0.436363636363636	chr22:17137520:-;chr22:17157267:-	proximal	FALSE
SPCS2	4.62656502995213	0.20127500875589	0.33064365712941	0.415770609318996	0.483333333333333	-0.0675627240143368	chr11:74977116:+_vs_chr11:74977636:+	0.249462365591398	chr11:74977039:+;chr11:74977116:+;chr11:74977636:+;chr11:74977720:+	distal	FALSE
UQCRFS1	3.18344722255138	0.203574425991222	0.333418417139684	0.639175257731959	0.888888888888889	-0.24971363115693	chr19:29207388:-_vs_chr19:29207270:-	-0.49942726231386	chr19:29207270:-;chr19:29207349:-;chr19:29207388:-	proximal	FALSE
CSNK1E	1.61637931034483	0.203597381026417	0.333418417139684	0.689655172413793	0	0.689655172413793	chr22:38291883:-_vs_chr22:38290691:-	1.37931034482759	chr22:38290691:-;chr22:38291883:-	distal	FALSE
PPA1	1.60092871146566	0.205771648429981	0.336455816454611	0.813953488372093	0.666666666666667	0.147286821705426	chr10:70209227:-_vs_chr10:70202835:-	0.294573643410853	chr10:70202835:-;chr10:70209227:-	distal	FALSE
FNBP1	3.14814814814815	0.207199315106243	0.33826492838275	0.588888888888889	0.3	0.288888888888889	chr9:129908912:-_vs_chr9:129902985:-	0.622222222222222	chr9:129902985:-;chr9:129908912:-;chr9:129923706:-	distal	FALSE
CDC42	3.14032957815895	0.208010901607555	0.339064209586309	0.703389830508475	0.523809523809524	0.179580306698951	chr1:22090807:+_vs_chr1:22092943:+	0.359160613397902	chr1:22090807:+;chr1:22091599:+;chr1:22092943:+	distal	FALSE
FBXL5	3.11343628229182	0.210826841011108	0.343123127642499	0.621951219512195	0.5	0.121951219512195	chr4:15638632:-_vs_chr4:15605006:-	0.442776735459662	chr4:15605006:-;chr4:15638632:-;chr4:15640854:-	distal	FALSE
NFE2L1	1.55118268280632	0.212960929771381	0.345230926639622	0.521739130434783	1	-0.478260869565217	chr17:48060076:+_vs_chr17:48061487:+	-0.956521739130435	chr17:48060076:+;chr17:48061487:+	proximal	FALSE
RAVER1	1.55118268280632	0.212960929771381	0.345230926639622	0.521739130434783	1	-0.478260869565217	chr19:10317342:-_vs_chr19:10316212:-	-0.956521739130435	chr19:10316212:-;chr19:10317342:-	proximal	FALSE
MARCHF7	3.09193576506596	0.213105510271371	0.345230926639622	0.519230769230769	0.578947368421053	-0.0597165991902834	chr2:159747856:+_vs_chr2:159748898:+	-0.241902834008097	chr2:159747856:+;chr2:159748898:+;chr2:159768573:+	proximal	FALSE
RNF20	3.06976744186047	0.215480745613713	0.34854258852725	0.430232558139535	1	-0.569767441860465	chr9:101552714:+_vs_chr9:101563344:+	-1.16279069767442	chr9:101552562:+;chr9:101552714:+;chr9:101563344:+	proximal	FALSE
PNISR	4.45413008353149	0.216418453687243	0.348681142303247	0.389671361502347	0.261904761904762	0.127766599597586	chr6:99401446:-_vs_chr6:99400821:-	0.326961770623742	chr6:99400821:-;chr6:99401446:-;chr6:99401599:-;chr6:99402574:-	distal	FALSE
PPM1G	3.05981939256818	0.216555222174318	0.348681142303247	0.645569620253165	0.441176470588235	0.204393149664929	chr2:27385766:-_vs_chr2:27381199:-	0.408786299329858	chr2:27381199:-;chr2:27381624:-;chr2:27385766:-	distal	FALSE
YIPF4	1.5270229468599	0.216559797783783	0.348681142303247	0.6	1	-0.4	chr2:32305889:+_vs_chr2:32306557:+	-0.8	chr2:32305889:+;chr2:32306557:+	proximal	FALSE
MRPS9	1.51367111885405	0.218579759694606	0.351087986932872	0.658536585365854	1	-0.341463414634146	chr2:105098774:+_vs_chr2:105099946:+	-0.682926829268293	chr2:105098774:+;chr2:105099946:+	proximal	FALSE
LSM5	1.51273987755312	0.218721480938238	0.351087986932872	0.0806451612903226	0.184210526315789	-0.103565365025467	chr7:32487035:-_vs_chr7:32486805:-	-0.207130730050934	chr7:32486805:-;chr7:32487035:-	proximal	FALSE
DDX1	1.50483737753475	0.219928549981476	0.352488223942913	0.381818181818182	0.578947368421053	-0.197129186602871	chr2:15628838:+_vs_chr2:15631101:+	-0.394258373205742	chr2:15628838:+;chr2:15631101:+	proximal	FALSE
CCT5	3.02291421856639	0.220588322380319	0.353008363930814	0.77027027027027	0.731884057971014	0.0383862122992558	chr5:10258499:+_vs_chr5:10264926:+	0.153544849197023	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	distal	FALSE
EZR	6.98188050596127	0.221991369620179	0.354621633148278	0.243956043956044	0.214084507042254	0.0298715369137905	chr6:158783582:-_vs_chr6:158766193:-	0.14074188722076	chr6:158765748:-;chr6:158766130:-;chr6:158766193:-;chr6:158766556:-;chr6:158770869:-;chr6:158783582:-	distal	FALSE
