gene_id	chisq	pvalue	adj_pvalue	IP	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
DBR1	3.2245899659551	0.0725399611649826	0.136139164727674	0.5625	0.210526315789474	0.351973684210526	chr3:138161951:-_vs_chr3:138161372:-	0.703947368421053	chr3:138161372:-;chr3:138161951:-	distal	FALSE
PPP1R9A	3.21969696969697	0.0727570978260926	0.136373392752714	0.529411764705882	0.176470588235294	0.352941176470588	chr7:95250087:+_vs_chr7:95290209:+	0.705882352941176	chr7:95250087:+;chr7:95290209:+	distal	FALSE
SAFB	6.92191338073691	0.0744287466028364	0.139329858976412	0.607843137254902	0.477777777777778	0.130065359477124	chr19:5641950:+_vs_chr19:5653396:+	0.341176470588235	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+	distal	FALSE
PCNA	3.17225812666386	0.0748988249156925	0.139953246894444	0.846153846153846	0.714285714285714	0.131868131868132	chr20:5115256:-_vs_chr20:5114958:-	0.263736263736264	chr20:5114958:-;chr20:5115256:-	distal	FALSE
PAX6	6.90611238675599	0.0749512649245128	0.139953246894444	0.623188405797101	0.5	0.123188405797101	chr11:31809746:-_vs_chr11:31789837:-	0.416387959866221	chr11:31789194:-;chr11:31789837:-;chr11:31793758:-;chr11:31809746:-	distal	FALSE
TOMM5	3.15820756872507	0.0755460881647883	0.140885823509334	0.652173913043478	0.829268292682927	-0.177094379639449	chr9:37588704:-_vs_chr9:37588413:-	-0.354188759278897	chr9:37588413:-;chr9:37588704:-	proximal	FALSE
TMPO	6.84872538110604	0.0768789411188876	0.143173421330545	0.669590643274854	0.75968992248062	-0.0900992792057664	chr12:98545063:+_vs_chr12:98547951:+	-0.258465932272542	chr12:98535629:+;chr12:98545063:+;chr12:98547951:+;chr12:98550312:+	proximal	FALSE
ZBTB8OS	3.12781954887218	0.0769666191851404	0.143173421330545	0.631578947368421	0.142857142857143	0.488721804511278	chr1:32621830:-_vs_chr1:32620820:-	0.977443609022556	chr1:32620820:-;chr1:32621830:-	distal	FALSE
OS9	5.1179856468318	0.0773826391900259	0.143766236583231	0.757575757575758	0.855769230769231	-0.0981934731934732	chr12:57719089:+_vs_chr12:57721557:+	-0.196386946386946	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	FALSE
IDH2	3.10759490944988	0.0779279553356109	0.144439739395306	0.132183908045977	0.255813953488372	-0.123630045442395	chr15:90083978:-_vs_chr15:90083073:-	-0.24726009088479	chr15:90083073:-;chr15:90083978:-	proximal	FALSE
IVNS1ABP	6.81568778253145	0.0780103188080046	0.144439739395306	0.45037037037037	0.53921568627451	-0.0888453159041394	chr1:185297765:-_vs_chr1:185296909:-	-0.208758169934641	chr1:185296388:-;chr1:185296909:-;chr1:185297765:-;chr1:185306578:-	proximal	FALSE
UBE2L3	6.81341137507918	0.0780888637130455	0.144439739395306	0.437908496732026	0.403508771929825	0.0343997248022016	chr22:21622241:+_vs_chr22:21622917:+	0.449432404540764	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+;chr22:21624031:+	distal	FALSE
MYEF2	8.39494542920374	0.0781363248319903	0.144439739395306	0.50974025974026	0.575	-0.0652597402597402	chr15:48142421:-_vs_chr15:48141797:-	-0.307359307359307	chr15:48141797:-;chr15:48142016:-;chr15:48142197:-;chr15:48142421:-;chr15:48143045:-	proximal	FALSE
CHTOP	3.07692307692308	0.0794106259989419	0.146611868250546	0.766666666666667	0.4	0.366666666666667	chr1:153645829:+_vs_chr1:153646302:+	0.733333333333333	chr1:153645829:+;chr1:153646302:+	distal	FALSE
FDX1	3.05440091706539	0.0805186838808581	0.148472030077438	1	0.368421052631579	0.631578947368421	chr11:110463075:+_vs_chr11:110463495:+	1.26315789473684	chr11:110463075:+;chr11:110463495:+	distal	FALSE
TMCO1	5.02761591478697	0.0809593617178835	0.149042493668378	0.392857142857143	0.657894736842105	-0.265037593984962	chr1:165759528:-_vs_chr1:165727541:-	-0.530075187969925	chr1:165727541:-;chr1:165727650:-;chr1:165759528:-	proximal	FALSE
RPL19	3.04412296068643	0.0810298729964168	0.149042493668378	0.966176470588235	0.986449864498645	-0.0202733939104097	chr17:39204650:+_vs_chr17:39204722:+	-0.0405467878208194	chr17:39204650:+;chr17:39204722:+	proximal	FALSE
CNIH1	3.02723363592929	0.0818775060296262	0.150414274136515	0.571428571428571	0.227272727272727	0.344155844155844	chr14:54426934:-_vs_chr14:54423561:-	0.688311688311688	chr14:54423561:-;chr14:54426934:-	distal	FALSE
CGGBP1	3.01776384535005	0.0823569533784088	0.151107105763863	0.724137931034483	0.363636363636364	0.360501567398119	chr3:88054075:-_vs_chr3:88052012:-	0.721003134796238	chr3:88052012:-;chr3:88054075:-	distal	FALSE
SRRT	4.97275016685206	0.0832110536652592	0.152484772039191	0.494252873563218	0.52	-0.0257471264367816	chr7:100882651:+_vs_chr7:100884837:+	-0.399540229885057	chr7:100882651:+;chr7:100884837:+;chr7:100888661:+	proximal	FALSE
TIMM10	2.99491812535291	0.0835261346822349	0.152749966068218	0.260869565217391	0.636363636363636	-0.375494071146245	chr11:57528633:-_vs_chr11:57528464:-	-0.75098814229249	chr11:57528464:-;chr11:57528633:-	proximal	FALSE
MEX3B	2.994210997336	0.0835626083839674	0.152749966068218	0.69047619047619	1	-0.30952380952381	chr15:82042785:-_vs_chr15:82041783:-	-0.619047619047619	chr15:82041783:-;chr15:82042785:-	proximal	FALSE
LSAMP	2.98410183566433	0.0840859252663862	0.153516578020337	0.6875	0.272727272727273	0.414772727272727	chr3:115810276:-_vs_chr3:115810149:-	0.829545454545455	chr3:115810149:-;chr3:115810276:-	distal	FALSE
COQ4	2.9749285130719	0.0845638628645628	0.154198549939456	0.482758620689655	0.833333333333333	-0.350574712643678	chr9:128323584:+_vs_chr9:128334072:+	-0.701149425287356	chr9:128323584:+;chr9:128334072:+	proximal	FALSE
CBX1	2.95612513857085	0.0855527396664033	0.155809366815386	0.873563218390805	1	-0.126436781609195	chr17:48070272:-_vs_chr17:48070059:-	-0.252873563218391	chr17:48070059:-;chr17:48070272:-	proximal	FALSE
RPS6	6.57820194367461	0.0866289099813461	0.157449823599482	0.841503267973856	0.837719298245614	0.00378396972824224	chr9:19378372:-_vs_chr9:19376539:-	0.0615067079463364	chr9:19376255:-;chr9:19376539:-;chr9:19378372:-;chr9:19378772:-	distal	FALSE
NIPSNAP1	2.93522300857046	0.0866666936942308	0.157449823599482	0.328947368421053	0.137931034482759	0.191016333938294	chr22:29555406:-_vs_chr22:29554808:-	0.382032667876588	chr22:29554808:-;chr22:29555406:-	distal	FALSE
KIF3A	2.92596726190476	0.0871649740345142	0.158160524138793	0.2	0.625	-0.425	chr5:132715842:-_vs_chr5:132703514:-	-0.85	chr5:132703514:-;chr5:132715842:-	proximal	FALSE
RPL26L1	2.91666666666667	0.0876687951299295	0.158689940533197	0.464285714285714	0.142857142857143	0.321428571428571	chr5:172969721:+_vs_chr5:172969771:+	0.642857142857143	chr5:172969721:+;chr5:172969771:+	distal	FALSE
CTSB	2.91661457375743	0.0876716259140748	0.158689940533197	0	0.2	-0.2	chr8:11844318:-_vs_chr8:11842630:-	-0.4	chr8:11842630:-;chr8:11844318:-	proximal	FALSE
DEDD	2.90178571428571	0.0884814827675487	0.159959791980012	0.576923076923077	0.230769230769231	0.346153846153846	chr1:161121650:-_vs_chr1:161121331:-	0.692307692307692	chr1:161121331:-;chr1:161121650:-	distal	FALSE
COX16	2.896946612164	0.0887475149479801	0.160244596061328	0.733333333333333	1	-0.266666666666667	chr14:70326276:-_vs_chr14:70326068:-	-0.533333333333333	chr14:70326068:-;chr14:70326276:-	proximal	FALSE
SFRP1	6.49418676728204	0.0898920456540756	0.162113005410341	0.1875	0.2475	-0.06	chr8:41265453:-_vs_chr8:41264209:-	-0.115	chr8:41261962:-;chr8:41264209:-;chr8:41265204:-;chr8:41265453:-	proximal	FALSE
RAB7A	6.45857298295216	0.0913106789716977	0.164366263999096	0.710622710622711	0.71505376344086	-0.00443105281814971	chr3:128814390:+_vs_chr3:128814797:+	-0.229705778092875	chr3:128813513:+;chr3:128814099:+;chr3:128814390:+;chr3:128814797:+	proximal	FALSE
CHD3	4.78580639462993	0.0913640506047782	0.164366263999096	0.364864864864865	0.666666666666667	-0.301801801801802	chr17:7894250:+_vs_chr17:7912755:+	-0.869369369369369	chr17:7893896:+;chr17:7894250:+;chr17:7912755:+	proximal	FALSE
TCF4	2.84561908111231	0.0916232962851439	0.164555580090423	0.75	1	-0.25	chr18:55268388:-_vs_chr18:55227607:-	-0.5	chr18:55227607:-;chr18:55268388:-	proximal	FALSE
ADH5	2.84441244239631	0.0916921072541761	0.164555580090423	0.387096774193548	0.171428571428571	0.215668202764977	chr4:99072158:-_vs_chr4:99070978:-	0.431336405529954	chr4:99070978:-;chr4:99072158:-	distal	FALSE
ENC1	4.76035111224332	0.0925343311160167	0.165865542546549	0.586165048543689	0.56547619047619	0.0206888580674989	chr5:74629891:-_vs_chr5:74627409:-	0.162852519648636	chr5:74627409:-;chr5:74629891:-;chr5:74635493:-	distal	FALSE
SEMA5B	2.82641743973575	0.0927249975156717	0.166005844037148	0.647058823529412	1	-0.352941176470588	chr3:122947892:-_vs_chr3:122909190:-	-0.705882352941176	chr3:122909190:-;chr3:122947892:-	proximal	FALSE
MRPS30	2.81229958313292	0.0935441969420722	0.167269708091332	0.433333333333333	0.0909090909090909	0.342424242424242	chr5:44815181:+_vs_chr5:44815311:+	0.684848484848485	chr5:44815181:+;chr5:44815311:+	distal	FALSE
AKAP12	2.80491230435613	0.0939759830187036	0.167838605705714	0	0.354838709677419	-0.354838709677419	chr6:151349393:+_vs_chr6:151356774:+	-0.709677419354839	chr6:151349393:+;chr6:151356774:+	proximal	FALSE
TMEM163	2.79	0.0948542274535787	0.169202528923835	1	0.483870967741935	0.516129032258065	chr2:134455983:-_vs_chr2:134455759:-	1.03225806451613	chr2:134455759:-;chr2:134455983:-	distal	FALSE
POLR2B	2.77278700694194	0.0958790912224251	0.170752241893891	0.416666666666667	0.236842105263158	0.179824561403509	chr4:57005348:+_vs_chr4:57031162:+	0.359649122807018	chr4:57005348:+;chr4:57031162:+	distal	FALSE
RAB11A	4.68641975308642	0.0960189341201714	0.170752241893891	0.5375	0.333333333333333	0.204166666666667	chr15:65889454:+_vs_chr15:65889777:+	0.491666666666667	chr15:65888084:+;chr15:65889454:+;chr15:65889777:+	distal	FALSE
CFL1	2.76960588564748	0.0960698124670438	0.170752241893891	0.888386123680241	0.845559845559846	0.0428262781203957	chr11:65854922:-_vs_chr11:65854811:-	0.0856525562407915	chr11:65854811:-;chr11:65854922:-	distal	FALSE
DDX5	4.6802413075675	0.0963160166375695	0.170984082420301	0.433526011560694	0.45679012345679	-0.0232641118960965	chr17:64502479:-_vs_chr17:64499620:-	-0.131163919217869	chr17:64498254:-;chr17:64499620:-;chr17:64502479:-	proximal	FALSE
TLK2	2.75	0.0972544284390032	0.172442726055712	0.611111111111111	0	0.611111111111111	chr17:62586211:+_vs_chr17:62613490:+	1.22222222222222	chr17:62586211:+;chr17:62613490:+	distal	FALSE
COMMD6	2.7289116859165	0.0985464173367222	0.174420844975953	0.916666666666667	0.841121495327103	0.0755451713395638	chr13:75526522:-_vs_chr13:75526436:-	0.151090342679128	chr13:75526436:-;chr13:75526522:-	distal	FALSE
POU3F3	4.63324161677103	0.0986062326031962	0.174420844975953	0.666666666666667	0.470588235294118	0.196078431372549	chr2:104854459:+_vs_chr2:104858574:+	0.392156862745098	chr2:104854459:+;chr2:104857825:+;chr2:104858574:+	distal	FALSE
ZNF302	2.71782678372352	0.0992330393790901	0.175319616223584	0.434782608695652	1	-0.565217391304348	chr19:34684527:+_vs_chr19:34686322:+	-1.1304347826087	chr19:34684527:+;chr19:34686322:+	proximal	FALSE
RBM22	4.61741458100856	0.0993896504954753	0.17538651586836	0.396341463414634	0.341666666666667	0.0546747967479675	chr5:150691134:-_vs_chr5:150690792:-	0.255284552845528	chr5:150690792:-;chr5:150691134:-;chr5:150693280:-	distal	FALSE
CA12	2.70802478672197	0.0998445475403383	0.175978993695799	0.0985915492957746	0	0.0985915492957746	chr15:63325713:-_vs_chr15:63323531:-	0.197183098591549	chr15:63323531:-;chr15:63325713:-	distal	FALSE
USO1	2.7	0.10034824646229	0.176426400952768	0.6	0	0.6	chr4:75757553:+_vs_chr4:75805222:+	1.2	chr4:75757553:+;chr4:75805222:+	distal	FALSE
MTDH	6.24339716646161	0.100350575788434	0.176426400952768	0.288288288288288	0.318627450980392	-0.0303391626921039	chr8:97661166:+_vs_chr8:97724815:+	-0.241255961844197	chr8:97661166:+;chr8:97713735:+;chr8:97724815:+;chr8:97726314:+	proximal	FALSE
MSH6	2.69827729044834	0.10045673879572	0.176426400952768	0.526315789473684	0.833333333333333	-0.307017543859649	chr2:47799618:+_vs_chr2:47806950:+	-0.614035087719298	chr2:47799618:+;chr2:47806950:+	proximal	FALSE
CTR9	2.68326597744361	0.101407560067664	0.177487924010375	0.428571428571429	1	-0.571428571428571	chr11:10755115:+_vs_chr11:10771579:+	-1.14285714285714	chr11:10755115:+;chr11:10771579:+	proximal	FALSE
RPS3A	2.68277349746413	0.10143892009128	0.177487924010375	0.957399103139013	0.938101788170564	0.0192973149684494	chr4:151104262:+_vs_chr4:151104637:+	0.0385946299368989	chr4:151104262:+;chr4:151104637:+	distal	FALSE
RPL7	2.68167391544973	0.101508977283812	0.177487924010375	0.975143403441683	0.95320197044335	0.0219414329983328	chr8:73291123:-_vs_chr8:73290641:-	0.0438828659966657	chr8:73290641:-;chr8:73291123:-	distal	FALSE
DMAC1	2.68115842490843	0.101541838719544	0.177487924010375	0.666666666666667	0.904761904761905	-0.238095238095238	chr9:7798428:-_vs_chr9:7798344:-	-0.476190476190476	chr9:7798344:-;chr9:7798428:-	proximal	FALSE
TRMT11	2.67491883116883	0.10194052348717	0.177974176348167	0.0769230769230769	0.384615384615385	-0.307692307692308	chr6:126038854:+_vs_chr6:126039276:+	-0.615384615384615	chr6:126038854:+;chr6:126039276:+	proximal	FALSE
SACM1L	2.65909090909091	0.102959564767238	0.179541059222208	1	0.409090909090909	0.590909090909091	chr3:45743659:+_vs_chr3:45745409:+	1.18181818181818	chr3:45743659:+;chr3:45745409:+	distal	FALSE
TMEM131L	2.64223060344828	0.104057350470177	0.181241399344871	0.758620689655172	0.375	0.383620689655172	chr4:153588973:+_vs_chr4:153604188:+	0.767241379310345	chr4:153588973:+;chr4:153604188:+	distal	FALSE
DDX3X	2.6203535412758	0.105500932521308	0.183159415726773	0.390243902439024	0.125	0.265243902439024	chrX:41350204:+_vs_chrX:41350274:+	0.530487804878049	chrX:41350204:+;chrX:41350274:+	distal	FALSE
RPA3	2.61900697571418	0.105590501392938	0.183159415726773	0.657894736842105	0.375	0.282894736842105	chr7:7636944:-_vs_chr7:7636717:-	0.565789473684211	chr7:7636717:-;chr7:7636944:-	distal	FALSE
ZNF512	2.61818181818182	0.105645429201878	0.183159415726773	0.454545454545455	0.785714285714286	-0.331168831168831	chr2:27621235:+_vs_chr2:27623094:+	-0.662337662337662	chr2:27621235:+;chr2:27623094:+	proximal	FALSE
CALM2	4.49516027372247	0.105654585104408	0.183159415726773	0.417089678510998	0.452830188679245	-0.035740510168247	chr2:47162342:-_vs_chr2:47160169:-	-0.128356160010216	chr2:47160106:-;chr2:47160169:-;chr2:47162342:-	proximal	FALSE
ZMAT2	4.46814848437566	0.107091224514918	0.185380353315823	0.632352941176471	0.827586206896552	-0.195233265720081	chr5:140705647:+_vs_chr5:140706663:+	-0.390466531440162	chr5:140705647:+;chr5:140706050:+;chr5:140706663:+	proximal	FALSE
NABP2	2.59521719811354	0.107186744571234	0.185380353315823	0.285714285714286	0	0.285714285714286	chr12:56229772:+_vs_chr12:56229854:+	0.571428571428571	chr12:56229772:+;chr12:56229854:+	distal	FALSE
SNX2	2.5927033492823	0.107356958975999	0.185457577084855	0.458333333333333	0	0.458333333333333	chr5:122826180:+_vs_chr5:122829753:+	0.916666666666667	chr5:122826180:+;chr5:122829753:+	distal	FALSE
UBE2D1	2.58348387723388	0.107983759850505	0.186322445442986	0.5	0.846153846153846	-0.346153846153846	chr10:58368016:+_vs_chr10:58369596:+	-0.692307692307692	chr10:58368016:+;chr10:58369596:+	proximal	FALSE
ACAT2	2.57678615264572	0.108441635330282	0.186894160306682	0.924242424242424	0.816901408450704	0.10734101579172	chr6:159778898:+_vs_chr6:159779051:+	0.21468203158344	chr6:159778898:+;chr6:159779051:+	distal	FALSE
UBE2D3	6.06047418967587	0.108704807432386	0.187129371302604	0.630952380952381	0.588541666666667	0.0424107142857143	chr4:102796590:-_vs_chr4:102795976:-	0.301339285714286	chr4:102795976:-;chr4:102796133:-;chr4:102796590:-;chr4:102796822:-	distal	FALSE
SQLE	2.56576130168105	0.109199976909261	0.187752253142083	0.925	0.788732394366197	0.136267605633803	chr8:125022164:+_vs_chr8:125022272:+	0.272535211267606	chr8:125022164:+;chr8:125022272:+	distal	FALSE
DAAM1	6.04752304147465	0.109320878606765	0.187752253142083	0.633333333333333	0.572916666666667	0.0604166666666667	chr14:59291305:+_vs_chr14:59326966:+	0.36875	chr14:59291305:+;chr14:59326966:+;chr14:59330562:+;chr14:59330596:+	distal	FALSE
ANAPC16	2.52441381987578	0.112096429461497	0.192295500946145	0.8	0.521739130434783	0.278260869565217	chr10:72233295:+_vs_chr10:72233829:+	0.556521739130435	chr10:72233295:+;chr10:72233829:+	distal	FALSE
UBXN4	4.36980972832087	0.112488434826938	0.192744104686064	0.619402985074627	0.598591549295775	0.0208114357788521	chr2:135770658:+_vs_chr2:135782799:+	0.28505360521337	chr2:135769811:+;chr2:135770658:+;chr2:135782799:+	distal	FALSE
BTG1	2.51547696458218	0.112733519561354	0.192940218299096	0.899280575539568	0.961538461538462	-0.0622578859988933	chr12:92143764:-_vs_chr12:92143125:-	-0.124515771997786	chr12:92143125:-;chr12:92143764:-	proximal	FALSE
HSP90B1	2.51319444444445	0.112896874415723	0.192996161472248	0.15	0.407407407407407	-0.257407407407407	chr12:103932415:+_vs_chr12:103947926:+	-0.514814814814815	chr12:103932415:+;chr12:103947926:+	proximal	FALSE
EEF1A1	7.46513891944012	0.113256380239115	0.193386905911182	0.984776621787026	0.983756768013328	0.00101985377369784	chr6:73519918:-_vs_chr6:73517595:-	0.00640045941689942	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519918:-	distal	FALSE
SFPQ	7.4528417485392	0.113806841052693	0.194102429832364	0.40606936416185	0.366666666666667	0.039402697495183	chr1:35189013:-_vs_chr1:35188011:-	0.218265895953757	chr1:35176380:-;chr1:35183600:-;chr1:35184129:-;chr1:35188011:-;chr1:35189013:-	distal	FALSE
PLCB1	2.4969674556213	0.114065750346192	0.194126175204568	0.5	0	0.5	chr20:8717742:+_vs_chr20:8788525:+	1	chr20:8717742:+;chr20:8788525:+	distal	FALSE
PRDX6	2.49672067901235	0.114083629030173	0.194126175204568	0.703703703703704	0.472222222222222	0.231481481481482	chr1:173488015:+_vs_chr1:173488802:+	0.462962962962963	chr1:173488015:+;chr1:173488802:+	distal	FALSE
KMT5B	5.93793103448276	0.114669375389116	0.194898351495655	0.472727272727273	0.424242424242424	0.0484848484848485	chr11:68173809:-_vs_chr11:68158987:-	0.454545454545455	chr11:68158987:-;chr11:68173809:-;chr11:68175044:-;chr11:68175123:-	distal	FALSE
SSB	7.42998053904889	0.114836785278408	0.194958542363458	0.644230769230769	0.5	0.144230769230769	chr2:169806823:+_vs_chr2:169812064:+	0.395687645687646	chr2:169805811:+;chr2:169806823:+;chr2:169808527:+;chr2:169808880:+;chr2:169812064:+	distal	FALSE
ANKRD26	4.31432748538012	0.115652677052616	0.196118259479579	0.473684210526316	0.5	-0.0263157894736842	chr10:27086575:-_vs_chr10:27035627:-	-0.488721804511278	chr10:27035100:-;chr10:27035627:-;chr10:27086575:-	proximal	FALSE
ARIH2	2.459601513019	0.116808412351064	0.197850946149681	0.388888888888889	0	0.388888888888889	chr3:48927623:+_vs_chr3:48985541:+	0.777777777777778	chr3:48927623:+;chr3:48985541:+	distal	FALSE
UBE3A	2.4474257539273	0.11771778043997	0.199162842737497	0.518518518518518	0.789473684210526	-0.270955165692008	chr15:25375498:-_vs_chr15:25370920:-	-0.541910331384016	chr15:25370920:-;chr15:25375498:-	proximal	FALSE
MDH1	2.42098487404408	0.119719640711711	0.202170391568986	0.87037037037037	0.738461538461539	0.131908831908832	chr2:63606958:+_vs_chr2:63607197:+	0.263817663817664	chr2:63606958:+;chr2:63607197:+	distal	FALSE
SMARCC2	5.83752605267145	0.119788126412272	0.202170391568986	0.363333333333333	0.394736842105263	-0.0314035087719298	chr12:56181494:-_vs_chr12:56163314:-	0.160526315789474	chr12:56162365:-;chr12:56163314:-;chr12:56181494:-;chr12:56181753:-	distal	FALSE
WAC	2.41854744203347	0.119906068391626	0.202170391568986	0.340909090909091	0.130434782608696	0.210474308300395	chr10:28596040:+_vs_chr10:28620543:+	0.420948616600791	chr10:28596040:+;chr10:28620543:+	distal	FALSE
LRPAP1	2.41619701890919	0.120086145579873	0.202243143696092	0.923076923076923	0.8	0.123076923076923	chr4:3512613:-_vs_chr4:3512567:-	0.246153846153846	chr4:3512567:-;chr4:3512613:-	distal	FALSE
SEC11A	2.40928468666922	0.120617470050985	0.202906609641577	0.590909090909091	0.408163265306122	0.182745825602968	chr15:84669729:-_vs_chr15:84669544:-	0.365491651205937	chr15:84669544:-;chr15:84669729:-	distal	FALSE
CTNNAL1	2.40432310744811	0.121000452682339	0.203116538189015	0.428571428571429	1	-0.571428571428571	chr9:108942662:-_vs_chr9:108942577:-	-1.14285714285714	chr9:108942577:-;chr9:108942662:-	proximal	FALSE
CFDP1	4.22364351994275	0.12101730101986	0.203116538189015	0.625	0.77906976744186	-0.15406976744186	chr16:75411869:-_vs_chr16:75293740:-	-0.308139534883721	chr16:75293740:-;chr16:75395140:-;chr16:75411869:-	proximal	FALSE
AFDN	2.39418103448276	0.12178751475612	0.204177252320986	0.46551724137931	0	0.46551724137931	chr6:167872321:+_vs_chr6:167880492:+	0.931034482758621	chr6:167872321:+;chr6:167880492:+	distal	FALSE
NEUROD6	8.65425170068027	0.123675354337025	0.207107140992955	0.617261904761905	0.8	-0.182738095238095	chr7:31337860:-_vs_chr7:31337465:-	1.24107142857143	chr7:31337465:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31339095:-	distal	FALSE
CCT4	2.36820712081129	0.123829194254746	0.2071299206277	0.681481481481481	0.771428571428571	-0.08994708994709	chr2:61868503:-_vs_chr2:61868446:-	-0.17989417989418	chr2:61868446:-;chr2:61868503:-	proximal	FALSE
CELF2	2.35543036659108	0.124847426066433	0.208596887217332	0.333333333333333	0	0.333333333333333	chr10:11329790:+_vs_chr10:11331041:+	0.666666666666667	chr10:11329790:+;chr10:11331041:+	distal	FALSE
HPF1	4.14988636363636	0.125563561583794	0.209556362100863	0.738636363636364	0.55	0.188636363636364	chr4:169748789:-_vs_chr4:169729474:-	0.377272727272727	chr4:169729474:-;chr4:169742061:-;chr4:169748789:-	distal	FALSE
UQCC2	2.34108312519435	0.126001916768398	0.209687097681225	0.792452830188679	1	-0.207547169811321	chr6:33709385:-_vs_chr6:33697568:-	-0.415094339622641	chr6:33697568:-;chr6:33709385:-	proximal	FALSE
SMARCA4	4.14024891393683	0.12617007798243	0.209687097681225	0.183823529411765	0	0.183823529411765	chr19:10996376:+_vs_chr19:11061938:+	0.367647058823529	chr19:10996376:+;chr19:11061938:+;chr19:11062273:+	distal	FALSE
ARPC5	2.33867473277571	0.126196875384522	0.209687097681225	0.67816091954023	0.833333333333333	-0.155172413793104	chr1:183627339:-_vs_chr1:183626197:-	-0.310344827586207	chr1:183626197:-;chr1:183627339:-	proximal	FALSE
MKRN1	2.3385155906895	0.126209769694387	0.209687097681225	0.652173913043478	0	0.652173913043478	chr7:140456186:-_vs_chr7:140453864:-	1.30434782608696	chr7:140453864:-;chr7:140456186:-	distal	FALSE
RTN1	2.32215739050814	0.127543024154724	0.211430869794003	0.540650406504065	0.388888888888889	0.151761517615176	chr14:59596174:-_vs_chr14:59595983:-	0.303523035230352	chr14:59595983:-;chr14:59596174:-	distal	FALSE
KLHL7	4.11856209150327	0.127545636416017	0.211430869794003	0.625	0.388888888888889	0.236111111111111	chr7:23175304:+_vs_chr7:23175421:+	0.619444444444444	chr7:23126050:+;chr7:23175304:+;chr7:23175421:+	distal	FALSE
DSTN	5.67519906564024	0.128527308749054	0.212819321773938	0.575	0.436363636363636	0.138636363636364	chr20:17601010:+_vs_chr20:17608242:+	0.318181818181818	chr20:17601010:+;chr20:17607358:+;chr20:17608000:+;chr20:17608242:+	distal	FALSE
PINK1	2.29905710456697	0.129452561811875	0.214111348035991	0.421052631578947	0.722222222222222	-0.301169590643275	chr1:20650723:+_vs_chr1:20651317:+	-0.60233918128655	chr1:20650723:+;chr1:20651317:+	proximal	FALSE
OTUD6B	2.28506493506493	0.130624674786803	0.2158083273603	0.45	0.142857142857143	0.307142857142857	chr8:91078549:+_vs_chr8:91085065:+	0.614285714285714	chr8:91078549:+;chr8:91085065:+	distal	FALSE
LRRC17	2.27555555555556	0.131428021834838	0.216892947765425	0.75	0.416666666666667	0.333333333333333	chr7:102944949:+_vs_chr7:102945044:+	0.666666666666667	chr7:102944949:+;chr7:102945044:+	distal	FALSE
SLC25A6	5.60825856056146	0.132305046067498	0.218096599376891	0.342222222222222	0.391498881431767	-0.0492766592095451	chrY:1386272:-_vs_chrY:1386138:-	-0.0958612975391499	chrX:1386138:-;chrX:1386272:-;chrY:1386138:-;chrY:1386272:-	proximal	FALSE
HNRNPAB	2.26316313947083	0.132483212663626	0.218146828432748	0.784	0.876543209876543	-0.0925432098765432	chr5:178207165:+_vs_chr5:178211163:+	-0.185086419753086	chr5:178207165:+;chr5:178211163:+	proximal	FALSE
RMI1	2.25	0.133614402537715	0.219764446044772	0.52	1	-0.48	chr9:84002242:+_vs_chr9:84002274:+	-0.96	chr9:84002242:+;chr9:84002274:+	proximal	FALSE
CDC42BPB	4.01382462176158	0.134403029411794	0.220815655663204	0.315789473684211	0.568181818181818	-0.252392344497608	chr14:102975725:-_vs_chr14:102963090:-	-0.504784688995215	chr14:102963090:-;chr14:102968322:-;chr14:102975725:-	proximal	FALSE
C11orf54	2.22244897959184	0.13601715284632	0.223219260837794	0.125	0.5	-0.375	chr11:93761717:+_vs_chr11:93762316:+	-0.75	chr11:93761717:+;chr11:93762316:+	proximal	FALSE
SDCBP	2.20459012615674	0.137600462733801	0.225365905960376	0.947916666666667	0.982456140350877	-0.0345394736842105	chr8:58579688:+_vs_chr8:58582840:+	-0.069078947368421	chr8:58579688:+;chr8:58582840:+	proximal	FALSE
SRP14	3.96636742288847	0.13763036369415	0.225365905960376	0.447422680412371	0.447761194029851	-0.000338513617479663	chr15:40036041:-_vs_chr15:40035740:-	-0.0859439913832897	chr15:40035740:-;chr15:40036041:-;chr15:40036437:-	proximal	FALSE
JAK1	2.19572691821827	0.138393907251237	0.226271473208663	0.428571428571429	0.176470588235294	0.252100840336134	chr1:64864911:-_vs_chr1:64833229:-	0.504201680672269	chr1:64833229:-;chr1:64864911:-	distal	FALSE
GIGYF2	2.19465977605512	0.13848978455019	0.226271473208663	0.302325581395349	0	0.302325581395349	chr2:232791139:+_vs_chr2:232845768:+	0.604651162790698	chr2:232791139:+;chr2:232845768:+	distal	FALSE
CCDC93	2.17596849173554	0.140181243090897	0.228781984580392	0.681818181818182	0.2	0.481818181818182	chr2:117995474:-_vs_chr2:117946855:-	0.963636363636364	chr2:117946855:-;chr2:117995474:-	distal	FALSE
