gene_id	chisq	pvalue	adj_pvalue	In	Pro	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
PA2G4	4.87854181591998	0.180910035792881	0.358777600091185	0.743589743589744	0.617283950617284	0.12630579297246	chr12:56113152:+_vs_chr12:56113907:+	0.393874643874644	chr12:56109470:+;chr12:56112872:+;chr12:56113152:+;chr12:56113907:+	distal	FALSE
LAMTOR3	3.41796767666675	0.181049674913631	0.358822432634255	0.736842105263158	0.602040816326531	0.134801288936627	chr4:99881488:-_vs_chr4:99880956:-	0.269602577873255	chr4:99880956:-;chr4:99881224:-;chr4:99881488:-	distal	FALSE
RTF1	8.86699367751461	0.18119758844126	0.358883595711177	0.302721088435374	0.411793372319688	-0.109072283884314	chr15:41452949:+_vs_chr15:41475761:+	-0.161355770378327	chr15:41452949:+;chr15:41464833:+;chr15:41470289:+;chr15:41475761:+;chr15:41476475:+;chr15:41481447:+;chr15:41482476:+	proximal	FALSE
HIKESHI	3.40873737424387	0.181887177654494	0.36001684098688	0.166666666666667	0.345945945945946	-0.179279279279279	chr11:86345663:+_vs_chr11:86345931:+	-0.358558558558559	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	FALSE
CD24	3.39744419807565	0.182917124731371	0.361821873823474	0.97244094488189	0.972769953051643	-0.000329008169753453	chr6:106971298:-_vs_chr6:106970447:-	-0.0161103101548926	chr6:106969846:-;chr6:106970447:-;chr6:106971298:-	proximal	FALSE
PMS2P1	1.76996173469388	0.183386814741587	0.362517068986271	1	0.571428571428571	0.428571428571429	chr7:100324678:-_vs_chr7:100320913:-	0.857142857142857	chr7:100320913:-;chr7:100324678:-	distal	FALSE
F11R	1.76695965742619	0.18375879337181	0.363018337936837	1	0.413793103448276	0.586206896551724	chr1:160998178:-_vs_chr1:160997957:-	1.17241379310345	chr1:160997957:-;chr1:160998178:-	distal	FALSE
CORO1C	7.53047491560508	0.184081185696977	0.363421065902725	0.618181818181818	0.735211267605634	-0.117029449423816	chr12:108658189:-_vs_chr12:108646854:-	-0.162099871959027	chr12:108645109:-;chr12:108646854:-;chr12:108647209:-;chr12:108647490:-;chr12:108648625:-;chr12:108658189:-	proximal	FALSE
CNIH1	3.38047122074636	0.184476054400227	0.363966269492339	0.25	0.474264705882353	-0.224264705882353	chr14:54427291:-_vs_chr14:54423561:-	-0.448529411764706	chr14:54423561:-;chr14:54426934:-;chr14:54427291:-	proximal	FALSE
TXNL4A	3.36758464339391	0.185668524461457	0.365658575540895	0.277777777777778	0.144171779141104	0.133605998636673	chr18:79973513:-_vs_chr18:79972466:-	0.267211997273347	chr18:79972466:-;chr18:79973406:-;chr18:79973513:-	distal	FALSE
SLC39A10	3.36753590325019	0.185673049271875	0.365658575540895	0.0625	0.341269841269841	-0.278769841269841	chr2:195680732:+_vs_chr2:195737700:+	-0.557539682539683	chr2:195680732:+;chr2:195735232:+;chr2:195737700:+	proximal	FALSE
ACTR3B	3.36733624454149	0.185691585817734	0.365658575540895	1	0.818777292576419	0.181222707423581	chr7:152854982:+_vs_chr7:152855374:+	0.462882096069869	chr7:152843622:+;chr7:152854982:+;chr7:152855374:+	distal	FALSE
CSNK1D	3.36213989806223	0.186174672025903	0.366115154701468	0.666666666666667	0.674757281553398	-0.00809061488673146	chr17:82244362:-_vs_chr17:82242672:-	-0.527508090614887	chr17:82242672:-;chr17:82244362:-;chr17:82252473:-	proximal	FALSE
FAM217B	1.74736078588627	0.186208862626593	0.366115154701468	0.0909090909090909	0.33695652173913	-0.24604743083004	chr20:59944831:+_vs_chr20:59945096:+	-0.492094861660079	chr20:59944831:+;chr20:59945096:+	proximal	FALSE
CDKN2AIP	3.36088235294118	0.18629177036139	0.366115154701468	0.3	0.485294117647059	-0.185294117647059	chr4:183448195:+_vs_chr4:183448666:+	-0.688235294117647	chr4:183447314:+;chr4:183448195:+;chr4:183448666:+	proximal	FALSE
RPL27A	3.35943949379783	0.186426215243914	0.366115154701468	0.00149253731343284	0.0116704805491991	-0.0101779432357662	chr11:8685846:+_vs_chr11:8687530:+	-0.0203558864715324	chr11:8685846:+;chr11:8686052:+;chr11:8687530:+	proximal	FALSE
MRPL52	1.74488933622472	0.186520506080787	0.366115154701468	0.3	0.106382978723404	0.193617021276596	chr14:22834347:+_vs_chr14:22835035:+	0.387234042553191	chr14:22834347:+;chr14:22835035:+	distal	FALSE
MARCHF5	3.3526800677645	0.187057348273722	0.366860034725194	0.609375	0.579166666666667	0.0302083333333334	chr10:92351856:+_vs_chr10:92352068:+	0.252083333333333	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+	distal	FALSE
SMC3	13.6981567329791	0.187210106222421	0.366860034725194	0.385	0.440954773869347	-0.0559547738693467	chr10:110589685:+_vs_chr10:110604634:+	-0.143132328308208	chr10:110581018:+;chr10:110581995:+;chr10:110583443:+;chr10:110583890:+;chr10:110584281:+;chr10:110584322:+;chr10:110584380:+;chr10:110589685:+;chr10:110596542:+;chr10:110602069:+;chr10:110604634:+	proximal	FALSE
RNF11	1.73905227596017	0.187258954450401	0.366860034725194	0.216216216216216	0.11	0.106216216216216	chr1:51273105:+_vs_chr1:51273256:+	0.212432432432432	chr1:51273105:+;chr1:51273256:+	distal	FALSE
PJA2	1.73688321799308	0.187534228666022	0.367164715894013	0	0.15	-0.15	chr5:109335196:-_vs_chr5:109334711:-	-0.3	chr5:109334711:-;chr5:109335196:-	proximal	FALSE
GTF2E2	1.73352541371158	0.187961295126607	0.367766005652952	0.666666666666667	0.851063829787234	-0.184397163120567	chr8:30653474:-_vs_chr8:30578516:-	-0.368794326241135	chr8:30578516:-;chr8:30653474:-	proximal	FALSE
C6orf89	1.7230421821768	0.189301919861156	0.369773334041991	0.111111111111111	0.403846153846154	-0.292735042735043	chr6:36923514:+_vs_chr6:36924556:+	-0.585470085470085	chr6:36923514:+;chr6:36924556:+	proximal	FALSE
TRAF3IP2-AS1	3.32773109243697	0.189405407828212	0.369773334041991	0.5	0.535714285714286	-0.0357142857142857	chr6:111578177:+_vs_chr6:111598302:+	-1	chr6:111503605:+;chr6:111578177:+;chr6:111598302:+	proximal	FALSE
H1-0	1.72196351547035	0.189440493506317	0.369773334041991	0.939393939393939	0.83596214511041	0.103431794283529	chr22:37807315:+_vs_chr22:37807432:+	0.206863588567059	chr22:37807315:+;chr22:37807432:+	distal	FALSE
YWHAG	1.72098143236074	0.189566762082128	0.369773334041991	0.357142857142857	0.513333333333333	-0.156190476190476	chr7:76329259:-_vs_chr7:76326799:-	-0.312380952380952	chr7:76326799:-;chr7:76329259:-	proximal	FALSE
HECTD2	1.72079889807163	0.18959024172016	0.369773334041991	1	0.5	0.5	chr10:91463663:+_vs_chr10:91498958:+	1	chr10:91463663:+;chr10:91498958:+	distal	FALSE
ANKZF1	1.71918915557766	0.189797451898752	0.369942140827447	0.333333333333333	0.823529411764706	-0.490196078431373	chr2:219234735:+_vs_chr2:219236647:+	-0.980392156862745	chr2:219234735:+;chr2:219236647:+	proximal	FALSE
ATG12	3.31190476190476	0.190910149907018	0.371874535968816	0.725	0.578125	0.146875	chr5:115831631:-_vs_chr5:115830356:-	0.4375	chr5:115830356:-;chr5:115831631:-;chr5:115831791:-	distal	FALSE
PTMS	1.70814091574582	0.191226754939061	0.372254749614705	0.915492957746479	0.872368421052632	0.0431245366938473	chr12:6769992:+_vs_chr12:6770952:+	0.0862490733876946	chr12:6769992:+;chr12:6770952:+	distal	FALSE
MLLT10	4.74489795918367	0.191458792084539	0.372469959727916	0.333333333333333	0.428571428571429	-0.0952380952380952	chr10:21673700:+_vs_chr10:21673755:+	-1.03296703296703	chr10:21651699:+;chr10:21673700:+;chr10:21673755:+;chr10:21743630:+	proximal	FALSE
ANP32E	6.085813243121	0.192830690285902	0.374835758499928	0.305555555555556	0.507709251101322	-0.202153695545766	chr1:150226735:-_vs_chr1:150226613:-	-0.524718551150269	chr1:150220378:-;chr1:150226613:-;chr1:150226735:-;chr1:150229072:-;chr1:150230595:-	proximal	FALSE
DNMT1	6.08459128698064	0.192919382554757	0.374835758499928	0.442307692307692	0.566225165562914	-0.123917473255222	chr19:10162721:-_vs_chr19:10133346:-	-0.464085583290881	chr19:10133346:-;chr19:10151432:-;chr19:10162721:-;chr19:10168335:-;chr19:10173090:-	proximal	FALSE
MOSPD1	1.69228174603175	0.193300457752948	0.375338317587422	0.7	0.392857142857143	0.307142857142857	chrX:134896888:-_vs_chrX:134887632:-	0.614285714285714	chrX:134887632:-;chrX:134896888:-	distal	FALSE
BZW1	8.66151541998405	0.193528032159763	0.375542371266984	0.666666666666667	0.674603174603175	-0.00793650793650791	chr2:200822660:+_vs_chr2:200823655:+	-0.159039876113047	chr2:200813278:+;chr2:200818026:+;chr2:200818771:+;chr2:200822560:+;chr2:200822660:+;chr2:200823655:+;chr2:200823837:+	proximal	FALSE
DEDD	3.28041695146958	0.193939606374141	0.376102993765411	0.666666666666667	0.302631578947368	0.364035087719298	chr1:161121650:-_vs_chr1:161121331:-	0.850877192982456	chr1:161120977:-;chr1:161121331:-;chr1:161121650:-	distal	FALSE
SMARCE1	3.27459791863765	0.194504698516385	0.376960433407862	0.0357142857142857	0.21523178807947	-0.179517502365184	chr17:40636428:-_vs_chr17:40628722:-	-0.359035004730369	chr17:40628722:-;chr17:40636033:-;chr17:40636428:-	proximal	FALSE
HECTD4	1.6802183096826	0.194895446820518	0.377276102658439	0	0.318181818181818	-0.318181818181818	chr12:112319261:-_vs_chr12:112231559:-	-0.636363636363636	chr12:112231559:-;chr12:112319261:-	proximal	FALSE
BRD3	4.70261873543124	0.194913681216884	0.377276102658439	0.361111111111111	0.376068376068376	-0.0149572649572649	chr9:134040211:-_vs_chr9:134034781:-	-0.260897435897436	chr9:134032638:-;chr9:134034781:-;chr9:134040211:-;chr9:134052397:-	proximal	FALSE
UQCRB	3.26597910296695	0.195344707258329	0.377871843819581	0.391304347826087	0.469740634005764	-0.0784362861796767	chr8:96231078:-_vs_chr8:96230939:-	-0.15812554817692	chr8:96229897:-;chr8:96230939:-;chr8:96231078:-	proximal	FALSE
SUMO3	1.67485118191802	0.19561001655944	0.378146475896117	1	0.882608695652174	0.117391304347826	chr21:44805862:-_vs_chr21:44805624:-	0.234782608695652	chr21:44805624:-;chr21:44805862:-	distal	FALSE
DFFA	1.66644066717596	0.196735956767512	0.380083455229484	0	0.323529411764706	-0.323529411764706	chr1:10462299:-_vs_chr1:10457308:-	-0.647058823529412	chr1:10457308:-;chr1:10462299:-	proximal	FALSE
DDAH2	1.66372669340248	0.197100903485636	0.380316716161977	0.96875	0.987384356602187	-0.0186343566021867	chr6:31729205:-_vs_chr6:31727040:-	-0.0372687132043734	chr6:31727040:-;chr6:31729205:-	proximal	FALSE
HSPBP1	1.6636978810663	0.197104782120477	0.380316716161977	0.68	0.521531100478469	0.158468899521531	chr19:55262339:-_vs_chr19:55262223:-	0.316937799043062	chr19:55262223:-;chr19:55262339:-	distal	FALSE
CANT1	1.6614473659294	0.197408016688926	0.380662251049212	0.8	0.402173913043478	0.397826086956522	chr17:78993065:-_vs_chr17:78991716:-	0.795652173913044	chr17:78991716:-;chr17:78993065:-	distal	FALSE
PRPF40B	1.65743762501316	0.197949645994675	0.381454214802813	0	0.306666666666667	-0.306666666666667	chr12:49643729:+_vs_chr12:49644663:+	-0.613333333333333	chr12:49643729:+;chr12:49644663:+	proximal	FALSE
RSBN1L	1.65656647002309	0.198067550543404	0.381454214802813	0.840909090909091	0.731034482758621	0.10987460815047	chr7:77736495:+_vs_chr7:77749497:+	0.21974921630094	chr7:77736495:+;chr7:77749497:+	distal	FALSE
SMCHD1	4.65474974463738	0.198895378994202	0.382808055239312	0.75	0.588014981273408	0.161985018726592	chr18:2697089:+_vs_chr18:2703769:+	0.705056179775281	chr18:2697089:+;chr18:2700873:+;chr18:2703769:+;chr18:2752517:+	distal	FALSE
LDLRAD3	1.64862964253709	0.199145546724223	0.383049087990256	0.5	0.191919191919192	0.308080808080808	chr11:36231324:+_vs_chr11:36232150:+	0.616161616161616	chr11:36231324:+;chr11:36232150:+	distal	FALSE
TTLL7	3.22524154589372	0.199364439883597	0.383229700741762	0.25	0.459459459459459	-0.209459459459459	chr1:83951892:-_vs_chr1:83911221:-	-0.418918918918919	chr1:83911221:-;chr1:83911250:-;chr1:83951892:-	proximal	FALSE
CSNK1A1	5.99499079609689	0.199522676283436	0.383293562333969	0.166666666666667	0.293478260869565	-0.126811594202899	chr5:149509933:-_vs_chr5:149495984:-	-0.297101449275362	chr5:149493238:-;chr5:149495900:-;chr5:149495984:-;chr5:149509933:-;chr5:149513127:-	proximal	FALSE
TAF1D	4.64568956340437	0.199657460656255	0.383312319581765	0.125	0.442622950819672	-0.317622950819672	chr11:93738281:-_vs_chr11:93730202:-	-0.618852459016394	chr11:93730202:-;chr11:93730281:-;chr11:93738123:-;chr11:93738281:-	proximal	FALSE
CIR1	5.9820547112462	0.20049245271725	0.384674505651495	0.575	0.497340425531915	0.077659574468085	chr2:174348446:-_vs_chr2:174348157:-	0.436170212765957	chr2:174348157:-;chr2:174348446:-;chr2:174348729:-;chr2:174348960:-;chr2:174349119:-	distal	FALSE
MAGED4	1.63684413580247	0.200759015741148	0.384945054573083	0.565789473684211	0.502057613168724	0.0637318605154862	chrX:52061827:-_vs_chrX:52192268:+	0.127463721030972	chrX:52061827:-;chrX:52192268:+	distal	FALSE
ZC3H14	4.63113481948055	0.200887393489569	0.384950467774387	0.611111111111111	0.552188552188552	0.0589225589225588	chr14:88611888:+_vs_chr14:88613509:+	-0.464646464646465	chr14:88574767:+;chr14:88575922:+;chr14:88611888:+;chr14:88613509:+	proximal	FALSE
CFAP410	1.63137254901961	0.201513310811529	0.385908688912023	0.153846153846154	0.384615384615385	-0.230769230769231	chr21:44329889:-_vs_chr21:44328948:-	-0.461538461538462	chr21:44328948:-;chr21:44329889:-	proximal	FALSE
NAB1	1.6304347826087	0.201642922559149	0.385915855534552	0	0.695652173913043	-0.695652173913043	chr2:190670461:+_vs_chr2:190690520:+	-1.39130434782609	chr2:190670461:+;chr2:190690520:+	proximal	FALSE
DUSP11	1.62535860090478	0.202346223051671	0.387020286884856	0.684210526315789	0.837837837837838	-0.153627311522048	chr2:73773807:-_vs_chr2:73762213:-	-0.307254623044097	chr2:73762213:-;chr2:73773807:-	proximal	FALSE
POMP	3.19294755804939	0.20260970642225	0.387146023702531	0.0454545454545455	0.136125654450262	-0.0906711089957163	chr13:28678199:+_vs_chr13:28678860:+	-0.181342217991433	chr13:28678199:+;chr13:28678496:+;chr13:28678860:+	proximal	FALSE
PHOSPHO2	1.62306818181818	0.202664503601618	0.387146023702531	0.8	0.363636363636364	0.436363636363636	chr2:169698304:+_vs_chr2:169701708:+	0.872727272727273	chr2:169698304:+;chr2:169701708:+	distal	FALSE
CFL2	3.18741235953217	0.203171225567098	0.387828407771472	0.470588235294118	0.603960396039604	-0.133372160745486	chr14:34713067:-_vs_chr14:34710459:-	-0.266744321490973	chr14:34710459:-;chr14:34712013:-;chr14:34713067:-	proximal	FALSE
C1orf52	3.18639395777055	0.203274706878263	0.387828407771472	0.529411764705882	0.34020618556701	0.189205579138872	chr1:85252633:-_vs_chr1:85251968:-	0.378411158277744	chr1:85251968:-;chr1:85252194:-;chr1:85252633:-	distal	FALSE
EIF3H	4.59466892082277	0.20399988593073	0.388969931755981	0.632478632478633	0.620648967551622	0.0118296649270101	chr8:116644985:-_vs_chr8:116644832:-	0.131971862945314	chr8:116643048:-;chr8:116644832:-;chr8:116644985:-;chr8:116657233:-	distal	FALSE
CLTA	1.60854820337579	0.20469600008017	0.390054652732009	0.796296296296296	0.872413793103448	-0.076117496807152	chr9:36204168:+_vs_chr9:36212059:+	-0.152234993614304	chr9:36204168:+;chr9:36212059:+	proximal	FALSE
CDC27	1.60530821917808	0.205152577946769	0.390681865829065	0	0.684931506849315	-0.684931506849315	chr17:47142415:-_vs_chr17:47142376:-	-1.36986301369863	chr17:47142376:-;chr17:47142415:-	proximal	FALSE
ATP2B1	1.60429453082379	0.205295673357016	0.390711691193427	0.1	0.276595744680851	-0.176595744680851	chr12:89630505:-_vs_chr12:89626506:-	-0.353191489361702	chr12:89626506:-;chr12:89630505:-	proximal	FALSE
VDAC3	1.60336120420749	0.205427528798218	0.390720101299837	1	0.964391691394659	0.0356083086053413	chr8:42403726:+_vs_chr8:42405897:+	0.0712166172106825	chr8:42403726:+;chr8:42405897:+	distal	FALSE
UGDH	3.16025641025641	0.205948692833699	0.391468501071371	1	0.671875	0.328125	chr4:39499333:-_vs_chr4:39498755:-	0.703125	chr4:39498755:-;chr4:39499333:-;chr4:39499414:-	distal	FALSE
STRAP	1.59754051344803	0.206252104355061	0.391802324629875	1	0.966867469879518	0.0331325301204819	chr12:15900540:+_vs_chr12:15903478:+	0.0662650602409638	chr12:15900540:+;chr12:15903478:+	distal	FALSE
JPX	3.15217391304348	0.206782666714492	0.392566969750237	0.5	0.4375	0.0625	chrX:73999634:+_vs_chrX:74004532:+	1	chrX:73999634:+;chrX:74004532:+;chrX:74005703:+	distal	FALSE
CEBPZ	3.14633980785297	0.207386743262266	0.393470145323086	0.5	0.375	0.125	chr2:37228813:-_vs_chr2:37228710:-	0.457142857142857	chr2:37222544:-;chr2:37228710:-;chr2:37228813:-	distal	FALSE
PYCR2	1.588125	0.207594223665509	0.393620216300835	0.95	0.796875	0.153125	chr1:225920591:-_vs_chr1:225919882:-	0.30625	chr1:225919882:-;chr1:225920591:-	distal	FALSE
GTF2H2	3.13953488372093	0.208093570583889	0.394323168980348	1	0.523255813953488	0.476744186046512	chr5:71059717:-_vs_chr5:70447443:+	0.953488372093023	chr5:70447443:+;chr5:71055057:-;chr5:71059717:-	distal	FALSE
ATF6	1.58108334225744	0.208604715788917	0.394903804609564	0.125	0.448275862068966	-0.323275862068966	chr1:161819778:+_vs_chr1:161958796:+	-0.646551724137931	chr1:161819778:+;chr1:161958796:+	proximal	FALSE
SSBP4	1.58071601430976	0.208657587562783	0.394903804609564	0.833333333333333	0.651785714285714	0.181547619047619	chr19:18434423:+_vs_chr19:18434562:+	0.363095238095238	chr19:18434423:+;chr19:18434562:+	distal	FALSE
HTATSF1	3.12776584317938	0.209321711383965	0.395916327639257	0.714285714285714	0.666666666666667	0.0476190476190476	chrX:136502812:+_vs_chrX:136511529:+	0.276190476190476	chrX:136502812:+;chrX:136511529:+;chrX:136512346:+	distal	FALSE
XRN1	1.575	0.20948237571633	0.395975670366769	1	0.53125	0.46875	chr3:142421023:-_vs_chr3:142403937:-	0.9375	chr3:142403937:-;chr3:142421023:-	distal	FALSE
C12orf65	3.125	0.209611387151098	0.395975670366769	1	0.541666666666667	0.458333333333333	chr12:123257036:+_vs_chr12:123257932:+	0.958333333333333	chr12:123256923:+;chr12:123257036:+;chr12:123257932:+	distal	FALSE
FAM104A	3.1227621483376	0.209846058011855	0.396174885384451	0.833333333333333	0.573529411764706	0.259803921568628	chr17:73207797:-_vs_chr17:73207365:-	0.568627450980392	chr17:73207365:-;chr17:73207797:-;chr17:73209120:-	distal	FALSE
TXNIP	4.5246282856577	0.210103992477691	0.396417748268678	0.380952380952381	0.628472222222222	-0.247519841269841	chr1:145995190:-_vs_chr1:145992457:-	-0.431547619047619	chr1:145992457:-;chr1:145993318:-;chr1:145995002:-;chr1:145995190:-	proximal	FALSE
FAM3C	1.55549299299299	0.212326354855418	0.400135314028384	0.5	0.8	-0.3	chr7:121349047:-_vs_chr7:121348874:-	-0.6	chr7:121348874:-;chr7:121349047:-	proximal	FALSE
DCAF8	4.49949494949495	0.212335341136393	0.400135314028384	0.916666666666667	0.545454545454545	0.371212121212121	chr1:160239222:-_vs_chr1:160215720:-	0.695454545454545	chr1:160215720:-;chr1:160216659:-;chr1:160231348:-;chr1:160239222:-	distal	FALSE
DMTF1	5.82470586682788	0.212627394406608	0.400372125220059	0.49	0.419047619047619	0.0709523809523809	chr7:87196050:+_vs_chr7:87196325:+	0.272380952380952	chr7:87179592:+;chr7:87182173:+;chr7:87184421:+;chr7:87196050:+;chr7:87196325:+	distal	FALSE
PANX1	1.55230263157895	0.212795831792061	0.400372125220059	0.692307692307692	0.423076923076923	0.269230769230769	chr11:94179670:+_vs_chr11:94181966:+	0.538461538461538	chr11:94179670:+;chr11:94181966:+	distal	FALSE
TNFAIP8L2-SCNM1	1.55191633597884	0.212852760635582	0.400372125220059	0.5	0.701388888888889	-0.201388888888889	chr1:151167179:+_vs_chr1:151169138:+	-0.402777777777778	chr1:151167179:+;chr1:151169138:+	proximal	FALSE
BPNT1	3.08831990794016	0.213491138299227	0.401326689163353	0.125	0.278481012658228	-0.153481012658228	chr1:220058529:-_vs_chr1:220057549:-	-0.306962025316456	chr1:220057549:-;chr1:220057728:-;chr1:220058529:-	proximal	FALSE
AK9	1.54385964912281	0.214044217209977	0.402119834537861	0	0.578947368421053	-0.578947368421053	chr6:109659270:-_vs_chr6:109613988:-	-1.15789473684211	chr6:109613988:-;chr6:109659270:-	proximal	FALSE
IMMT	3.08114891518738	0.214257983941593	0.402125764467089	0.714285714285714	0.830769230769231	-0.116483516483516	chr2:86173676:-_vs_chr2:86151385:-	-0.324175824175824	chr2:86143936:-;chr2:86151385:-;chr2:86173676:-	proximal	FALSE
RNF141	1.54207179024697	0.214309686607705	0.402125764467089	0.6	0.248175182481752	0.351824817518248	chr11:10513678:-_vs_chr11:10513644:-	0.703649635036496	chr11:10513644:-;chr11:10513678:-	distal	FALSE
SOD1	3.07093873114222	0.215354587415374	0.40383924465782	0.686046511627907	0.756889763779528	-0.0708432521516206	chr21:31668677:+_vs_chr21:31668926:+	-0.162653360190441	chr21:31668523:+;chr21:31668677:+;chr21:31668926:+	proximal	FALSE
EIF2B5	1.5333299512987	0.215613365606195	0.404077370995474	0.5625	0.758064516129032	-0.195564516129032	chr3:184142358:+_vs_chr3:184145311:+	-0.391129032258065	chr3:184142358:+;chr3:184145311:+	proximal	FALSE
ARPC5L	3.06058647390152	0.216472180366008	0.405439037875492	0.125	0.313953488372093	-0.188953488372093	chr9:124876952:+_vs_chr9:124877415:+	-0.546511627906977	chr9:124876952:+;chr9:124877415:+;chr9:124877733:+	proximal	FALSE
UBAC1	1.52262357954545	0.21722289878852	0.406596707988768	0.833333333333333	0.6	0.233333333333333	chr9:135953681:-_vs_chr9:135932969:-	0.466666666666667	chr9:135932969:-;chr9:135953681:-	distal	FALSE
CCT5	3.05173978666399	0.217431832073589	0.406739473543395	0.829545454545454	0.790258449304175	0.0392870052412795	chr5:10264926:+_vs_chr5:10265080:+	0.190493403217061	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	distal	FALSE
PRKDC	3.04687707494135	0.217961129427306	0.407268749139878	0.75	0.447368421052632	0.302631578947368	chr8:47929862:-_vs_chr8:47860949:-	0.605263157894737	chr8:47860949:-;chr8:47915339:-;chr8:47929862:-	distal	FALSE
TLK2	5.75780423280423	0.217980436183477	0.407268749139878	0.625	0.482638888888889	0.142361111111111	chr17:62508470:+_vs_chr17:62586211:+	0.680555555555555	chr17:62508470:+;chr17:62560125:+;chr17:62576774:+;chr17:62586211:+;chr17:62613490:+	distal	FALSE
DAZAP2	1.51645617303064	0.218156568608289	0.407349597657134	0	0.046875	-0.046875	chr12:51243785:+_vs_chr12:51243933:+	-0.09375	chr12:51243785:+;chr12:51243933:+	proximal	FALSE
LBR	4.43230052856917	0.218409002163282	0.407572733190884	0.550724637681159	0.474676089517079	0.0760485481640805	chr1:225419345:-_vs_chr1:225412293:-	0.171915808880012	chr1:225401502:-;chr1:225412293:-;chr1:225419345:-;chr1:225419722:-	distal	FALSE
ABHD17B	4.42708333333333	0.218887234123766	0.408216703055637	0.666666666666667	0.5	0.166666666666667	chr9:71866615:-_vs_chr9:71865367:-	0.958333333333333	chr9:71865301:-;chr9:71865367:-;chr9:71865563:-;chr9:71866615:-	distal	FALSE
GPS2	3.03243137254902	0.219541129415119	0.409049788560237	0.9	0.856770833333333	0.0432291666666667	chr17:7314531:-_vs_chr17:7314311:-	0.179166666666667	chr17:7312675:-;chr17:7314311:-;chr17:7314531:-	distal	FALSE
UQCR10	1.50697819194296	0.219600767113552	0.409049788560237	0	0.0576368876080692	-0.0576368876080692	chr22:29769944:+_vs_chr22:29770406:+	-0.115273775216138	chr22:29769944:+;chr22:29770406:+	proximal	FALSE
SDCBP	1.50609301792373	0.2197362264635	0.409053594618756	0.846153846153846	0.956422018348624	-0.110268172194778	chr8:58579688:+_vs_chr8:58582840:+	-0.220536344389555	chr8:58579688:+;chr8:58582840:+	proximal	FALSE
PAK5	3.01934644303065	0.220982178383355	0.410970587129431	0.625	0.771929824561403	-0.146929824561403	chr20:9539399:-_vs_chr20:9539081:-	-0.31140350877193	chr20:9539081:-;chr20:9539399:-;chr20:9644306:-	proximal	FALSE
NFE2L1	1.49764493563383	0.221034082901641	0.410970587129431	0.875	0.574468085106383	0.300531914893617	chr17:48060076:+_vs_chr17:48061487:+	0.601063829787234	chr17:48060076:+;chr17:48061487:+	distal	FALSE
MTX2	1.49573863636364	0.221328208299984	0.411268052513788	0.777777777777778	0.909090909090909	-0.131313131313131	chr2:176337847:+_vs_chr2:176337935:+	-0.262626262626263	chr2:176337847:+;chr2:176337935:+	proximal	FALSE
SHOC2	4.39847126617361	0.221527178193773	0.411388448420416	0.210526315789474	0.340136054421769	-0.129609738632295	chr10:110964423:+_vs_chr10:111013665:+	-0.281417830290011	chr10:110964423:+;chr10:110964511:+;chr10:111011852:+;chr10:111013665:+	proximal	FALSE
PSMD1	3.00708879650357	0.222340697909654	0.412649261374696	0.5	0.547169811320755	-0.0471698113207547	chr2:231163720:+_vs_chr2:231172760:+	-0.372641509433962	chr2:231075534:+;chr2:231163720:+;chr2:231172760:+	proximal	FALSE
TNKS	1.48697788294062	0.222685951013391	0.412978457015185	0	0.244897959183673	-0.244897959183673	chr8:9734887:+_vs_chr8:9771858:+	-0.489795918367347	chr8:9734887:+;chr8:9771858:+	proximal	FALSE
CFAP36	1.48632543926662	0.222787465069509	0.412978457015185	0.2	0.606060606060606	-0.406060606060606	chr2:55544332:+_vs_chr2:55545073:+	-0.812121212121212	chr2:55544332:+;chr2:55545073:+	proximal	FALSE
PSAP	1.47924175383599	0.223893194635563	0.4147773623883	0.728813559322034	0.641912512716175	0.0869010466058588	chr10:71816549:-_vs_chr10:71816298:-	0.173802093211718	chr10:71816298:-;chr10:71816549:-	distal	FALSE
CHD6	1.47779356060606	0.224120059545119	0.414793304838402	0	0.224489795918367	-0.224489795918367	chr20:41514906:-_vs_chr20:41454543:-	-0.448979591836735	chr20:41454543:-;chr20:41514906:-	proximal	FALSE
DLX6-AS1	4.36874361593463	0.224301138107244	0.414793304838402	0.543071161048689	0.666666666666667	-0.123595505617977	chr7:96979238:-_vs_chr7:96978905:-	-0.719101123595506	chr7:96978424:-;chr7:96978905:-;chr7:96978961:-;chr7:96979238:-	proximal	FALSE
BRK1	1.47659731004291	0.224307664521223	0.414793304838402	0.106060606060606	0.177121771217712	-0.0710611651571061	chr3:10126919:+_vs_chr3:10127190:+	-0.142122330314212	chr3:10126919:+;chr3:10127190:+	proximal	FALSE
SFSWAP	1.4736132218845	0.224776472851663	0.415409684004339	0	0.446808510638298	-0.446808510638298	chr12:131725615:+_vs_chr12:131764498:+	-0.893617021276596	chr12:131725615:+;chr12:131764498:+	proximal	FALSE
MEIS3	1.46679698959577	0.225851737308254	0.417145437703077	0.826923076923077	0.709090909090909	0.117832167832168	chr19:47415876:-_vs_chr19:47403124:-	0.235664335664336	chr19:47403124:-;chr19:47415876:-	distal	FALSE
