gene_id	chisq	pvalue	adj_pvalue	IP	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
BZW2	5.32716714559387	0.0209954841385996	0.048977019363439	0.655172413793103	0.916666666666667	-0.261494252873563	chr7:16697018:+_vs_chr7:16706517:+	-0.522988505747126	chr7:16697018:+;chr7:16706517:+	proximal	TRUE
PNMA2	5.32526785714286	0.021018377951733	0.048977019363439	1	0.4	0.6	chr8:26506927:-_vs_chr8:26504701:-	1.2	chr8:26504701:-;chr8:26506927:-	distal	TRUE
TET2	5.32126696832579	0.021066688802166	0.0490319764022244	0.68	0	0.68	chr4:105235063:+_vs_chr4:105236201:+	1.36	chr4:105235063:+;chr4:105236201:+	distal	TRUE
LONRF1	5.29830325924076	0.0213462082179317	0.0496243035124954	1	0.409090909090909	0.590909090909091	chr8:12736935:-_vs_chr8:12728957:-	1.18181818181818	chr8:12728957:-;chr8:12736935:-	distal	TRUE
OTUB1	5.29345341375417	0.0214057310734085	0.049704408335561	0.263157894736842	0.428571428571429	-0.165413533834586	chr11:63997702:+_vs_chr11:63998412:+	-0.330827067669173	chr11:63997702:+;chr11:63998412:+	proximal	TRUE
SERP1	9.66883043664335	0.0216014846066339	0.0501002853508246	0.423076923076923	0.578616352201258	-0.155539429124335	chr3:150544348:-_vs_chr3:150542510:-	-0.436139332365747	chr3:150541998:-;chr3:150542510:-;chr3:150544220:-;chr3:150544348:-	proximal	FALSE
PSMD11	5.26458333333333	0.0217636319836769	0.0504173857752701	0.244444444444444	0.0666666666666667	0.177777777777778	chr17:32481013:+_vs_chr17:32482380:+	0.355555555555556	chr17:32481013:+;chr17:32482380:+	distal	FALSE
SNX2	5.24744582043343	0.0219790105564515	0.0508569170751965	0.458333333333333	0.157894736842105	0.300438596491228	chr5:122826180:+_vs_chr5:122829753:+	0.600877192982456	chr5:122826180:+;chr5:122829753:+	distal	FALSE
EOMES	5.24519672246945	0.0220074399006772	0.0508628357965956	0.840909090909091	0.333333333333333	0.507575757575758	chr3:27719384:-_vs_chr3:27715953:-	1.01515151515152	chr3:27715953:-;chr3:27719384:-	distal	FALSE
COL11A1	11.4407239819005	0.0220328673470881	0.0508628357965956	0.714285714285714	0.483516483516484	0.230769230769231	chr1:103025930:-_vs_chr1:103022826:-	0.813186813186813	chr1:103021746:-;chr1:103022826:-;chr1:103022894:-;chr1:103025930:-;chr1:103074713:-	distal	FALSE
HAUS5	5.23564976689977	0.0221285412412655	0.0509535388521737	0.2	0.769230769230769	-0.569230769230769	chr19:35623283:+_vs_chr19:35623610:+	-1.13846153846154	chr19:35623283:+;chr19:35623610:+	proximal	FALSE
NSG2	5.23561643835616	0.0221289652145745	0.0509535388521737	0.527397260273973	0.1	0.427397260273973	chr5:174107839:+_vs_chr5:174109179:+	0.854794520547945	chr5:174107839:+;chr5:174109179:+	distal	FALSE
GDE1	5.2340231092437	0.0221492438177376	0.0509535388521737	0	0.566666666666667	-0.566666666666667	chr16:19503016:-_vs_chr16:19501703:-	-1.13333333333333	chr16:19501703:-;chr16:19503016:-	proximal	FALSE
REST	5.22537112010796	0.022259695915512	0.0511482931639169	1	0.458333333333333	0.541666666666667	chr4:56930220:+_vs_chr4:56930492:+	1.08333333333333	chr4:56930220:+;chr4:56930492:+	distal	FALSE
DNPEP	5.20833333333333	0.0224788733661252	0.0515921364410027	0	0.625	-0.625	chr2:219374194:-_vs_chr2:219373063:-	-1.25	chr2:219373063:-;chr2:219374194:-	proximal	FALSE
TMEM14A	5.18346772744344	0.0228027707332478	0.0522750223861622	1	0.753424657534247	0.246575342465753	chr6:52686278:+_vs_chr6:52686588:+	0.493150684931507	chr6:52686278:+;chr6:52686588:+	distal	FALSE
SELENOS	5.18108644044128	0.0228340419197776	0.0522862645807378	1	0.571428571428571	0.428571428571429	chr15:101275264:-_vs_chr15:101272195:-	0.857142857142857	chr15:101272195:-;chr15:101275264:-	distal	FALSE
CAMTA1	5.17635693918761	0.0228962818575315	0.0523683124838349	0	0.17741935483871	-0.17741935483871	chr1:6872020:+_vs_chr1:7751244:+	-0.354838709677419	chr1:6872020:+;chr1:7751244:+	proximal	FALSE
PSMB2	5.17085709656108	0.0229688806379978	0.0524738367570848	0.202380952380952	0.0705882352941176	0.131792717086835	chr1:35603138:-_vs_chr1:35601820:-	0.263585434173669	chr1:35601820:-;chr1:35603138:-	distal	FALSE
FMNL2	5.14008012935897	0.0233795690604478	0.0533506161644051	0.684210526315789	1	-0.315789473684211	chr2:152558773:+_vs_chr2:152618891:+	-0.631578947368421	chr2:152558773:+;chr2:152618891:+	proximal	FALSE
EIF5	9.4909334433823	0.0234280092363677	0.0533997038111692	0.14336917562724	0.154704944178628	-0.0113357685513883	chr14:103341360:+_vs_chr14:103343171:+	-0.129083706333282	chr14:103338372:+;chr14:103339214:+;chr14:103341360:+;chr14:103343171:+	proximal	FALSE
NUP43	5.10942234848485	0.0237962418997908	0.0541372342624158	0.363636363636364	0.888888888888889	-0.525252525252525	chr6:149728994:-_vs_chr6:149724321:-	-1.05050505050505	chr6:149724321:-;chr6:149728994:-	proximal	FALSE
EPHB1	7.4733893557423	0.0238327479957407	0.0541372342624158	0.535714285714286	0	0.535714285714286	chr3:135259353:+_vs_chr3:135260166:+	1.07142857142857	chr3:135259353:+;chr3:135259829:+;chr3:135260166:+	distal	FALSE
BSG	5.10670907050618	0.0238334873984312	0.0541372342624158	0.916083916083916	0.975369458128079	-0.0592855420441628	chr19:582905:+_vs_chr19:583487:+	-0.118571084088326	chr19:582905:+;chr19:583487:+	proximal	FALSE
ATG4B	5.09306602035175	0.024021685830692	0.0545022917646021	0.617647058823529	1	-0.382352941176471	chr2:241667454:+_vs_chr2:241672629:+	-0.764705882352941	chr2:241667454:+;chr2:241672629:+	proximal	FALSE
BCAS2	7.45246464110018	0.0240834036593611	0.0545209994309976	0.77906976744186	0.660714285714286	0.118355481727575	chr1:114567914:-_vs_chr1:114567736:-	0.325166112956811	chr1:114567557:-;chr1:114567736:-;chr1:114567914:-	distal	FALSE
ARF1	7.45233875689785	0.0240849195670973	0.0545209994309976	0.586387434554974	0.642156862745098	-0.0557694281901243	chr1:228098428:+_vs_chr1:228099212:+	-0.154013961605585	chr1:228098267:+;chr1:228098428:+;chr1:228099212:+	proximal	FALSE
NR2F1	9.4197401861239	0.0242006986321139	0.0547206218785427	0.63681592039801	0.448979591836735	0.187836328561275	chr5:93594133:+_vs_chr5:93594611:+	0.467864757843436	chr5:93584750:+;chr5:93594133:+;chr5:93594365:+;chr5:93594611:+	distal	FALSE
RAB5A	7.43423755359848	0.0243038920012717	0.0548913642807764	0.588235294117647	0.626436781609195	-0.0382014874915483	chr3:19984346:+_vs_chr3:19984538:+	-0.227856659905341	chr3:19984346:+;chr3:19984538:+;chr3:19985171:+	proximal	FALSE
MEST	5.03809889517992	0.0247956873323135	0.0559383936063454	1	0.75	0.25	chr7:130501054:+_vs_chr7:130506292:+	0.5	chr7:130501054:+;chr7:130506292:+	distal	FALSE
GLG1	5.02912169352387	0.0249245351945274	0.0560942376524155	0.181818181818182	0.615384615384615	-0.433566433566434	chr16:74463421:-_vs_chr16:74451956:-	-0.867132867132867	chr16:74451956:-;chr16:74463421:-	proximal	FALSE
PCDH9	5.0276755550193	0.0249453562256223	0.0560942376524155	0.241379310344828	0.486486486486487	-0.245107176141659	chr13:67228450:-_vs_chr13:67225821:-	-0.490214352283318	chr13:67225821:-;chr13:67228450:-	proximal	FALSE
MAPRE1	5.02737882601068	0.0249496306653709	0.0560942376524155	0.841121495327103	0.948453608247423	-0.10733211292032	chr20:32849169:+_vs_chr20:32850405:+	-0.21466422584064	chr20:32849169:+;chr20:32850405:+	proximal	FALSE
CCDC112	9.34487734487734	0.0250401749153854	0.0562101266368015	0.666666666666667	0.357142857142857	0.309523809523809	chr5:115271504:-_vs_chr5:115267190:-	0.69047619047619	chr5:115267190:-;chr5:115269704:-;chr5:115271504:-;chr5:115275542:-	distal	FALSE
RAB2A	7.37138009049774	0.0250798625110281	0.0562101266368015	0.925	0.652941176470588	0.272058823529412	chr8:60584814:+_vs_chr8:60621999:+	0.544117647058824	chr8:60584814:+;chr8:60620941:+;chr8:60621999:+	distal	FALSE
MEAF6	9.3389453406633	0.025107901509711	0.0562101266368015	0.619791666666667	0.526315789473684	0.0934758771929824	chr1:37493178:-_vs_chr1:37492578:-	0.34375	chr1:37492578:-;chr1:37493178:-;chr1:37493311:-;chr1:37501813:-	distal	FALSE
AKIRIN1	5.01596966911765	0.0251145598589037	0.0562101266368015	0.888888888888889	0.375	0.513888888888889	chr1:39005148:+_vs_chr1:39005883:+	1.02777777777778	chr1:39005148:+;chr1:39005883:+	distal	FALSE
SNHG16	5.01343410326087	0.0251513671423947	0.0562290428899308	0.333333333333333	0.75	-0.416666666666667	chr17:76563582:+_vs_chr17:76565348:+	-0.833333333333333	chr17:76563582:+;chr17:76565348:+	proximal	FALSE
DCX	5.01102629142394	0.0251863717479378	0.0562438909641448	0.782608695652174	0.357142857142857	0.425465838509317	chrX:111300728:-_vs_chrX:111293779:-	0.850931677018634	chrX:111293779:-;chrX:111300728:-	distal	FALSE
AGO1	5.00037380382775	0.0253418449407807	0.0565274224044636	0.473684210526316	0.1	0.373684210526316	chr1:35920108:+_vs_chr1:35920859:+	0.747368421052632	chr1:35920108:+;chr1:35920859:+	distal	FALSE
OIP5-AS1	7.31097736344059	0.025848862529573	0.0575935892091498	0.788461538461538	0.557377049180328	0.231084489281211	chr15:41298745:+_vs_chr15:41299426:+	0.483606557377049	chr15:41286078:+;chr15:41298745:+;chr15:41299426:+	distal	FALSE
ASCC1	4.96011636636637	0.0259384617955913	0.0577283611006257	1	0.702702702702703	0.297297297297297	chr10:72096907:-_vs_chr10:72096521:-	0.594594594594595	chr10:72096521:-;chr10:72096907:-	distal	FALSE
BAALC	9.26041666666667	0.0260215809645259	0.0578484249469225	0.644444444444444	0.433333333333333	0.211111111111111	chr8:103229869:+_vs_chr8:103230305:+	0.783333333333333	chr8:103228347:+;chr8:103229350:+;chr8:103229869:+;chr8:103230305:+	distal	FALSE
TCTEX1D2	4.93291426967512	0.0263498442115928	0.0585125879861013	0.956521739130435	0.692307692307692	0.264214046822743	chr3:196316118:-_vs_chr3:196291219:-	0.528428093645485	chr3:196291219:-;chr3:196316118:-	distal	FALSE
MORF4L2	7.25553833319031	0.0265754036283898	0.0589474556992135	0.913194444444445	0.957983193277311	-0.0447887488328664	chrX:103676467:-_vs_chrX:103675936:-	-0.0935457516339869	chrX:103675498:-;chrX:103675936:-;chrX:103676467:-	proximal	FALSE
TMCO1	7.24228473998295	0.0267520982358885	0.0592730846947115	0.282608695652174	0.53921568627451	-0.256606990622336	chr1:165759528:-_vs_chr1:165727273:-	-0.513213981244672	chr1:165727273:-;chr1:165727541:-;chr1:165759528:-	proximal	FALSE
C9orf72	4.89871031746032	0.0268767606376659	0.05948283074162	0.714285714285714	0.25	0.464285714285714	chr9:27546966:-_vs_chr9:27546550:-	0.928571428571429	chr9:27546550:-;chr9:27546966:-	distal	FALSE
CAMK2N1	7.22455623297482	0.0269902897517507	0.0596674967421645	0.375	0.455882352941176	-0.0808823529411765	chr1:20483367:-_vs_chr1:20482391:-	-0.465686274509804	chr1:20482391:-;chr1:20483367:-;chr1:20483398:-	proximal	FALSE
MACROH2A1	4.88599457051532	0.0270754311270198	0.0597235469490871	0.858490566037736	0.948905109489051	-0.0904145434513152	chr5:135334456:-_vs_chr5:135334393:-	-0.18082908690263	chr5:135334393:-;chr5:135334456:-	proximal	FALSE
UBAC2	4.88503530782942	0.0270904804291441	0.0597235469490871	0	0.323529411764706	-0.323529411764706	chr13:99386428:+_vs_chr13:99386499:+	-0.647058823529412	chr13:99386428:+;chr13:99386499:+	proximal	FALSE
PON2	9.17064795461332	0.0271059971024601	0.0597235469490871	0.633333333333333	0.859722222222222	-0.226388888888889	chr7:95413312:-_vs_chr7:95404862:-	-0.4375	chr7:95404862:-;chr7:95405094:-;chr7:95412397:-;chr7:95413312:-	proximal	FALSE
HSPA5	10.9482932621943	0.0271513142541618	0.059756999074365	0.705592105263158	0.671006944444444	0.0345851608187134	chr9:125236815:-_vs_chr9:125236247:-	0.161549707602339	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	distal	FALSE
SNX4	4.87741426788249	0.0272103518928034	0.0598205408020278	0.192307692307692	0.5	-0.307692307692308	chr3:125447713:-_vs_chr3:125446666:-	-0.615384615384615	chr3:125446666:-;chr3:125447713:-	proximal	FALSE
EBNA1BP2	7.17822584265595	0.0276228231754442	0.060660086773982	0.76	0.527777777777778	0.232222222222222	chr1:43164748:-_vs_chr1:43164321:-	0.464444444444444	chr1:43164321:-;chr1:43164410:-;chr1:43164748:-	distal	FALSE
DNAJC7	7.1690178414413	0.027750291877951	0.0608725982234256	0.378048780487805	0.595744680851064	-0.217695900363259	chr17:41988852:-_vs_chr17:41976452:-	-0.435391800726518	chr17:41976452:-;chr17:41983564:-;chr17:41988852:-	proximal	FALSE
HECTD4	4.83358350586611	0.027910560342947	0.0611565095691314	0.608695652173913	0	0.608695652173913	chr12:112319261:-_vs_chr12:112231559:-	1.21739130434783	chr12:112231559:-;chr12:112319261:-	distal	FALSE
NPIPA7	4.8125	0.0282540275500502	0.0618407689092159	0.357142857142857	0.75	-0.392857142857143	chr16:18317937:-_vs_chr16:16393954:+	-0.785714285714286	chr16:16393954:+;chr16:18317937:-	proximal	FALSE
CLK3	4.78316326530612	0.028739281925164	0.0628335127426684	0.25	0.5625	-0.3125	chr15:74630118:+_vs_chr15:74630201:+	-0.625	chr15:74630118:+;chr15:74630201:+	proximal	FALSE
SNHG6	4.7769876564689	0.0288425325144477	0.062989803938491	0.984251968503937	0.914285714285714	0.0699662542182228	chr8:66922065:-_vs_chr8:66921934:-	0.139932508436446	chr8:66921934:-;chr8:66922065:-	distal	FALSE
GOSR1	4.75323073308271	0.0292433415303725	0.0637948803682384	0.666666666666667	0.25	0.416666666666667	chr17:30519962:+_vs_chr17:30522797:+	0.833333333333333	chr17:30519962:+;chr17:30522797:+	distal	FALSE
TGIF1	4.73920036764706	0.0294827718208264	0.0642465236491194	0.8125	0.529411764705882	0.283088235294118	chr18:3458346:+_vs_chr18:3458411:+	0.566176470588235	chr18:3458346:+;chr18:3458411:+	distal	FALSE
MRPL35	7.03589743589744	0.029660214274213	0.0645524160415576	0.673913043478261	0.369565217391304	0.304347826086957	chr2:86210823:+_vs_chr2:86213790:+	0.608695652173913	chr2:86210823:+;chr2:86212844:+;chr2:86213790:+	distal	FALSE
MEX3B	4.72725376475377	0.0296882518557239	0.0645524160415576	0.69047619047619	1	-0.30952380952381	chr15:82042785:-_vs_chr15:82041783:-	-0.619047619047619	chr15:82041783:-;chr15:82042785:-	proximal	FALSE
SCOC	4.72260551948052	0.0297686037548797	0.0646562335661845	0.666666666666667	0.909090909090909	-0.242424242424242	chr4:140381874:+_vs_chr4:140382551:+	-0.484848484848485	chr4:140381874:+;chr4:140382551:+	proximal	FALSE
NTN4	4.70975378787879	0.0299919467356201	0.0650700551167774	0.476190476190476	1	-0.523809523809524	chr12:95710210:-_vs_chr12:95658265:-	-1.04761904761905	chr12:95658265:-;chr12:95710210:-	proximal	FALSE
SRP72	8.93810975287044	0.0301251694533938	0.0652876623235845	0.528985507246377	0.437229437229437	0.0917560700169396	chr4:56478498:+_vs_chr4:56495389:+	0.322416713721062	chr4:56478498:+;chr4:56495389:+;chr4:56501840:+;chr4:56501937:+	distal	FALSE
ZFP91	4.69333333333333	0.0302798520625616	0.0655512517904581	0.772727272727273	0.3	0.472727272727273	chr11:58611734:+_vs_chr11:58620962:+	0.945454545454545	chr11:58611734:+;chr11:58620962:+	distal	FALSE
PSMD14	4.67881944444445	0.0305367272221661	0.0660352563593843	0.845238095238095	0.968253968253968	-0.123015873015873	chr2:161411421:+_vs_chr2:161411717:+	-0.246031746031746	chr2:161411421:+;chr2:161411717:+	proximal	FALSE
PSMD5	4.65984158291851	0.030876040101459	0.0666962827028248	0.481481481481481	0.0769230769230769	0.404558404558405	chr9:120817438:-_vs_chr9:120816053:-	0.809116809116809	chr9:120816053:-;chr9:120817438:-	distal	FALSE
GDI2	4.6387362293186	0.0312580128105147	0.0674076772330349	0.73015873015873	0.855769230769231	-0.125610500610501	chr10:5765913:-_vs_chr10:5765223:-	-0.251221001221001	chr10:5765223:-;chr10:5765913:-	proximal	FALSE
TM9SF3	4.63789414414414	0.0312733550450792	0.0674076772330349	0	0.342857142857143	-0.342857142857143	chr10:96565378:-_vs_chr10:96561974:-	-0.685714285714286	chr10:96561974:-;chr10:96565378:-	proximal	FALSE
OAZ1	6.90858043665364	0.0316097324043951	0.068058739802297	0.592696629213483	0.68595041322314	-0.0932537840096572	chr19:2273241:+_vs_chr19:2273488:+	-0.186507568019315	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	proximal	FALSE
ZCRB1	8.82300437356818	0.0317390931736274	0.0682631472487018	0.517241379310345	0.530054644808743	-0.0128132654983983	chr12:42312766:-_vs_chr12:42312086:-	-0.460146975692482	chr12:42312086:-;chr12:42312766:-;chr12:42312985:-;chr12:42313875:-	proximal	FALSE
EIF3K	4.60625511926851	0.0318555266902487	0.0684393384905343	0.782608695652174	0.941176470588235	-0.158567774936061	chr19:38632402:+_vs_chr19:38636952:+	-0.317135549872123	chr19:38632402:+;chr19:38636952:+	proximal	FALSE
PCMT1	6.88441335625159	0.0319940068990889	0.0686624628581097	0.726190476190476	0.875	-0.148809523809524	chr6:149810901:+_vs_chr6:149811415:+	-0.322916666666667	chr6:149802518:+;chr6:149810901:+;chr6:149811415:+	proximal	FALSE
ZNF512	4.58509615384615	0.0322511617043067	0.0691253913751176	0.454545454545455	0.909090909090909	-0.454545454545455	chr2:27621235:+_vs_chr2:27623094:+	-0.909090909090909	chr2:27621235:+;chr2:27623094:+	proximal	FALSE
SENP7	6.86665010236619	0.0322794313733529	0.0691253913751176	0.220588235294118	0.268292682926829	-0.0477044476327116	chr3:101372060:-_vs_chr3:101366661:-	-0.369440459110473	chr3:101361715:-;chr3:101366661:-;chr3:101372060:-	proximal	FALSE
DUSP10	4.56169910541586	0.0326946221573123	0.0699389813785871	0.212765957446809	0.5	-0.287234042553192	chr1:221702042:-_vs_chr1:221701964:-	-0.574468085106383	chr1:221701964:-;chr1:221702042:-	proximal	FALSE
GLRX5	4.54573638167388	0.0330008245578882	0.0705179257524702	0.777777777777778	0.25	0.527777777777778	chr14:95544606:+_vs_chr14:95544714:+	1.05555555555556	chr14:95544606:+;chr14:95544714:+	distal	FALSE
NUCKS1	8.70573231738832	0.0334703189862172	0.0714441792784377	0.600600600600601	0.597979797979798	0.00262080262080266	chr1:205720620:-_vs_chr1:205719595:-	-0.161998361998362	chr1:205718354:-;chr1:205719554:-;chr1:205719595:-;chr1:205720620:-	proximal	FALSE
PGM3	4.51470085470085	0.0336047621369729	0.0716540250727066	0	0.615384615384615	-0.615384615384615	chr6:83174416:-_vs_chr6:83168909:-	-1.23076923076923	chr6:83168909:-;chr6:83174416:-	proximal	FALSE
REEP5	6.78004179728318	0.0337079724413766	0.071775008161498	0.833333333333333	0.586206896551724	0.247126436781609	chr5:112878645:-_vs_chr5:112876385:-	0.494252873563218	chr5:112876385:-;chr5:112878492:-;chr5:112878645:-	distal	FALSE
EMC2	4.50676780116435	0.033760981105327	0.071775008161498	0	0.424242424242424	-0.424242424242424	chr8:108486918:+_vs_chr8:108487418:+	-0.848484848484848	chr8:108486918:+;chr8:108487418:+	proximal	FALSE
TPM3	10.4303470186925	0.0337700870472403	0.071775008161498	0.69758064516129	0.638461538461538	0.059119106699752	chr1:154173157:-_vs_chr1:154156838:-	0.189205955334988	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154172030:-;chr1:154173157:-	distal	FALSE
CANT1	4.50152793451324	0.0338645813774587	0.0718987846589942	0.588235294117647	0.260869565217391	0.327365728900256	chr17:78993065:-_vs_chr17:78991716:-	0.654731457800511	chr17:78991716:-;chr17:78993065:-	distal	FALSE
USP10	6.75746539995308	0.0340906304272828	0.0723013049596812	0.28448275862069	0.112244897959184	0.172237860661506	chr16:84744942:+_vs_chr16:84779922:+	0.344475721323012	chr16:84744942:+;chr16:84764141:+;chr16:84779922:+	distal	FALSE
PABPN1	4.47328474903475	0.0344287434598796	0.0729403827787835	0.266666666666667	0.459459459459459	-0.192792792792793	chr14:23325369:+_vs_chr14:23326163:+	-0.385585585585586	chr14:23325369:+;chr14:23326163:+	proximal	FALSE
OSBPL8	6.72913515018778	0.0345769648264429	0.0731762233199959	0.611111111111111	0.391891891891892	0.219219219219219	chr12:76399941:-_vs_chr12:76356694:-	0.606606606606607	chr12:76356633:-;chr12:76356694:-;chr12:76399941:-	distal	FALSE
YBEY	4.45878692386045	0.0347221474273955	0.0733372613146423	0.454545454545455	1	-0.545454545454545	chr21:46296708:+_vs_chr21:46297723:+	-1.09090909090909	chr21:46296708:+;chr21:46297723:+	proximal	FALSE
DCTN6	4.45854704906875	0.0347270238902921	0.0733372613146423	0.407407407407407	0.209677419354839	0.197729988052569	chr8:30183538:+_vs_chr8:30183634:+	0.395459976105137	chr8:30183538:+;chr8:30183634:+	distal	FALSE
GPANK1	4.44586791497976	0.0349858026077934	0.0737882118618393	0.416666666666667	0.717948717948718	-0.301282051282051	chr6:31664262:-_vs_chr6:31662085:-	-0.602564102564103	chr6:31662085:-;chr6:31664262:-	proximal	FALSE
TBPL1	4.44444444444444	0.0350149810196625	0.0737882118618393	0.52	0.133333333333333	0.386666666666667	chr6:133987490:+_vs_chr6:133989226:+	0.773333333333333	chr6:133987490:+;chr6:133989226:+	distal	FALSE
SLC25A36	6.69731800766283	0.0351314336449604	0.0739550243290409	0.423076923076923	0.512820512820513	-0.0897435897435897	chr3:140977947:+_vs_chr3:140979939:+	-0.666666666666667	chr3:140976546:+;chr3:140977947:+;chr3:140979939:+	proximal	FALSE
DCP2	4.42801339285714	0.0353536344966994	0.0743438570593372	1	0.416666666666667	0.583333333333333	chr5:113004071:+_vs_chr5:113008005:+	1.16666666666667	chr5:113004071:+;chr5:113008005:+	distal	FALSE
PHYHIPL	6.67329414271569	0.0355559747283994	0.0746639154671586	0.368421052631579	0.260204081632653	0.108216970998926	chr10:59246145:+_vs_chr10:59246330:+	0.333297529538131	chr10:59246145:+;chr10:59246330:+;chr10:59246569:+	distal	FALSE
RB1	4.41706730769231	0.0355811397460741	0.0746639154671586	0.65	0	0.65	chr13:48342621:+_vs_chr13:48465352:+	1.3	chr13:48342621:+;chr13:48465352:+	distal	FALSE
ASF1A	8.56430267523771	0.0356812755368619	0.0747488424332529	0.541218637992832	0.606060606060606	-0.0648419680677745	chr6:118909094:+_vs_chr6:118909126:+	-0.397360703812317	chr6:118907800:+;chr6:118907863:+;chr6:118909094:+;chr6:118909126:+	proximal	FALSE
BRIX1	6.66537717601547	0.0356970014040799	0.0747488424332529	0.74468085106383	0.638297872340426	0.106382978723404	chr5:34925618:+_vs_chr5:34925682:+	0.48936170212766	chr5:34925460:+;chr5:34925618:+;chr5:34925682:+	distal	FALSE
AKAP9	4.3888995215311	0.0361736547209704	0.0756670435777261	0.518518518518518	0.2	0.318518518518518	chr7:92000950:+_vs_chr7:92001450:+	0.637037037037037	chr7:92000950:+;chr7:92001450:+	distal	FALSE
CCT5	6.6321320537924	0.0362953361422234	0.0758415717281654	0.77027027027027	0.641975308641975	0.128294961628295	chr5:10264926:+_vs_chr5:10265080:+	0.298965632298966	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	distal	FALSE
SLC3A2	4.35471977217106	0.0369065306321551	0.0769725496207494	0.783783783783784	0.643518518518518	0.140265265265265	chr11:62888785:+_vs_chr11:62888860:+	0.280530530530531	chr11:62888785:+;chr11:62888860:+	distal	FALSE
TMEM30A	4.35436501842752	0.0369142181993609	0.0769725496207494	0.375	0.810810810810811	-0.435810810810811	chr6:75253626:-_vs_chr6:75252924:-	-0.871621621621622	chr6:75252924:-;chr6:75253626:-	proximal	FALSE
MRPS9	4.34652238005896	0.0370845983835127	0.0772465951622958	0.658536585365854	1	-0.341463414634146	chr2:105098774:+_vs_chr2:105099946:+	-0.682926829268293	chr2:105098774:+;chr2:105099946:+	proximal	FALSE
HNRNPA0	4.34252432446058	0.0371717723254786	0.0773469302428375	0.875	0.379310344827586	0.495689655172414	chr5:137752617:-_vs_chr5:137751573:-	0.991379310344828	chr5:137751573:-;chr5:137752617:-	distal	FALSE
RHOBTB3	4.33975308641975	0.0372323225601119	0.0773917145038804	0.6	0.888888888888889	-0.288888888888889	chr5:95737021:+_vs_chr5:95752302:+	-0.577777777777778	chr5:95737021:+;chr5:95752302:+	proximal	FALSE
PITPNB	4.30511398883375	0.0379979487259579	0.0789004526948424	0.523809523809524	0.192307692307692	0.331501831501832	chr22:27853354:-_vs_chr22:27851674:-	0.663003663003663	chr22:27851674:-;chr22:27853354:-	distal	FALSE
HMGB1	10.0815856741521	0.039075579617349	0.0810532158799195	0.37984496124031	0.341423948220065	0.0384210130202454	chr13:30460895:-_vs_chr13:30459850:-	0.147700760141492	chr13:30459850:-;chr13:30460754:-;chr13:30460895:-;chr13:30461262:-;chr13:30461454:-	distal	FALSE
EXOC7	4.25251667490119	0.0391922099513735	0.0811908898782433	1	0.304347826086957	0.695652173913043	chr17:76083577:-_vs_chr17:76081016:-	1.39130434782609	chr17:76081016:-;chr17:76083577:-	distal	FALSE
RPP30	4.25114662630019	0.039223838882177	0.0811908898782433	0.181818181818182	0.486486486486487	-0.304668304668305	chr10:90900751:+_vs_chr10:90900843:+	-0.609336609336609	chr10:90900751:+;chr10:90900843:+	proximal	FALSE
PAIP2	8.35132221361896	0.0392824322139502	0.0812273859022558	0.764227642276423	0.724279835390946	0.0399478068854764	chr5:139363922:+_vs_chr5:139368970:+	0.232460102378802	chr5:139363922:+;chr5:139365212:+;chr5:139368970:+;chr5:139369717:+	distal	FALSE
GAPVD1	4.23684757834758	0.0395555491405662	0.081706931193482	0.692307692307692	0.3	0.392307692307692	chr9:125307863:+_vs_chr9:125342256:+	0.784615384615384	chr9:125307863:+;chr9:125342256:+	distal	FALSE
PAFAH1B3	4.23292463436428	0.0396470673649781	0.0818107539903762	0.981042654028436	0.936936936936937	0.0441057170914991	chr19:42300492:-_vs_chr19:42297036:-	0.0882114341829982	chr19:42297036:-;chr19:42300492:-	distal	FALSE
ATP6V1D	6.43003290747193	0.0401546731237992	0.0827720548903261	0.513888888888889	0.64	-0.126111111111111	chr14:67338071:-_vs_chr14:67337872:-	-0.309444444444444	chr14:67337872:-;chr14:67338071:-;chr14:67338720:-	proximal	FALSE
BCLAF1	8.29814288346627	0.0402355682819473	0.0828526811039475	0.517412935323383	0.625514403292181	-0.108101467968798	chr6:136276439:-_vs_chr6:136261275:-	-0.26239174497881	chr6:136261275:-;chr6:136272002:-;chr6:136276045:-;chr6:136276439:-	proximal	FALSE
PTN	11.6233211261111	0.0403300360269322	0.0829610595865212	0.489130434782609	0.530380577427822	-0.0412501426452128	chr7:137254860:-_vs_chr7:137227592:-	-0.106712883715623	chr7:137227460:-;chr7:137227592:-;chr7:137227822:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	proximal	FALSE
COMMD5	4.16840277777778	0.0411846073972877	0.0846311673252037	0.714285714285714	0.380952380952381	0.333333333333333	chr8:144850457:-_vs_chr8:144850182:-	0.666666666666667	chr8:144850182:-;chr8:144850457:-	distal	FALSE
RBCK1	4.15928819444444	0.0414068015601003	0.0849996764944916	0.833333333333333	0.375	0.458333333333333	chr20:410764:+_vs_chr20:430966:+	0.916666666666667	chr20:410764:+;chr20:430966:+	distal	FALSE
