gene_id	chisq	pvalue	adj_pvalue	PgG2M	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ATP5PD	3.26832544612048	0.19511566877709	0.349267826982194	0.857142857142857	0.77536231884058	-0.0817805383022775	chr17:75040098:-_vs_chr17:75038972:-	-0.358178053830228	chr17:75038863:-;chr17:75038972:-;chr17:75040098:-	proximal	FALSE
SMIM7	1.67359203296703	0.195778101236132	0.349970233382107	1	0.416666666666667	-0.583333333333333	chr19:16646559:-_vs_chr19:16646151:-	-1.16666666666667	chr19:16646151:-;chr19:16646559:-	proximal	FALSE
PRRC2C	1.66927954292085	0.196355061532932	0.350518126372838	0.888888888888889	0.576923076923077	-0.311965811965812	chr1:171515809:+_vs_chr1:171532830:+	-0.623931623931624	chr1:171515809:+;chr1:171532830:+	proximal	FALSE
NEK2	1.65653409090909	0.198071934410635	0.35309659834413	0.738095238095238	1	0.261904761904762	chr1:211663206:-_vs_chr1:211662772:-	0.523809523809524	chr1:211662772:-;chr1:211663206:-	distal	FALSE
MAPK1IP1L	1.64792933632998	0.199240993943029	0.354453984695501	0.8	0.524590163934426	-0.275409836065574	chr14:55065926:+_vs_chr14:55066216:+	-0.550819672131148	chr14:55065926:+;chr14:55066216:+	proximal	FALSE
MAP4	1.64690745335907	0.199380366391219	0.354453984695501	0.142857142857143	0.476190476190476	0.333333333333333	chr3:47916689:-_vs_chr3:47916622:-	0.666666666666667	chr3:47916622:-;chr3:47916689:-	distal	FALSE
RAB10	1.6241939484127	0.202507991558631	0.359521037068474	1	0.428571428571429	-0.571428571428571	chr2:26135383:+_vs_chr2:26135473:+	-1.14285714285714	chr2:26135383:+;chr2:26135473:+	proximal	FALSE
DEK	7.24200854859443	0.203255002539129	0.360353602312875	0.464705882352941	0.516129032258065	0.0514231499051234	chr6:18256382:-_vs_chr6:18237407:-	0.276280834914611	chr6:18224181:-;chr6:18226201:-;chr6:18236506:-;chr6:18237407:-;chr6:18249697:-;chr6:18256382:-	distal	FALSE
PTTG1	1.60279410120115	0.205507694915744	0.363537016015417	0.924764890282132	0.973333333333333	0.0485684430512017	chr5:160422892:+_vs_chr5:160428739:+	0.0971368861024033	chr5:160422892:+;chr5:160428739:+	distal	FALSE
YBX1	3.1635326599784	0.20561159933588	0.363537016015417	0.452479338842975	0.50253036437247	0.0500510255294945	chr1:42700837:+_vs_chr1:42702348:+	0.100102051058989	chr1:42700837:+;chr1:42702026:+;chr1:42702348:+	distal	FALSE
OS9	1.59953757731357	0.205968755074857	0.363672352284762	0.333333333333333	0.684210526315789	0.350877192982456	chr12:57719089:+_vs_chr12:57721557:+	0.701754385964912	chr12:57719089:+;chr12:57721557:+	distal	FALSE
FKBP3	1.59047865963924	0.207257760045505	0.364630734390642	1	0.857142857142857	-0.142857142857143	chr14:45116046:-_vs_chr14:45115902:-	-0.285714285714286	chr14:45115902:-;chr14:45116046:-	proximal	FALSE
TRIM37	3.14756944444444	0.207259277286437	0.364630734390642	0	0.635416666666667	0.635416666666667	chr17:59088303:-_vs_chr17:59047704:-	1.27083333333333	chr17:59047704:-;chr17:59051227:-;chr17:59088303:-	distal	FALSE
TFDP1	3.14444808385195	0.207582995301168	0.364630734390642	1	0.633802816901408	-0.366197183098592	chr13:113641204:+_vs_chr13:113641470:+	-0.732394366197183	chr13:113641204:+;chr13:113641248:+;chr13:113641470:+	proximal	FALSE
ARL8B	1.587307666122	0.207711215324479	0.364630734390642	1	0.4375	-0.5625	chr3:5180746:+_vs_chr3:5180911:+	-1.125	chr3:5180746:+;chr3:5180911:+	proximal	FALSE
RPS6	4.54948826125498	0.20791829684775	0.364630734390642	0.88107202680067	0.860863095238095	-0.0202089315625749	chr9:19378372:-_vs_chr9:19376539:-	-0.061490488155061	chr9:19376255:-;chr9:19376539:-;chr9:19378372:-;chr9:19378772:-	proximal	FALSE
ZFR	3.13008184996821	0.209079456424761	0.36617158854931	0.590909090909091	0.734375	0.143465909090909	chr5:32406855:-_vs_chr5:32397219:-	0.292613636363636	chr5:32395232:-;chr5:32397219:-;chr5:32406855:-	distal	FALSE
FBXO7	1.56985871271586	0.210227533232884	0.3668335921909	1	0.6	-0.4	chr22:32498173:+_vs_chr22:32498829:+	-0.8	chr22:32498173:+;chr22:32498829:+	proximal	FALSE
RAD51AP1	1.569375	0.210297802071725	0.3668335921909	0.545454545454545	0.25	-0.295454545454545	chr12:4553080:+_vs_chr12:4560047:+	-0.590909090909091	chr12:4553080:+;chr12:4560047:+	proximal	FALSE
HTR2A	1.569314422137	0.210306604164999	0.3668335921909	1	0.645161290322581	-0.354838709677419	chr13:46895302:-_vs_chr13:46895150:-	-0.709677419354839	chr13:46895150:-;chr13:46895302:-	proximal	FALSE
GNAS	3.11073950218682	0.211111309570514	0.367742281187347	0.8375	0.743243243243243	-0.0942567567567566	chr20:58910868:+_vs_chr20:58911174:+	-0.188513513513513	chr20:58910868:+;chr20:58911126:+;chr20:58911174:+	proximal	FALSE
PALLD	4.50660450660451	0.211701936444584	0.368276120311653	0	0.34965034965035	0.34965034965035	chr4:168924387:+_vs_chr4:168926513:+	1.14685314685315	chr4:168924387:+;chr4:168926513:+;chr4:168926656:+;chr4:168928414:+	distal	FALSE
ID4	7.1143001442565	0.212277514599133	0.368782384611898	0.296551724137931	0.354066985645933	0.0575152615080019	chr6:19839363:+_vs_chr6:19842197:+	0.135538689985151	chr6:19839363:+;chr6:19839824:+;chr6:19840447:+;chr6:19840684:+;chr6:19840940:+;chr6:19842197:+	distal	FALSE
LSM14A	3.08770164063268	0.213557145796894	0.370508783069311	0.220588235294118	0.348275862068965	0.127687626774848	chr19:34219566:+_vs_chr19:34228096:+	0.255375253549696	chr19:34219566:+;chr19:34219778:+;chr19:34228096:+	distal	FALSE
SYF2	1.54385964912281	0.214044217209977	0.370857360299639	1	0.421052631578947	-0.578947368421053	chr1:25223335:-_vs_chr1:25222679:-	-1.15789473684211	chr1:25222679:-;chr1:25223335:-	proximal	FALSE
TP53BP2	1.53777573529412	0.214949186365996	0.371928098171336	0.3125	0.588235294117647	0.275735294117647	chr1:223810474:-_vs_chr1:223780088:-	0.551470588235294	chr1:223780088:-;chr1:223810474:-	distal	FALSE
TXNL4A	1.50307808117472	0.220198355628192	0.38027798589754	0	0.206896551724138	0.206896551724138	chr18:79973513:-_vs_chr18:79973406:-	0.413793103448276	chr18:79973406:-;chr18:79973513:-	distal	FALSE
NKAIN4	1.50201420671243	0.220361703247726	0.38027798589754	0	0.260869565217391	0.260869565217391	chr20:63241255:-_vs_chr20:63240784:-	0.521739130434783	chr20:63240784:-;chr20:63241255:-	distal	FALSE
RBM48	1.48798918992885	0.222528710641792	0.383506926850747	0	0.342857142857143	0.342857142857143	chr7:92537509:+_vs_chr7:92538003:+	0.685714285714286	chr7:92537509:+;chr7:92538003:+	distal	FALSE
RBM10	1.48033163265306	0.223722642508144	0.384610019756522	0.714285714285714	0.46875	-0.245535714285714	chrX:47185107:+_vs_chrX:47186813:+	-0.491071428571429	chrX:47185107:+;chrX:47186813:+	proximal	FALSE
SERINC1	1.48007805114388	0.223762310876866	0.384610019756522	1	0.853658536585366	-0.146341463414634	chr6:122443997:-_vs_chr6:122443351:-	-0.292682926829268	chr6:122443351:-;chr6:122443997:-	proximal	FALSE
ARF1	1.4757178030606	0.224445715494514	0.385273705007801	0.534883720930233	0.647959183673469	0.113075462743237	chr1:228098267:+_vs_chr1:228099212:+	0.226150925486474	chr1:228098267:+;chr1:228099212:+	distal	FALSE
UFM1	2.98297639213788	0.225037506285175	0.385778582203157	0.571428571428571	0.41304347826087	-0.158385093167702	chr13:38355693:+_vs_chr13:38361153:+	-0.475155279503106	chr13:38355693:+;chr13:38361153:+;chr13:38361891:+	proximal	FALSE
KTN1	2.97835497835498	0.225558103243635	0.386160240163475	1	0.380952380952381	-0.619047619047619	chr14:55612413:+_vs_chr14:55641194:+	-1.23809523809524	chr14:55612413:+;chr14:55629993:+;chr14:55641194:+	proximal	FALSE
ZFAND5	1.46393938868265	0.226304361478635	0.386926718306478	0.708333333333333	0.540540540540541	-0.167792792792793	chr9:72355652:-_vs_chr9:72354458:-	-0.335585585585586	chr9:72354458:-;chr9:72355652:-	proximal	FALSE
JAM2	1.45432692307692	0.227834928116401	0.389030391092036	0	0.461538461538462	0.461538461538462	chr21:25714736:+_vs_chr21:25715266:+	0.923076923076923	chr21:25714736:+;chr21:25715266:+	distal	FALSE
ARPP19	1.44375	0.22953347163684	0.39141497268598	1	0.607142857142857	-0.392857142857143	chr15:52550792:-_vs_chr15:52549549:-	-0.785714285714286	chr15:52549549:-;chr15:52550792:-	proximal	FALSE
NEK6	1.44109763391294	0.229961801998178	0.391630085925938	0	0.268292682926829	0.268292682926829	chr9:124351458:+_vs_chr9:124352087:+	0.536585365853659	chr9:124351458:+;chr9:124352087:+	distal	FALSE
VIM	2.93491527341212	0.230510783005188	0.392049835662367	0.944186046511628	0.93986013986014	-0.00432590665148802	chr10:17237274:+_vs_chr10:17237341:+	-0.0263132216620589	chr10:17237274:+;chr10:17237341:+;chr10:17237590:+	proximal	FALSE
HSBP1	2.93021538898387	0.231053106990426	0.392457177797631	0.233333333333333	0.378048780487805	0.144715447154472	chr16:83811666:+_vs_chr16:83812993:+	0.289430894308943	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	FALSE
FBXL5	1.43181818181818	0.231467939334126	0.392647185048465	0.444444444444444	0.727272727272727	0.282828282828283	chr4:15638632:-_vs_chr4:15605006:-	0.565656565656566	chr4:15605006:-;chr4:15638632:-	distal	FALSE
NGRN	1.42898148148148	0.231930733168797	0.392917947956549	0.844444444444444	0.920289855072464	0.0758454106280193	chr15:90271552:+_vs_chr15:90272195:+	0.151690821256039	chr15:90271552:+;chr15:90272195:+	distal	FALSE
NRG1	5.5631845637379	0.234231081684477	0.396296973711596	0.666666666666667	0.52390438247012	-0.142762284196547	chr8:32595981:+_vs_chr8:32743222:+	-0.455511288180611	chr8:32595981:+;chr8:32729095:+;chr8:32743055:+;chr8:32743222:+;chr8:32764469:+	proximal	FALSE
PPIG	1.40374331550802	0.23609782178879	0.398435027669312	0	0.458333333333333	0.458333333333333	chr2:169630966:+_vs_chr2:169636763:+	0.916666666666667	chr2:169630966:+;chr2:169636763:+	distal	FALSE
PTBP2	2.88691796008869	0.236109646026259	0.398435027669312	1	0.48780487804878	-0.51219512195122	chr1:96814560:+_vs_chr1:96814793:+	-1.24390243902439	chr1:96770821:+;chr1:96814560:+;chr1:96814793:+	proximal	FALSE
FOS	1.38941174968463	0.238504466129754	0.401952910408532	0.863157894736842	0.826741996233522	-0.0364158985033205	chr14:75281900:+_vs_chr14:75282230:+	-0.0728317970066409	chr14:75281900:+;chr14:75282230:+	proximal	FALSE
ASPM	5.50719314355678	0.239097919576142	0.402429745156728	0.461038961038961	0.555555555555556	0.0945165945165946	chr1:197143958:-_vs_chr1:197142638:-	0.248196248196248	chr1:197091013:-;chr1:197142638:-;chr1:197143597:-;chr1:197143777:-;chr1:197143958:-	distal	FALSE
MIR100HG	1.37892075596817	0.240285067398975	0.403903303954697	0	0.448275862068966	0.448275862068966	chr11:122091019:-_vs_chr11:122089110:-	0.896551724137931	chr11:122089110:-;chr11:122091019:-	distal	FALSE
PSMD2	1.36848350874166	0.24207260882863	0.40638095989884	0.642857142857143	0.782608695652174	0.139751552795031	chr3:184306461:+_vs_chr3:184309050:+	0.279503105590062	chr3:184306461:+;chr3:184309050:+	distal	FALSE
FAXDC2	1.35594668489405	0.244241193579968	0.40949105676538	0	0.678571428571429	0.678571428571429	chr5:154820091:-_vs_chr5:154818492:-	1.35714285714286	chr5:154818492:-;chr5:154820091:-	distal	FALSE
PPP2R5C	1.35384615384615	0.244606850827929	0.409574261851417	0.666666666666667	0.333333333333333	-0.333333333333333	chr14:101912451:+_vs_chr14:101912625:+	-0.666666666666667	chr14:101912451:+;chr14:101912625:+	proximal	FALSE
OSER1	1.34367302955665	0.24638725930624	0.411356680940669	0.689655172413793	0.25	-0.439655172413793	chr20:44196912:-_vs_chr20:44195939:-	-0.879310344827586	chr20:44195939:-;chr20:44196912:-	proximal	FALSE
AK6	1.3435451931969	0.246409732612993	0.411356680940669	1	0.710526315789474	-0.289473684210526	chr5:69351811:-_vs_chr5:69351726:-	-0.578947368421053	chr5:69351726:-;chr5:69351811:-	proximal	FALSE
ENC1	1.34232954545455	0.246623565656559	0.411356680940669	0.238095238095238	0.365079365079365	0.126984126984127	chr5:74629891:-_vs_chr5:74627409:-	0.253968253968254	chr5:74627409:-;chr5:74629891:-	distal	FALSE
PUS7	1.33980082417582	0.247069096320907	0.411570114179814	1	0.458333333333333	-0.541666666666667	chr7:105457387:-_vs_chr7:105456503:-	-1.08333333333333	chr7:105456503:-;chr7:105457387:-	proximal	FALSE
ZCRB1	4.13124370587434	0.247636480969852	0.41184295772883	0.403508771929825	0.530054644808743	0.126545872878919	chr12:42313875:-_vs_chr12:42312086:-	0.263157894736842	chr12:42312086:-;chr12:42312766:-;chr12:42312985:-;chr12:42313875:-	distal	FALSE
HILPDA	1.33527786114446	0.24786844678124	0.41184295772883	0.714285714285714	0.375	-0.339285714285714	chr7:128457930:+_vs_chr7:128458418:+	-0.678571428571429	chr7:128457930:+;chr7:128458418:+	proximal	FALSE
GCSH	2.77502645502645	0.24969546903065	0.414347410837032	0.25	0.523809523809524	0.273809523809524	chr16:81082717:-_vs_chr16:81082115:-	0.547619047619048	chr16:81082115:-;chr16:81082324:-;chr16:81082717:-	distal	FALSE
DYNC1LI1	1.32101521164021	0.250409933203498	0.415001628429326	0	0.666666666666667	0.666666666666667	chr3:32534604:-_vs_chr3:32525974:-	1.33333333333333	chr3:32525974:-;chr3:32534604:-	distal	FALSE
FHL1	1.31525826446281	0.251444820268205	0.416184530099098	1	0.928571428571429	-0.0714285714285714	chrX:136210262:+_vs_chrX:136211354:+	-0.142857142857143	chrX:136210262:+;chrX:136211354:+	proximal	FALSE
TMCO1	2.75223422702414	0.252557302981807	0.417492684520946	0.785714285714286	0.53921568627451	-0.246498599439776	chr1:165759528:-_vs_chr1:165727273:-	-0.492997198879552	chr1:165727273:-;chr1:165727541:-;chr1:165759528:-	proximal	FALSE
LANCL1	1.3021164441619	0.253826992363366	0.419057047264868	1	0.333333333333333	-0.666666666666667	chr2:210434127:-_vs_chr2:210431251:-	-1.33333333333333	chr2:210431251:-;chr2:210434127:-	proximal	FALSE
DNAJC2	1.28251842403628	0.257431301611322	0.424466878992714	0.25	0.571428571428571	0.321428571428571	chr7:103327693:-_vs_chr7:103322511:-	0.642857142857143	chr7:103322511:-;chr7:103327693:-	distal	FALSE
BRD8	1.26786326550605	0.260167912861054	0.428434072513248	0.448275862068966	0.625	0.176724137931034	chr5:138161039:-_vs_chr5:138157167:-	0.353448275862069	chr5:138157167:-;chr5:138161039:-	distal	FALSE
GTF3A	1.25085014276504	0.263390166731582	0.432919940430822	1	0.727272727272727	-0.272727272727273	chr13:27435181:+_vs_chr13:27435688:+	-0.545454545454545	chr13:27435181:+;chr13:27435688:+	proximal	FALSE
GDI1	1.24996031872004	0.263560056327098	0.432919940430822	1	0.857142857142857	-0.142857142857143	chrX:154443292:+_vs_chrX:154443467:+	-0.285714285714286	chrX:154443292:+;chrX:154443467:+	proximal	FALSE
HNRNPH3	3.97328914793849	0.264362902247275	0.433689014319581	0.55026455026455	0.610441767068273	0.0601772168037228	chr10:68341301:+_vs_chr10:68343193:+	0.152801682922165	chr10:68341301:+;chr10:68341788:+;chr10:68342271:+;chr10:68343193:+	distal	FALSE
POLD3	1.2375	0.265953409312842	0.435746673159853	0.833333333333333	0.481481481481481	-0.351851851851852	chr11:74618792:+_vs_chr11:74636241:+	-0.703703703703704	chr11:74618792:+;chr11:74636241:+	proximal	FALSE
EMC2	1.22414949181254	0.268547847149198	0.438887780460732	0	0.424242424242424	0.424242424242424	chr8:108486918:+_vs_chr8:108487418:+	0.848484848484848	chr8:108486918:+;chr8:108487418:+	distal	FALSE
ROCK1	1.22414949181254	0.268547847149198	0.438887780460732	0	0.424242424242424	0.424242424242424	chr18:21015456:-_vs_chr18:20979916:-	0.848484848484848	chr18:20979916:-;chr18:21015456:-	distal	FALSE
MSMO1	3.92992291727884	0.269131293369519	0.43928735038652	0.857142857142857	0.593317033414833	-0.263825823728024	chr4:165341915:+_vs_chr4:165343164:+	-0.446734194900454	chr4:165341915:+;chr4:165342063:+;chr4:165343070:+;chr4:165343164:+	proximal	FALSE
EPC1	1.21904761904762	0.269547638155166	0.439413508237856	0	0.428571428571429	0.428571428571429	chr10:32293657:-_vs_chr10:32287239:-	0.857142857142857	chr10:32287239:-;chr10:32293657:-	distal	FALSE
HNRNPA0	1.21718754947595	0.269913303538181	0.439456835911411	0.636363636363636	0.379310344827586	-0.25705329153605	chr5:137752617:-_vs_chr5:137751573:-	-0.5141065830721	chr5:137751573:-;chr5:137752617:-	proximal	FALSE
PARP1	2.61088942346765	0.271051968248096	0.440757027414721	0.0833333333333333	0.195035460992908	0.111702127659574	chr1:226388689:-_vs_chr1:226361003:-	0.223404255319149	chr1:226361003:-;chr1:226379623:-;chr1:226388689:-	distal	FALSE
FAM49B	1.20723334205477	0.271880744414206	0.441550682657659	0	0.269230769230769	0.269230769230769	chr8:129841470:-_vs_chr8:129839878:-	0.538461538461539	chr8:129839878:-;chr8:129841470:-	distal	FALSE
CCDC59	1.19850852272727	0.273619980429131	0.443819142222971	0.75	0.466666666666667	-0.283333333333333	chr12:82354546:-_vs_chr12:82353252:-	-0.566666666666667	chr12:82353252:-;chr12:82354546:-	proximal	FALSE
ANP32A	2.58507034878818	0.274573807499651	0.444809568149435	0.463414634146341	0.466101694915254	0.00268706076891279	chr15:68780105:-_vs_chr15:68779873:-	0.18685407193055	chr15:68778907:-;chr15:68779873:-;chr15:68780105:-	distal	FALSE
PSMD10	1.18933971102669	0.27546278485667	0.445422984222558	0.724137931034483	0.836734693877551	0.112596762843068	chrX:108085038:-_vs_chrX:108084218:-	0.225193525686137	chrX:108084218:-;chrX:108085038:-	distal	FALSE
BTF3L4	1.18845817643895	0.275640781102913	0.445422984222558	0.846153846153846	0.636363636363636	-0.20979020979021	chr1:52087155:+_vs_chr1:52088387:+	-0.41958041958042	chr1:52087155:+;chr1:52088387:+	proximal	FALSE
FAM120AOS	1.18676270417423	0.275983531119378	0.445422984222558	0	0.655172413793103	0.655172413793103	chr9:93447367:-_vs_chr9:93446500:-	1.31034482758621	chr9:93446500:-;chr9:93447367:-	distal	FALSE
PAICS	2.56797463337297	0.276930884965979	0.446396053377996	0.25	0.448275862068966	0.198275862068966	chr4:56459542:+_vs_chr4:56461361:+	0.396551724137931	chr4:56459542:+;chr4:56459648:+;chr4:56461361:+	distal	FALSE
OTUD6B	1.17482517482517	0.278412010599041	0.448226044392991	0	0.523809523809524	0.523809523809524	chr8:91078549:+_vs_chr8:91087093:+	1.04761904761905	chr8:91078549:+;chr8:91087093:+	distal	FALSE
RTN4	5.06244333119424	0.280950221334052	0.451751224378326	0.729166666666667	0.670634920634921	-0.0585317460317459	chr2:55027115:-_vs_chr2:54972189:-	-0.136507936507936	chr2:54972189:-;chr2:54973144:-;chr2:55026078:-;chr2:55026600:-;chr2:55027115:-	proximal	FALSE
COPA	1.15622287390029	0.282250262727497	0.452718243186678	0	0.354838709677419	0.354838709677419	chr1:160289758:-_vs_chr1:160289273:-	0.709677419354839	chr1:160289273:-;chr1:160289758:-	distal	FALSE
KLHL23	1.15622287390029	0.282250262727497	0.452718243186678	0	0.354838709677419	0.354838709677419	chr2:169735251:+_vs_chr2:169751878:+	0.709677419354839	chr2:169735251:+;chr2:169751878:+	distal	FALSE
SEC62	2.52498240675581	0.282948266092155	0.452840857728302	0	0.357142857142857	0.357142857142857	chr3:169982785:+_vs_chr3:169994158:+	0.714285714285714	chr3:169982785:+;chr3:169993831:+;chr3:169994158:+	distal	FALSE
NDUFA2	1.15250424666353	0.283025536080189	0.452840857728302	0.166666666666667	0.340425531914894	0.173758865248227	chr5:140645476:-_vs_chr5:140645367:-	0.347517730496454	chr5:140645367:-;chr5:140645476:-	distal	FALSE
BPNT1	1.13707010582011	0.286272281207827	0.457081154901309	0	0.5	0.5	chr1:220058529:-_vs_chr1:220057728:-	1	chr1:220057728:-;chr1:220058529:-	distal	FALSE
BEX3	1.13436467440838	0.2868462571991	0.457081154901309	0.950819672131147	0.981609195402299	0.0307895232711514	chrX:103377731:+_vs_chrX:103378073:+	0.0615790465423027	chrX:103377731:+;chrX:103378073:+	distal	FALSE
HNRNPF	2.4968145640445	0.286961481789467	0.457081154901309	0.5	0.594240837696335	0.0942408376963351	chr10:43386494:-_vs_chr10:43385854:-	0.18848167539267	chr10:43385854:-;chr10:43386022:-;chr10:43386494:-	distal	FALSE
RPL7L1	3.77262443438914	0.287086466118569	0.457081154901309	0.487179487179487	0.494047619047619	0.00686813186813179	chr6:42887290:+_vs_chr6:42887433:+	0.396978021978022	chr6:42887290:+;chr6:42887433:+;chr6:42887905:+;chr6:42889889:+	distal	FALSE
PRPF3	1.13053660049628	0.287660909985058	0.457433790602007	0	0.645161290322581	0.645161290322581	chr1:150344502:+_vs_chr1:150353195:+	1.29032258064516	chr1:150344502:+;chr1:150353195:+	distal	FALSE
TOMM70	2.48749177457311	0.288302245015609	0.457891800907143	0.423076923076923	0.454545454545455	0.0314685314685315	chr3:100384485:-_vs_chr3:100377836:-	0.412587412587413	chr3:100363463:-;chr3:100377836:-;chr3:100384485:-	distal	FALSE
UBE2L3	2.48438238453276	0.288750815685181	0.458042909581389	0.696428571428571	0.572368421052632	-0.12406015037594	chr22:21622241:+_vs_chr22:21622917:+	-0.270676691729323	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+	proximal	FALSE
SAE1	1.11321948134092	0.291383174010388	0.461653537307412	0	0.118279569892473	0.118279569892473	chr19:47210191:+_vs_chr19:47210630:+	0.236559139784946	chr19:47210191:+;chr19:47210630:+	distal	FALSE
ACBD5	2.46332046332046	0.291807706899628	0.461761646082927	0	0.325396825396825	0.325396825396825	chr10:27231749:-_vs_chr10:27197012:-	0.73015873015873	chr10:27195217:-;chr10:27197012:-;chr10:27231749:-	distal	FALSE
HADHB	1.10586038961039	0.29298358144793	0.463056977507948	0.714285714285714	0.85	0.135714285714286	chr2:26290100:+_vs_chr2:26290465:+	0.271428571428571	chr2:26290100:+;chr2:26290465:+	distal	FALSE
HNRNPH1	1.10197463410231	0.293833162746661	0.463834079073901	0.777777777777778	0.853146853146853	0.0753690753690753	chr5:179619287:-_vs_chr5:179614178:-	0.150738150738151	chr5:179614178:-;chr5:179619287:-	distal	FALSE
GLOD4	1.09947814481148	0.29438065822231	0.464042601420589	0.666666666666667	0.459459459459459	-0.207207207207207	chr17:771370:-_vs_chr17:759330:-	-0.414414414414414	chr17:759330:-;chr17:771370:-	proximal	FALSE
COMMD6	1.09728796844181	0.294862053146971	0.464042601420589	1	0.915384615384615	-0.0846153846153846	chr13:75526522:-_vs_chr13:75526436:-	-0.169230769230769	chr13:75526436:-;chr13:75526522:-	proximal	FALSE
PAFAH1B3	1.09648211269305	0.295039431767412	0.464042601420589	1	0.936936936936937	-0.0630630630630631	chr19:42300492:-_vs_chr19:42297036:-	-0.126126126126126	chr19:42297036:-;chr19:42300492:-	proximal	FALSE
TIMM13	1.08884286965406	0.296727733790439	0.466132294536253	0.923076923076923	0.811764705882353	-0.11131221719457	chr19:2426895:-_vs_chr19:2426565:-	-0.22262443438914	chr19:2426565:-;chr19:2426895:-	proximal	FALSE
IQGAP2	3.67666232073012	0.298561988702319	0.468445929005091	0	0.491525423728814	0.491525423728814	chr5:76590448:+_vs_chr5:76606298:+	1.11864406779661	chr5:76590448:+;chr5:76606298:+;chr5:76637171:+;chr5:76698147:+	distal	FALSE
SPECC1L	2.4	0.301194211912202	0.47200447235576	0.56	0.385714285714286	-0.174285714285714	chr22:24324294:+_vs_chr22:24334540:+	-0.348571428571429	chr22:24324294:+;chr22:24324346:+;chr22:24334540:+	proximal	FALSE
ATP5MC3	1.05444481953018	0.304485621290654	0.476586189846241	0	0.118518518518519	0.118518518518519	chr2:175178144:-_vs_chr2:175176260:-	0.237037037037037	chr2:175176260:-;chr2:175178144:-	distal	FALSE
GNG10	1.05082365649473	0.305317467631439	0.47731174674348	0.857142857142857	0.579710144927536	-0.277432712215321	chr9:111670063:+_vs_chr9:111670226:+	-0.554865424430642	chr9:111670063:+;chr9:111670226:+	proximal	FALSE
GOLGA2	1.03806856075764	0.308271099390352	0.481348608204694	0	0.485714285714286	0.485714285714286	chr9:128266287:-_vs_chr9:128255829:-	0.971428571428572	chr9:128255829:-;chr9:128266287:-	distal	FALSE
ABRAXAS2	1.03367276662731	0.309297598761527	0.482370262328447	0	0.5	0.5	chr10:124831443:+_vs_chr10:124836670:+	1	chr10:124831443:+;chr10:124836670:+	distal	FALSE
IDI1	3.57369639141465	0.311328978568198	0.484954755077385	0.952380952380952	0.902020202020202	-0.0503607503607504	chr10:1040644:-_vs_chr10:1040044:-	-0.119480519480519	chr10:1040044:-;chr10:1040195:-;chr10:1040644:-;chr10:1045373:-	proximal	FALSE
WEE1	1.02272727272727	0.311872964786022	0.485218922404184	0.8125	0.6	-0.2125	chr11:9588570:+_vs_chr11:9589752:+	-0.425	chr11:9588570:+;chr11:9589752:+	proximal	FALSE
SUGT1	1.01440850815851	0.313849008439463	0.487707811675712	1	0.527272727272727	-0.472727272727273	chr13:52680055:+_vs_chr13:52687854:+	-0.945454545454546	chr13:52680055:+;chr13:52687854:+	proximal	FALSE
HSD17B11	1.00807706002511	0.315363957021894	0.489380898286798	0.571428571428571	0.818181818181818	0.246753246753247	chr4:87336841:-_vs_chr4:87336610:-	0.493506493506494	chr4:87336610:-;chr4:87336841:-	distal	FALSE
MORF4L1	3.53945491715607	0.31568088809241	0.489380898286798	0.671957671957672	0.711771177117712	0.0398135051600398	chr15:78897216:+_vs_chr15:78897733:+	0.228037089423228	chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+	distal	FALSE
PLCE1	1.00495867768595	0.31611362052289	0.489466251132217	0	0.333333333333333	0.333333333333333	chr10:94031732:+_vs_chr10:94252487:+	0.666666666666667	chr10:94031732:+;chr10:94252487:+	distal	FALSE
FABP5	3.53096546478249	0.316768155422502	0.489894426524537	0.916666666666667	0.894882434301521	-0.0217842323651452	chr8:81284570:+_vs_chr8:81284777:+	-0.0583777909504051	chr8:81283950:+;chr8:81284570:+;chr8:81284710:+;chr8:81284777:+	proximal	FALSE
CIRBP	0.991097393416876	0.319474309798627	0.492848299607038	0.253968253968254	0.325870646766169	0.0719023927979152	chr19:1273172:+_vs_chr19:1274810:+	0.14380478559583	chr19:1273172:+;chr19:1274810:+	distal	FALSE
FAM177A1	0.990476190476191	0.319626017230608	0.492848299607038	0.8	0.428571428571429	-0.371428571428571	chr14:35081725:+_vs_chr14:35083378:+	-0.742857142857143	chr14:35081725:+;chr14:35083378:+	proximal	FALSE
PSAT1	0.989686548303919	0.319818996890061	0.492848299607038	1	0.964285714285714	-0.0357142857142857	chr9:78329162:+_vs_chr9:78330093:+	-0.0714285714285714	chr9:78329162:+;chr9:78330093:+	proximal	FALSE
NCAPG	0.98588789283573	0.320749490507115	0.493163937666335	0.836065573770492	0.745762711864407	-0.0903028619060851	chr4:17825048:+_vs_chr4:17825486:+	-0.18060572381217	chr4:17825048:+;chr4:17825486:+	proximal	FALSE
ARFGAP3	0.985743720565149	0.320784876120926	0.493163937666335	0.714285714285714	0.4	-0.314285714285714	chr22:42796693:-_vs_chr22:42796529:-	-0.628571428571429	chr22:42796529:-;chr22:42796693:-	proximal	FALSE
