gene_id	chisq	pvalue	adj_pvalue	ExDp	ExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
MYEF2	5.64052506633152	0.130471121331022	0.274653725618826	0.291666666666667	0.32258064516129	-0.0309139784946236	chr15:48142197:-_vs_chr15:48141797:-	-0.264784946236559	chr15:48141797:-;chr15:48142016:-;chr15:48142197:-;chr15:48143045:-	proximal	FALSE
ASNSD1	2.28088940433494	0.130976744742519	0.275419713241032	0.409090909090909	0.207547169811321	0.201543739279588	chr2:189667263:+_vs_chr2:189670831:+	0.403087478559177	chr2:189667263:+;chr2:189670831:+	distal	FALSE
WDR1	2.26363011420785	0.132443279585336	0.278194023388669	0.864864864864865	0.678571428571429	0.186293436293436	chr4:10075152:-_vs_chr4:10074339:-	0.372586872586873	chr4:10074339:-;chr4:10075152:-	distal	FALSE
ACTB	2.26157785096896	0.132618878041369	0.278194023388669	1	0.99696802646086	0.00303197353913998	chr7:5527602:-_vs_chr7:5527151:-	0.00606394707828	chr7:5527151:-;chr7:5527602:-	distal	FALSE
NUP42	2.26033193339228	0.1327256097176	0.278194023388669	0.416666666666667	0.724137931034483	-0.307471264367816	chr7:23200921:+_vs_chr7:23201006:+	-0.614942528735632	chr7:23200921:+;chr7:23201006:+	proximal	FALSE
ZSCAN18	2.25681216011618	0.133027650252841	0.278526642716885	0.5	0.758620689655172	-0.258620689655172	chr19:58088441:-_vs_chr19:58083866:-	-0.517241379310345	chr19:58083866:-;chr19:58088441:-	proximal	FALSE
ATXN2	7.03847812884941	0.133868750443566	0.279550667862098	0.557692307692308	0.635416666666667	-0.0777243589743589	chr12:111509567:-_vs_chr12:111488731:-	-0.325854700854701	chr12:111488731:-;chr12:111509567:-;chr12:111509941:-;chr12:111518395:-;chr12:111519935:-	proximal	FALSE
RPL36	4.02178839051901	0.133868916182804	0.279550667862098	0.493103448275862	0.513786764705882	-0.0206833164300203	chr19:5691451:+_vs_chr19:5691875:+	-0.0413666328600406	chr19:5691451:+;chr19:5691667:+;chr19:5691875:+	proximal	FALSE
N4BP2L2	4.02060178910274	0.133948364271546	0.279550667862098	0.5	0.596774193548387	-0.0967741935483871	chr13:32536362:-_vs_chr13:32517621:-	-0.472485768500949	chr13:32517621:-;chr13:32536362:-;chr13:32536493:-	proximal	FALSE
SPTBN1	4.0032160353016	0.135117836588271	0.281688794518253	0.727272727272727	0.512820512820513	0.214452214452215	chr2:54630951:+_vs_chr2:54646013:+	0.428904428904429	chr2:54630951:+;chr2:54643121:+;chr2:54646013:+	distal	FALSE
BCL10	3.99093261810653	0.135950244553931	0.283120391391519	0.714285714285714	0.475	0.239285714285714	chr1:85267150:-_vs_chr1:85266959:-	0.621428571428571	chr1:85266248:-;chr1:85266959:-;chr1:85267150:-	distal	FALSE
PPP1CC	2.21922280617933	0.136301658742361	0.283548311495082	0.92	0.758241758241758	0.161758241758242	chr12:110719905:-_vs_chr12:110719811:-	0.323516483516484	chr12:110719811:-;chr12:110719905:-	distal	FALSE
POLR1D	3.98101460144253	0.136626097344187	0.283851513659214	0.441176470588235	0.274193548387097	0.166982922201139	chr13:27623449:+_vs_chr13:27667411:+	0.333965844402277	chr13:27623449:+;chr13:27666312:+;chr13:27667411:+	distal	FALSE
C12orf65	3.97935397935398	0.136739586610923	0.283851513659214	0.818181818181818	0.58974358974359	0.228438228438228	chr12:123257036:+_vs_chr12:123257932:+	0.456876456876457	chr12:123257036:+;chr12:123257719:+;chr12:123257932:+	distal	FALSE
SLC35C2	2.20595744680851	0.13747851321677	0.285080844375863	0.555555555555556	0.75	-0.194444444444444	chr20:46349946:-_vs_chr20:46349737:-	-0.388888888888889	chr20:46349737:-;chr20:46349946:-	proximal	FALSE
NTPCR	2.1875	0.139134984068184	0.288208181284096	1	0.533333333333333	0.466666666666667	chr1:232978393:+_vs_chr1:232978782:+	0.933333333333333	chr1:232978393:+;chr1:232978782:+	distal	FALSE
FNBP4	5.48490986994203	0.139543965255237	0.288747523419516	0.393939393939394	0.374149659863946	0.0197897340754483	chr11:47746229:-_vs_chr11:47716517:-	0.178849721706865	chr11:47716517:-;chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	distal	FALSE
KIAA0232	2.1781512605042	0.139982523758398	0.289346854960178	0.428571428571429	0.705882352941177	-0.277310924369748	chr4:6861172:+_vs_chr4:6862793:+	-0.554621848739496	chr4:6861172:+;chr4:6862793:+	proximal	FALSE
PPAT	2.16918767507003	0.140800592269993	0.290728534304565	0.733333333333333	0.411764705882353	0.32156862745098	chr4:56403041:-_vs_chr4:56395461:-	0.643137254901961	chr4:56395461:-;chr4:56403041:-	distal	FALSE
FABP5	5.46078597281014	0.141002954130008	0.290837303476227	0.876984126984127	0.864306784660767	0.0126773423233599	chr8:81284710:+_vs_chr8:81284777:+	0.11378002528445	chr8:81283950:+;chr8:81284570:+;chr8:81284710:+;chr8:81284777:+	distal	FALSE
OXSR1	3.91526329050139	0.141192418988048	0.290919268392129	0.642857142857143	0.411111111111111	0.231746031746032	chr3:38247725:+_vs_chr3:38255488:+	0.584126984126984	chr3:38224634:+;chr3:38247725:+;chr3:38255488:+	distal	FALSE
RUVBL1	2.16166125541126	0.141491645792607	0.290965968603772	0.272727272727273	0.55952380952381	-0.286796536796537	chr3:128100648:-_vs_chr3:128080963:-	-0.573593073593074	chr3:128080963:-;chr3:128100648:-	proximal	FALSE
SPIRE1	3.91070497382379	0.14151458586236	0.290965968603772	0.583333333333333	0.792079207920792	-0.208745874587459	chr18:12546852:-_vs_chr18:12479790:-	-0.417491749174917	chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	FALSE
SERBP1	3.90837232942496	0.141679733754497	0.290997592690262	0.7	0.666666666666667	0.0333333333333333	chr1:67420147:-_vs_chr1:67412863:-	0.247619047619048	chr1:67411053:-;chr1:67412863:-;chr1:67420147:-	distal	FALSE
ANKRD36C	10.924570038657	0.14194324993147	0.291230976364146	0.354591836734694	0.453416149068323	-0.098824312333629	chr2:95982321:-_vs_chr2:95958613:-	-0.234316770186335	chr2:95857435:-;chr2:95884196:-;chr2:95914133:-;chr2:95921630:-;chr2:95929095:-;chr2:95958613:-;chr2:95978153:-;chr2:95982321:-	proximal	FALSE
LEPROT	2.14825174825175	0.14273233459723	0.292066117262491	0	0.55	-0.55	chr1:65432957:+_vs_chr1:65433806:+	-1.1	chr1:65432957:+;chr1:65433806:+	proximal	FALSE
PPM1D	2.14825174825175	0.14273233459723	0.292066117262491	0	0.55	-0.55	chr17:60663656:+_vs_chr17:60664478:+	-1.1	chr17:60663656:+;chr17:60664478:+	proximal	FALSE
SFXN3	2.14695818544809	0.142852664595723	0.292066117262491	0.444444444444444	0.742857142857143	-0.298412698412698	chr10:101040402:+_vs_chr10:101041241:+	-0.596825396825397	chr10:101040402:+;chr10:101041241:+	proximal	FALSE
TXNL1	2.14589598429952	0.142951558166047	0.292066117262491	0.962962962962963	0.825	0.137962962962963	chr18:56602900:-_vs_chr18:56602822:-	0.275925925925926	chr18:56602822:-;chr18:56602900:-	distal	FALSE
OLFM1	2.14028378291172	0.143475348443384	0.292791294550691	0.197530864197531	0.3	-0.102469135802469	chr9:135098104:+_vs_chr9:135121168:+	-0.204938271604938	chr9:135098104:+;chr9:135121168:+	proximal	FALSE
PABPC1	5.41829662658742	0.143607876328774	0.292791294550691	0.692460317460317	0.659863945578231	0.032596371882086	chr8:100703118:-_vs_chr8:100702930:-	0.0959576138147566	chr8:100702930:-;chr8:100703118:-;chr8:100703295:-;chr8:100718160:-	distal	FALSE
TCF25	2.13471518468499	0.143997205054324	0.293277326436638	0.761904761904762	0.64	0.121904761904762	chr16:89884636:+_vs_chr16:89911379:+	0.243809523809524	chr16:89884636:+;chr16:89911379:+	distal	FALSE
STRN3	3.87259615384615	0.144236916638131	0.293457936154858	0.625	0.515625	0.109375	chr14:30956140:-_vs_chr14:30955678:-	0.8125	chr14:30906911:-;chr14:30955678:-;chr14:30956140:-	distal	FALSE
BAZ2A	3.86448801742919	0.14482284984044	0.294341838117129	0.722222222222222	0.575	0.147222222222222	chr12:56606695:-_vs_chr12:56606246:-	0.530555555555556	chr12:56606028:-;chr12:56606246:-;chr12:56606695:-	distal	FALSE
HUWE1	2.11989803568751	0.145396223670275	0.295198393512377	0.8	0.333333333333333	0.466666666666667	chrX:53558707:-_vs_chrX:53533215:-	0.933333333333333	chrX:53533215:-;chrX:53558707:-	distal	FALSE
TCEAL8	2.11808625601729	0.145568338192341	0.295239333097827	0.454545454545455	0.758620689655172	-0.304075235109718	chrX:103253059:-_vs_chrX:103252995:-	-0.608150470219436	chrX:103252995:-;chrX:103253059:-	proximal	FALSE
PARK7	2.10146381000179	0.147158196324499	0.297722510952555	0.931372549019608	0.972727272727273	-0.0413547237076649	chr1:7977726:+_vs_chr1:7985282:+	-0.0827094474153298	chr1:7977726:+;chr1:7985282:+	proximal	FALSE
CYP51A1	6.79432758491173	0.147164532119679	0.297722510952555	0.338983050847458	0.270833333333333	0.0681497175141242	chr7:92118576:-_vs_chr7:92113587:-	0.141666666666667	chr7:92113276:-;chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-	distal	FALSE
STAMBP	2.10048567503925	0.147252358736699	0.297722510952555	0.80952380952381	0.55	0.259523809523809	chr2:73845244:+_vs_chr2:73862884:+	0.519047619047619	chr2:73845244:+;chr2:73862884:+	distal	FALSE
HNRNPDL	9.49770824097286	0.147461061091282	0.297834554782079	0.727272727272727	0.760371959942775	-0.0330992326700481	chr4:82428111:-_vs_chr4:82423207:-	-0.0767460007803356	chr4:82423207:-;chr4:82424628:-;chr4:82426040:-;chr4:82427245:-;chr4:82427462:-;chr4:82428021:-;chr4:82428111:-	proximal	FALSE
KIF2A	6.76809344051733	0.148662816540314	0.299950002635338	0.385245901639344	0.321428571428571	0.0638173302107728	chr5:62353324:+_vs_chr5:62363207:+	0.304951488792238	chr5:62353324:+;chr5:62358213:+;chr5:62363207:+;chr5:62386368:+;chr5:62387167:+	distal	FALSE
DNMT3A	2.08266880826405	0.148979500601839	0.30001361197786	0	0.4	-0.4	chr2:25234207:-_vs_chr2:25232976:-	-0.8	chr2:25232976:-;chr2:25234207:-	proximal	FALSE
SNRNP27	3.80757556026838	0.149003157775932	0.30001361197786	0.558823529411765	0.641666666666667	-0.082843137254902	chr2:69904919:+_vs_chr2:69905236:+	-0.47843137254902	chr2:69904671:+;chr2:69904919:+;chr2:69905236:+	proximal	FALSE
PPP1R7	6.75603200746815	0.149356330359246	0.300277879210641	0.629032258064516	0.592465753424657	0.0365665046398587	chr2:241169812:+_vs_chr2:241183024:+	0.362350861688025	chr2:241163345:+;chr2:241167174:+;chr2:241169812:+;chr2:241183024:+;chr2:241183652:+	distal	FALSE
RABEP1	2.07792207792208	0.149443494182548	0.300277879210641	0.8	0.454545454545455	0.345454545454546	chr17:5354431:+_vs_chr17:5377255:+	0.690909090909091	chr17:5354431:+;chr17:5377255:+	distal	FALSE
MRPS36	2.07477678571429	0.149751846638474	0.300586609523301	0.888888888888889	0.541666666666667	0.347222222222222	chr5:69229355:+_vs_chr5:69229462:+	0.694444444444444	chr5:69229355:+;chr5:69229462:+	distal	FALSE
DCUN1D4	2.0671875	0.150498837739139	0.301774243268469	1	0.375	0.625	chr4:51913880:+_vs_chr4:51916837:+	1.25	chr4:51913880:+;chr4:51916837:+	distal	FALSE
COA4	2.05835480248382	0.151373526968873	0.303215219485073	0.6	0.379310344827586	0.220689655172414	chr11:73872766:-_vs_chr11:73872667:-	0.441379310344828	chr11:73872667:-;chr11:73872766:-	distal	FALSE
EMC10	5.29284851678633	0.151567113698789	0.303290321232489	0.595744680851064	0.486928104575163	0.1088165762759	chr19:50482968:+_vs_chr19:50483394:+	0.219023779724656	chr19:50482968:+;chr19:50483135:+;chr19:50483351:+;chr19:50483394:+	distal	FALSE
FBXL5	2.04678362573099	0.152528124364563	0.30460558195904	0.333333333333333	0.578947368421053	-0.245614035087719	chr4:15638632:-_vs_chr4:15605006:-	-0.491228070175439	chr4:15605006:-;chr4:15638632:-	proximal	FALSE
RBM4B	3.76068376068376	0.152537947115875	0.30460558195904	0.733333333333333	0.844444444444444	-0.111111111111111	chr11:66666904:-_vs_chr11:66664998:-	-0.277777777777778	chr11:66664998:-;chr11:66666904:-;chr11:66667880:-	proximal	FALSE
GDI1	2.02722447212065	0.154502542126667	0.308211950053506	0.914163090128755	0.876441515650741	0.0377215744780141	chrX:154443292:+_vs_chrX:154443467:+	0.0754431489560281	chrX:154443292:+;chrX:154443467:+	distal	FALSE
NDUFC2	3.73203974638873	0.154738315922133	0.308365690088928	0.024390243902439	0.0712166172106825	-0.0468263733082435	chr11:78069855:-_vs_chr11:78068297:-	-0.0936527466164869	chr11:78068297:-;chr11:78068347:-;chr11:78069855:-	proximal	FALSE
EXOSC8	5.23091334894614	0.155648663470837	0.309451204375145	0.428571428571429	0.540983606557377	-0.112412177985948	chr13:37003361:+_vs_chr13:37009602:+	-0.224824355971897	chr13:37003361:+;chr13:37008122:+;chr13:37009401:+;chr13:37009602:+	proximal	FALSE
BTF3L4	2.01542786612088	0.155707370690036	0.309451204375145	0.666666666666667	0.830508474576271	-0.163841807909605	chr1:52087155:+_vs_chr1:52088387:+	-0.327683615819209	chr1:52087155:+;chr1:52088387:+	proximal	FALSE
CEP63	2.01490691742944	0.155760822377196	0.309451204375145	0.75	0.434782608695652	0.315217391304348	chr3:134545792:+_vs_chr3:134546228:+	0.630434782608696	chr3:134545792:+;chr3:134546228:+	distal	FALSE
TPM3	7.98333313484145	0.157156566425281	0.311655930291282	0.621276595744681	0.615325670498084	0.00595092524659657	chr1:154173157:-_vs_chr1:154172030:-	-0.155824569984511	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	proximal	FALSE
ST13	5.2079021993721	0.157191359591074	0.311655930291282	0.369047619047619	0.470319634703196	-0.101272015655577	chr22:40826130:-_vs_chr22:40824785:-	-0.354696673189824	chr22:40824595:-;chr22:40824785:-;chr22:40825150:-;chr22:40826130:-	proximal	FALSE
SMS	1.99592342794662	0.157722908491284	0.312391040977131	0.785714285714286	0.907216494845361	-0.121502209131075	chrX:21977185:+_vs_chrX:21994831:+	-0.24300441826215	chrX:21977185:+;chrX:21994831:+	proximal	FALSE
ARVCF	1.99055602716469	0.158282753970707	0.313180642530636	0.833333333333333	0.419354838709677	0.413978494623656	chr22:19969991:-_vs_chr22:19969921:-	0.827956989247312	chr22:19969921:-;chr22:19969991:-	distal	FALSE
ALDH2	1.97614045000029	0.159797593470034	0.31585628088736	0.925925925925926	0.781609195402299	0.144316730523627	chr12:111809646:+_vs_chr12:111809980:+	0.288633461047254	chr12:111809646:+;chr12:111809980:+	distal	FALSE
SLC25A6	5.1494245854187	0.161176879679432	0.318258818310098	0.409638554216867	0.367504835589942	0.0421337186269255	chrY:1386272:-_vs_chrY:1386138:-	0.180047074176784	chrX:1386138:-;chrX:1386272:-;chrY:1386138:-;chrY:1386272:-	distal	FALSE
PHRF1	1.96063701923077	0.161445206796047	0.318465011984487	1	0.48	0.52	chr11:601606:+_vs_chr11:601676:+	1.04	chr11:601606:+;chr11:601676:+	distal	FALSE
TSPAN7	1.94425317872843	0.163207473799035	0.321614727780452	0.73394495412844	0.824742268041237	-0.0907973139127967	chrX:38688828:+_vs_chrX:38688915:+	-0.181594627825593	chrX:38688828:+;chrX:38688915:+	proximal	FALSE
ACTR3	7.8720086199156	0.163431981986313	0.321730841944688	0.534883720930233	0.534054054054054	0.000829666876178359	chr2:113942221:+_vs_chr2:113957876:+	0.164047768698931	chr2:113942221:+;chr2:113957688:+;chr2:113957876:+;chr2:113958184:+;chr2:113958257:+;chr2:113958561:+	distal	FALSE
WDR12	1.93940136660725	0.163733547521265	0.321998261977548	0.733333333333333	0.470588235294118	0.262745098039216	chr2:202892647:-_vs_chr2:202880604:-	0.525490196078431	chr2:202880604:-;chr2:202892647:-	distal	FALSE
NIPBL	7.85403575904046	0.164465592977003	0.323110866687884	0.235714285714286	0.303125	-0.0674107142857143	chr5:36985082:+_vs_chr5:36985122:+	-0.206473214285714	chr5:36975878:+;chr5:36984698:+;chr5:36985082:+;chr5:36985122:+;chr5:36985201:+;chr5:36995745:+	proximal	FALSE
SS18L1	3.60558390022676	0.164838025623934	0.323515438168993	0.583333333333333	0.4609375	0.122395833333333	chr20:62180367:+_vs_chr20:62180922:+	0.458333333333333	chr20:62180367:+;chr20:62180922:+;chr20:62182482:+	distal	FALSE
TRMT5	1.92625048627178	0.165169244953536	0.323838388440687	0.705882352941177	0.384615384615385	0.321266968325792	chr14:60977584:-_vs_chr14:60975011:-	0.642533936651584	chr14:60975011:-;chr14:60977584:-	distal	FALSE
FASTKD2	1.92061923583663	0.165788412239191	0.32472468244027	1	0.607142857142857	0.392857142857143	chr2:206791819:+_vs_chr2:206791876:+	0.785714285714286	chr2:206791819:+;chr2:206791876:+	distal	FALSE
JPT1	1.91415537479406	0.166502402570671	0.325794731314013	0.741573033707865	0.68564650059312	0.0559265331147454	chr17:75135988:-_vs_chr17:75135248:-	0.111853066229491	chr17:75135248:-;chr17:75135988:-	distal	FALSE
METTL16	1.90972222222222	0.166994117926185	0.326428139970401	0	0.6	-0.6	chr17:2420881:-_vs_chr17:2419844:-	-1.2	chr17:2419844:-;chr17:2420881:-	proximal	FALSE
NFIB	5.06122032792234	0.167368788814301	0.3268317152424	0.5	0.5	0	chr9:14088083:-_vs_chr9:14087479:-	0.380208333333333	chr9:14087479:-;chr9:14088083:-;chr9:14118757:-;chr9:14307399:-	distal	FALSE
CDC5L	3.56687847300092	0.168059157010063	0.327655268861852	0.466666666666667	0.63265306122449	-0.165986394557823	chr6:44403879:+_vs_chr6:44446647:+	-0.476190476190476	chr6:44393469:+;chr6:44403879:+;chr6:44446647:+	proximal	FALSE
MPPED1	3.56606182455794	0.16812779364656	0.327655268861852	0.564935064935065	0.538071065989848	0.0268639989452172	chr22:43506920:+_vs_chr22:43507714:+	0.16006328696684	chr22:43506920:+;chr22:43507714:+;chr22:43507843:+	distal	FALSE
DDX39B	1.87980747771987	0.170356030762083	0.331386270644429	0.744394618834081	0.794871794871795	-0.0504771760377141	chr6:31534006:-_vs_chr6:31530248:-	-0.100954352075428	chr6:31530248:-;chr6:31534006:-	proximal	FALSE
HSPA9	1.87956700870647	0.170383368180023	0.331386270644429	0.270833333333333	0.149253731343284	0.12157960199005	chr5:138556065:-_vs_chr5:138555335:-	0.2431592039801	chr5:138555335:-;chr5:138556065:-	distal	FALSE
ANKRD46	1.87783385093168	0.170580549070173	0.331438006843347	0.71875	0.869565217391304	-0.150815217391304	chr8:100522186:-_vs_chr8:100520772:-	-0.301630434782609	chr8:100520772:-;chr8:100522186:-	proximal	FALSE
NT5C1B-RDH14	1.87423768939394	0.170990519826913	0.331501313589771	0.2	0.5	-0.3	chr2:18555096:-_vs_chr2:18554730:-	-0.6	chr2:18554730:-;chr2:18555096:-	proximal	FALSE
GOLGA6L9	1.87306237599206	0.171124753538858	0.331501313589771	1	0.666666666666667	0.333333333333333	chr15:82431893:+_vs_chr15:82436445:+	0.666666666666667	chr15:82431893:+;chr15:82436445:+	distal	FALSE
ACP1	1.87306047787727	0.171124970422306	0.331501313589771	0.956521739130435	0.806451612903226	0.150070126227209	chr2:277508:+_vs_chr2:278283:+	0.300140252454418	chr2:277508:+;chr2:278283:+	distal	FALSE
GPM6B	3.50646796558921	0.17321286924834	0.334686953865232	0.467741935483871	0.560810810810811	-0.0930688753269397	chrX:13771456:-_vs_chrX:13771029:-	-0.295117698343505	chrX:13770943:-;chrX:13771029:-;chrX:13771456:-	proximal	FALSE
CCNG2	3.5062171388702	0.173234593818429	0.334686953865232	0.944444444444444	0.816326530612245	0.1281179138322	chr4:77164925:+_vs_chr4:77167194:+	0.311791383219955	chr4:77160888:+;chr4:77164925:+;chr4:77167194:+	distal	FALSE
DDX1	4.97974693865101	0.173286194332694	0.334686953865232	0.659863945578231	0.764227642276423	-0.104363696698191	chr2:15602618:+_vs_chr2:15628838:+	-0.174962667994027	chr2:15602618:+;chr2:15607290:+;chr2:15628838:+;chr2:15631101:+	proximal	FALSE
HSPBP1	1.84835467088988	0.1739748771938	0.33509877303054	0.487179487179487	0.337662337662338	0.14951714951715	chr19:55262339:-_vs_chr19:55262223:-	0.299034299034299	chr19:55262223:-;chr19:55262339:-	distal	FALSE
NDUFB6	3.49614594795383	0.174109133217585	0.33509877303054	0.51	0.5	0.01	chr9:32553769:-_vs_chr9:32553688:-	0.227058823529412	chr9:32553688:-;chr9:32553769:-;chr9:32553862:-	distal	FALSE
TIAM2	3.49575757575758	0.1741429460737	0.33509877303054	0.59375	0.7	-0.10625	chr6:155183486:+_vs_chr6:155251981:+	-0.4625	chr6:155144732:+;chr6:155183486:+;chr6:155251981:+	proximal	FALSE
EIF4ENIF1	1.84651491769547	0.174189274709648	0.33509877303054	0.5	0.222222222222222	0.277777777777778	chr22:31455149:-_vs_chr22:31453542:-	0.555555555555556	chr22:31453542:-;chr22:31455149:-	distal	FALSE
DEK	4.94701658032221	0.175718217500885	0.337705733535331	0.475	0.384615384615385	0.0903846153846153	chr6:18236506:-_vs_chr6:18224181:-	0.249358974358974	chr6:18224181:-;chr6:18236506:-;chr6:18249697:-;chr6:18256382:-	distal	FALSE
CAP2	1.82857142857143	0.176296374440511	0.338482070689638	0.333333333333333	0.619047619047619	-0.285714285714286	chr6:17556807:+_vs_chr6:17557780:+	-0.571428571428571	chr6:17556807:+;chr6:17557780:+	proximal	FALSE
RNMT	1.81720587517689	0.177646229359778	0.340737042098764	0.818181818181818	0.518518518518518	0.2996632996633	chr18:13731836:+_vs_chr18:13746285:+	0.599326599326599	chr18:13731836:+;chr18:13746285:+	distal	FALSE
MAP1LC3B	1.81162152115363	0.178313835538288	0.341671296237187	0.701492537313433	0.578947368421053	0.12254516889238	chr16:87403382:+_vs_chr16:87404774:+	0.24509033778476	chr16:87403382:+;chr16:87404774:+	distal	FALSE
TPGS2	1.81019361660684	0.178485005497038	0.341671296237187	0.16	0.0578512396694215	0.102148760330579	chr18:36796071:-_vs_chr18:36786790:-	0.204297520661157	chr18:36786790:-;chr18:36796071:-	distal	FALSE
NOP56	6.28056573889503	0.179152342802914	0.342611222505967	0.663793103448276	0.557142857142857	0.106650246305419	chr20:2657960:+_vs_chr20:2658391:+	0.26423645320197	chr20:2657155:+;chr20:2657960:+;chr20:2658039:+;chr20:2658266:+;chr20:2658391:+	distal	FALSE
SATB2	7.58364398825568	0.180723918925099	0.345276867720224	0.257142857142857	0.383333333333333	-0.126190476190476	chr2:199368622:-_vs_chr2:199271700:-	-0.455952380952381	chr2:199269505:-;chr2:199270786:-;chr2:199271423:-;chr2:199271495:-;chr2:199271700:-;chr2:199368622:-	proximal	FALSE
WAC	1.78745915817797	0.181236045926487	0.345915164278158	0	0.25	-0.25	chr10:28596040:+_vs_chr10:28620996:+	-0.5	chr10:28596040:+;chr10:28620996:+	proximal	FALSE
POLR2C	1.78578947368421	0.181440016424981	0.345964624056662	0.65	0.842105263157895	-0.192105263157895	chr16:57471679:+_vs_chr16:57472005:+	-0.384210526315789	chr16:57471679:+;chr16:57472005:+	proximal	FALSE
PSPH	1.77990499084249	0.182160993447148	0.346676446089571	0.888888888888889	0.571428571428571	0.317460317460317	chr7:56015089:-_vs_chr7:56011064:-	0.634920634920635	chr7:56011064:-;chr7:56015089:-	distal	FALSE
HMGN3	1.77983022071307	0.182170175737237	0.346676446089571	0.657142857142857	0.791208791208791	-0.134065934065934	chr6:79201821:-_vs_chr6:79201245:-	-0.268131868131868	chr6:79201245:-;chr6:79201821:-	proximal	FALSE
TSEN2	1.77496881773198	0.182768342236891	0.347474451043326	0.421052631578947	0.166666666666667	0.254385964912281	chr3:12533317:+_vs_chr3:12539624:+	0.508771929824561	chr3:12533317:+;chr3:12539624:+	distal	FALSE
TAF9	1.76832056281858	0.183590059244428	0.348636093448126	0.961538461538462	0.876712328767123	0.0848261327713383	chr5:69364997:-_vs_chr5:69364743:-	0.169652265542677	chr5:69364743:-;chr5:69364997:-	distal	FALSE
IDS	3.38848651348651	0.183738219089491	0.348636093448126	0.666666666666667	0.454545454545455	0.212121212121212	chrX:149481795:-_vs_chrX:149478769:-	0.424242424242424	chrX:149478769:-;chrX:149479371:-;chrX:149481795:-	distal	FALSE
APIP	1.76362822130847	0.184172606712553	0.348779117780205	1	0.666666666666667	0.333333333333333	chr11:34888328:-_vs_chr11:34882371:-	0.666666666666667	chr11:34882371:-;chr11:34888328:-	distal	FALSE
KIAA1324	1.76362822130847	0.184172606712553	0.348779117780205	1	0.666666666666667	0.333333333333333	chr1:109164999:+_vs_chr1:109203229:+	0.666666666666667	chr1:109164999:+;chr1:109203229:+	distal	FALSE
VAPA	3.37970640271376	0.184546613197021	0.34914709780118	0.842105263157895	0.844537815126051	-0.00243255196815573	chr18:9937056:+_vs_chr18:9950555:+	-0.115612560813799	chr18:9937056:+;chr18:9950555:+;chr18:9954802:+	proximal	FALSE
ARL5A	1.75800184729064	0.184873942682997	0.349426138748117	0	0.285714285714286	-0.285714285714286	chr2:151802592:-_vs_chr2:151801460:-	-0.571428571428571	chr2:151801460:-;chr2:151802592:-	proximal	FALSE
RDH11	1.75479285296153	0.185275336737311	0.349844489096789	0.173913043478261	0.368421052631579	-0.194508009153318	chr14:67676860:-_vs_chr14:67676792:-	-0.389016018306636	chr14:67676792:-;chr14:67676860:-	proximal	FALSE
SPTAN1	1.74987571022727	0.185892358083429	0.35034611602864	0.75	0.906666666666667	-0.156666666666667	chr9:128594282:+_vs_chr9:128633662:+	-0.313333333333333	chr9:128594282:+;chr9:128633662:+	proximal	FALSE
ARL4A	1.74825	0.186096883063692	0.35034611602864	1	0.285714285714286	0.714285714285714	chr7:12688852:+_vs_chr7:12689164:+	1.42857142857143	chr7:12688852:+;chr7:12689164:+	distal	FALSE
MRFAP1L1	4.81158416617872	0.186125331834476	0.35034611602864	0.735849056603774	0.710144927536232	0.0257041290675417	chr4:6708187:-_vs_chr4:6707745:-	0.187202625102543	chr4:6707701:-;chr4:6707745:-;chr4:6708187:-;chr4:6708437:-	distal	FALSE
EIF2S3	4.8098501331584	0.186262242850018	0.35034611602864	0.512820512820513	0.564625850340136	-0.0518053375196231	chrX:24064290:+_vs_chrX:24077468:+	-0.405023547880691	chrX:24062511:+;chrX:24064290:+;chrX:24077468:+;chrX:24077971:+	proximal	FALSE
TMEM167A	1.7333348615441	0.187985564648239	0.352953746740443	0.40625	0.214285714285714	0.191964285714286	chr5:83056311:-_vs_chr5:83052846:-	0.383928571428571	chr5:83052846:-;chr5:83056311:-	distal	FALSE
DYNC1I2	6.15297026729548	0.188011903178774	0.352953746740443	0.606666666666667	0.546875	0.0597916666666667	chr2:171725691:+_vs_chr2:171727923:+	0.177135416666667	chr2:171725691:+;chr2:171725949:+;chr2:171727923:+;chr2:171747984:+;chr2:171748411:+	distal	FALSE
EBAG9	3.33901788447243	0.188339528522289	0.353179785483652	0.714285714285714	0.454545454545455	0.25974025974026	chr8:109564518:+_vs_chr8:109565163:+	0.519480519480519	chr8:109564518:+;chr8:109564951:+;chr8:109565163:+	distal	FALSE
NDFIP1	3.33596141633823	0.188627575451462	0.353179785483652	0.49618320610687	0.508522727272727	-0.012339521165857	chr5:142151866:+_vs_chr5:142152775:+	-0.113766481609993	chr5:142151866:+;chr5:142152775:+;chr5:142153198:+	proximal	FALSE
RNF20	3.33543086006854	0.188677620860541	0.353179785483652	0.527777777777778	0.717391304347826	-0.189613526570048	chr9:101552562:+_vs_chr9:101554757:+	-0.379227053140097	chr9:101552562:+;chr9:101552714:+;chr9:101554757:+	proximal	FALSE
