gene_id	chisq	pvalue	adj_pvalue	ExDp	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
UBXN6	1.76625337635054	0.183846433700459	0.341340858986966	0.852941176470588	0.678571428571429	0.17436974789916	chr19:4445476:-_vs_chr19:4445006:-	0.348739495798319	chr19:4445006:-;chr19:4445476:-	distal	FALSE
NOL7	3.37329004329004	0.185139622629162	0.343357376195917	0.777777777777778	0.69047619047619	0.0873015873015873	chr6:13620808:+_vs_chr6:13620895:+	0.315873015873016	chr6:13618110:+;chr6:13620808:+;chr6:13620895:+	distal	FALSE
PSAP	1.73379060879061	0.187927524839063	0.348138364450466	0.702702702702703	0.618181818181818	0.0845208845208846	chr10:71816549:-_vs_chr10:71816298:-	0.169041769041769	chr10:71816298:-;chr10:71816549:-	distal	FALSE
TMTC4	1.72945183471499	0.188480918462509	0.348773842422812	0.615384615384615	0.315789473684211	0.299595141700405	chr13:100635025:-_vs_chr13:100604618:-	0.59919028340081	chr13:100604618:-;chr13:100635025:-	distal	FALSE
RAB2A	3.33094318808604	0.189101457829466	0.349532014583338	0.447368421052632	0.535714285714286	-0.0883458646616541	chr8:60621884:+_vs_chr8:60621999:+	-0.18796992481203	chr8:60621884:+;chr8:60621999:+;chr8:60623096:+	proximal	FALSE
DICER1	3.3133906024531	0.190768371557633	0.352220445481688	0.678571428571429	0.510416666666667	0.168154761904762	chr14:95133321:-_vs_chr14:95124291:-	0.386904761904762	chr14:95116494:-;chr14:95124291:-;chr14:95133321:-	distal	FALSE
TOPORS	3.30757267376443	0.191324117879741	0.35243637317255	0.119047619047619	0.292452830188679	-0.17340521114106	chr9:32542849:-_vs_chr9:32541861:-	-0.34681042228212	chr9:32541861:-;chr9:32542658:-;chr9:32542849:-	proximal	FALSE
PGRMC1	1.70685701303818	0.191393665297934	0.35243637317255	0.721311475409836	0.830985915492958	-0.109674440083122	chrX:119243919:+_vs_chrX:119244466:+	-0.219348880166243	chrX:119243919:+;chrX:119244466:+	proximal	FALSE
ZNF770	3.30549450549451	0.191523023056977	0.35243637317255	0.357142857142857	0.557692307692308	-0.200549450549451	chr15:34982370:-_vs_chr15:34981961:-	-0.401098901098901	chr15:34981961:-;chr15:34982222:-;chr15:34982370:-	proximal	FALSE
TCF12	3.29605116775466	0.192429469639085	0.353547255290133	0.214285714285714	0.459016393442623	-0.244730679156909	chr15:57262200:+_vs_chr15:57263175:+	-0.571428571428571	chr15:57262200:+;chr15:57263175:+;chr15:57286267:+	proximal	FALSE
PSMA4	3.29345046531265	0.192679858296204	0.353547255290133	0.613207547169811	0.717391304347826	-0.104183757178015	chr15:78548851:+_vs_chr15:78549192:+	-0.20836751435603	chr15:78548851:+;chr15:78548934:+;chr15:78549192:+	proximal	FALSE
GNAI1	6.08669908551419	0.192766416635875	0.353547255290133	0.292372881355932	0.395390070921986	-0.103017189566054	chr7:80212834:+_vs_chr7:80219408:+	-0.179348479384541	chr7:80212834:+;chr7:80217369:+;chr7:80218039:+;chr7:80218186:+;chr7:80219408:+	proximal	FALSE
DHX30	1.69102927723617	0.193465343346606	0.354283543974199	0.666666666666667	0.862068965517241	-0.195402298850575	chr3:47827476:+_vs_chr3:47850193:+	-0.390804597701149	chr3:47827476:+;chr3:47850193:+	proximal	FALSE
CYP26A1	1.69004354032044	0.193595229698808	0.354283543974199	0.278481012658228	0	0.278481012658228	chr10:93077496:+_vs_chr10:93077883:+	0.556962025316456	chr10:93077496:+;chr10:93077883:+	distal	FALSE
LRRC40	1.67563636363636	0.195505287625002	0.357384527984844	0	0.366666666666667	-0.366666666666667	chr1:70145227:-_vs_chr1:70144811:-	-0.733333333333333	chr1:70144811:-;chr1:70145227:-	proximal	FALSE
FAM3C	1.66276795511254	0.197230014165431	0.359895264974364	0.879310344827586	0.740740740740741	0.138569604086845	chr7:121350009:-_vs_chr7:121348874:-	0.277139208173691	chr7:121348874:-;chr7:121350009:-	distal	FALSE
MED19	1.66061719167369	0.197520012486006	0.359895264974364	0.810810810810811	0.647058823529412	0.163751987281399	chr11:57704306:-_vs_chr11:57703714:-	0.327503974562798	chr11:57703714:-;chr11:57704306:-	distal	FALSE
EIF2S1	1.66054340396446	0.197529970522721	0.359895264974364	0	0.289473684210526	-0.289473684210526	chr14:67383860:+_vs_chr14:67383998:+	-0.578947368421053	chr14:67383860:+;chr14:67383998:+	proximal	FALSE
FRMD4B	3.23626373626374	0.198268745490158	0.360844764020507	0	0.395604395604396	-0.395604395604396	chr3:69311296:-_vs_chr3:69195279:-	-1.08791208791209	chr3:69193689:-;chr3:69195279:-;chr3:69311296:-	proximal	FALSE
OLFM1	1.65293060050342	0.198560529602039	0.360979559298443	0.197530864197531	0.309090909090909	-0.111560044893378	chr9:135098104:+_vs_chr9:135121168:+	-0.223120089786756	chr9:135098104:+;chr9:135121168:+	proximal	FALSE
MAPK6	3.22851511374665	0.199038390282053	0.361233647941745	0.35	0.308510638297872	0.0414893617021276	chr15:52064292:+_vs_chr15:52064556:+	0.354255319148936	chr15:52064292:+;chr15:52064556:+;chr15:52064674:+	distal	FALSE
SPATS2	1.64869941639243	0.199136039938936	0.361233647941745	0.0769230769230769	0.3125	-0.235576923076923	chr12:49490730:+_vs_chr12:49526347:+	-0.471153846153846	chr12:49490730:+;chr12:49526347:+	proximal	FALSE
UBE2V2	7.29437436789063	0.199651611457042	0.36177308392981	0.575384615384615	0.644036697247707	-0.0686520818630911	chr8:48061569:+_vs_chr8:48062610:+	-0.167395906845448	chr8:48060782:+;chr8:48060924:+;chr8:48061162:+;chr8:48061491:+;chr8:48061569:+;chr8:48062610:+	proximal	FALSE
CRYZL1	1.6374269005848	0.200678873479671	0.363237524267789	0.7	0.4	0.3	chr21:33595143:-_vs_chr21:33589466:-	0.6	chr21:33589466:-;chr21:33595143:-	distal	FALSE
PPP1CC	1.63168317315206	0.201470400048257	0.364272544471112	0.92	0.777777777777778	0.142222222222222	chr12:110719905:-_vs_chr12:110719811:-	0.284444444444444	chr12:110719811:-;chr12:110719905:-	distal	FALSE
PRKAR1A	3.19978476283301	0.201918246981135	0.364684589863532	0.715277777777778	0.638157894736842	0.0771198830409356	chr17:68530665:+_vs_chr17:68532762:+	0.154239766081871	chr17:68530665:+;chr17:68532216:+;chr17:68532762:+	distal	FALSE
SUGT1	1.61271306818182	0.204110847311194	0.368243509077215	0.583333333333333	0.266666666666667	0.316666666666667	chr13:52680055:+_vs_chr13:52687854:+	0.633333333333333	chr13:52680055:+;chr13:52687854:+	distal	FALSE
CCDC57	1.60720486111111	0.204885157974755	0.369238686871895	0.75	0.4375	0.3125	chr17:82193787:-_vs_chr17:82101470:-	0.625	chr17:82101470:-;chr17:82193787:-	distal	FALSE
CS	3.16794526228488	0.205158458293762	0.369251601753022	0.714285714285714	0.692982456140351	0.0213032581453635	chr12:56272929:-_vs_chr12:56271701:-	0.269423558897243	chr12:56271701:-;chr12:56272929:-;chr12:56273030:-	distal	FALSE
NPM1	1.60399667250562	0.205337742349992	0.369251601753022	0.868852459016393	0.781456953642384	0.0873955053740093	chr5:171405383:+_vs_chr5:171410884:+	0.174791010748019	chr5:171405383:+;chr5:171410884:+	distal	FALSE
IMP4	1.60133238639336	0.205714494329826	0.369528311591389	0.731707317073171	0.5	0.231707317073171	chr2:130346624:+_vs_chr2:130347810:+	0.463414634146341	chr2:130346624:+;chr2:130347810:+	distal	FALSE
CALM2	3.16008482208809	0.205966362771162	0.369580334929206	0.419117647058824	0.394518272425249	0.0245993746335744	chr2:47162342:-_vs_chr2:47160169:-	0.08359390267735	chr2:47160106:-;chr2:47160169:-;chr2:47162342:-	distal	FALSE
TRMT61B	1.59535539215686	0.206562663296821	0.370249617022843	1	0.52	0.48	chr2:28860321:-_vs_chr2:28849821:-	0.96	chr2:28849821:-;chr2:28860321:-	distal	FALSE
NDUFA6	1.58858324117825	0.207528665951689	0.371579404047409	0.379310344827586	0.542857142857143	-0.163546798029557	chr22:42086114:-_vs_chr22:42085526:-	-0.327093596059113	chr22:42085526:-;chr22:42086114:-	proximal	FALSE
CHD3	4.53079927558243	0.209559459836218	0.374042449258213	0.245283018867925	0.371273712737127	-0.125990693869203	chr17:7893896:+_vs_chr17:7912755:+	-0.236232551004755	chr17:7893896:+;chr17:7894250:+;chr17:7898073:+;chr17:7912755:+	proximal	FALSE
RPL35	1.57443884123875	0.209563555567241	0.374042449258213	0.988304093567251	0.965738758029979	0.0225653355372729	chr9:124860202:-_vs_chr9:124857883:-	0.0451306710745458	chr9:124857883:-;chr9:124860202:-	distal	FALSE
DEK	5.86258827252616	0.209647974274257	0.374042449258213	0.458333333333333	0.518617021276596	-0.0602836879432624	chr6:18256382:-_vs_chr6:18236506:-	-0.20871327254306	chr6:18224181:-;chr6:18226201:-;chr6:18236506:-;chr6:18249697:-;chr6:18256382:-	proximal	FALSE
FAM177A1	3.1231374737317	0.209806681429516	0.374042449258213	0.541666666666667	0.451612903225806	0.0900537634408603	chr14:35081725:+_vs_chr14:35083378:+	0.489247311827957	chr14:35081360:+;chr14:35081725:+;chr14:35083378:+	distal	FALSE
CDK5RAP2	1.57063582433648	0.210114700633492	0.374189230558894	0.222222222222222	0.538461538461538	-0.316239316239316	chr9:120527870:-_vs_chr9:120491437:-	-0.632478632478632	chr9:120491437:-;chr9:120527870:-	proximal	FALSE
LINC01551	5.83371374385134	0.211915565806969	0.376991425008535	0.394736842105263	0.520588235294118	-0.125851393188855	chr14:28792278:+_vs_chr14:28793405:+	-0.373993808049536	chr14:28792118:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793405:+	proximal	FALSE
SEZ6L2	1.55491567256273	0.212411219136993	0.377414477503928	0.230769230769231	0.533333333333333	-0.302564102564103	chr16:29871507:-_vs_chr16:29871159:-	-0.605128205128205	chr16:29871159:-;chr16:29871507:-	proximal	FALSE
ITGB1BP1	1.55223852234722	0.212805278394807	0.377414477503928	0.566666666666667	0.4	0.166666666666667	chr2:9406660:-_vs_chr2:9405684:-	0.333333333333333	chr2:9405684:-;chr2:9406660:-	distal	FALSE
MRPS7	1.55202821869489	0.212836270486232	0.377414477503928	0.636363636363636	0.472222222222222	0.164141414141414	chr17:75266243:+_vs_chr17:75266363:+	0.328282828282828	chr17:75266243:+;chr17:75266363:+	distal	FALSE
BAZ2A	1.546875	0.213597369070562	0.378359442221145	0.444444444444444	0.75	-0.305555555555556	chr12:56606246:-_vs_chr12:56606028:-	-0.611111111111111	chr12:56606028:-;chr12:56606246:-	proximal	FALSE
VEZF1	1.53541950113379	0.21530089302615	0.380969990007852	0.714285714285714	0.36	0.354285714285714	chr17:57974459:-_vs_chr17:57972794:-	0.708571428571429	chr17:57972794:-;chr17:57974459:-	distal	FALSE
ACAT2	1.53096236590885	0.215968068228003	0.381743131260159	0.692307692307692	0.805309734513274	-0.113002042205582	chr6:159778898:+_vs_chr6:159779051:+	-0.226004084411164	chr6:159778898:+;chr6:159779051:+	proximal	FALSE
PRKRA	1.52590266875981	0.216728424208375	0.382679155843967	0.714285714285714	0.512820512820513	0.201465201465202	chr2:178431792:-_vs_chr2:178431418:-	0.402930402930403	chr2:178431418:-;chr2:178431792:-	distal	FALSE
PBRM1	1.51947404324399	0.217699103532981	0.38398416346562	0.818181818181818	0.638297872340426	0.179883945841393	chr3:52634633:-_vs_chr3:52627274:-	0.359767891682785	chr3:52627274:-;chr3:52634633:-	distal	FALSE
SREK1	4.43709283349141	0.217970568015075	0.384054412081822	0.426356589147287	0.407407407407407	0.0189491817398795	chr5:66164808:+_vs_chr5:66170689:+	0.231696813092162	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+;chr5:66177566:+	distal	FALSE
DNMT3A	1.51367111885405	0.218579759694606	0.384718940099423	0	0.341463414634146	-0.341463414634146	chr2:25234207:-_vs_chr2:25234140:-	-0.682926829268293	chr2:25234140:-;chr2:25234207:-	proximal	FALSE
C11orf80	1.50958230958231	0.219202833285578	0.385406466158525	1	0.725	0.275	chr11:66778481:+_vs_chr11:66843324:+	0.55	chr11:66778481:+;chr11:66843324:+	distal	FALSE
CAMK4	1.5080512951469	0.219436682399339	0.385408918875111	0.4375	0.658536585365854	-0.221036585365854	chr5:111344100:+_vs_chr5:111485731:+	-0.442073170731707	chr5:111344100:+;chr5:111485731:+	proximal	FALSE
YWHAH	3.02501574028869	0.2203566585377	0.386615174450271	0.901197604790419	0.91747572815534	-0.0162781233649206	chr22:31956294:+_vs_chr22:31957135:+	-0.0631067961165049	chr22:31956294:+;chr22:31957135:+;chr22:31957603:+	proximal	FALSE
DMTF1	1.49625	0.221249263432315	0.38777090779152	0.0833333333333333	0.311111111111111	-0.227777777777778	chr7:87182173:+_vs_chr7:87196325:+	-0.455555555555556	chr7:87182173:+;chr7:87196325:+	proximal	FALSE
CFL1	1.48801207724199	0.22252515360721	0.389208580722449	0.820580474934037	0.851063829787234	-0.0304833548531971	chr11:65854922:-_vs_chr11:65854811:-	-0.0609667097063942	chr11:65854811:-;chr11:65854922:-	proximal	FALSE
RUVBL1	1.48792270531401	0.222539043742389	0.389208580722449	0.272727272727273	0.545454545454545	-0.272727272727273	chr3:128100648:-_vs_chr3:128080963:-	-0.545454545454545	chr3:128080963:-;chr3:128100648:-	proximal	FALSE
UBE2N	1.48578629032258	0.222871393351013	0.389379104505775	0.705882352941177	0.558823529411765	0.147058823529412	chr12:93409357:-_vs_chr12:93408365:-	0.294117647058824	chr12:93408365:-;chr12:93409357:-	distal	FALSE
NME4	1.48033163265306	0.223722642508144	0.390454885556319	0.285714285714286	0.53125	-0.245535714285714	chr16:400648:+_vs_chr16:400754:+	-0.491071428571429	chr16:400648:+;chr16:400754:+	proximal	FALSE
CUL5	2.98586101107109	0.224713166514905	0.391771219854587	0.619047619047619	0.470588235294118	0.148459383753501	chr11:108054904:+_vs_chr11:108070172:+	0.316526610644258	chr11:108054767:+;chr11:108054904:+;chr11:108070172:+	distal	FALSE
DDX1	2.97238592068813	0.226232293476031	0.394005401873172	0.655555555555556	0.736607142857143	-0.0810515873015872	chr2:15602618:+_vs_chr2:15628838:+	-0.169444444444444	chr2:15602618:+;chr2:15628838:+;chr2:15631101:+	proximal	FALSE
IFNAR1	1.45964912280702	0.226985957225861	0.394903165876682	0.416666666666667	0.7	-0.283333333333333	chr21:33341127:+_vs_chr21:33355724:+	-0.566666666666667	chr21:33341127:+;chr21:33355724:+	proximal	FALSE
UPF3A	2.96140047553634	0.227478343673051	0.395136308385975	0.8203125	0.844155844155844	-0.0238433441558442	chr13:114291766:+_vs_chr13:114305805:+	-0.164772727272727	chr13:114291532:+;chr13:114291766:+;chr13:114305805:+	proximal	FALSE
TDP2	1.45543611111111	0.227657681504599	0.395136308385975	0.5	0.76	-0.26	chr6:24650422:-_vs_chr6:24649977:-	-0.52	chr6:24649977:-;chr6:24650422:-	proximal	FALSE
SNX14	1.45432692307692	0.227834928116401	0.395136308385975	0	0.461538461538462	-0.461538461538462	chr6:85514580:-_vs_chr6:85505802:-	-0.923076923076923	chr6:85505802:-;chr6:85514580:-	proximal	FALSE
NAXD	1.45151041666667	0.228285747948999	0.395504461963887	0.9	0.645833333333333	0.254166666666667	chr13:110638806:+_vs_chr13:110639996:+	0.508333333333333	chr13:110638806:+;chr13:110639996:+	distal	FALSE
CHMP2B	1.44332298136646	0.229602365897825	0.397370274173898	0.826086956521739	0.619047619047619	0.20703933747412	chr3:87254151:+_vs_chr3:87255499:+	0.41407867494824	chr3:87254151:+;chr3:87255499:+	distal	FALSE
TMED10	1.439375	0.230240505797175	0.398059185205126	0.518518518518518	0.3	0.218518518518519	chr14:75134244:-_vs_chr14:75131469:-	0.437037037037037	chr14:75131469:-;chr14:75134244:-	distal	FALSE
REEP5	1.43732188160677	0.230573210304004	0.398219148629206	0.58	0.720930232558139	-0.14093023255814	chr5:112878492:-_vs_chr5:112876385:-	-0.281860465116279	chr5:112876385:-;chr5:112878492:-	proximal	FALSE
DCX	4.28040481257873	0.232734116434959	0.401532950103186	0.642857142857143	0.482051282051282	0.160805860805861	chrX:111399141:-_vs_chrX:111300611:-	0.321978021978022	chrX:111293779:-;chrX:111300611:-;chrX:111300728:-;chrX:111399141:-	distal	FALSE
PITRM1	1.41695723684211	0.233904876892054	0.403106595803169	0.666666666666667	0.416666666666667	0.25	chr10:3156948:-_vs_chr10:3137728:-	0.5	chr10:3137728:-;chr10:3156948:-	distal	FALSE
LUC7L	2.90373634038596	0.234132479950815	0.403106595803169	0.760869565217391	0.635714285714286	0.125155279503106	chr16:206005:-_vs_chr16:188990:-	0.336645962732919	chr16:188990:-;chr16:206005:-;chr16:206117:-	distal	FALSE
DCTN2	1.40756425233645	0.23546116238275	0.404808881619248	0.0294117647058824	0.112745098039216	-0.0833333333333333	chr12:57530311:-_vs_chr12:57530151:-	-0.166666666666667	chr12:57530151:-;chr12:57530311:-	proximal	FALSE
FXR1	1.40507174277335	0.235876237949288	0.404808881619248	0.678571428571429	0.48	0.198571428571429	chr3:180975402:+_vs_chr3:180976255:+	0.397142857142857	chr3:180975402:+;chr3:180976255:+	distal	FALSE
GNPDA2	1.40374331550802	0.23609782178879	0.404808881619248	1	0.541666666666667	0.458333333333333	chr4:44706233:-_vs_chr4:44702145:-	0.916666666666667	chr4:44702145:-;chr4:44706233:-	distal	FALSE
NUS1	1.40374331550802	0.23609782178879	0.404808881619248	0.541666666666667	1	-0.458333333333333	chr6:117708588:+_vs_chr6:117709790:+	-0.916666666666667	chr6:117708588:+;chr6:117709790:+	proximal	FALSE
ATP6V1D	2.88250078888891	0.236631690668403	0.405229058126739	0.519607843137255	0.491228070175439	0.0283797729618164	chr14:67338720:-_vs_chr14:67338071:-	0.262125902992776	chr14:67337872:-;chr14:67338071:-;chr14:67338720:-	distal	FALSE
MARS1	1.39919500988122	0.236858398705561	0.405229058126739	0.789473684210526	0.901960784313726	-0.112487100103199	chr12:57512502:+_vs_chr12:57516577:+	-0.224974200206398	chr12:57512502:+;chr12:57516577:+	proximal	FALSE
PSMD10	1.39789635210909	0.237076107589226	0.405229058126739	0.728395061728395	0.823529411764706	-0.0951343500363108	chrX:108085038:-_vs_chrX:108084218:-	-0.190268700072622	chrX:108084218:-;chrX:108085038:-	proximal	FALSE
CDC42BPB	2.87656595431098	0.237334918507607	0.405253650757583	0.366666666666667	0.567796610169492	-0.201129943502825	chr14:102975725:-_vs_chr14:102963090:-	-0.40225988700565	chr14:102963090:-;chr14:102968322:-;chr14:102975725:-	proximal	FALSE
ATP5PB	1.39385918093978	0.237754456014619	0.405544668989581	0.0357142857142857	0.104651162790698	-0.068936877076412	chr1:111461330:+_vs_chr1:111461407:+	-0.137873754152824	chr1:111461330:+;chr1:111461407:+	proximal	FALSE
KIF5B	2.87101501439737	0.237994549413066	0.405544668989581	0.411764705882353	0.5625	-0.150735294117647	chr10:32037300:-_vs_chr10:32035545:-	-0.371323529411765	chr10:32033846:-;chr10:32035545:-;chr10:32037300:-	proximal	FALSE
BLOC1S2	1.3829231016731	0.239603863687208	0.40786776796036	0.5	0.324324324324324	0.175675675675676	chr10:100275005:-_vs_chr10:100274702:-	0.351351351351351	chr10:100274702:-;chr10:100275005:-	distal	FALSE
ARGLU1	5.49340051733045	0.240310188735981	0.40865055684539	0.355978260869565	0.41046511627907	-0.0544868554095045	chr13:106559584:-_vs_chr13:106544123:-	-0.201870576339737	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106559584:-	proximal	FALSE
NDUFS2	1.37365772507065	0.24118442875476	0.409206002962373	0.720930232558139	0.836065573770492	-0.115135341212352	chr1:161209675:+_vs_chr1:161214395:+	-0.230270682424705	chr1:161209675:+;chr1:161214395:+	proximal	FALSE
RABEP1	1.3729657687991	0.24130297650056	0.409206002962373	0.8	0.518518518518518	0.281481481481482	chr17:5354431:+_vs_chr17:5377255:+	0.562962962962963	chr17:5354431:+;chr17:5377255:+	distal	FALSE
HADHA	1.37183779761905	0.241496375487595	0.409206002962373	0.851851851851852	0.6875	0.164351851851852	chr2:26232234:-_vs_chr2:26190869:-	0.328703703703704	chr2:26190869:-;chr2:26232234:-	distal	FALSE
PARP2	1.37109375	0.241624051206371	0.409206002962373	0.466666666666667	0.708333333333333	-0.241666666666667	chr14:20354205:+_vs_chr14:20357904:+	-0.483333333333333	chr14:20354205:+;chr14:20357904:+	proximal	FALSE
NAA15	1.36557797361369	0.242573104421272	0.410394088908642	0.545454545454545	0.761904761904762	-0.216450216450216	chr4:139370255:+_vs_chr4:139370313:+	-0.432900432900433	chr4:139370255:+;chr4:139370313:+	proximal	FALSE
CDK16	1.36145454545455	0.243285555187336	0.411179867992459	0.5	0.769230769230769	-0.269230769230769	chrX:47228991:+_vs_chrX:47229997:+	-0.538461538461539	chrX:47228991:+;chrX:47229997:+	proximal	FALSE
SNN	2.8152213622291	0.24472731675404	0.413195408531771	0.736842105263158	0.69	0.0468421052631579	chr16:11679082:+_vs_chr16:11679145:+	0.338947368421053	chr16:11676726:+;chr16:11679082:+;chr16:11679145:+	distal	FALSE
SCG5	1.34908560712126	0.24543803581524	0.413973818292644	0.529411764705882	0.605633802816901	-0.076222038111019	chr15:32696851:+_vs_chr15:32697092:+	-0.152444076222038	chr15:32696851:+;chr15:32697092:+	proximal	FALSE
CEP95	2.80623013350286	0.245829993141049	0.414213545353516	0.681818181818182	0.475	0.206818181818182	chr17:64527169:+_vs_chr17:64536681:+	0.413636363636364	chr17:64527169:+;chr17:64534643:+;chr17:64536681:+	distal	FALSE
TAF15	2.79912482189014	0.24670489568716	0.415084235650456	0.785714285714286	0.762931034482759	0.0227832512315271	chr17:35836240:+_vs_chr17:35847234:+	0.20935960591133	chr17:35824941:+;chr17:35836240:+;chr17:35847234:+	distal	FALSE
MRFAP1L1	2.79230949628959	0.247547016800329	0.415084235650456	0.729166666666667	0.828358208955224	-0.0991915422885572	chr4:6707745:-_vs_chr4:6707701:-	-0.245646766169154	chr4:6707701:-;chr4:6707745:-;chr4:6708437:-	proximal	FALSE
FNBP1	2.79130792682927	0.247671015612104	0.415084235650456	0.35	0.524390243902439	-0.174390243902439	chr9:129923706:-_vs_chr9:129902985:-	-0.348780487804878	chr9:129902985:-;chr9:129908912:-;chr9:129923706:-	proximal	FALSE
DHCR24	1.33580705009276	0.247774759070255	0.415084235650456	0.285714285714286	0.533333333333333	-0.247619047619048	chr1:54850406:-_vs_chr1:54849633:-	-0.495238095238095	chr1:54849633:-;chr1:54850406:-	proximal	FALSE
ZNF644	1.33565217391304	0.247802173891399	0.415084235650456	0.6	0.391304347826087	0.208695652173913	chr1:90940396:-_vs_chr1:90939787:-	0.417391304347826	chr1:90939787:-;chr1:90940396:-	distal	FALSE
PTPN12	1.33538853205973	0.247848849996352	0.415084235650456	0	0.522727272727273	-0.522727272727273	chr7:77571151:+_vs_chr7:77637037:+	-1.04545454545455	chr7:77571151:+;chr7:77637037:+	proximal	FALSE
XRCC5	4.12286673716261	0.248498741664217	0.415752687870103	0.534391534391534	0.513513513513513	0.0208780208780208	chr2:216127658:+_vs_chr2:216205424:+	0.223723723723724	chr2:216122176:+;chr2:216127658:+;chr2:216205424:+;chr2:216206281:+	distal	FALSE
TIA1	1.32786919984501	0.249184643345674	0.416479978495089	0	0.324324324324324	-0.324324324324324	chr2:70211910:-_vs_chr2:70210204:-	-0.648648648648649	chr2:70210204:-;chr2:70211910:-	proximal	FALSE
TTC37	1.32589285714286	0.249537199132772	0.416649220707086	0.181818181818182	0.454545454545455	-0.272727272727273	chr5:95522079:-_vs_chr5:95517170:-	-0.545454545454546	chr5:95517170:-;chr5:95522079:-	proximal	FALSE
TCEAL8	1.32420918367347	0.249838028697134	0.416731842635663	0.454545454545455	0.714285714285714	-0.25974025974026	chrX:103253059:-_vs_chrX:103252995:-	-0.519480519480519	chrX:103252995:-;chrX:103253059:-	proximal	FALSE
PRRC2C	2.77056277056277	0.250253372267953	0.417005116804288	0.392857142857143	0.480769230769231	-0.0879120879120879	chr1:171532830:+_vs_chr1:171566672:+	-0.434065934065934	chr1:171515809:+;chr1:171532830:+;chr1:171566672:+	proximal	FALSE
CCSER2	1.31891674901186	0.250786552917797	0.417474000740671	0.565217391304348	0.875	-0.309782608695652	chr10:84372211:+_vs_chr10:84372426:+	-0.619565217391304	chr10:84372211:+;chr10:84372426:+	proximal	FALSE
OIP5-AS1	5.35761447280896	0.252531658657536	0.419798419017537	0.563829787234043	0.5	0.0638297872340425	chr15:41298745:+_vs_chr15:41299426:+	0.290056448111159	chr15:41286078:+;chr15:41298526:+;chr15:41298745:+;chr15:41298999:+;chr15:41299426:+	distal	FALSE
KDM4A	1.30837391774892	0.252689277550966	0.419798419017537	0.388888888888889	0.607142857142857	-0.218253968253968	chr1:43704295:+_vs_chr1:43704483:+	-0.436507936507937	chr1:43704295:+;chr1:43704483:+	proximal	FALSE
FAM32A	1.29954268292683	0.254296774718212	0.422046098581377	0.951219512195122	0.870967741935484	0.080251770259638	chr19:16191981:+_vs_chr19:16192046:+	0.160503540519276	chr19:16191981:+;chr19:16192046:+	distal	FALSE
SUPT4H1	1.29336734693878	0.255428317682437	0.42350015071748	0.678571428571429	0.5	0.178571428571429	chr17:58345911:-_vs_chr17:58345191:-	0.357142857142857	chr17:58345191:-;chr17:58345911:-	distal	FALSE
FAM156B	1.28395061728395	0.257165775108481	0.425954900229633	0.538461538461538	0.296296296296296	0.242165242165242	chrX:52947254:-_vs_chrX:52908560:+	0.484330484330484	chrX:52908560:+;chrX:52947254:-	distal	FALSE
DNAAF2	1.2804935515873	0.257807287901343	0.426591300738949	0.571428571428571	0.769230769230769	-0.197802197802198	chr14:49625972:-_vs_chr14:49625192:-	-0.395604395604396	chr14:49625192:-;chr14:49625972:-	proximal	FALSE
SMARCC2	1.2723267284974	0.259330640651167	0.428684149750384	0.806451612903226	0.886363636363636	-0.0799120234604106	chr12:56181753:-_vs_chr12:56181494:-	-0.159824046920821	chr12:56181494:-;chr12:56181753:-	proximal	FALSE
EIF4B	2.69342576028623	0.260093816556089	0.429517477938242	0.220588235294118	0.346153846153846	-0.125565610859729	chr12:53040316:+_vs_chr12:53042209:+	-0.251131221719457	chr12:53040316:+;chr12:53040872:+;chr12:53042209:+	proximal	FALSE
GPBP1	4.00250447227191	0.261193819155531	0.430904828019772	0.230769230769231	0.27906976744186	-0.0483005366726297	chr5:57176333:+_vs_chr5:57247110:+	-0.366726296958855	chr5:57176333:+;chr5:57247110:+;chr5:57263085:+;chr5:57263247:+	proximal	FALSE
TAF1D	1.25890151515151	0.261859121229685	0.431572985088287	0.8	0.388888888888889	0.411111111111111	chr11:93738281:-_vs_chr11:93730281:-	0.822222222222222	chr11:93730281:-;chr11:93738281:-	distal	FALSE
ZMAT2	3.99348457350272	0.262168538325769	0.431653859527432	0.609195402298851	0.5	0.109195402298851	chr5:140706416:+_vs_chr5:140706663:+	0.331896551724138	chr5:140704504:+;chr5:140705647:+;chr5:140706416:+;chr5:140706663:+	distal	FALSE
RPL36A	1.25	0.263552477282973	0.433501991403937	0.8	0.533333333333333	0.266666666666667	chrX:101395447:+_vs_chrX:101395795:+	0.533333333333333	chrX:101395447:+;chrX:101395795:+	distal	FALSE
CORO1C	1.24289772727273	0.264913321090132	0.434744222396894	1	0.633333333333333	0.366666666666667	chr12:108647490:-_vs_chr12:108645109:-	0.733333333333333	chr12:108645109:-;chr12:108647490:-	distal	FALSE
SERPINE2	1.24246229734469	0.264997036258084	0.434744222396894	0.571428571428571	0.826086956521739	-0.254658385093168	chr2:223975850:-_vs_chr2:223975153:-	-0.509316770186335	chr2:223975153:-;chr2:223975850:-	proximal	FALSE
