SE_id	p_value	FDR	exon	pas_id	sig	gene_id
ATG4C:SE03	0.264169019264479	0.702623778666264	chr1:62829040-62829176:+	chr1:62864195:+;chr1:62864368:+;chr1:62865156:+;chr1:62865267:+	FALSE	ATG4C
LRCH3:SE02	0.264217600812673	0.702623778666264	chr3:197817176-197817302:+	chr3:197883369:+;chr3:197885831:+;chr3:197888436:+	FALSE	LRCH3
INPP4A:SE01	0.264226888603201	0.702623778666264	chr2:98518964-98519025:+	chr2:98590156:+;chr2:98590786:+	FALSE	INPP4A
PPP6R3:SE04	0.26427487175012	0.702623778666264	chr11:68537659-68537891:+	chr11:68614595:+;chr11:68615334:+	FALSE	PPP6R3
NT5C2:SE01	0.264312598389012	0.702623778666264	chr10:103098048-103098088:-	chr10:103088038:-;chr10:103088155:-	FALSE	NT5C2
RALGAPA2:SE24	0.264324392269481	0.702623778666264	chr20:20619277-20619414:-	chr20:20392980:-;chr20:20605198:-	FALSE	RALGAPA2
RALGAPA2:SE25	0.264324392269481	0.702623778666264	chr20:20620463-20620630:-	chr20:20392980:-;chr20:20605198:-	FALSE	RALGAPA2
PLEKHM1:SE05	0.264339597969371	0.702623778666264	chr17:45468209-45468593:-	chr17:45435903:-;chr17:45437471:-	FALSE	PLEKHM1
WDR89:SE01	0.264678584073306	0.703431398250858	chr14:63624928-63625033:-	chr14:63597039:-;chr14:63597649:-;chr14:63598102:-;chr14:63598442:-	FALSE	WDR89
GPHN:SE10	0.264730651075805	0.703476365013575	chr14:67179578-67179674:+	chr14:67181646:+;chr14:67181803:+	FALSE	GPHN
SMG7:SE04	0.264780081673911	0.703514314974556	chr1:183512837-183512868:+	chr1:183552116:+;chr1:183554191:+	FALSE	SMG7
FANCA:SE08	0.265006947848557	0.703889506468502	chr16:89746831-89746890:-	chr16:89737549:-;chr16:89738407:-;chr16:89738505:-	FALSE	FANCA
ZNF471:SE01	0.265007780006258	0.703889506468502	chr19:56511517-56511604:+	chr19:56526044:+;chr19:56528002:+;chr19:56528815:+;chr19:56528901:+;chr19:56529332:+	FALSE	ZNF471
PXYLP1:SE01	0.265026795940376	0.703889506468502	chr3:141232333-141232435:+	chr3:141294323:+;chr3:141294631:+	FALSE	PXYLP1
SDHC:SE03	0.265290806804008	0.704491763972652	chr1:161339562-161339588:+	chr1:161363194:+;chr1:161363409:+	FALSE	SDHC
TADA2A:SE01	0.265323952876635	0.704491763972652	chr17:37426950-37427009:+	chr17:37478267:+;chr17:37478766:+;chr17:37479725:+	FALSE	TADA2A
XPR1:SE10	0.26536643752829	0.704511108519529	chr1:180863708-180863874:+	chr1:180885583:+;chr1:180886126:+;chr1:180886344:+;chr1:180887022:+	FALSE	XPR1
RPS6KA2:SE09	0.265549275315734	0.704622662792578	chr6:166469841-166469905:-	chr6:166409386:-;chr6:166411124:-;chr6:166411189:-	FALSE	RPS6KA2
RPS6KA2:SE10	0.265549275315734	0.704622662792578	chr6:166488833-166488921:-	chr6:166409386:-;chr6:166411124:-;chr6:166411189:-	FALSE	RPS6KA2
RPS6KA2:SE11	0.265549275315734	0.704622662792578	chr6:166490671-166490741:-	chr6:166409386:-;chr6:166411124:-;chr6:166411189:-	FALSE	RPS6KA2
RPS6KA2:SE12	0.265549275315734	0.704622662792578	chr6:166500887-166500924:-	chr6:166409386:-;chr6:166411124:-;chr6:166411189:-	FALSE	RPS6KA2
CREM:SE03	0.265613892875226	0.704654193311398	chr10:35188200-35188388:+	chr10:35211873:+;chr10:35212125:+;chr10:35212462:+;chr10:35212953:+	FALSE	CREM
ARMC2:SE03	0.265631570748664	0.704654193311398	chr6:108894467-108894543:+	chr6:108973814:+;chr6:108973989:+	FALSE	ARMC2
PRPSAP2:SE06	0.265772308323938	0.704771117793981	chr17:18928811-18928957:+	chr17:18931215:+;chr17:18931268:+	FALSE	PRPSAP2
MIA3:SE10	0.265780207961587	0.704771117793981	chr1:222651977-222652048:+	chr1:222665822:+;chr1:222665871:+;chr1:222666142:+;chr1:222666604:+;chr1:222668007:+	FALSE	MIA3
ZFR:SE06	0.265781283892529	0.704771117793981	chr5:32397219-32397338:-	chr5:32354350:-;chr5:32395249:-	FALSE	ZFR
SNX13:SE15	0.266089813509695	0.705402333430006	chr7:17868407-17868490:-	chr7:17790761:-;chr7:17791375:-;chr7:17792841:-;chr7:17793423:-	FALSE	SNX13
SNX13:SE16	0.266089813509695	0.705402333430006	chr7:17873528-17873616:-	chr7:17790761:-;chr7:17791375:-;chr7:17792841:-;chr7:17793423:-	FALSE	SNX13
PAK2:SE09	0.26623937277409	0.705647688369682	chr3:196820371-196820567:+	chr3:196829347:+;chr3:196830108:+;chr3:196830251:+;chr3:196830700:+;chr3:196830776:+	FALSE	PAK2
HECW1:SE13	0.266288133412751	0.705647688369682	chr7:43492075-43492180:+	chr7:43556725:+;chr7:43562179:+;chr7:43563892:+	FALSE	HECW1
HECW1:SE14	0.266288133412751	0.705647688369682	chr7:43493084-43493180:+	chr7:43556725:+;chr7:43562179:+;chr7:43563892:+	FALSE	HECW1
LDLRAD4:SE10	0.266437985371888	0.705951320786118	chr18:13484037-13484119:+	chr18:13646734:+;chr18:13652506:+	FALSE	LDLRAD4
GSTM3:SE01	0.266557588247611	0.706174735774445	chr1:109738285-109738366:-	chr1:109733937:-;chr1:109736506:-;chr1:109736975:-	FALSE	GSTM3
ZNF215:SE04	0.266605534349684	0.706208280837602	chr11:6943546-6943641:+	chr11:6957840:+;chr11:6958047:+	FALSE	ZNF215
KIN:SE04	0.266747437347622	0.706397189535941	chr10:7778838-7779019:-	chr10:7750962:-;chr10:7753209:-;chr10:7755806:-;chr10:7769240:-	FALSE	KIN
KIN:SE05	0.266747437347622	0.706397189535941	chr10:7780056-7780178:-	chr10:7750962:-;chr10:7753209:-;chr10:7755806:-;chr10:7769240:-	FALSE	KIN
SEZ6L2:SE11	0.266855128136014	0.706588886048725	chr16:29895721-29895860:-	chr16:29871159:-;chr16:29871507:-	FALSE	SEZ6L2
ZDHHC7:SE01	0.266942145526144	0.706725799299706	chr16:84979189-84979285:-	chr16:84974460:-;chr16:84974569:-	FALSE	ZDHHC7
TIA1:SE04	0.267122141766788	0.707052351065096	chr2:70225465-70225568:-	chr2:70209449:-;chr2:70210204:-;chr2:70210656:-;chr2:70210735:-;chr2:70210853:-;chr2:70211910:-	FALSE	TIA1
BAZ1A:SE11	0.267136141831339	0.707052351065096	chr14:34807451-34807538:-	chr14:34752734:-;chr14:34783166:-;chr14:34800251:-;chr14:34800309:-;chr14:34801106:-	FALSE	BAZ1A
OTUD3:SE01	0.267184930293164	0.707087978291375	chr1:19894368-19894480:+	chr1:19908799:+;chr1:19912945:+	FALSE	OTUD3
NEMP1:SE02	0.267536480714091	0.707618384010835	chr12:57069234-57069306:-	chr12:57055645:-;chr12:57057732:-	FALSE	NEMP1
PAM:SE10	0.267550080474519	0.707618384010835	chr5:103007457-103007657:+	chr5:103029514:+;chr5:103029590:+;chr5:103029713:+	FALSE	PAM
NBPF14:SE52	0.267587180012066	0.707618384010835	chr1:148579074-148579237:-	chr1:148541791:-;chr1:148546505:-;chr1:148573290:-	FALSE	NBPF14
XRCC5:SE08	0.267612159248613	0.707618384010835	chr2:216148083-216148276:+	chr2:216205424:+;chr2:216206281:+	FALSE	XRCC5
ECPAS:SE20	0.267613999704565	0.707618384010835	chr9:111393680-111393734:-	chr9:111360688:-;chr9:111361886:-	FALSE	ECPAS
VEZF1:SE01	0.267622516197046	0.707618384010835	chr17:57979152-57979313:-	chr17:57971552:-;chr17:57972572:-;chr17:57974459:-	FALSE	VEZF1
IGF2BP1:SE12	0.267657436722335	0.707618384010835	chr17:49046260-49046373:+	chr17:49049790:+;chr17:49051155:+;chr17:49051212:+	FALSE	IGF2BP1
RAB4A:SE01	0.267668188126207	0.707618384010835	chr1:229286486-229286566:+	chr1:229304392:+;chr1:229304954:+;chr1:229305504:+	FALSE	RAB4A
UHRF1BP1L:SE06	0.267769919364428	0.707793837305736	chr12:100057571-100057746:-	chr12:100037072:-;chr12:100037139:-	FALSE	UHRF1BP1L
EFR3A:SE16	0.267836951603657	0.707877536821233	chr8:132001759-132001807:+	chr8:132013187:+;chr8:132013527:+	FALSE	EFR3A
SH3PXD2B:SE06	0.267999120135222	0.708128745697742	chr5:172362735-172362869:-	chr5:172333499:-;chr5:172355539:-	FALSE	SH3PXD2B
CDC25C:SE05	0.268002760362748	0.708128745697742	chr5:138326021-138326054:-	chr5:138285277:-;chr5:138285577:-	FALSE	CDC25C
HACE1:SE01	0.268259876027009	0.708714548400288	chr6:104780353-104780457:-	chr6:104728094:-;chr6:104728464:-;chr6:104728921:-	FALSE	HACE1
NELL1:SE04	0.26869047551508	0.709758462113545	chr11:20847583-20847753:+	chr11:21372295:+;chr11:21575339:+;chr11:21575455:+	FALSE	NELL1
LMBR1:SE03	0.268780226306951	0.709901368778595	chr7:156727930-156728007:-	chr7:156680881:-;chr7:156681522:-;chr7:156682430:-;chr7:156682939:-;chr7:156683176:-	FALSE	LMBR1
SEC23IP:SE02	0.2688155120646	0.709901368778595	chr10:119909041-119909130:+	chr10:119932304:+;chr10:119940969:+;chr10:119941736:+;chr10:119942146:+	FALSE	SEC23IP
SUPT16H:SE16	0.268891789348938	0.709918285002383	chr14:21373338-21373430:-	chr14:21351476:-;chr14:21352683:-	FALSE	SUPT16H
CTNNA1:SE06	0.268919000533631	0.709918285002383	chr5:138824530-138824799:+	chr5:138934712:+;chr5:138935032:+	FALSE	CTNNA1
CLUAP1:SE03	0.268928325600203	0.709918285002383	chr16:3508289-3508468:+	chr16:3536580:+;chr16:3536828:+;chr16:3537688:+	FALSE	CLUAP1
GATAD2B:SE03	0.269003533192046	0.710023172469842	chr1:153818040-153818171:-	chr1:153804725:-;chr1:153806101:-;chr1:153812590:-	FALSE	GATAD2B
CEP68:SE01	0.269221997140507	0.710282047240802	chr2:65069399-65069801:+	chr2:65074490:+;chr2:65083839:+;chr2:65083955:+;chr2:65085661:+	FALSE	CEP68
EHMT1:SE08	0.269225429914089	0.710282047240802	chr9:137782291-137782397:+	chr9:137835732:+;chr9:137836127:+	FALSE	EHMT1
APPL1:SE08	0.269242650751445	0.710282047240802	chr3:57249360-57249548:+	chr3:57268428:+;chr3:57268475:+;chr3:57271376:+;chr3:57273471:+	FALSE	APPL1
MCPH1:SE03	0.269243561949336	0.710282047240802	chr8:6455143-6455252:+	chr8:6643623:+;chr8:6644293:+	FALSE	MCPH1
ZC3H14:SE08	0.269279998501051	0.710284550606029	chr14:88577985-88578140:+	chr14:88611888:+;chr14:88613509:+	FALSE	ZC3H14
DBF4B:SE02	0.269385309088457	0.710325418524533	chr17:44722880-44723022:+	chr17:44750547:+;chr17:44751641:+;chr17:44752264:+	FALSE	DBF4B
DMXL1:SE07	0.269409200702797	0.710325418524533	chr5:119118815-119119004:+	chr5:119129315:+;chr5:119132316:+;chr5:119135833:+	FALSE	DMXL1
SNX3:SE01	0.269433135420043	0.710325418524533	chr6:108214498-108214622:-	chr6:108211222:-;chr6:108211513:-	FALSE	SNX3
CILK1:SE03	0.269569892642108	0.710325418524533	chr6:53060936-53061046:-	chr6:53004335:-;chr6:53041136:-	FALSE	CILK1
TUBGCP5:SE07	0.269611698226231	0.710325418524533	chr15:23024737-23024830:-	chr15:22991679:-;chr15:22999177:-;chr15:23006076:-	FALSE	TUBGCP5
ESD:SE01	0.269640254603714	0.710325418524533	chr13:46785649-46785719:-	chr13:46771256:-;chr13:46775383:-	FALSE	ESD
BLOC1S5:SE02	0.269666218359933	0.710325418524533	chr6:8054270-8054372:-	chr6:8013567:-;chr6:8013981:-	FALSE	BLOC1S5
WASHC2C:SE09	0.269702921100721	0.710325418524533	chr10:45750751-45750838:+	chr10:45790486:+;chr10:45792589:+;chr10:45792959:+	FALSE	WASHC2C
AZIN2:SE01	0.269812559024257	0.710325418524533	chr1:33081601-33081812:+	chr1:33085262:+;chr1:33120526:+	FALSE	AZIN2
TUBGCP5:SE09	0.269851395611831	0.710325418524533	chr15:23031950-23032029:-	chr15:22991679:-;chr15:22999177:-;chr15:23006076:-	FALSE	TUBGCP5
TUBGCP5:SE10	0.269851395611831	0.710325418524533	chr15:23032728-23032824:-	chr15:22991679:-;chr15:22999177:-;chr15:23006076:-	FALSE	TUBGCP5
PPP6R3:SE06	0.269868889351555	0.710325418524533	chr11:68548067-68548204:+	chr11:68614595:+;chr11:68615334:+	FALSE	PPP6R3
GRIP2:SE11	0.269895016811038	0.710325418524533	chr3:14520110-14520279:-	chr3:14491169:-;chr3:14508771:-;chr3:14516525:-	FALSE	GRIP2
GRIP2:SE12	0.269895016811038	0.710325418524533	chr3:14520390-14520537:-	chr3:14491169:-;chr3:14508771:-;chr3:14516525:-	FALSE	GRIP2
GRIP2:SE13	0.269895016811038	0.710325418524533	chr3:14525437-14525572:-	chr3:14491169:-;chr3:14508771:-;chr3:14516525:-	FALSE	GRIP2
MAP3K7:SE04	0.269897654962868	0.710325418524533	chr6:90548047-90548177:-	chr6:90513579:-;chr6:90515612:-;chr6:90515702:-;chr6:90515779:-	FALSE	MAP3K7
REV1:SE02	0.269898816281742	0.710325418524533	chr2:99431741-99431940:-	chr2:99400475:-;chr2:99400950:-;chr2:99403052:-	FALSE	REV1
DHTKD1:SE02	0.27016136850469	0.710922928033311	chr10:12087535-12087729:+	chr10:12121265:+;chr10:12123225:+	FALSE	DHTKD1
SSX2IP:SE04	0.270283817671262	0.711151651201564	chr1:84680338-84680387:-	chr1:84643913:-;chr1:84644477:-;chr1:84644971:-;chr1:84646226:-;chr1:84646756:-;chr1:84646949:-	FALSE	SSX2IP
RPE:SE02	0.270376102992565	0.711300959699815	chr2:210016204-210016257:+	chr2:210021225:+;chr2:210021570:+;chr2:210022260:+	FALSE	RPE
AHCTF1:SE10	0.270627217297188	0.711823228065862	chr1:246876037-246876187:-	chr1:246840542:-;chr1:246842705:-;chr1:246849773:-	FALSE	AHCTF1
PIAS2:SE03	0.270645753963588	0.711823228065862	chr18:46829734-46829867:-	chr18:46810059:-;chr18:46810265:-;chr18:46810442:-;chr18:46811671:-;chr18:46812084:-	FALSE	PIAS2
LIMK2:SE06	0.270817216848412	0.711900373324048	chr22:31267776-31267907:+	chr22:31279734:+;chr22:31280080:+	FALSE	LIMK2
TRIP12:SE29	0.270837908045796	0.711900373324048	chr2:229815273-229815308:-	chr2:229766382:-;chr2:229767212:-	FALSE	TRIP12
TRIP12:SE30	0.270837908045796	0.711900373324048	chr2:229818364-229818512:-	chr2:229766382:-;chr2:229767212:-	FALSE	TRIP12
FAM114A2:SE05	0.270863032795123	0.711900373324048	chr5:154029489-154029580:-	chr5:153991765:-;chr5:153992499:-	FALSE	FAM114A2
ALDH7A1:SE01	0.270912132047694	0.711900373324048	chr5:126554287-126554393:-	chr5:126541841:-;chr5:126543230:-;chr5:126544753:-;chr5:126544871:-	FALSE	ALDH7A1
FUT8:SE14	0.270937410618411	0.711900373324048	chr14:65724147-65724323:+	chr14:65743138:+;chr14:65744121:+	FALSE	FUT8
TRAK1:SE07	0.270987299458876	0.711900373324048	chr3:42199177-42199253:+	chr3:42225125:+;chr3:42225774:+	FALSE	TRAK1
IPO7:SE11	0.271027126740162	0.711900373324048	chr11:9436271-9436366:+	chr11:9446229:+;chr11:9446750:+;chr11:9447242:+	FALSE	IPO7
IPO7:SE12	0.271027126740162	0.711900373324048	chr11:9437754-9437974:+	chr11:9446229:+;chr11:9446750:+;chr11:9447242:+	FALSE	IPO7
FAM13B:SE13	0.271030769159593	0.711900373324048	chr5:138006990-138007147:-	chr5:137937960:-;chr5:137938593:-;chr5:137938691:-;chr5:137942919:-	FALSE	FAM13B
DST:SE14	0.271118220136656	0.712036632467545	chr6:56482050-56482178:-	chr6:56457996:-;chr6:56458238:-	FALSE	DST
SRP68:SE01	0.271158427367832	0.712048796085957	chr17:76057403-76057543:-	chr17:76038785:-;chr17:76039105:-	FALSE	SRP68
PLK2:SE01	0.271293420637114	0.712190987675318	chr5:58455285-58455414:-	chr5:58453982:-;chr5:58454066:-	FALSE	PLK2
TM9SF2:SE11	0.271306245174503	0.712190987675318	chr13:99546985-99547104:+	chr13:99562813:+;chr13:99563387:+	FALSE	TM9SF2
SLCO2B1:SE02	0.271319324557797	0.712190987675318	chr11:75163963-75164100:+	chr11:75206110:+;chr11:75206251:+	FALSE	SLCO2B1
FOXRED2:SE02	0.271369737501585	0.712229910319201	chr22:36504098-36504367:-	chr22:36487190:-;chr22:36488229:-	FALSE	FOXRED2
ZNF678:SE01	0.271596479999332	0.712731552010835	chr1:227582514-227582606:+	chr1:227656428:+;chr1:227679136:+;chr1:227679225:+;chr1:227679319:+;chr1:227679669:+	FALSE	ZNF678
PDCD6IP:SE09	0.27173114472973	0.712991460640475	chr3:33864006-33864129:+	chr3:33867006:+;chr3:33869703:+	FALSE	PDCD6IP
PTCD3:SE05	0.27182749363518	0.713150777966723	chr2:86125795-86125880:+	chr2:86137791:+;chr2:86138137:+;chr2:86138194:+	FALSE	PTCD3
NAP1L1:SE04	0.271896473303157	0.713238258605858	chr12:76068909-76068994:-	chr12:76046174:-;chr12:76047596:-;chr12:76049430:-;chr12:76049566:-	FALSE	NAP1L1
CACNA1E:SE16	0.272019830960565	0.713468341852405	chr1:181731175-181731231:+	chr1:181776780:+;chr1:181776934:+	FALSE	CACNA1E
RALGPS1:SE06	0.272195845875419	0.713836459014217	chr9:127168679-127168772:+	chr9:127217344:+;chr9:127219470:+;chr9:127223162:+	FALSE	RALGPS1
SNX13:SE08	0.272327100901594	0.714003865966391	chr7:17830010-17830047:-	chr7:17790761:-;chr7:17791375:-;chr7:17792841:-;chr7:17793423:-	FALSE	SNX13
WDR27:SE21	0.272331027368845	0.714003865966391	chr6:169689127-169689308:-	chr6:169457212:-;chr6:169657762:-;chr6:169666917:-	FALSE	WDR27
SSBP4:SE02	0.27240772028264	0.71410610032976	chr19:18432829-18432883:+	chr19:18434423:+;chr19:18434562:+	FALSE	SSBP4
POC1A:SE01	0.27246409050281	0.71410610032976	chr3:52096569-52096712:-	chr3:52075253:-;chr3:52075780:-	FALSE	POC1A
PUS7L:SE01	0.272477056618455	0.71410610032976	chr12:43731705-43731758:-	chr12:43728607:-;chr12:43728693:-;chr12:43729258:-	FALSE	PUS7L
NR2F1-AS1:SE03	0.272514353861209	0.714110342044003	chr5:93496057-93496103:-	chr5:93409356:-;chr5:93409820:-;chr5:93411018:-	FALSE	NR2F1-AS1
BZW1:SE01	0.27261044412652	0.714117712602098	chr2:200815341-200815517:+	chr2:200823655:+;chr2:200823837:+	FALSE	BZW1
CHAF1B:SE06	0.272630255051155	0.714117712602098	chr21:36408761-36408830:+	chr21:36416827:+;chr21:36419015:+	FALSE	CHAF1B
PLPPR5:SE03	0.272642008161225	0.714117712602098	chr1:98953070-98953320:-	chr1:98890257:-;chr1:98891216:-;chr1:98892368:-	FALSE	PLPPR5
CCDC112:SE02	0.272681333806581	0.714117712602098	chr5:115269703-115269798:-	chr5:115267192:-;chr5:115267355:-	FALSE	CCDC112
TBL1XR1:SE12	0.272695562199242	0.714117712602098	chr3:177110809-177110887:-	chr3:177020754:-;chr3:177024446:-	FALSE	TBL1XR1
ANO4:SE03	0.272757395721225	0.714186195102081	chr12:100842186-100842237:+	chr12:101020115:+;chr12:101049625:+;chr12:101128629:+	FALSE	ANO4
SEC23B:SE02	0.272923755369369	0.714465492734283	chr20:18512225-18512282:+	chr20:18560940:+;chr20:18561017:+;chr20:18561081:+;chr20:18561415:+	FALSE	SEC23B
FNIP1:SE05	0.272971152782366	0.714465492734283	chr5:131679029-131679175:-	chr5:131641714:-;chr5:131643333:-	FALSE	FNIP1
FNIP1:SE10	0.272971152782366	0.714465492734283	chr5:131710578-131710661:-	chr5:131641714:-;chr5:131643333:-	FALSE	FNIP1
GIGYF2:SE08	0.273091935065117	0.714615707751813	chr2:232734417-232734486:+	chr2:232791139:+;chr2:232819904:+;chr2:232844559:+;chr2:232845768:+;chr2:232857832:+;chr2:232858612:+	FALSE	GIGYF2
GPATCH4:SE01	0.27311137970394	0.714615707751813	chr1:156598421-156598494:-	chr1:156594487:-;chr1:156595701:-	FALSE	GPATCH4
ICE2:SE05	0.273135656472714	0.714615707751813	chr15:60442416-60442545:-	chr15:60421468:-;chr15:60423001:-;chr15:60423121:-;chr15:60423378:-;chr15:60423642:-	FALSE	ICE2
TMEM237:SE03	0.273300121641829	0.714952546681638	chr2:201640261-201640265:-	chr2:201623695:-;chr2:201623800:-	FALSE	TMEM237
PPP6C:SE03	0.273406509392072	0.715137387020691	chr9:125171909-125172001:-	chr9:125147230:-;chr9:125148152:-;chr9:125149132:-	FALSE	PPP6C
ARL6:SE02	0.273452461228003	0.715164120146151	chr3:97766632-97766690:+	chr3:97800678:+;chr3:97801109:+;chr3:97801185:+	FALSE	ARL6
NCBP1:SE03	0.273500535218058	0.715196395661017	chr9:97643204-97643360:+	chr9:97671632:+;chr9:97673622:+;chr9:97673713:+	FALSE	NCBP1
KIAA1755:SE02	0.27367679075013	0.715470345724119	chr20:38218244-38218366:-	chr20:38212472:-;chr20:38212782:-	FALSE	KIAA1755
KIAA1755:SE03	0.27367679075013	0.715470345724119	chr20:38219630-38219768:-	chr20:38212472:-;chr20:38212782:-	FALSE	KIAA1755
DPYSL2:SE03	0.273802286684681	0.715613258912649	chr8:26627872-26627940:+	chr8:26657904:+;chr8:26658175:+	FALSE	DPYSL2
MYEF2:SE05	0.273836042168966	0.715613258912649	chr15:48151874-48151942:-	chr15:48141797:-;chr15:48142197:-	FALSE	MYEF2
PGPEP1:SE01	0.273838718461753	0.715613258912649	chr19:18342859-18342911:+	chr19:18364464:+;chr19:18367628:+;chr19:18369950:+	FALSE	PGPEP1
IDS:SE02	0.274000291372018	0.715942014596729	chrX:149491538-149491667:-	chrX:149478769:-;chrX:149479371:-;chrX:149479517:-;chrX:149482541:-	FALSE	IDS
PARG:SE02	0.274228981900353	0.716446034817329	chr10:49932096-49932283:-	chr10:49818279:-;chr10:49818387:-;chr10:49818601:-	FALSE	PARG
FBXO44:SE01	0.274286974942655	0.716474139049557	chr1:11658533-11658628:+	chr1:11662291:+;chr1:11663324:+	FALSE	FBXO44
NEDD4L:SE02	0.27431133287718	0.716474139049557	chr18:58099933-58100159:+	chr18:58396584:+;chr18:58396706:+	FALSE	NEDD4L
STT3A:SE05	0.274360909365507	0.716510125384997	chr11:125602303-125602424:+	chr11:125621014:+;chr11:125621329:+;chr11:125622757:+	FALSE	STT3A
CSNK1G3:SE05	0.274489313441406	0.71664638300007	chr5:123573393-123573541:+	chr5:123615442:+;chr5:123616757:+	FALSE	CSNK1G3
SLIT1:SE14	0.274520500547666	0.71664638300007	chr10:97039988-97040120:-	chr10:97000838:-;chr10:97017839:-	FALSE	SLIT1
SLIT1:SE15	0.274520500547666	0.71664638300007	chr10:97042901-97043067:-	chr10:97000838:-;chr10:97017839:-	FALSE	SLIT1
TRIM9:SE04	0.27457783579954	0.71670258001145	chr14:51009080-51009233:-	chr14:50975261:-;chr14:50996067:-	FALSE	TRIM9
DCAF6:SE02	0.274712429966939	0.716960397155859	chr1:167966629-167966721:+	chr1:168075787:+;chr1:168075832:+	FALSE	DCAF6
WDPCP:SE02	0.274913441267738	0.717391463751471	chr2:63153495-63153574:-	chr2:63121372:-;chr2:63121833:-;chr2:63121986:-	FALSE	WDPCP
NBPF9:SE15	0.275023092857399	0.717490511410432	chr1:149077883-149077955:-	chr1:149054033:-;chr1:149054138:-;chr1:149056564:-;chr1:149059752:-	FALSE	NBPF9
NBPF9:SE16	0.275023092857399	0.717490511410432	chr1:149079007-149079221:-	chr1:149054033:-;chr1:149054138:-;chr1:149056564:-;chr1:149059752:-	FALSE	NBPF9
CEP41:SE05	0.275073178846762	0.717527652107121	chr7:130411122-130411191:-	chr7:130396534:-;chr7:130397421:-;chr7:130398847:-	FALSE	CEP41
IPO11:SE11	0.275142925657746	0.71761606164188	chr5:62493998-62494124:+	chr5:62627836:+;chr5:62628582:+	FALSE	IPO11
PEX3:SE01	0.27530103602592	0.71793488417704	chr6:143459085-143459216:+	chr6:143473464:+;chr6:143473984:+;chr6:143489369:+;chr6:143489733:+;chr6:143490008:+	FALSE	PEX3
PDS5B:SE02	0.275593665152292	0.718510773482235	chr13:32659154-32659280:+	chr13:32758211:+;chr13:32775906:+	FALSE	PDS5B
PDS5B:SE03	0.275593665152292	0.718510773482235	chr13:32667764-32667844:+	chr13:32758211:+;chr13:32775906:+	FALSE	PDS5B
TSPAN2:SE05	0.275796982735067	0.718819708104043	chr1:115072905-115073007:-	chr1:115048011:-;chr1:115048508:-;chr1:115049218:-;chr1:115049346:-	FALSE	TSPAN2
LCORL:SE04	0.275841374063636	0.718819708104043	chr4:17960265-17960311:-	chr4:17841201:-;chr4:17843220:-;chr4:17881143:-	FALSE	LCORL
CRYBG3:SE01	0.275868723660579	0.718819708104043	chr3:97843195-97843261:+	chr3:97875151:+;chr3:97875849:+	FALSE	CRYBG3
USP37:SE09	0.275999473234053	0.718819708104043	chr2:218498026-218498157:-	chr2:218450251:-;chr2:218453499:-;chr2:218495138:-	FALSE	USP37
USP37:SE10	0.275999473234053	0.718819708104043	chr2:218529956-218530040:-	chr2:218450251:-;chr2:218453499:-;chr2:218495138:-	FALSE	USP37
USP37:SE12	0.275999473234053	0.718819708104043	chr2:218546221-218546298:-	chr2:218450251:-;chr2:218453499:-;chr2:218495138:-	FALSE	USP37
USP37:SE13	0.275999473234053	0.718819708104043	chr2:218546919-218547091:-	chr2:218450251:-;chr2:218453499:-;chr2:218495138:-	FALSE	USP37
USP37:SE14	0.275999473234053	0.718819708104043	chr2:218553553-218553724:-	chr2:218450251:-;chr2:218453499:-;chr2:218495138:-	FALSE	USP37
JAKMIP2:SE05	0.276093849890047	0.718914259225443	chr5:147628751-147628816:-	chr5:147591146:-;chr5:147612321:-	FALSE	JAKMIP2
XPR1:SE09	0.27616268817182	0.718914259225443	chr1:180834874-180835045:+	chr1:180838868:+;chr1:180885583:+;chr1:180886126:+;chr1:180886344:+;chr1:180887022:+	FALSE	XPR1
YIPF6:SE02	0.276162807237204	0.718914259225443	chrX:68511849-68511977:+	chrX:68533725:+;chrX:68535552:+;chrX:68537282:+	FALSE	YIPF6
DIS3L2:SE10	0.276179452369944	0.718914259225443	chr2:232334631-232334735:+	chr2:232336977:+;chr2:232337192:+	FALSE	DIS3L2
LDAH:SE02	0.276464897039202	0.719563707963542	chr2:20790255-20790398:-	chr2:20684031:-;chr2:20685058:-	FALSE	LDAH
SEZ6L2:SE02	0.276662113194824	0.719983382602315	chr16:29872409-29872526:-	chr16:29871159:-;chr16:29871507:-	FALSE	SEZ6L2
NUP54:SE06	0.276804567860732	0.720260455763463	chr4:76147479-76147640:-	chr4:76114664:-;chr4:76114868:-	FALSE	NUP54
MAPK10:SE04	0.276940458691029	0.720520379656953	chr4:86103186-86103244:-	chr4:86015123:-;chr4:86015928:-;chr4:86016478:-	FALSE	MAPK10
PPP6R3:SE02	0.27702143755155	0.720637389211629	chr11:68515028-68515166:+	chr11:68614595:+;chr11:68615334:+	FALSE	PPP6R3
PRPF40B:SE02	0.277195713072981	0.720997036667409	chr12:49622637-49622734:+	chr12:49643729:+;chr12:49644663:+	FALSE	PRPF40B
RBM19:SE18	0.27726718218043	0.721000499747729	chr12:113962232-113962414:-	chr12:113816743:-;chr12:113822057:-;chr12:113822692:-	FALSE	RBM19
CTPS2:SE10	0.277286102000557	0.721000499747729	chrX:16691540-16691620:-	chrX:16587999:-;chrX:16589549:-	FALSE	CTPS2
UGDH:SE02	0.277398603767012	0.721000499747729	chr4:39504417-39504508:-	chr4:39498758:-;chr4:39498920:-;chr4:39499318:-	FALSE	UGDH
