SE_id	p_value	FDR	exon	pas_id	sig	gene_id
ABI1:SE06	0.620682712711831	1	chr10:26768852-26768992:-	chr10:26746892:-;chr10:26747076:-;chr10:26747814:-;chr10:26747876:-;chr10:26748182:-	FALSE	ABI1
MAPKAPK5:SE04	0.620732658847122	1	chr12:111868753-111868861:+	chr12:111893159:+;chr12:111893350:+;chr12:111893414:+	FALSE	MAPKAPK5
GTF3C3:SE01	0.620798151874172	1	chr2:196766565-196766717:-	chr2:196763480:-;chr2:196763945:-;chr2:196764148:-	FALSE	GTF3C3
RTN3:SE02	0.620854872361989	1	chr11:63746947-63747024:+	chr11:63759054:+;chr11:63759888:+	FALSE	RTN3
SAYSD1:SE01	0.620903678257468	1	chr6:39109314-39113720:-	chr6:39104067:-;chr6:39104895:-;chr6:39105193:-	FALSE	SAYSD1
TEX2:SE02	0.621330025868632	1	chr17:64160801-64160933:-	chr17:64147435:-;chr17:64147687:-	FALSE	TEX2
ATE1:SE08	0.621552419921957	1	chr10:121924266-121924329:-	chr10:121740424:-;chr10:121743110:-	FALSE	ATE1
OSBPL6:SE14	0.622193036685874	1	chr2:178372126-178372233:+	chr2:178395619:+;chr2:178396152:+	FALSE	OSBPL6
ZNF74:SE01	0.622762435235164	1	chr22:20395333-20395418:+	chr22:20407681:+;chr22:20408455:+	FALSE	ZNF74
ARL6:SE01	0.623002978865729	1	chr3:97765991-97766089:+	chr3:97798529:+;chr3:97800678:+;chr3:97801109:+;chr3:97801185:+	FALSE	ARL6
MLLT3:SE06	0.623246458583763	1	chr9:20413721-20414425:-	chr9:20345059:-;chr9:20345285:-;chr9:20345627:-	FALSE	MLLT3
EPS15L1:SE06	0.623315928928048	1	chr19:16395344-16395467:-	chr19:16355247:-;chr19:16361578:-	FALSE	EPS15L1
ABHD10:SE02	0.623805827001681	1	chr3:111986264-111986375:+	chr3:111991976:+;chr3:111992445:+;chr3:111993368:+	FALSE	ABHD10
SPP1:SE02	0.624023709470467	1	chr4:87980046-87980126:+	chr4:87983328:+;chr4:87983411:+	FALSE	SPP1
CEP70:SE05	0.62402616838192	1	chr3:138508439-138508544:-	chr3:138494344:-;chr3:138495008:-;chr3:138496910:-;chr3:138499884:-	FALSE	CEP70
SRP14-AS1:SE02	0.625211993553848	1	chr15:40064461-40064601:+	chr15:40065705:+;chr15:40067511:+	FALSE	SRP14-AS1
TXNL4A:SE04	0.625270595950022	1	chr18:80030521-80030577:-	chr18:79973406:-;chr18:79973513:-	FALSE	TXNL4A
USP15:SE09	0.625411039214217	1	chr12:62374390-62374535:+	chr12:62404643:+;chr12:62406119:+	FALSE	USP15
ACAT2:SE01	0.625463339525181	1	chr6:159762919-159763053:+	chr6:159778898:+;chr6:159779051:+	FALSE	ACAT2
NEK1:SE22	0.625585231524325	1	chr4:169599100-169599197:-	chr4:169393273:-;chr4:169555392:-	FALSE	NEK1
NFIC:SE05	0.625585231524325	1	chr19:3453763-3453916:+	chr19:3462983:+;chr19:3465367:+	FALSE	NFIC
STAM:SE01	0.625622453339097	1	chr10:17660464-17660548:+	chr10:17715764:+;chr10:17715906:+	FALSE	STAM
FAM81A:SE05	0.62574149073044	1	chr15:59514289-59514424:+	chr15:59522538:+;chr15:59522787:+;chr15:59522997:+;chr15:59523555:+	FALSE	FAM81A
SFPQ:SE03	0.625893655909475	1	chr1:35187001-35187122:-	chr1:35176380:-;chr1:35183600:-;chr1:35184120:-	FALSE	SFPQ
RFFL:SE01	0.626046157499769	1	chr17:35014740-35014763:-	chr17:35009116:-;chr17:35011306:-;chr17:35011344:-	FALSE	RFFL
USP4:SE06	0.626232892474175	1	chr3:49286098-49286325:-	chr3:49277560:-;chr3:49277829:-;chr3:49278124:-	FALSE	USP4
C11orf54:SE03	0.62643408442658	1	chr11:93757316-93757465:+	chr11:93761717:+;chr11:93762316:+;chr11:93763084:+	FALSE	C11orf54
SYMPK:SE02	0.626614753185686	1	chr19:45844030-45844200:-	chr19:45815453:-;chr19:45818908:-	FALSE	SYMPK
SYMPK:SE03	0.626614753185686	1	chr19:45847752-45848001:-	chr19:45815453:-;chr19:45818908:-	FALSE	SYMPK
CCT4:SE02	0.626703585438333	1	chr2:61872082-61872316:-	chr2:61868127:-;chr2:61868425:-;chr2:61868503:-	FALSE	CCT4
CCT4:SE03	0.626703585438333	1	chr2:61872458-61872588:-	chr2:61868127:-;chr2:61868425:-;chr2:61868503:-	FALSE	CCT4
SLC35A1:SE01	0.62683560428019	1	chr6:87508420-87508596:+	chr6:87512264:+;chr6:87512336:+	FALSE	SLC35A1
CYP2U1:SE02	0.626927779426084	1	chr4:107944970-107945605:+	chr4:107950782:+;chr4:107953465:+	FALSE	CYP2U1
GNPNAT1:SE01	0.627213124475289	1	chr14:52780679-52780740:-	chr14:52775193:-;chr14:52777259:-;chr14:52777301:-;chr14:52778063:-	FALSE	GNPNAT1
DMKN:SE12	0.627290679131173	1	chr19:35509911-35509961:-	chr19:35497220:-;chr19:35503304:-	FALSE	DMKN
ARFGAP3:SE08	0.627369588407251	1	chr22:42834242-42834325:-	chr22:42796529:-;chr22:42796613:-	FALSE	ARFGAP3
EIF2AK1:SE06	0.627397538251093	1	chr7:6044562-6044661:-	chr7:6022250:-;chr7:6023771:-;chr7:6023831:-	FALSE	EIF2AK1
SHC1:SE01	0.627590790288674	1	chr1:154966162-154966231:-	chr1:154962298:-;chr1:154963359:-	FALSE	SHC1
NNT:SE01	0.627721904758407	1	chr5:43609143-43609346:+	chr5:43705234:+;chr5:43705488:+;chr5:43705560:+	FALSE	NNT
GUF1:SE01	0.627842309657894	1	chr4:44680441-44680552:+	chr4:44697689:+;chr4:44698955:+;chr4:44700680:+	FALSE	GUF1
SVOP:SE06	0.628001918481945	1	chr12:108972405-108972476:-	chr12:108908364:-;chr12:108910885:-	FALSE	SVOP
CLEC2B:SE01	0.628061800453017	1	chr12:9862499-9862573:-	chr12:9852371:-;chr12:9853204:-	FALSE	CLEC2B
GNAO1:SE02	0.628257399715893	1	chr16:56351384-56351537:+	chr16:56357127:+;chr16:56357444:+	FALSE	GNAO1
ZNF148:SE05	0.628298637175921	1	chr3:125314937-125315053:-	chr3:125231014:-;chr3:125231269:-	FALSE	ZNF148
DPYSL3:SE02	0.628551413901126	1	chr5:147412608-147412688:-	chr5:147390812:-;chr5:147393372:-	FALSE	DPYSL3
DPYSL3:SE03	0.628551413901126	1	chr5:147413596-147413657:-	chr5:147390812:-;chr5:147393372:-	FALSE	DPYSL3
PPAN:SE01	0.628690205054742	1	chr19:10107505-10107606:+	chr19:10111262:+;chr19:10111969:+	FALSE	PPAN
MTMR7:SE04	0.628712503088722	1	chr8:17361117-17361274:-	chr8:17296797:-;chr8:17298030:-;chr8:17298194:-	FALSE	MTMR7
EXOSC7:SE02	0.629088692546633	1	chr3:44989550-44989644:+	chr3:45011481:+;chr3:45012668:+	FALSE	EXOSC7
ATP5PB:SE01	0.62911622148124	1	chr1:111454211-111454356:+	chr1:111461330:+;chr1:111461407:+	FALSE	ATP5PB
VPS36:SE03	0.629147509657579	1	chr13:52427187-52427219:-	chr13:52412608:-;chr13:52412704:-;chr13:52413513:-;chr13:52415313:-	FALSE	VPS36
FAM92A:SE04	0.629408466337204	1	chr8:93718675-93718788:+	chr8:93728446:+;chr8:93729245:+	FALSE	FAM92A
THOC5:SE01	0.629551092195311	1	chr22:29531078-29531110:-	chr22:29508194:-;chr22:29508329:-	FALSE	THOC5
ACP1:SE01	0.629574103699114	1	chr2:269301-269347:+	chr2:277508:+;chr2:278283:+	FALSE	ACP1
GLRX3:SE02	0.629584622421559	1	chr10:130159746-130159834:+	chr10:130179608:+;chr10:130180377:+	FALSE	GLRX3
FXR1:SE04	0.629611629001735	1	chr3:180975313-180975404:+	chr3:180976546:+;chr3:180977153:+	FALSE	FXR1
SLC22A15:SE07	0.629804275344137	1	chr1:116064436-116064508:+	chr1:116069405:+;chr1:116069517:+	FALSE	SLC22A15
GIT2:SE10	0.629834746493377	1	chr12:109989690-109989802:-	chr12:109929805:-;chr12:109932615:-;chr12:109948062:-;chr12:109964299:-	FALSE	GIT2
FMR1:SE02	0.629875146814732	1	chrX:147921933-147921985:+	chrX:147948540:+;chrX:147950638:+;chrX:147951066:+	FALSE	FMR1
RALGPS1:SE02	0.629886436321007	1	chr9:127050043-127050132:+	chr9:127217344:+;chr9:127219470:+;chr9:127223166:+	FALSE	RALGPS1
RBSN:SE12	0.630039220397006	1	chr3:15098119-15098274:-	chr3:15070074:-;chr3:15073580:-	FALSE	RBSN
ARHGEF37:SE06	0.630254175451075	1	chr5:149620354-149620464:+	chr5:149634518:+;chr5:149634968:+	FALSE	ARHGEF37
UBQLN1:SE05	0.630439372944631	1	chr9:83682951-83683066:-	chr9:83660872:-;chr9:83661424:-	FALSE	UBQLN1
MIA3:SE20	0.630765565898489	1	chr1:222662458-222662529:+	chr1:222665822:+;chr1:222666144:+	FALSE	MIA3
DUSP8:SE01	0.630784345227276	1	chr11:1563851-1563989:-	chr11:1554051:-;chr11:1556386:-	FALSE	DUSP8
GOLGA5:SE03	0.630939652651314	1	chr14:92811551-92811754:+	chr14:92839828:+;chr14:92839941:+	FALSE	GOLGA5
GOLGA5:SE04	0.630939652651314	1	chr14:92816251-92816421:+	chr14:92839828:+;chr14:92839941:+	FALSE	GOLGA5
GOLGA5:SE05	0.630939652651314	1	chr14:92819708-92819836:+	chr14:92839828:+;chr14:92839941:+	FALSE	GOLGA5
MYNN:SE02	0.631230886177775	1	chr3:169784622-169784708:+	chr3:169786770:+;chr3:169786826:+;chr3:169787169:+;chr3:169787550:+	FALSE	MYNN
CSNK1E:SE02	0.63139293149952	1	chr22:38314082-38314169:-	chr22:38290691:-;chr22:38291883:-	FALSE	CSNK1E
APBA2:SE11	0.631658049747294	1	chr15:29106607-29106819:+	chr15:29117709:+;chr15:29118315:+	FALSE	APBA2
REEP1:SE05	0.631929393569606	1	chr2:86254694-86254814:-	chr2:86214102:-;chr2:86214597:-;chr2:86216485:-;chr2:86251351:-	FALSE	REEP1
ANKRD29:SE01	0.632064546679541	1	chr18:23612092-23612190:-	chr18:23598926:-;chr18:23600013:-;chr18:23600234:-;chr18:23600459:-	FALSE	ANKRD29
DGKG:SE06	0.632068354958621	1	chr3:186260439-186260513:-	chr3:186147201:-;chr3:186147500:-	FALSE	DGKG
GTF2I:SE26	0.63238901640732	1	chr7:74756820-74756861:+	chr7:74760060:+;chr7:74760121:+;chr7:74760692:+	FALSE	GTF2I
GTF2I:SE27	0.63238901640732	1	chr7:74757959-74758000:+	chr7:74760060:+;chr7:74760121:+;chr7:74760692:+	FALSE	GTF2I
APBA2:SE05	0.632718211509613	1	chr15:29074921-29075001:+	chr15:29117709:+;chr15:29118315:+	FALSE	APBA2
APBA2:SE10	0.632718211509613	1	chr15:29105379-29105558:+	chr15:29117709:+;chr15:29118315:+	FALSE	APBA2
NADK2:SE05	0.632975265561351	1	chr5:36211844-36211922:-	chr5:36192885:-;chr5:36193713:-;chr5:36194230:-;chr5:36194822:-	FALSE	NADK2
SLC25A46:SE02	0.633034885327084	1	chr5:110748163-110748263:+	chr5:110762784:+;chr5:110763084:+;chr5:110765157:+	FALSE	SLC25A46
FAM120B:SE05	0.633308871020078	1	chr6:170358226-170358318:+	chr6:170405078:+;chr6:170405352:+	FALSE	FAM120B
B3GALNT1:SE03	0.633319110691333	1	chr3:161103958-161104105:-	chr3:161083883:-;chr3:161084265:-;chr3:161084983:-	FALSE	B3GALNT1
BCL2L13:SE03	0.633328259479198	1	chr22:17683214-17683321:+	chr22:17703765:+;chr22:17729140:+;chr22:17729225:+;chr22:17729526:+;chr22:17730619:+	FALSE	BCL2L13
RAPGEFL1:SE01	0.633474308199563	1	chr17:40184581-40184678:+	chr17:40191046:+;chr17:40195650:+	FALSE	RAPGEFL1
MDH1B:SE01	0.633663130608342	1	chr2:206745277-206745369:-	chr2:206737763:-;chr2:206737828:-;chr2:206738197:-;chr2:206738330:-	FALSE	MDH1B
DERL2:SE01	0.633883981042634	1	chr17:5480387-5480582:-	chr17:5471259:-;chr17:5474290:-	FALSE	DERL2
PSME3IP1:SE01	0.63398769405934	1	chr16:57174169-57174286:-	chr16:57152468:-;chr16:57153533:-;chr16:57153736:-;chr16:57153867:-	FALSE	PSME3IP1
MAP4:SE14	0.633992700441429	1	chr3:47918719-47918841:-	chr3:47850695:-;chr3:47851558:-	FALSE	MAP4
MAP4K5:SE12	0.634006271255168	1	chr14:50456516-50456594:-	chr14:50418521:-;chr14:50418830:-	FALSE	MAP4K5
HMG20A:SE02	0.634283772364175	1	chr15:77471783-77471814:+	chr15:77479604:+;chr15:77485550:+;chr15:77485603:+	FALSE	HMG20A
KBTBD3:SE01	0.63469517882538	1	chr11:106058865-106059109:-	chr11:106051101:-;chr11:106052453:-;chr11:106054231:-	FALSE	KBTBD3
AGTPBP1:SE13	0.634754546997245	1	chr9:85646321-85646418:-	chr9:85546539:-;chr9:85546939:-;chr9:85575103:-	FALSE	AGTPBP1
EBNA1BP2:SE01	0.634875807961617	1	chr1:43164643-43164805:-	chr1:43164184:-;chr1:43164309:-	FALSE	EBNA1BP2
ABI2:SE10	0.635093664195992	1	chr2:203411285-203411371:+	chr2:203427528:+;chr2:203427598:+;chr2:203432167:+	FALSE	ABI2
CCNL2:SE08	0.635319824145461	1	chr1:1398597-1398671:-	chr1:1385711:-;chr1:1386502:-;chr1:1386705:-	FALSE	CCNL2
NOMO2:SE02	0.63536578371554	1	chr16:18506873-18506992:-	chr16:16294811:+;chr16:18499924:-;chr16:18500159:-	FALSE	NOMO2
PPP6R3:SE08	0.635540941358393	1	chr11:68569748-68569897:+	chr11:68614592:+;chr11:68615334:+	FALSE	PPP6R3
PPP6R3:SE09	0.635540941358393	1	chr11:68574109-68574224:+	chr11:68614592:+;chr11:68615334:+	FALSE	PPP6R3
PPP6R3:SE12	0.635540941358393	1	chr11:68600341-68600494:+	chr11:68614592:+;chr11:68615334:+	FALSE	PPP6R3
RETREG1:SE03	0.635604525758068	1	chr5:16565763-16565793:-	chr5:16473053:-;chr5:16473806:-	FALSE	RETREG1
SMARCA2:SE12	0.635825415387764	1	chr9:2073566-2073623:+	chr9:2193574:+;chr9:2193624:+	FALSE	SMARCA2
LIMCH1:SE26	0.635897577654167	1	chr4:41680006-41680098:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
NRCAM:SE05	0.636514760464731	1	chr7:108166921-108167073:-	chr7:108147637:-;chr7:108147779:-	FALSE	NRCAM
GOLGA5:SE02	0.636563883653434	1	chr14:92806736-92806963:+	chr14:92839828:+;chr14:92839941:+	FALSE	GOLGA5
ANKRD10:SE01	0.636604512099011	1	chr13:110894109-110894202:-	chr13:110878540:-;chr13:110892710:-	FALSE	ANKRD10
NRG3:SE08	0.636851943492028	1	chr10:82958949-82959075:+	chr10:82987024:+;chr10:82987183:+	FALSE	NRG3
TMEM59:SE06	0.636966222659813	1	chr1:54048650-54048682:-	chr1:54031676:-;chr1:54032015:-	FALSE	TMEM59
TRMT2B:SE07	0.637046041739923	1	chrX:101041317-101041371:-	chrX:101009350:-;chrX:101009537:-	FALSE	TRMT2B
FBXO31:SE03	0.637113953633273	1	chr16:87342877-87342951:-	chr16:87326987:-;chr16:87329336:-;chr16:87329446:-	FALSE	FBXO31
WIPI1:SE06	0.637150221260902	1	chr17:68452910-68452992:-	chr17:68421281:-;chr17:68433399:-	FALSE	WIPI1
IFT80:SE04	0.637298384261616	1	chr3:160280667-160280814:-	chr3:160257003:-;chr3:160258180:-	FALSE	IFT80
LRRC1:SE02	0.637567989599822	1	chr6:53878993-53879071:+	chr6:53884993:+;chr6:53923728:+;chr6:53923862:+;chr6:53924121:+	FALSE	LRRC1
HADHB:SE03	0.63760424303373	1	chr2:26263380-26263479:+	chr2:26290100:+;chr2:26290465:+	FALSE	HADHB
NCAPH2:SE08	0.63761803545726	1	chr22:50522343-50522415:+	chr22:50523472:+;chr22:50524777:+	FALSE	NCAPH2
ATP6V1D:SE02	0.637799030250639	1	chr14:67353699-67353959:-	chr14:67337872:-;chr14:67338071:-	FALSE	ATP6V1D
PSMD12:SE02	0.637813264476478	1	chr17:67357519-67357578:-	chr17:67337916:-;chr17:67340503:-;chr17:67340783:-	FALSE	PSMD12
MRS2:SE01	0.637821580016956	1	chr6:24405168-24405241:+	chr6:24423477:+;chr6:24424263:+;chr6:24425586:+	FALSE	MRS2
THAP3:SE01	0.638349907560261	1	chr1:6629643-6629724:+	chr1:6633562:+;chr1:6635586:+	FALSE	THAP3
CAPZB:SE03	0.638446497947257	1	chr1:19356635-19356751:-	chr1:19338775:-;chr1:19339103:-;chr1:19339357:-	FALSE	CAPZB
GSPT1:SE01	0.638448194068783	1	chr16:11875761-11875929:-	chr16:11872202:-;chr16:11872679:-	FALSE	GSPT1
CDK17:SE06	0.638933304865108	1	chr12:96334719-96334865:-	chr12:96278553:-;chr12:96278603:-	FALSE	CDK17
LRRC6:SE02	0.639008032066278	1	chr8:132615038-132615097:-	chr8:132570419:-;chr8:132572072:-	FALSE	LRRC6
ABI2:SE04	0.639113697323845	1	chr2:203382189-203382206:+	chr2:203427528:+;chr2:203427598:+;chr2:203432167:+	FALSE	ABI2
SLC39A9:SE04	0.639186098403272	1	chr14:69453241-69453309:+	chr14:69459723:+;chr14:69462390:+	FALSE	SLC39A9
DCTN2:SE02	0.639375305417617	1	chr12:57538253-57538347:-	chr12:57530151:-;chr12:57530311:-	FALSE	DCTN2
MPZL1:SE02	0.639401803196333	1	chr1:167772275-167772488:+	chr1:167773921:+;chr1:167788726:+;chr1:167790154:+	FALSE	MPZL1
TM9SF4:SE03	0.639576568842505	1	chr20:32142982-32143105:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE04	0.639576568842505	1	chr20:32145091-32145209:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE05	0.639576568842505	1	chr20:32145312-32145423:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE06	0.639576568842505	1	chr20:32146785-32146855:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE07	0.639576568842505	1	chr20:32149634-32149766:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE08	0.639576568842505	1	chr20:32150622-32150703:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE09	0.639576568842505	1	chr20:32150800-32150875:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
TM9SF4:SE11	0.639576568842505	1	chr20:32157794-32157969:+	chr20:32165552:+;chr20:32167255:+	FALSE	TM9SF4
NCLN:SE01	0.639662238601757	1	chr19:3192470-3192660:+	chr19:3208031:+;chr19:3209575:+	FALSE	NCLN
NCLN:SE02	0.639662238601757	1	chr19:3193284-3193428:+	chr19:3208031:+;chr19:3209575:+	FALSE	NCLN
DHRSX:SE01	0.639890006498498	1	chrX:2392354-2392474:-	chrX:2220760:-;chrY:2220760:-;chrX:2220842:-;chrY:2220842:-	FALSE	DHRSX
CLSTN1:SE01	0.640299969316364	1	chr1:9737498-9737554:-	chr1:9729026:-;chr1:9729967:-	FALSE	CLSTN1
TBC1D22A:SE05	0.640347427518569	1	chr22:46797444-46797620:+	chr22:47174083:+;chr22:47175693:+	FALSE	TBC1D22A
AP3M2:SE02	0.640351161825838	1	chr8:42168197-42168249:+	chr8:42170349:+;chr8:42171180:+	FALSE	AP3M2
SLCO1C1:SE01	0.640470056926103	1	chr12:20699552-20699705:+	chr12:20718028:+;chr12:20718574:+;chr12:20753218:+;chr12:20753386:+	FALSE	SLCO1C1
SLC25A46:SE01	0.640578593530263	1	chr5:110743730-110743787:+	chr5:110762784:+;chr5:110763084:+;chr5:110765157:+	FALSE	SLC25A46
NARS1:SE01	0.640844392563566	1	chr18:57611637-57611707:-	chr18:57600659:-;chr18:57600867:-	FALSE	NARS1
ARHGEF40:SE01	0.640859581613472	1	chr14:21087320-21087463:+	chr14:21089545:+;chr14:21090248:+	FALSE	ARHGEF40
POMT1:SE02	0.640919973056482	1	chr9:131506403-131506453:+	chr9:131523341:+;chr9:131523806:+	FALSE	POMT1
ELP2:SE11	0.641181948150848	1	chr18:36170063-36170196:+	chr18:36174650:+;chr18:36175312:+;chr18:36175866:+;chr18:36176069:+;chr18:36177931:+	FALSE	ELP2
ACOX3:SE06	0.64146681666752	1	chr4:8394620-8394742:-	chr4:8366351:-;chr4:8366606:-;chr4:8366712:-	FALSE	ACOX3
SAE1:SE06	0.641514674655602	1	chr19:47197233-47197377:+	chr19:47210191:+;chr19:47210630:+	FALSE	SAE1
CNOT8:SE03	0.641618372662167	1	chr5:154867692-154867792:+	chr5:154875780:+;chr5:154876792:+	FALSE	CNOT8
CSE1L:SE13	0.64182223424642	1	chr20:49078561-49078622:+	chr20:49096588:+;chr20:49096885:+;chr20:49096949:+	FALSE	CSE1L
NRF1:SE02	0.641885578553291	1	chr7:129671429-129671543:+	chr7:129756015:+;chr7:129757076:+	FALSE	NRF1
WSB1:SE02	0.641889754645567	1	chr17:27301788-27301956:+	chr17:27308823:+;chr17:27312585:+;chr17:27313366:+;chr17:27313636:+	FALSE	WSB1
CA8:SE02	0.642027629971509	1	chr8:60224537-60224585:-	chr8:60188970:-;chr8:60189546:-;chr8:60189655:-	FALSE	CA8
CA8:SE03	0.642027629971509	1	chr8:60226873-60226935:-	chr8:60188970:-;chr8:60189546:-;chr8:60189655:-	FALSE	CA8
MARK1:SE06	0.642146753157807	1	chr1:220604067-220604137:+	chr1:220662454:+;chr1:220663931:+	FALSE	MARK1
GTPBP4:SE04	0.642163580462414	1	chr10:1000677-1000868:+	chr10:1017692:+;chr10:1017768:+;chr10:1019932:+	FALSE	GTPBP4
UBAP1:SE05	0.642446239158111	1	chr9:34234216-34234340:+	chr9:34252440:+;chr9:34252523:+	FALSE	UBAP1
OTUD5:SE01	0.642665111126059	1	chrX:48923633-48923746:-	chrX:48922206:-;chrX:48922634:-	FALSE	OTUD5
PPP6R3:SE06	0.64283519295118	1	chr11:68548067-68548204:+	chr11:68614592:+;chr11:68615334:+	FALSE	PPP6R3
PITPNC1:SE04	0.643084150360118	1	chr17:67675479-67675542:+	chr17:67692924:+;chr17:67693531:+;chr17:67697263:+	FALSE	PITPNC1
MTX2:SE01	0.643372118347479	1	chr2:176270216-176270419:+	chr2:176337847:+;chr2:176337935:+;chr2:176338025:+	FALSE	MTX2
MDH1B:SE04	0.643669929942376	1	chr2:206760901-206761013:-	chr2:206737763:-;chr2:206737828:-;chr2:206738197:-;chr2:206738330:-	FALSE	MDH1B
ZNRF1:SE04	0.64381378480104	1	chr16:75095598-75095750:+	chr16:75108040:+;chr16:75108707:+;chr16:75110713:+	FALSE	ZNRF1
HGSNAT:SE04	0.643880624667077	1	chr8:43178074-43178234:+	chr8:43200552:+;chr8:43201827:+;chr8:43202827:+	FALSE	HGSNAT
ICA1L:SE03	0.644227659325018	1	chr2:202796890-202796964:-	chr2:202775972:-;chr2:202778646:-	FALSE	ICA1L
WASHC2C:SE06	0.644313504369634	1	chr10:45746600-45746647:+	chr10:45792601:+;chr10:45792959:+	FALSE	WASHC2C
WASHC2C:SE12	0.644313504369634	1	chr10:45753180-45753237:+	chr10:45792601:+;chr10:45792959:+	FALSE	WASHC2C
WASHC2C:SE17	0.644313504369634	1	chr10:45763388-45763489:+	chr10:45792601:+;chr10:45792959:+	FALSE	WASHC2C
WASHC2C:SE19	0.644313504369634	1	chr10:45765679-45765810:+	chr10:45792601:+;chr10:45792959:+	FALSE	WASHC2C
WASHC2C:SE22	0.644313504369634	1	chr10:45773256-45773358:+	chr10:45792601:+;chr10:45792959:+	FALSE	WASHC2C
LINC01128:SE01	0.644506145199672	1	chr1:847654-847806:+	chr1:854096:+;chr1:854387:+	FALSE	LINC01128
HDAC11:SE01	0.644604733854249	1	chr3:13483464-13483564:+	chr3:13505329:+;chr3:13506416:+	FALSE	HDAC11
VPS41:SE16	0.64461130440003	1	chr7:38898091-38898129:-	chr7:38723983:-;chr7:38725557:-	FALSE	VPS41
NBR1:SE11	0.645084686451068	1	chr17:43196942-43197106:+	chr17:43211471:+;chr17:43211688:+	FALSE	NBR1
UQCC1:SE01	0.645329946792653	1	chr20:35314688-35314765:-	chr20:35302578:-;chr20:35303460:-	FALSE	UQCC1
CELF4:SE01	0.645337468524118	1	chr18:37254305-37254383:-	chr18:37243163:-;chr18:37244550:-	FALSE	CELF4
BCAS1:SE07	0.645454674036743	1	chr20:53995012-53995056:-	chr20:53943541:-;chr20:53943691:-	FALSE	BCAS1
RAP1GDS1:SE08	0.645489869811615	1	chr4:98436940-98437068:+	chr4:98442666:+;chr4:98443858:+	FALSE	RAP1GDS1
LGALSL:SE01	0.645508690464256	1	chr2:64455344-64455415:+	chr2:64458662:+;chr2:64459009:+;chr2:64461381:+	FALSE	LGALSL
SECISBP2:SE03	0.645520729590892	1	chr9:89339864-89339953:+	chr9:89358973:+;chr9:89359642:+	FALSE	SECISBP2
GALNT15:SE02	0.645613622226165	1	chr3:16200619-16200823:+	chr3:16227935:+;chr3:16229037:+;chr3:16229750:+	FALSE	GALNT15
SNX10:SE03	0.645737632740068	1	chr7:26357007-26357127:+	chr7:26372009:+;chr7:26373492:+;chr7:26373944:+;chr7:26374330:+;chr7:26374380:+	FALSE	SNX10
GPBP1:SE04	0.645861106580017	1	chr5:57237113-57237172:+	chr5:57263085:+;chr5:57263585:+	FALSE	GPBP1
CCDC84:SE02	0.645967095829286	1	chr11:119013232-119013262:+	chr11:119015745:+;chr11:119015793:+	FALSE	CCDC84
ELAVL4:SE06	0.646019397515468	1	chr1:50193765-50193918:+	chr1:50203210:+;chr1:50203772:+	FALSE	ELAVL4
UEVLD:SE09	0.646033591457102	1	chr11:18575347-18575412:-	chr11:18529609:-;chr11:18531697:-	FALSE	UEVLD
PGAP6:SE03	0.646596135888784	1	chr16:377378-377585:-	chr16:370856:-;chr16:371859:-	FALSE	PGAP6
NDUFAF5:SE03	0.646632496931315	1	chr20:13801818-13801873:+	chr20:13817228:+;chr20:13817662:+;chr20:13818421:+	FALSE	NDUFAF5
MRS2:SE02	0.646638601072241	1	chr6:24408408-24408444:+	chr6:24423477:+;chr6:24424263:+;chr6:24425586:+	FALSE	MRS2
COL16A1:SE22	0.646646230552662	1	chr1:31682934-31683002:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
COL16A1:SE23	0.646646230552662	1	chr1:31683194-31683247:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
FAM81A:SE04	0.646769063096751	1	chr15:59508863-59508969:+	chr15:59522538:+;chr15:59522787:+;chr15:59522997:+;chr15:59523555:+	FALSE	FAM81A
DCAF6:SE10	0.646811558066125	1	chr1:168022988-168023047:+	chr1:168075787:+;chr1:168075832:+	FALSE	DCAF6
KIF5B:SE17	0.646847272215469	1	chr10:32040384-32040457:-	chr10:32009015:-;chr10:32009228:-;chr10:32011146:-	FALSE	KIF5B
PMS1:SE02	0.646930704350867	1	chr2:189795769-189795951:+	chr2:189807054:+;chr2:189877512:+;chr2:189877629:+	FALSE	PMS1
SAP30BP:SE03	0.646956822338221	1	chr17:75703311-75703371:+	chr17:75706757:+;chr17:75707675:+;chr17:75708011:+	FALSE	SAP30BP
CNTN1:SE09	0.647666997813282	1	chr12:40937570-40937687:+	chr12:40972433:+;chr12:40972625:+;chr12:40973558:+;chr12:41071929:+;chr12:41072412:+	FALSE	CNTN1
CNTN1:SE10	0.647666997813282	1	chr12:40939335-40939485:+	chr12:40972433:+;chr12:40972625:+;chr12:40973558:+;chr12:41071929:+;chr12:41072412:+	FALSE	CNTN1
