gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
ELAVL4	0.112422053518843	TSS12-PA02	chr1:50109788:+|chr1:50203772:+	1.37543859649123	chr1:50203210:+	chr1:50203772:+	TUTR	0.215800301581879	FALSE	chr1:50048014:+;chr1:50105666:+;chr1:50106231:+;chr1:50108920:+;chr1:50109788:+	chr1:50203210:+;chr1:50203772:+
NRCAM	0.112509660284188	TSS11-PA01	chr7:108456321:-|chr7:108147637:-	1.49529954599289	chr7:108147779:-	chr7:108147637:-	TUTR	0.215800301581879	FALSE	chr7:108456321:-;chr7:108456397:-	chr7:108147637:-;chr7:108147779:-
DLGAP4	0.112711114242966	TSS04-PA02	chr20:36461468:+|chr20:36528129:+	1.85942760942761	chr20:36528633:+	chr20:36527084:+	TUTR	0.216006095299385	FALSE	chr20:36306336:+;chr20:36461468:+;chr20:36461747:+;chr20:36496995:+;chr20:36524326:+	chr20:36527084:+;chr20:36528633:+;chr20:36528129:+
TBC1D8	0.113524083085741	TSS08-PA02	chr2:101151447:-|chr2:101011039:-	1.16666666666667	chr2:101007228:-	chr2:101011039:-	ALE	0.217382509681711	FALSE	chr2:101151382:-;chr2:101151447:-	chr2:101007228:-;chr2:101011039:-
TMEM106C	0.113792878305598	TSS03-PA01	chr12:47964209:+|chr12:47968488:+	3.39673913043478	chr12:47968878:+	chr12:47968488:+	TUTR	0.217715481929143	FALSE	chr12:47963547:+;chr12:47964209:+;chr12:47965928:+	chr12:47968488:+;chr12:47968878:+
RNF41	0.114023634849829	TSS03-PA02	chr12:56216606:-|chr12:56205450:-	1.59487698011459	chr12:56205450:-	chr12:56204501:-	TUTR	0.21797518195459	FALSE	chr12:56216606:-;chr12:56221843:-	chr12:56205450:-;chr12:56204501:-;chr12:56210037:-
ADAM23	0.114610668829024	TSS02-PA02	chr2:206443867:+|chr2:206618976:+	1.37221269296741	chr2:206618976:+	chr2:206618466:+	TUTR	0.218844171097825	FALSE	chr2:206443532:+;chr2:206443867:+	chr2:206618466:+;chr2:206618976:+
WASH3P	0.114669003338965	TSS03-PA02	chr15:101966052:+|chr15:101976563:+	0.408242012656274	chr15:101976563:+	chr15:101966747:+	ALE	0.218844171097825	FALSE	chr15:101961603:+;chr15:101966052:+	chr15:101966747:+;chr15:101976563:+;chr15:101976605:+
NDFIP2	0.114866099215877	TSS02-PA04	chr13:79481306:+|chr13:79554088:+	1.75098528169201	chr13:79555846:+	chr13:79554025:+	TUTR	0.219038097756626	FALSE	chr13:79481306:+;chr13:79481453:+	chr13:79552927:+;chr13:79553590:+;chr13:79554025:+;chr13:79554088:+;chr13:79555846:+;chr13:79556074:+
BCL2L13	0.115542687732662	TSS08-PA03	chr22:17706658:+|chr22:17729225:+	2.74295506473724	chr22:17729225:+	chr22:17729140:+	TUTR	0.220145287091965	FALSE	chr22:17638741:+;chr22:17706658:+;chr22:17706710:+	chr22:17703765:+;chr22:17729140:+;chr22:17729225:+;chr22:17729526:+;chr22:17730619:+
PIP4P2	0.115737630142211	TSS01-PA01	chr8:91040749:-|chr8:90993815:-	0.855592978647554	chr8:90994271:-	chr8:90994993:-	TUTR	0.220333712486499	FALSE	chr8:91040749:-;chr8:91040811:-	chr8:90993815:-;chr8:90994271:-;chr8:90994993:-;chr8:90995446:-
GOLM1	0.11605075457471	TSS06-PA02	chr9:86100149:-|chr9:86027699:-	2.91424555943419	chr9:86026141:-	chr9:86027699:-	TUTR	0.220746626031827	FALSE	chr9:86079341:-;chr9:86099558:-;chr9:86100149:-	chr9:86026141:-;chr9:86027699:-
CNDP1	0.116896594612408	TSS03-PA03	chr18:74560963:+|chr18:74585012:+	1.86175299243875	chr18:74585012:+	chr18:74584734:+	TUTR	0.222171323977518	FALSE	chr18:74534500:+;chr18:74534602:+;chr18:74560963:+	chr18:74572819:+;chr18:74584734:+;chr18:74585012:+
PCGF3	0.117071076844741	TSS02-PA03	chr4:705943:+|chr4:766602:+	2.2090944172884	chr4:766602:+	chr4:762221:+	ALE	0.222318750233307	FALSE	chr4:705748:+;chr4:705943:+	chr4:734474:+;chr4:762221:+;chr4:766602:+;chr4:770089:+
EFR3A	0.11762110070935	TSS02-PA02	chr8:131916773:+|chr8:132013527:+	1.31174089068826	chr8:132013527:+	chr8:132013187:+	TUTR	0.223178498781844	FALSE	chr8:131904093:+;chr8:131916773:+	chr8:132013187:+;chr8:132013527:+;chr8:132013574:+
MTARC2	0.117790564112288	TSS02-PA01	chr1:220748322:+|chr1:220784247:+	1.2663227047272	chr1:220784815:+	chr1:220784247:+	TUTR	0.223315333945114	FALSE	chr1:220748225:+;chr1:220748322:+	chr1:220784247:+;chr1:220784815:+
PTGR2	0.118229035795857	TSS01-PA01	chr14:73851831:+|chr14:73884595:+	1.16363636363636	chr14:73885465:+	chr14:73884595:+	TUTR	0.223961526107099	FALSE	chr14:73851831:+;chr14:73851928:+	chr14:73884595:+;chr14:73885465:+
GLRX5	0.118562592254396	TSS03-PA01	chr14:95535274:+|chr14:95544606:+	1.5405294477919	chr14:95544606:+	chr14:95544714:+	TUTR	0.224408074778535	FALSE	chr14:95535050:+;chr14:95535274:+	chr14:95544606:+;chr14:95544714:+
TCERG1	0.118862723471283	TSS02-PA02	chr5:146459215:+|chr5:146511508:+	0.676498127340824	chr5:146511508:+	chr5:146469743:+	ALE	0.224790674066878	FALSE	chr5:146447311:+;chr5:146459215:+	chr5:146469743:+;chr5:146511508:+;chr5:146511961:+
PLPPR5	0.118982060718205	TSS03-PA01	chr1:99005032:-|chr1:98890250:-	1.10367346938776	chr1:98892368:-	chr1:98890250:-	TUTR	0.224831010945273	FALSE	chr1:99004861:-;chr1:99005032:-	chr1:98890250:-;chr1:98892368:-;chr1:98892766:-
DCUN1D4	0.120008059353083	TSS03-PA03	chr4:51843541:+|chr4:51916837:+	1.70097903645113	chr4:51916837:+	chr4:51914806:+	TUTR	0.226583117823846	FALSE	chr4:51843061:+;chr4:51843541:+	chr4:51914348:+;chr4:51914806:+;chr4:51916837:+
CEP104	0.120284769513762	TSS07-PA02	chr1:3857396:-|chr1:3814785:-	1.19395621338267	chr1:3814785:-	chr1:3812086:-	TUTR	0.226918800382047	FALSE	chr1:3857194:-;chr1:3857396:-	chr1:3812086:-;chr1:3814785:-;chr1:3846535:-
MED29	0.120563245812826	TSS01-PA03	chr19:39391303:+|chr19:39400563:+	1.42196400091137	chr19:39400563:+	chr19:39397776:+	TUTR	0.227257260389994	FALSE	chr19:39391303:+;chr19:39391378:+	chr19:39400563:+;chr19:39397776:+;chr19:39399559:+
TUT1	0.120786943514036	TSS03-PA02	chr11:62591523:-|chr11:62577716:-	1.08250208507089	chr11:62575052:-	chr11:62577716:-	ALE	0.227491993777666	FALSE	chr11:62577316:-;chr11:62591523:-;chr11:62591612:-	chr11:62575052:-;chr11:62577716:-
SLC35B1	0.121044521763316	TSS10-PA02	chr17:49708157:-|chr17:49701324:-	0.32986361773945	chr17:49701324:-	chr17:49700943:-	TUTR	0.227790100840892	FALSE	chr17:49707067:-;chr17:49707920:-;chr17:49708157:-	chr17:49701324:-;chr17:49700943:-
ARHGEF17	0.121751025952088	TSS03-PA01	chr11:73342924:+|chr11:73348787:+	1.00833333333333	chr11:73369091:+	chr11:73348787:+	ALE	0.228503057949795	FALSE	chr11:73342924:+;chr11:73342996:+	chr11:73348787:+;chr11:73369091:+
WDR17	0.121751025952088	TSS01-PA02	chr4:176065841:+|chr4:176182812:+	1.00833333333333	chr4:176125564:+	chr4:176182812:+	ALE	0.228503057949795	FALSE	chr4:176065841:+;chr4:176065981:+	chr4:176125564:+;chr4:176182812:+
ALG14	0.121806933636137	TSS03-PA03	chr1:95072951:-|chr1:94982870:-	0.964575241769413	chr1:94982808:-	chr1:94982741:-	TUTR	0.228503057949795	FALSE	chr1:95072874:-;chr1:95072951:-	chr1:94982741:-;chr1:94982808:-;chr1:94982870:-
EMC3	0.121821813370793	TSS04-PA02	chr3:10011095:-|chr3:9963967:-	0.642858219945815	chr3:9963967:-	chr3:9962669:-	TUTR	0.228503057949795	FALSE	chr3:9986682:-;chr3:9986838:-;chr3:10011095:-;chr3:10011176:-	chr3:9963967:-;chr3:9962669:-
PEX19	0.122187861709674	TSS02-PA03	chr1:160282144:-|chr1:160278483:-	1.43661567298681	chr1:160278483:-	chr1:160276874:-	TUTR	0.229002414021236	FALSE	chr1:160282144:-;chr1:160285096:-	chr1:160278483:-;chr1:160276874:-;chr1:160278204:-
CHRNB1	0.122628458131679	TSS04-PA02	chr17:7455594:+|chr17:7457707:+	0.422067268252666	chr17:7457613:+	chr17:7457707:+	TUTR	0.229640557513528	FALSE	chr17:7445503:+;chr17:7455594:+	chr17:7457613:+;chr17:7457707:+
KRI1	0.123743218889609	TSS01-PA02	chr19:10558221:-|chr19:10553549:-	1.24655449763054	chr19:10553549:-	chr19:10553090:-	TUTR	0.231539106144178	FALSE	chr19:10558221:-;chr19:10565971:-	chr19:10553549:-;chr19:10553090:-
TMX3	0.124148790440257	TSS08-PA01	chr18:68715173:-|chr18:68673688:-	1.4266253869969	chr18:68673688:-	chr18:68674732:-	TUTR	0.232108659551711	FALSE	chr18:68715035:-;chr18:68715173:-	chr18:68673688:-;chr18:68674732:-;chr18:68676253:-
EGFL8	0.124766715015829	TSS01-PA01	chr6:32164595:+|chr6:32168209:+	1.20557939914163	chr6:32168281:+	chr6:32168209:+	TUTR	0.233073977399276	FALSE	chr6:32164595:+;chr6:32164660:+;chr6:32166193:+;chr6:32167543:+	chr6:32168209:+;chr6:32168281:+
MRPL52	0.125181531039466	TSS02-PA02	chr14:22830049:+|chr14:22835035:+	2.64912451118332	chr14:22834347:+	chr14:22835035:+	TUTR	0.233658610418662	FALSE	chr14:22829879:+;chr14:22830049:+	chr14:22834347:+;chr14:22835035:+
C17orf80	0.126504861972921	TSS02-PA02	chr17:73232433:+|chr17:73248959:+	1.01323952670291	chr17:73248877:+	chr17:73248959:+	TUTR	0.235936710053562	FALSE	chr17:73232433:+;chr17:73232622:+;chr17:73232729:+	chr17:73248877:+;chr17:73248959:+
PPIH	0.126911140871281	TSS06-PA03	chr1:42664863:+|chr1:42676758:+	2.06604612557064	chr1:42676758:+	chr1:42676043:+	ALE	0.236502158536734	FALSE	chr1:42658423:+;chr1:42658512:+;chr1:42658701:+;chr1:42664863:+	chr1:42669222:+;chr1:42676043:+;chr1:42676758:+
DAPK1	0.127806402154831	TSS02-PA03	chr9:87497681:+|chr9:87708631:+	1.15508021390374	chr9:87708631:+	chr9:87650574:+	ALE	0.2379771806357	FALSE	chr9:87497681:+;chr9:87497734:+	chr9:87708631:+;chr9:87650574:+
PGD	0.128103339086662	TSS04-PA01	chr1:10399632:+|chr1:10420144:+	0.668073738733227	chr1:10420144:+	chr1:10420511:+	TUTR	0.238336626005516	FALSE	chr1:10399044:+;chr1:10399632:+	chr1:10420144:+;chr1:10420511:+
USP7	0.128446694397783	TSS15-PA03	chr16:8963422:-|chr16:8893492:-	2.37220793829343	chr16:8892775:-	chr16:8893492:-	TUTR	0.238781780347257	FALSE	chr16:8963422:-;chr16:8963906:-	chr16:8892775:-;chr16:8893492:-;chr16:8892097:-;chr16:8893793:-
DCAF6	0.129141243177371	TSS03-PA01	chr1:167936559:+|chr1:168075787:+	1.50240384615385	chr1:168075832:+	chr1:168075787:+	TUTR	0.239878552104363	FALSE	chr1:167936239:+;chr1:167936559:+;chr1:167936661:+	chr1:168075832:+;chr1:168075787:+
HDAC11	0.129672342975096	TSS04-PA02	chr3:13480700:+|chr3:13506416:+	0.490339764952956	chr3:13506416:+	chr3:13505329:+	TUTR	0.240670189955396	FALSE	chr3:13480282:+;chr3:13480700:+;chr3:13481246:+;chr3:13496826:+	chr3:13505329:+;chr3:13506416:+
PHF21A	0.130230882158071	TSS05-PA01	chr11:45965458:-|chr11:45932560:-	1.08892921960073	chr11:45932560:-	chr11:45933679:-	TUTR	0.241257831093858	FALSE	chr11:45965458:-;chr11:46121178:-	chr11:45932560:-;chr11:45933679:-
SLC66A2	0.130251519119199	TSS06-PA02	chr18:79950817:-|chr18:79902469:-	1.43050755248336	chr18:79902420:-	chr18:79902469:-	TUTR	0.241257831093858	FALSE	chr18:79950817:-;chr18:79951603:-	chr18:79902420:-;chr18:79902469:-;chr18:79903703:-
TMEM53	0.130304469365863	TSS02-PA02	chr1:44674608:-|chr1:44654179:-	0.537691160350064	chr1:44654502:-	chr1:44654179:-	TUTR	0.241257831093858	FALSE	chr1:44674402:-;chr1:44674608:-	chr1:44653248:-;chr1:44654179:-;chr1:44654502:-
MYADM	0.1314069216511	TSS05-PA01	chr19:53867865:+|chr19:53875336:+	2.19194760371231	chr19:53876435:+	chr19:53875336:+	TUTR	0.243102805054535	FALSE	chr19:53866153:+;chr19:53866371:+;chr19:53867865:+;chr19:53869765:+	chr19:53876435:+;chr19:53875336:+;chr19:53876315:+
CEP76	0.131656910076138	TSS07-PA05	chr18:12702722:-|chr18:12698941:-	1.61668418074529	chr18:12697449:-	chr18:12673096:-	ALE	0.243304005667488	FALSE	chr18:12702639:-;chr18:12702722:-	chr18:12672884:-;chr18:12673096:-;chr18:12691233:-;chr18:12697449:-;chr18:12698941:-
C2orf88	0.131770837491558	TSS07-PA04	chr2:190180955:+|chr2:190203484:+	0.9	chr2:190203484:+	chr2:190200214:+	TUTR	0.243304005667488	FALSE	chr2:190180863:+;chr2:190180955:+	chr2:190200214:+;chr2:190203484:+
TMEM231	0.131833861832906	TSS02-PA02	chr16:75555268:-|chr16:75538305:-	1.27504150525733	chr16:75538305:-	chr16:75538122:-	TUTR	0.243304005667488	FALSE	chr16:75555268:-;chr16:75555925:-;chr16:75556226:-	chr16:75538305:-;chr16:75538122:-;chr16:75544934:-
NMT1	0.132143549921517	TSS06-PA02	chr17:45105644:+|chr17:45109016:+	2.48232629183595	chr17:45105986:+	chr17:45109016:+	TUTR	0.243679504437268	FALSE	chr17:45061271:+;chr17:45105644:+	chr17:45105986:+;chr17:45109016:+
CERS2	0.132359236169419	TSS03-PA02	chr1:150968132:-|chr1:150965259:-	1.97183815853131	chr1:150965259:-	chr1:150965186:-	TUTR	0.24388119499811	FALSE	chr1:150968132:-;chr1:150968478:-;chr1:150969112:-;chr1:150974435:-;chr1:150974826:-;chr1:150975003:-	chr1:150965259:-;chr1:150965186:-
ANKRD6	0.132718810972381	TSS01-PA03	chr6:89433152:+|chr6:89633830:+	1.00207039337474	chr6:89631498:+	chr6:89633830:+	TUTR	0.244347473812714	FALSE	chr6:89433152:+;chr6:89562318:+;chr6:89562631:+;chr6:89562786:+	chr6:89629475:+;chr6:89631498:+;chr6:89633830:+
POLR3C	0.132942193542586	TSS01-PA01	chr1:145824088:+|chr1:145842195:+	2.35810381355932	chr1:145842493:+	chr1:145844402:+	TUTR	0.244562463501758	FALSE	chr1:145824088:+;chr1:145824176:+	chr1:145842195:+;chr1:145842493:+;chr1:145844402:+
MEG3	0.133362230601614	TSS06-PA01	chr14:100831428:+|chr14:100846443:+	2.95876805125076	chr14:100861026:+	chr14:100846443:+	ALE	0.245138587339826	FALSE	chr14:100826098:+;chr14:100827411:+;chr14:100829611:+;chr14:100831428:+;chr14:100845459:+	chr14:100846443:+;chr14:100861026:+
IGFL4	0.134079862937633	TSS03-PA01	chr19:46077094:-|chr19:46057673:-	0.87369001654716	chr19:46057673:-	chr19:46057817:-	ALE	0.246260372761353	FALSE	chr19:46077094:-;chr19:46077629:-	chr19:46057673:-;chr19:46057817:-;chr19:46060003:-
GSPT1	0.134681395345919	TSS06-PA01	chr16:11915878:-|chr16:11872202:-	1.13597294900129	chr16:11872679:-	chr16:11872202:-	TUTR	0.247093279291894	FALSE	chr16:11915878:-;chr16:11915956:-	chr16:11872202:-;chr16:11872679:-
NUCB2	0.134820990528926	TSS08-PA02	chr11:17276970:+|chr11:17331862:+	1.50600304952281	chr11:17331523:+	chr11:17331862:+	TUTR	0.247093279291894	FALSE	chr11:17276714:+;chr11:17276831:+;chr11:17276970:+	chr11:17331523:+;chr11:17331862:+
TMEM18	0.134856488959656	TSS03-PA02	chr2:676642:-|chr2:669210:-	0.239097673046117	chr2:669210:-	chr2:667973:-	TUTR	0.247093279291894	FALSE	chr2:676642:-;chr2:676787:-;chr2:677406:-	chr2:669210:-;chr2:667973:-
ZNF641	0.135037294204574	TSS05-PA01	chr12:48350891:-|chr12:48340015:-	0.75	chr12:48340127:-	chr12:48340015:-	TUTR	0.247227097290736	FALSE	chr12:48350771:-;chr12:48350891:-	chr12:48340127:-;chr12:48340015:-
ECHDC2	0.135404752096369	TSS14-PA01	chr1:52921703:-|chr1:52895927:-	1.77145866245392	chr1:52896232:-	chr1:52895927:-	TUTR	0.247702154153963	FALSE	chr1:52904847:-;chr1:52905172:-;chr1:52921515:-;chr1:52921586:-;chr1:52921703:-	chr1:52896232:-;chr1:52895927:-
SEZ6L2	0.135689167535991	TSS05-PA01	chr16:29899264:-|chr16:29871159:-	1.41005995669809	chr16:29871159:-	chr16:29871507:-	TUTR	0.248024661615589	FALSE	chr16:29888593:-;chr16:29897928:-;chr16:29899064:-;chr16:29899264:-;chr16:29899547:-	chr16:29871159:-;chr16:29871507:-
GATAD1	0.135876429610879	TSS03-PA01	chr7:92449718:+|chr7:92458836:+	0.804267161410019	chr7:92458836:+	chr7:92459430:+	TUTR	0.24816921140713	FALSE	chr7:92447482:+;chr7:92449718:+	chr7:92458836:+;chr7:92459430:+
UBXN4	0.136125786636614	TSS03-PA01	chr2:135741855:+|chr2:135769791:+	0.626425748164878	chr2:135785056:+	chr2:135769791:+	ALE	0.248426853257274	FALSE	chr2:135741734:+;chr2:135741786:+;chr2:135741855:+	chr2:135785056:+;chr2:135769791:+
HADHB	0.136322992641229	TSS04-PA02	chr2:26245130:+|chr2:26290465:+	0.184552271080636	chr2:26290465:+	chr2:26290100:+	TUTR	0.248588986581065	FALSE	chr2:26244748:+;chr2:26244920:+;chr2:26245130:+	chr2:26290465:+;chr2:26290100:+
RHOJ	0.136511536172204	TSS02-PA05	chr14:63204443:+|chr14:63292105:+	1.02024291497976	chr14:63291843:+	chr14:63291460:+	TUTR	0.248735078617185	FALSE	chr14:63204443:+;chr14:63204859:+	chr14:63291460:+;chr14:63291843:+;chr14:63292105:+
LSM5	0.136880982129342	TSS05-PA04	chr7:32495249:-|chr7:32487035:-	0.521973232626622	chr7:32487035:-	chr7:32486805:-	TUTR	0.249210296035485	FALSE	chr7:32490361:-;chr7:32495249:-	chr7:32486132:-;chr7:32486226:-;chr7:32486805:-;chr7:32487035:-
BRINP3	0.137012731696887	TSS03-PA01	chr1:190475984:-|chr1:190097658:-	0.881968641114982	chr1:190097658:-	chr1:190097755:-	TUTR	0.249252344577842	FALSE	chr1:190474801:-;chr1:190475984:-;chr1:190477864:-	chr1:190097658:-;chr1:190097755:-
FBXO6	0.137140225862813	TSS03-PA02	chr1:11668696:+|chr1:11674354:+	0.368269280728797	chr1:11674354:+	chr1:11674031:+	TUTR	0.249286591227649	FALSE	chr1:11664200:+;chr1:11668696:+	chr1:11674031:+;chr1:11674354:+
OPN3	0.137430988378506	TSS02-PA03	chr1:241640210:-|chr1:241593602:-	1.06868610374858	chr1:241593602:-	chr1:241593202:-	TUTR	0.249617329643936	FALSE	chr1:241640210:-;chr1:241640340:-	chr1:241593124:-;chr1:241593202:-;chr1:241593602:-
APPL1	0.137819205622769	TSS01-PA01	chr3:57227726:+|chr3:57260436:+	2.33923758182518	chr3:57271376:+	chr3:57273471:+	TUTR	0.25012441273626	FALSE	chr3:57227726:+;chr3:57227789:+	chr3:57260436:+;chr3:57268490:+;chr3:57269839:+;chr3:57271376:+;chr3:57273471:+
SESTD1	0.137978086889337	TSS07-PA02	chr2:179264625:-|chr2:179108800:-	0.548914500134012	chr2:179109303:-	chr2:179108800:-	TUTR	0.250214807370861	FALSE	chr2:179264625:-;chr2:179264832:-	chr2:179108800:-;chr2:179109303:-;chr2:179108702:-;chr2:179109126:-
RSAD1	0.138247433194654	TSS01-PA01	chr17:50478800:+|chr17:50483200:+	2.18748705410958	chr17:50485980:+	chr17:50483200:+	ALE	0.250505222550186	FALSE	chr17:50478800:+;chr17:50478860:+;chr17:50482364:+	chr17:50483200:+;chr17:50485980:+
SLC25A11	0.138395166307373	TSS02-PA01	chr17:4939913:-|chr17:4937205:-	1.07078927315394	chr17:4937312:-	chr17:4937205:-	TUTR	0.250574989352102	FALSE	chr17:4938557:-;chr17:4939913:-;chr17:4940030:-;chr17:4940167:-	chr17:4937312:-;chr17:4937205:-
DCTN2	0.138531471674315	TSS02-PA02	chr12:57534046:-|chr12:57530311:-	0.325924125904115	chr12:57530311:-	chr12:57530151:-	TUTR	0.250623971625299	FALSE	chr12:57534046:-;chr12:57534402:-;chr12:57535546:-;chr12:57535845:-;chr12:57536083:-;chr12:57547079:-	chr12:57530311:-;chr12:57530151:-
WASHC2A	0.138661042197913	TSS02-PA02	chr10:50069510:+|chr10:50133504:+	1.2958731972012	chr10:50133504:+	chr10:50133146:+	TUTR	0.250660701971641	FALSE	chr10:50067888:+;chr10:50069510:+	chr10:50133146:+;chr10:50133504:+
SLC9A3R2	0.138900857351174	TSS06-PA02	chr16:2033264:+|chr16:2039026:+	0.591143136295227	chr16:2038482:+	chr16:2039026:+	TUTR	0.250896509262671	FALSE	chr16:2026902:+;chr16:2029527:+;chr16:2029754:+;chr16:2032812:+;chr16:2033264:+	chr16:2038482:+;chr16:2039026:+
PPP1CB	0.139257926909704	TSS01-PA02	chr2:28751640:+|chr2:28801653:+	4.69011810526875	chr2:28801037:+	chr2:28801653:+	TUTR	0.251343575398003	FALSE	chr2:28751640:+;chr2:28751739:+;chr2:28751814:+;chr2:28752011:+	chr2:28801037:+;chr2:28801653:+;chr2:28802937:+
MFF	0.140121825875943	TSS07-PA02	chr2:227330701:+|chr2:227357830:+	0.851085217309157	chr2:227357830:+	chr2:227357177:+	TUTR	0.252703984716519	FALSE	chr2:227325221:+;chr2:227325365:+;chr2:227328678:+;chr2:227330701:+	chr2:227357177:+;chr2:227357830:+
MYL12A	0.140291983104901	TSS01-PA02	chr18:3247481:+|chr18:3256236:+	0.263019487009809	chr18:3256236:+	chr18:3256126:+	TUTR	0.252812104668219	FALSE	chr18:3247481:+;chr18:3247801:+	chr18:3256236:+;chr18:3256126:+
PHF12	0.14042502806385	TSS11-PA01	chr17:28951490:-|chr17:28905250:-	0.711764705882353	chr17:28905250:-	chr17:28905746:-	TUTR	0.252853229496445	FALSE	chr17:28923947:-;chr17:28951490:-	chr17:28905250:-;chr17:28905746:-
GPBP1L1	0.141147276621246	TSS08-PA01	chr1:45686533:-|chr1:45627308:-	0.575643938658329	chr1:45627488:-	chr1:45627308:-	TUTR	0.253950421618149	FALSE	chr1:45686533:-;chr1:45687133:-;chr1:45688113:-	chr1:45627308:-;chr1:45627488:-
CHMP3	0.141255770699546	TSS06-PA04	chr2:86563374:-|chr2:86505601:-	1.7691971496437	chr2:86505601:-	chr2:86503506:-	TUTR	0.253950421618149	FALSE	chr2:86563374:-;chr2:86563440:-	chr2:86503435:-;chr2:86503506:-;chr2:86505449:-;chr2:86505601:-
REEP2	0.141450289955597	TSS04-PA02	chr5:138444328:+|chr5:138446965:+	0.428234920894517	chr5:138446965:+	chr5:138446385:+	TUTR	0.253979085250196	FALSE	chr5:138439057:+;chr5:138439168:+;chr5:138444328:+	chr5:138446385:+;chr5:138446965:+
NOL3	0.141493143395706	TSS04-PA02	chr16:67173853:+|chr16:67175723:+	0.640644781684577	chr16:67175723:+	chr16:67175193:+	TUTR	0.253979085250196	FALSE	chr16:67170497:+;chr16:67173853:+;chr16:67173951:+	chr16:67175193:+;chr16:67175723:+
HNRNPUL1	0.14177140651739	TSS01-PA01	chr19:41262496:+|chr19:41307605:+	0.842489772063121	chr19:41307605:+	chr19:41307670:+	TUTR	0.254279598554255	FALSE	chr19:41262496:+;chr19:41264372:+	chr19:41307605:+;chr19:41307670:+
DNAJB6	0.141974040683799	TSS05-PA01	chr7:157358573:+|chr7:157386302:+	0.320927995813499	chr7:157386302:+	chr7:157417435:+	ALE	0.254444101037997	FALSE	chr7:157336966:+;chr7:157358573:+	chr7:157386302:+;chr7:157417435:+
ASB3	0.143158242051106	TSS09-PA01	chr2:53787009:-|chr2:53669980:-	1.46706029621467	chr2:53670155:-	chr2:53669980:-	TUTR	0.256366125890116	FALSE	chr2:53786849:-;chr2:53786944:-;chr2:53787009:-;chr2:53787610:-	chr2:53669980:-;chr2:53670155:-
BCL7C	0.143311312888717	TSS03-PA01	chr16:30894077:-|chr16:30850981:-	1.22023374888059	chr16:30887795:-	chr16:30850981:-	ALE	0.256440055980279	FALSE	chr16:30893942:-;chr16:30894077:-;chr16:30894200:-;chr16:30894302:-	chr16:30887795:-;chr16:30850981:-
RAB2A	0.143704706839061	TSS03-PA03	chr8:60517176:+|chr8:60623096:+	1.79000367494053	chr8:60621999:+	chr8:60621884:+	TUTR	0.256943567801096	FALSE	chr8:60516910:+;chr8:60516987:+;chr8:60517176:+;chr8:60558852:+	chr8:60621884:+;chr8:60621999:+;chr8:60623096:+
GTF2B	0.144346211584326	TSS03-PA02	chr1:88891645:-|chr1:88852932:-	0.25491131031852	chr1:88852932:-	chr1:88852649:-	TUTR	0.257485154808955	FALSE	chr1:88891496:-;chr1:88891645:-	chr1:88852649:-;chr1:88852932:-
RPL26L1	0.144498148056058	TSS02-PA01	chr5:172958893:+|chr5:172969721:+	0.832796993930051	chr5:172969721:+	chr5:172969771:+	TUTR	0.257485154808955	FALSE	chr5:172958893:+;chr5:172959424:+;chr5:172959520:+	chr5:172969721:+;chr5:172969771:+
VCP	0.144513381516864	TSS11-PA02	chr9:35072308:-|chr9:35056563:-	1.08342467805913	chr9:35056563:-	chr9:35056905:-	TUTR	0.257485154808955	FALSE	chr9:35065308:-;chr9:35072308:-;chr9:35072442:-;chr9:35072549:-	chr9:35056563:-;chr9:35056064:-;chr9:35056905:-
NASP	0.144527461866475	TSS02-PA01	chr1:45583988:+|chr1:45618247:+	0.38028802880288	chr1:45618247:+	chr1:45618891:+	TUTR	0.257485154808955	FALSE	chr1:45583988:+;chr1:45584041:+	chr1:45618247:+;chr1:45618891:+
MRPS21	0.144686391236419	TSS01-PA02	chr1:150293842:+|chr1:150308981:+	0.530251142777941	chr1:150308349:+	chr1:150308981:+	TUTR	0.257485154808955	FALSE	chr1:150293842:+;chr1:150293920:+	chr1:150308349:+;chr1:150308981:+
MEIS3	0.144776439870144	TSS09-PA01	chr19:47419288:-|chr19:47403124:-	0.301885945721562	chr19:47403124:-	chr19:47405428:-	ALE	0.257485154808955	FALSE	chr19:47409152:-;chr19:47419122:-;chr19:47419288:-;chr19:47419523:-	chr19:47403124:-;chr19:47405428:-
KIF2A	0.144876569338521	TSS02-PA02	chr5:62306452:+|chr5:62387181:+	0.997940074906367	chr5:62386383:+	chr5:62387181:+	TUTR	0.257485154808955	FALSE	chr5:62306162:+;chr5:62306452:+	chr5:62386383:+;chr5:62387181:+;chr5:62388744:+
S1PR1	0.144911180981919	TSS03-PA01	chr1:101237019:+|chr1:101241376:+	0.873440285204992	chr1:101241518:+	chr1:101241376:+	TUTR	0.257485154808955	FALSE	chr1:101236749:+;chr1:101236865:+;chr1:101237019:+	chr1:101241518:+;chr1:101241376:+
DHDDS	0.1450177942516	TSS04-PA02	chr1:26432891:+|chr1:26471306:+	0.778975741239892	chr1:26471306:+	chr1:26442231:+	ALE	0.257485154808955	FALSE	chr1:26432282:+;chr1:26432891:+	chr1:26442231:+;chr1:26471306:+
