gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
FOXP2	0.0259864832959411	TSS01-PA05	chr7:114086327:+|chr7:114691962:+	2.14041095890411	chr7:114690916:+	chr7:114691962:+	TUTR	0.0637029764129668	FALSE	chr7:114086327:+;chr7:114288019:+;chr7:114414997:+;chr7:114415058:+	chr7:114535545:+;chr7:114690916:+;chr7:114691962:+
POLR3E	0.0261710293532832	TSS05-PA03	chr16:22308962:+|chr16:22334441:+	3.84022619456516	chr16:22334441:+	chr16:22334025:+	TUTR	0.0640583314322097	FALSE	chr16:22297375:+;chr16:22302954:+;chr16:22308962:+	chr16:22334025:+;chr16:22334204:+;chr16:22334441:+;chr16:22335096:+
GNL1	0.0261815183124398	TSS05-PA02	chr6:30556489:-|chr6:30545291:-	0.772891963109354	chr6:30545964:-	chr6:30545291:-	TUTR	0.0640583314322097	FALSE	chr6:30556088:-;chr6:30556489:-	chr6:30545964:-;chr6:30541377:-;chr6:30545291:-
KHSRP	0.0262083886937632	TSS07-PA01	chr19:6424529:-|chr19:6413350:-	3.45714285714286	chr19:6413811:-	chr19:6413350:-	TUTR	0.0640583314322097	FALSE	chr19:6415448:-;chr19:6415684:-;chr19:6416812:-;chr19:6421698:-;chr19:6422357:-;chr19:6424529:-;chr19:6424794:-	chr19:6413811:-;chr19:6413350:-
ZNF583	0.0262120965885655	TSS02-PA02	chr19:56404014:+|chr19:56424581:+	3.10214068081785	chr19:56424581:+	chr19:56425845:+	TUTR	0.0640583314322097	FALSE	chr19:56404014:+;chr19:56404330:+	chr19:56424581:+;chr19:56425032:+;chr19:56425845:+;chr19:56424448:+;chr19:56425662:+;chr19:56425728:+
C1orf21	0.0263598625553749	TSS02-PA02	chr1:184387271:+|chr1:184622030:+	3.0537854777512	chr1:184620326:+	chr1:184622030:+	TUTR	0.0643699333884905	FALSE	chr1:184387029:+;chr1:184387271:+	chr1:184620326:+;chr1:184622030:+
FAM91A1	0.0264604898860009	TSS06-PA02	chr8:123808907:+|chr8:123815439:+	1.8850447162491	chr8:123815439:+	chr8:123813696:+	TUTR	0.0645660340766703	FALSE	chr8:123768439:+;chr8:123808907:+	chr8:123813696:+;chr8:123815439:+
CCDC93	0.0264822787561788	TSS08-PA04	chr2:118014070:-|chr2:117919995:-	2.13404565322972	chr2:117935495:-	chr2:117915571:-	ALE	0.0645696082949962	FALSE	chr2:118014070:-;chr2:118014133:-	chr2:117915481:-;chr2:117915571:-;chr2:117919594:-;chr2:117919995:-;chr2:117935495:-
ACAT2	0.0265684475466476	TSS02-PA01	chr6:159762479:+|chr6:159778898:+	3.45430217264905	chr6:159779051:+	chr6:159778898:+	TUTR	0.0647300290304442	FALSE	chr6:159762045:+;chr6:159762479:+	chr6:159778898:+;chr6:159779051:+
FBXL4	0.0267101893342204	TSS02-PA03	chr6:98948006:-|chr6:98874152:-	2.22368421052632	chr6:98874077:-	chr6:98874152:-	TUTR	0.0650254954136537	FALSE	chr6:98947946:-;chr6:98948006:-	chr6:98874004:-;chr6:98874077:-;chr6:98874152:-;chr6:98874506:-
MTA3	0.0271047120225747	TSS06-PA01	chr2:42568632:+|chr2:42709211:+	6.97556667868734	chr2:42756942:+	chr2:42709211:+	ALE	0.0659354288634915	FALSE	chr2:42568111:+;chr2:42568632:+;chr2:42568738:+;chr2:42570437:+;chr2:42695765:+;chr2:42709075:+	chr2:42756942:+;chr2:42709211:+
GRB10	0.0271485286236082	TSS15-PA02	chr7:50782896:-|chr7:50592580:-	1.39092643924726	chr7:50590068:-	chr7:50592580:-	TUTR	0.0659580467487669	FALSE	chr7:50606413:-;chr7:50626930:-;chr7:50755903:-;chr7:50756064:-;chr7:50782896:-;chr7:50793313:-;chr7:50793432:-	chr7:50590068:-;chr7:50592580:-
CLK4	0.0271555319947709	TSS01-PA01	chr5:178617388:-|chr5:178602664:-	1.28690013624666	chr5:178602664:-	chr5:178603270:-	TUTR	0.0659580467487669	FALSE	chr5:178617388:-;chr5:178623339:-;chr5:178627029:-	chr5:178602664:-;chr5:178603270:-
FAM78B	0.0273272645697735	TSS01-PA02	chr1:166166225:-|chr1:166057944:-	2.31960784313725	chr1:166057944:-	chr1:166057426:-	TUTR	0.0663244610681211	FALSE	chr1:166166225:-;chr1:166166381:-	chr1:166057944:-;chr1:166057426:-
PLPPR5	0.0273950631228506	TSS01-PA02	chr1:99004484:-|chr1:98891216:-	1.67454346361186	chr1:98890257:-	chr1:98892368:-	TUTR	0.0664382561383941	FALSE	chr1:99004484:-;chr1:99004861:-	chr1:98890257:-;chr1:98891216:-;chr1:98892368:-
FAM8A1	0.027515352787845	TSS04-PA02	chr6:17600883:+|chr6:17611715:+	3.41380632971633	chr6:17611715:+	chr6:17610089:+	TUTR	0.0666602525332201	FALSE	chr6:17600302:+;chr6:17600363:+;chr6:17600582:+;chr6:17600883:+	chr6:17610089:+;chr6:17611715:+
MALAT1	0.0275285651002785	TSS03-PA02	chr11:65500223:+|chr11:65502999:+	3.38614838969509	chr11:65502999:+	chr11:65502913:+	ALE	0.0666602525332201	FALSE	chr11:65499042:+;chr11:65500223:+	chr11:65502913:+;chr11:65502999:+;chr11:65503630:+
ZNF234	0.0276776524298834	TSS01-PA02	chr19:44141554:+|chr19:44160311:+	0.784872080088987	chr19:44158999:+	chr19:44160311:+	TUTR	0.0669702222161002	FALSE	chr19:44141554:+;chr19:44141642:+	chr19:44158999:+;chr19:44160311:+
SOCS5	0.0280240035338476	TSS01-PA01	chr2:46698940:+|chr2:46761614:+	2.26457697598854	chr2:46761614:+	chr2:46762666:+	TUTR	0.0677458001906906	FALSE	chr2:46698940:+;chr2:46699295:+	chr2:46761614:+;chr2:46762313:+;chr2:46762666:+
LINC00900	0.0280570027178017	TSS03-PA02	chr11:115760262:-|chr11:115756843:-	3	chr11:115755331:-	chr11:115756843:-	ALE	0.0677458001906906	FALSE	chr11:115760186:-;chr11:115760262:-	chr11:115755331:-;chr11:115756843:-
MAGI1	0.0280621570824516	TSS09-PA02	chr3:65597886:-|chr3:65356160:-	1.38029850746269	chr3:65356160:-	chr3:65354879:-	TUTR	0.0677458001906906	FALSE	chr3:65549500:-;chr3:65597886:-	chr3:65354879:-;chr3:65356160:-;chr3:65378679:-
NABP2	0.0287850339343254	TSS01-PA02	chr12:56222015:+|chr12:56229854:+	2.53899902502438	chr12:56229854:+	chr12:56229764:+	TUTR	0.0694381570306392	FALSE	chr12:56222015:+;chr12:56224342:+	chr12:56229854:+;chr12:56229764:+
PNO1	0.0290593541384662	TSS01-PA03	chr2:68157830:+|chr2:68175954:+	3.27823454820633	chr2:68175697:+	chr2:68176238:+	TUTR	0.0700070758704518	FALSE	chr2:68157830:+;chr2:68157888:+	chr2:68175697:+;chr2:68175954:+;chr2:68176238:+;chr2:68175218:+
OSBPL9	0.0290649458838923	TSS03-PA01	chr1:51714003:+|chr1:51788398:+	2.13625292508841	chr1:51788398:+	chr1:51788469:+	TUTR	0.0700070758704518	FALSE	chr1:51617092:+;chr1:51714003:+;chr1:51729808:+;chr1:51760706:+	chr1:51788398:+;chr1:51788469:+
PROSER1	0.0291980537667243	TSS08-PA02	chr13:39037294:-|chr13:39010150:-	2.66177173354771	chr13:39010150:-	chr13:39009865:-	TUTR	0.0702744066794568	FALSE	chr13:39012778:-;chr13:39037294:-;chr13:39037837:-;chr13:39038076:-	chr13:39010150:-;chr13:39009865:-;chr13:39011139:-
SLC27A4	0.0292216647449273	TSS02-PA01	chr9:128340646:+|chr9:128356161:+	2.43768115942029	chr9:128361223:+	chr9:128356161:+	ALE	0.0702779931072172	FALSE	chr9:128340527:+;chr9:128340646:+	chr9:128361223:+;chr9:128356161:+
GRM3	0.0292678624265278	TSS03-PA02	chr7:86644842:+|chr7:86864683:+	3.40543014032947	chr7:86864683:+	chr7:86864879:+	TUTR	0.0703358539554303	FALSE	chr7:86643909:+;chr7:86644534:+;chr7:86644842:+	chr7:86788587:+;chr7:86864683:+;chr7:86864879:+
ERO1B	0.0293591847779763	TSS09-PA03	chr1:236282019:-|chr1:236217160:-	2.93991061755146	chr1:236215555:-	chr1:236216060:-	TUTR	0.0705019879362288	FALSE	chr1:236281931:-;chr1:236282019:-	chr1:236215555:-;chr1:236216060:-;chr1:236217160:-
NLGN3	0.0294070910844882	TSS03-PA02	chrX:71147743:+|chrX:71171201:+	1.09077561712631	chrX:71171201:+	chrX:71171122:+	TUTR	0.0705636921264494	FALSE	chrX:71144821:+;chrX:71147743:+;chrX:71153456:+	chrX:71171122:+;chrX:71171201:+
ZNF554	0.0295846083750469	TSS01-PA02	chr19:2819868:+|chr19:2835773:+	1.63309523809524	chr19:2835773:+	chr19:2834998:+	TUTR	0.0709360760811503	FALSE	chr19:2819868:+;chr19:2819919:+	chr19:2835773:+;chr19:2834998:+;chr19:2836705:+
SLC4A8	0.0297572782443459	TSS06-PA01	chr12:51424934:+|chr12:51480607:+	1.04370657395776	chr12:51509191:+	chr12:51480607:+	ALE	0.0712962843003672	FALSE	chr12:51424831:+;chr12:51424934:+	chr12:51480607:+;chr12:51509191:+;chr12:51515763:+
MRPL42	0.0298820908413651	TSS02-PA03	chr12:93469189:+|chr12:93503770:+	3.81237309821106	chr12:93502650:+	chr12:93503770:+	TUTR	0.0715018491136153	FALSE	chr12:93467514:+;chr12:93469189:+	chr12:93502504:+;chr12:93502650:+;chr12:93503770:+;chr12:93512925:+
HNRNPF	0.0298880880147564	TSS06-PA01	chr10:43409166:-|chr10:43385854:-	1.72032771842938	chr10:43386022:-	chr10:43385854:-	TUTR	0.0715018491136153	FALSE	chr10:43396817:-;chr10:43397278:-;chr10:43397346:-;chr10:43407819:-;chr10:43408882:-;chr10:43409166:-	chr10:43385854:-;chr10:43386022:-
XXYLT1	0.0301926711369623	TSS11-PA01	chr3:195270861:-|chr3:195068284:-	2.47010173941582	chr3:195068284:-	chr3:195068748:-	TUTR	0.072147952169279	FALSE	chr3:195270861:-;chr3:195271159:-	chr3:195068284:-;chr3:195068748:-
CSK	0.0302063533111246	TSS01-PA01	chr15:74782080:+|chr15:74802899:+	3.69510695844603	chr15:74803164:+	chr15:74802899:+	TUTR	0.072147952169279	FALSE	chr15:74782080:+;chr15:74782504:+;chr15:74782592:+;chr15:74798652:+;chr15:74800852:+	chr15:74802899:+;chr15:74803164:+
BEND5	0.0302262903170634	TSS03-PA02	chr1:48776735:-|chr1:48727867:-	1.42904240210996	chr1:48727867:-	chr1:48727519:-	TUTR	0.072147952169279	FALSE	chr1:48776735:-;chr1:48776891:-	chr1:48727867:-;chr1:48727519:-;chr1:48756652:-
STXBP6	0.0304801545273915	TSS06-PA02	chr14:25050147:-|chr14:24812495:-	3.17465437788018	chr14:24809654:-	chr14:24812495:-	TUTR	0.0726992874876297	FALSE	chr14:25049889:-;chr14:25050064:-;chr14:25050147:-	chr14:24809654:-;chr14:24812495:-
GPANK1	0.0306333411370592	TSS05-PA02	chr6:31665850:-|chr6:31664262:-	3.19242627951489	chr6:31662085:-	chr6:31664262:-	ALE	0.0730098460558418	FALSE	chr6:31664997:-;chr6:31665185:-;chr6:31665850:-	chr6:31662085:-;chr6:31664262:-
MEIS1	0.0308808462038458	TSS02-PA01	chr2:66435125:+|chr2:66572442:+	2.99216417910448	chr2:66572759:+	chr2:66572442:+	TUTR	0.0735445640102086	FALSE	chr2:66435125:+;chr2:66435558:+;chr2:66439321:+;chr2:66442965:+	chr2:66572442:+;chr2:66572759:+
SLC35E2B	0.0309923379681072	TSS03-PA02	chr1:1692795:-|chr1:1664290:-	2.75830792455164	chr1:1661478:-	chr1:1664290:-	TUTR	0.0737547997937651	FALSE	chr1:1670139:-;chr1:1692709:-;chr1:1692795:-	chr1:1661478:-;chr1:1664290:-
ANKRD10	0.0311076475631993	TSS07-PA02	chr13:110915006:-|chr13:110892710:-	0.823942762475657	chr13:110878540:-	chr13:110892710:-	ALE	0.0739737996319492	FALSE	chr13:110893082:-;chr13:110900739:-;chr13:110906095:-;chr13:110910746:-;chr13:110914617:-;chr13:110914803:-;chr13:110915006:-	chr13:110878540:-;chr13:110892710:-
NLN	0.0311350546535884	TSS05-PA02	chr5:65788363:+|chr5:65824687:+	1.29292921928906	chr5:65824687:+	chr5:65823342:+	TUTR	0.0739835965852284	FALSE	chr5:65722205:+;chr5:65788363:+;chr5:65809126:+	chr5:65823342:+;chr5:65824687:+
CCP110	0.0311753090449588	TSS05-PA03	chr16:19545142:+|chr16:19553408:+	2.88394812407308	chr16:19553408:+	chr16:19540786:+	ALE	0.074023884032761	FALSE	chr16:19523811:+;chr16:19523939:+;chr16:19545142:+	chr16:19537566:+;chr16:19540786:+;chr16:19553408:+
PPP2CA	0.0312427237740938	TSS04-PA02	chr5:134225554:-|chr5:134196549:-	2.35757843293718	chr5:134197097:-	chr5:134196724:-	TUTR	0.0741285537194146	FALSE	chr5:134225554:-;chr5:134226071:-	chr5:134196302:-;chr5:134196549:-;chr5:134196724:-;chr5:134197097:-;chr5:134196967:-
ABHD17B	0.0313682640716223	TSS01-PA01	chr9:71910931:-|chr9:71865152:-	3.39554783175238	chr9:71865152:-	chr9:71865367:-	TUTR	0.0743708768324956	FALSE	chr9:71910931:-;chr9:71911193:-;chr9:71911245:-	chr9:71865152:-;chr9:71865367:-;chr9:71865428:-
TIAM2	0.0315007646846049	TSS04-PA03	chr6:154995315:+|chr6:155257721:+	1.99692780337942	chr6:155251981:+	chr6:155257721:+	ALE	0.0746293284138626	FALSE	chr6:154995315:+;chr6:155013646:+;chr6:155013764:+	chr6:155251981:+;chr6:155257721:+
EIF4E2	0.0316107887761282	TSS04-PA01	chr2:232566944:+|chr2:232569210:+	5.5710267890056	chr2:232583641:+	chr2:232569210:+	ALE	0.0748341847554094	FALSE	chr2:232550659:+;chr2:232566944:+	chr2:232569210:+;chr2:232583641:+
KIAA0930	0.0319723871656841	TSS12-PA02	chr22:45240894:-|chr22:45196038:-	1.34941049637581	chr22:45195828:-	chr22:45196038:-	TUTR	0.0756338600337887	FALSE	chr22:45205849:-;chr22:45212081:-;chr22:45212417:-;chr22:45240742:-;chr22:45240894:-	chr22:45195828:-;chr22:45196038:-
CDHR1	0.0323138971113604	TSS07-PA02	chr10:84213138:+|chr10:84217366:+	2.3835760488121	chr10:84217366:+	chr10:84216527:+	TUTR	0.076384859466363	FALSE	chr10:84194537:+;chr10:84194650:+;chr10:84208829:+;chr10:84213138:+	chr10:84216527:+;chr10:84217366:+;chr10:84218694:+
RNF144A	0.0323810137686277	TSS04-PA02	chr2:6933043:+|chr2:7044179:+	2.08810318159745	chr2:7044094:+	chr2:7044179:+	TUTR	0.0764866027828477	FALSE	chr2:6917412:+;chr2:6917489:+;chr2:6933043:+;chr2:6996940:+	chr2:7044094:+;chr2:7044179:+
CBWD6	0.0326820053656776	TSS14-PA01	chr9:41199261:-|chr9:41131309:-	2.78667124699416	chr9:41131309:-	chr9:41131676:-	TUTR	0.077140216230875	FALSE	chr9:41189301:-;chr9:41199261:-	chr9:41131309:-;chr9:41131356:-;chr9:41131676:-
CCNL1	0.0327458191547738	TSS06-PA01	chr3:157152210:-|chr3:157147796:-	1.3335743272939	chr3:157147796:-	chr3:157149936:-	ALE	0.0772334576501235	FALSE	chr3:157149945:-;chr3:157150629:-;chr3:157152210:-;chr3:157153106:-;chr3:157158951:-;chr3:157159441:-;chr3:157160094:-	chr3:157147796:-;chr3:157149936:-;chr3:157150464:-
SMAD2	0.0328436340745701	TSS07-PA02	chr18:47930659:-|chr18:47841243:-	7.57699371914921	chr18:47840255:-	chr18:47841243:-	TUTR	0.0774066954413273	FALSE	chr18:47896811:-;chr18:47930362:-;chr18:47930659:-;chr18:47930837:-;chr18:47931141:-	chr18:47840255:-;chr18:47841243:-;chr18:47841392:-;chr18:47867337:-
ATE1	0.0329588547032267	TSS12-PA02	chr10:121927949:-|chr10:121741919:-	0.87003346693746	chr10:121740424:-	chr10:121741919:-	TUTR	0.0776206681928475	FALSE	chr10:121841263:-;chr10:121927949:-;chr10:121928440:-;chr10:121928549:-	chr10:121740424:-;chr10:121741919:-
S1PR1	0.0330248656075445	TSS02-PA01	chr1:101236865:+|chr1:101241376:+	2.11376321353066	chr1:101241516:+	chr1:101241376:+	TUTR	0.0777005523342878	FALSE	chr1:101236749:+;chr1:101236865:+;chr1:101237019:+	chr1:101241376:+;chr1:101241516:+
GOLIM4	0.0330416890788866	TSS02-PA01	chr3:168095344:-|chr3:168010038:-	0.997793913494852	chr3:168010038:-	chr3:168024962:-	ALE	0.0777005523342878	FALSE	chr3:168095344:-;chr3:168095924:-	chr3:168010038:-;chr3:168024962:-
DCTN2	0.0334518757075671	TSS07-PA02	chr12:57535845:-|chr12:57530312:-	0.884131312359698	chr12:57530312:-	chr12:57530153:-	TUTR	0.0785636496587368	FALSE	chr12:57534046:-;chr12:57534402:-;chr12:57535546:-;chr12:57535845:-;chr12:57547079:-	chr12:57530312:-;chr12:57530153:-
TMEM132B	0.0334581737451278	TSS04-PA02	chr12:125349452:+|chr12:125655884:+	2.50164473684211	chr12:125655884:+	chr12:125655259:+	TUTR	0.0785636496587368	FALSE	chr12:125186386:+;chr12:125349452:+	chr12:125655259:+;chr12:125655884:+;chr12:125656029:+
RPS19	0.0335062316055949	TSS03-PA02	chr19:41860778:+|chr19:41872925:+	4.46550265591186	chr19:41871416:+	chr19:41872925:+	TUTR	0.0786183883389771	FALSE	chr19:41860255:+;chr19:41860778:+	chr19:41871416:+;chr19:41872925:+
NSG1	0.0336367637197136	TSS10-PA01	chr4:4387102:+|chr4:4418690:+	3.11684122617366	chr4:4419056:+	chr4:4418690:+	TUTR	0.0788664194372915	FALSE	chr4:4386256:+;chr4:4386538:+;chr4:4386963:+;chr4:4387039:+;chr4:4387102:+	chr4:4418690:+;chr4:4419056:+
FGFR2	0.0336647377223529	TSS26-PA02	chr10:121598366:-|chr10:121479218:-	1.83695652173913	chr10:121478332:-	chr10:121479218:-	TUTR	0.0788737992211763	FALSE	chr10:121515179:-;chr10:121593817:-;chr10:121598366:-	chr10:121478332:-;chr10:121479218:-
LPAR5	0.0338268011244753	TSS01-PA02	chr12:6631649:-|chr12:6619141:-	1.64168979340117	chr12:6618840:-	chr12:6619141:-	TUTR	0.0791950974004849	FALSE	chr12:6631649:-;chr12:6635959:-	chr12:6618840:-;chr12:6619141:-
GALK2	0.0340097736360845	TSS04-PA03	chr15:49170204:+|chr15:49328976:+	1.25671077567137	chr15:49328525:+	chr15:49329693:+	TUTR	0.079534896287279	FALSE	chr15:49155759:+;chr15:49170204:+	chr15:49328525:+;chr15:49328719:+;chr15:49328976:+;chr15:49329693:+
PTPN18	0.0340220094599975	TSS01-PA01	chr2:130356045:+|chr2:130370420:+	1.66666666666667	chr2:130375405:+	chr2:130370420:+	ALE	0.079534896287279	FALSE	chr2:130356045:+;chr2:130372608:+	chr2:130370420:+;chr2:130375405:+
SNRPB2	0.0341345743242128	TSS01-PA03	chr20:16729961:+|chr20:16741776:+	1.91097093496007	chr20:16741776:+	chr20:16741220:+	TUTR	0.0797393695794294	FALSE	chr20:16729961:+;chr20:16730026:+	chr20:16741220:+;chr20:16741776:+;chr20:16741393:+;chr20:16742291:+
CELF6	0.034218118311666	TSS03-PA02	chr15:72319882:-|chr15:72285038:-	3	chr15:72284728:-	chr15:72285038:-	TUTR	0.0798757985864533	FALSE	chr15:72306292:-;chr15:72319882:-;chr15:72319946:-	chr15:72284728:-;chr15:72285038:-
CBFA2T2	0.034332397764909	TSS02-PA02	chr20:33562334:+|chr20:33645276:+	2.05354712616579	chr20:33645276:+	chr20:33650029:+	TUTR	0.0800837207776182	FALSE	chr20:33490075:+;chr20:33562334:+	chr20:33624260:+;chr20:33645276:+;chr20:33650029:+
EFTUD2	0.0345051808434358	TSS15-PA02	chr17:44894497:-|chr17:44850833:-	1.00283539543911	chr17:44850833:-	chr17:44850293:-	TUTR	0.0804277032572233	FALSE	chr17:44894497:-;chr17:44899368:-;chr17:44899625:-	chr17:44850833:-;chr17:44850293:-
NR4A2	0.0345771390639308	TSS01-PA01	chr2:156330121:-|chr2:156324437:-	2.48824823228565	chr2:156324437:-	chr2:156325082:-	TUTR	0.0805363422332172	FALSE	chr2:156330121:-;chr2:156330788:-;chr2:156332713:-	chr2:156324437:-;chr2:156325082:-;chr2:156325571:-
PPP1R7	0.0347748338897189	TSS01-PA03	chr2:241149573:+|chr2:241183652:+	0.984951113218385	chr2:241183024:+	chr2:241183652:+	TUTR	0.0809374705257413	FALSE	chr2:241149573:+;chr2:241150418:+	chr2:241183024:+;chr2:241183652:+;chr2:241167174:+
PEX19	0.0348626298397446	TSS02-PA01	chr1:160282144:-|chr1:160276874:-	2.52466280525075	chr1:160276874:-	chr1:160278480:-	TUTR	0.0810473083839219	FALSE	chr1:160282144:-;chr1:160285096:-	chr1:160276874:-;chr1:160278204:-;chr1:160278480:-
KCTD15	0.0348730470761162	TSS05-PA02	chr19:33798699:+|chr19:33815214:+	1.71688182579488	chr19:33815761:+	chr19:33815214:+	TUTR	0.0810473083839219	FALSE	chr19:33796416:+;chr19:33796846:+;chr19:33798337:+;chr19:33798699:+;chr19:33806924:+	chr19:33815214:+;chr19:33815761:+;chr19:33814243:+
GOSR2	0.0349663995305876	TSS05-PA02	chr17:46932182:+|chr17:46942020:+	3.09419395871065	chr17:46942020:+	chr17:46941364:+	TUTR	0.0812048620677461	FALSE	chr17:46923075:+;chr17:46929552:+;chr17:46931111:+;chr17:46932182:+	chr17:46941364:+;chr17:46942020:+
ACTR3	0.0354539125497798	TSS01-PA02	chr2:113889934:+|chr2:113958257:+	4.84157153639592	chr2:113958586:+	chr2:113958257:+	TUTR	0.0822769029734481	FALSE	chr2:113889934:+;chr2:113890063:+;chr2:113927369:+	chr2:113958146:+;chr2:113958257:+;chr2:113958586:+
BACH1	0.0358995854973069	TSS09-PA03	chr21:29327276:+|chr21:29346148:+	4.38781512605042	chr21:29346148:+	chr21:29345987:+	TUTR	0.0832065348117201	FALSE	chr21:29298922:+;chr21:29327129:+;chr21:29327276:+	chr21:29345842:+;chr21:29345987:+;chr21:29346148:+
RITA1	0.0359303939737046	TSS01-PA02	chr12:113185526:+|chr12:113192364:+	2.28701058867264	chr12:113192155:+	chr12:113192364:+	TUTR	0.0832065348117201	FALSE	chr12:113185526:+;chr12:113185721:+	chr12:113192155:+;chr12:113192364:+
COL11A1	0.0359330707465156	TSS03-PA04	chr1:102962684:-|chr1:102877717:-	3.69135649039955	chr1:102877717:-	chr1:103001014:-	ALE	0.0832065348117201	FALSE	chr1:102962684:-;chr1:103108479:-	chr1:102877717:-;chr1:102877440:-;chr1:102877484:-;chr1:103001014:-
NIPA1	0.0359995713026387	TSS05-PA02	chr15:22786758:+|chr15:22829789:+	1.59425348447222	chr15:22825467:+	chr15:22829789:+	TUTR	0.0832253674375599	FALSE	chr15:22786644:+;chr15:22786758:+	chr15:22825467:+;chr15:22829789:+
ETFBKMT	0.0360134198505078	TSS02-PA02	chr12:31659187:+|chr12:31669079:+	1.26060606060606	chr12:31669079:+	chr12:31668372:+	TUTR	0.0832253674375599	FALSE	chr12:31659187:+;chr12:31659688:+	chr12:31669079:+;chr12:31668372:+;chr12:31670446:+
SLC25A51	0.0360197923281854	TSS02-PA01	chr9:37904353:-|chr9:37879400:-	3.20946125265393	chr9:37881893:-	chr9:37879400:-	ALE	0.0832253674375599	FALSE	chr9:37904110:-;chr9:37904353:-	chr9:37879400:-;chr9:37881893:-;chr9:37883387:-
TMED10	0.0360549269131538	TSS01-PA01	chr14:75147760:-|chr14:75131469:-	0.376335313690713	chr14:75131469:-	chr14:75134244:-	TUTR	0.0832460049441059	FALSE	chr14:75147760:-;chr14:75176532:-;chr14:75176597:-	chr14:75131469:-;chr14:75134244:-
CAMKK2	0.0364289334921104	TSS04-PA01	chr12:121274585:-|chr12:121237692:-	0.826349466245839	chr12:121237692:-	chr12:121237770:-	TUTR	0.0840484543968299	FALSE	chr12:121274370:-;chr12:121274531:-;chr12:121274585:-;chr12:121296673:-	chr12:121237692:-;chr12:121237770:-
METTL16	0.0367080432221323	TSS07-PA02	chr17:2511888:-|chr17:2417781:-	2.21533008418254	chr17:2416066:-	chr17:2419163:-	TUTR	0.0846043944715593	FALSE	chr17:2511835:-;chr17:2511888:-	chr17:2416066:-;chr17:2419163:-;chr17:2417781:-
NLRC5	0.0367231539113252	TSS01-PA02	chr16:56989485:+|chr16:57062002:+	2.05949656750572	chr16:57062002:+	chr16:57061949:+	ALE	0.0846043944715593	FALSE	chr16:56989485:+;chr16:56989557:+	chr16:57062002:+;chr16:57061949:+;chr16:57083520:+
RGPD8	0.0369169558093307	TSS05-PA01	chr2:112433645:-|chr2:112368388:-	1.58949075988422	chr2:112390139:-	chr2:112368388:-	ALE	0.08498925261322	FALSE	chr2:112433519:-;chr2:112433645:-	chr2:112390139:-;chr2:112368388:-
CARNMT1	0.037016679261603	TSS04-PA02	chr9:75028423:-|chr9:74994421:-	1.75362142422398	chr9:74981020:-	chr9:74994421:-	ALE	0.0851143916793305	FALSE	chr9:75028293:-;chr9:75028423:-	chr9:74981020:-;chr9:74994421:-
NEDD4	0.0370248943345404	TSS07-PA06	chr15:55993548:-|chr15:55848521:-	2.35780885780886	chr15:55848521:-	chr15:55829776:-	ALE	0.0851143916793305	FALSE	chr15:55993548:-;chr15:55993602:-	chr15:55848521:-;chr15:55829398:-;chr15:55829776:-
FANCC	0.0372142820422233	TSS13-PA02	chr9:95317671:-|chr9:95100798:-	1.53551819485489	chr9:95099054:-	chr9:95100798:-	TUTR	0.08542704706726	FALSE	chr9:95135373:-;chr9:95240708:-;chr9:95316884:-;chr9:95317254:-;chr9:95317671:-	chr9:95099054:-;chr9:95100798:-
SMAP1	0.0372146783572829	TSS02-PA01	chr6:70667883:+|chr6:70861163:+	1.57041593747339	chr6:70861163:+	chr6:70862015:+	TUTR	0.08542704706726	FALSE	chr6:70667776:+;chr6:70667883:+;chr6:70773389:+	chr6:70861163:+;chr6:70862015:+
MLLT10	0.0373192838872566	TSS11-PA02	chr10:21617134:+|chr10:21743627:+	4.06689224362311	chr10:21673700:+	chr10:21743627:+	ALE	0.0856053176244145	FALSE	chr10:21524646:+;chr10:21534232:+;chr10:21534345:+;chr10:21534440:+;chr10:21534702:+;chr10:21617134:+	chr10:21673700:+;chr10:21743627:+
BRAF	0.0373482102265717	TSS12-PA03	chr7:140924928:-|chr7:140734548:-	3.81926541926542	chr7:140725143:-	chr7:140734548:-	ALE	0.0856098585063624	FALSE	chr7:140924703:-;chr7:140924810:-;chr7:140924928:-	chr7:140724004:-;chr7:140725143:-;chr7:140734548:-
AAGAB	0.0373929393592318	TSS05-PA02	chr15:67255195:-|chr15:67201672:-	1.18033796767266	chr15:67201672:-	chr15:67201028:-	TUTR	0.0856505900102952	FALSE	chr15:67254654:-;chr15:67254736:-;chr15:67255195:-	chr15:67201028:-;chr15:67201672:-
PPIF	0.0374655420945494	TSS02-PA02	chr10:79347658:+|chr10:79355334:+	3.11423740435413	chr10:79354717:+	chr10:79355334:+	TUTR	0.0856979637155289	FALSE	chr10:79347469:+;chr10:79347658:+	chr10:79354717:+;chr10:79355334:+
ARHGAP11A	0.0374675705385173	TSS03-PA05	chr15:32628728:+|chr15:32639042:+	5.66332087712428	chr15:32639042:+	chr15:32637898:+	TUTR	0.0856979637155289	FALSE	chr15:32615448:+;chr15:32628728:+	chr15:32636181:+;chr15:32636981:+;chr15:32637898:+;chr15:32638980:+;chr15:32639042:+
