ID	bc01	bc02	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3	PAS_ID	UTR_id	Feature	gene_name
chr20:62672110:+	58	57	7	19	4	8	9	chr20:62672110:+	SLCO4A1:chr20:62671894:62672293:u1	3UTR	SLCO4A1
chr20:62672288:+	166	122	35	33	27	32	33	chr20:62672288:+	SLCO4A1:chr20:62671894:62672293:u1	3UTR	SLCO4A1
chr20:62672617:+	21	14	8	13	6	4	5	chr20:62672617:+	.	intergenic	intergenic:chr20:62672624
chr20:62685788:+	3	4	5	4	1	0	1	chr20:62685788:+	.	intergenic	intergenic:chr20:62685805
chr20:62690730:+	0	0	0	1	0	0	1	chr20:62690730:+	.	intergenic	intergenic:chr20:62690738
chr20:62730107:-	0	0	2	0	0	0	0	chr20:62730107:-	.	intergenic	intergenic:chr20:62730107
chr20:62731077:-	0	0	2	1	0	0	0	chr20:62731077:-	.	intergenic	intergenic:chr20:62731077
chr20:62762768:+	0	0	2	6	0	0	0	chr20:62762768:+	NTSR1:chr20:62760268:62762771:u1	3UTR	NTSR1
chr20:62774121:-	1	5	1	0	0	0	0	chr20:62774121:-	.	exon	LINC00659
chr20:62800066:+	5	6	9	5	3	4	2	chr20:62800066:+	MRGBP:chr20:62799644:62801729:u1	3UTR	MRGBP
chr20:62800352:+	8	13	8	19	9	4	6	chr20:62800352:+	MRGBP:chr20:62799644:62801729:u1	3UTR	MRGBP
chr20:62800593:+	79	91	76	54	85	60	50	chr20:62800593:+	MRGBP:chr20:62799644:62801729:u1	3UTR	MRGBP
chr20:62800632:-	0	1	0	2	0	0	1	chr20:62800632:-	.	exon	OGFR-AS1
chr20:62800739:+	7	4	3	2	8	9	7	chr20:62800739:+	MRGBP:chr20:62799644:62801729:u1	3UTR	MRGBP
chr20:62801727:+	2	1	6	4	1	1	0	chr20:62801727:+	MRGBP:chr20:62799644:62801729:u1	3UTR	MRGBP
chr20:62814000:+	147	70	123	132	159	158	196	chr20:62814000:+	OGFR:chr20:62813650:62814000:u1	3UTR	OGFR
chr20:62835754:+	1	0	0	0	0	0	0	chr20:62835754:+	.	intron	COL9A3
chr20:62839420:+	0	1	0	2	0	0	0	chr20:62839420:+	.	intron	COL9A3
chr20:62840955:+	4	0	1	0	1	0	0	chr20:62840955:+	COL9A3:chr20:62840733:62841159:u1	3UTR	COL9A3
chr20:62841004:+	2	0	0	1	0	1	0	chr20:62841004:+	COL9A3:chr20:62840733:62841159:u1	3UTR	COL9A3
chr20:62841093:+	296	182	196	217	133	97	114	chr20:62841093:+	COL9A3:chr20:62840733:62841159:u1	3UTR	COL9A3
chr20:62841115:-	23	44	33	22	7	12	6	chr20:62841115:-	TCFL5:chr20:62841005:62841974:u2	3UTR	TCFL5
chr20:62841199:-	2	7	4	3	1	0	1	chr20:62841199:-	TCFL5:chr20:62841005:62841974:u2	3UTR	TCFL5
chr20:62841298:+	0	1	1	2	0	0	0	chr20:62841298:+	.	intergenic	intergenic:chr20:62841300
chr20:62841350:+	0	0	0	1	0	0	0	chr20:62841350:+	.	intergenic	intergenic:chr20:62841361
chr20:62841359:-	1	1	0	1	0	0	0	chr20:62841359:-	TCFL5:chr20:62841005:62841974:u2	3UTR	TCFL5
chr20:62841543:-	1	0	1	2	0	0	0	chr20:62841543:-	TCFL5:chr20:62841005:62841974:u2	3UTR	TCFL5
chr20:62841544:+	0	0	2	2	0	0	0	chr20:62841544:+	.	intergenic	intergenic:chr20:62841556
chr20:62842199:+	0	0	0	1	0	0	0	chr20:62842199:+	.	intergenic	intergenic:chr20:62842204
chr20:62842290:+	1	0	3	0	0	0	0	chr20:62842290:+	.	intergenic	intergenic:chr20:62842300
chr20:62842438:+	1	0	0	1	0	1	0	chr20:62842438:+	.	intergenic	intergenic:chr20:62842438
chr20:62843575:-	3	0	0	0	0	0	0	chr20:62843575:-	.	intron	TCFL5
chr20:62847586:-	0	1	2	2	0	0	1	chr20:62847586:-	.	intron	TCFL5
chr20:62877743:-	6	1	2	4	11	15	8	chr20:62877743:-	DIDO1:chr20:62877738:62879232:u3	3UTR	DIDO1
chr20:62877957:-	1	0	0	0	0	1	0	chr20:62877957:-	DIDO1:chr20:62877738:62879232:u3	3UTR	DIDO1
chr20:62878124:-	2	3	1	1	4	5	0	chr20:62878124:-	DIDO1:chr20:62877738:62879232:u3	3UTR	DIDO1
chr20:62878588:+	0	0	1	0	0	0	1	chr20:62878588:+	.	intergenic	intergenic:chr20:62878589
chr20:62878989:-	5	0	0	0	0	0	0	chr20:62878989:-	DIDO1:chr20:62877738:62879232:u3	3UTR	DIDO1
chr20:62887214:-	7	4	2	7	21	32	22	chr20:62887214:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62888705:-	4	1	0	1	4	1	1	chr20:62888705:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62889791:-	3	1	0	0	0	0	2	chr20:62889791:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62890129:-	1	2	0	0	0	2	0	chr20:62890129:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62890379:-	10	12	4	4	2	7	0	chr20:62890379:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62890465:-	5	2	0	1	0	0	0	chr20:62890465:-	DIDO1:chr20:62887215:62890930:u2	3UTR	DIDO1
chr20:62894148:-	13	18	9	7	12	10	14	chr20:62894148:-	.	exon	DIDO1
chr20:62894886:-	0	1	1	0	0	0	0	chr20:62894886:-	.	exon	DIDO1
chr20:62895904:-	47	65	6	8	10	3	6	chr20:62895904:-	.	intron	DIDO1
chr20:62896417:-	0	2	1	0	1	0	1	chr20:62896417:-	.	intron	DIDO1
chr20:62896482:-	5	4	1	1	0	3	2	chr20:62896482:-	.	intron	DIDO1
chr20:62901842:-	6	2	1	2	0	2	0	chr20:62901842:-	.	intron	DIDO1
chr20:62902230:-	1	1	0	0	0	0	0	chr20:62902230:-	.	intron	DIDO1
chr20:62902325:-	0	1	0	1	0	0	0	chr20:62902325:-	.	intron	DIDO1
chr20:62902417:-	0	0	0	0	2	0	3	chr20:62902417:-	.	intron	DIDO1
chr20:62904346:-	0	1	0	0	1	1	1	chr20:62904346:-	.	intron	DIDO1
chr20:62905006:-	621	797	252	333	122	138	128	chr20:62905006:-	DIDO1:chr20:62904998:62905785:u1	3UTR	DIDO1
chr20:62905074:-	159	139	47	66	28	19	29	chr20:62905074:-	DIDO1:chr20:62904998:62905785:u1	3UTR	DIDO1
chr20:62905915:-	2	3	0	4	0	1	1	chr20:62905915:-	.	exon	DIDO1
chr20:62907208:-	2	2	0	1	4	1	1	chr20:62907208:-	.	exon	DIDO1
chr20:62908625:-	1	2	0	0	0	0	0	chr20:62908625:-	.	intron	DIDO1
chr20:62912520:-	0	0	1	0	0	0	1	chr20:62912520:-	.	intron	DIDO1
chr20:62928623:-	0	0	0	0	1	1	1	chr20:62928623:-	.	intron	DIDO1
chr20:62945416:+	134	102	40	46	22	23	27	chr20:62945416:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62945553:+	122	118	25	17	17	11	18	chr20:62945553:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62945632:+	1086	1083	372	367	271	257	270	chr20:62945632:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62947469:+	0	0	0	0	1	0	0	chr20:62947469:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62948323:+	0	1	1	0	1	3	1	chr20:62948323:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62948472:+	87	69	92	128	265	282	170	chr20:62948472:+	GID8:chr20:62944913:62948475:u1	3UTR	GID8
chr20:62968594:+	183	99	6	5	3	2	3	chr20:62968594:+	SLC17A9:chr20:62967501:62969585:u1	3UTR	SLC17A9
chr20:62969582:+	0	1	0	1	0	0	0	chr20:62969582:+	SLC17A9:chr20:62967501:62969585:u1	3UTR	SLC17A9
chr20:63000500:-	0	1	27	17	8	3	8	chr20:63000500:-	.	intergenic	intergenic:chr20:63000507
chr20:63000763:-	0	0	5	6	1	2	0	chr20:63000763:-	.	intergenic	intergenic:chr20:63000769
chr20:63004124:-	0	0	1	1	2	0	0	chr20:63004124:-	.	intergenic	intergenic:chr20:63004124
chr20:63004512:-	0	1	0	1	0	0	0	chr20:63004512:-	.	intergenic	intergenic:chr20:63004519
chr20:63004730:-	0	0	0	0	0	0	1	chr20:63004730:-	.	intergenic	intergenic:chr20:63004733
chr20:63011692:+	0	0	0	2	0	0	0	chr20:63011692:+	.	intron	LINC01749
chr20:63013115:+	0	0	0	1	1	0	0	chr20:63013115:+	.	intron	LINC01749
chr20:63025416:-	16	18	16	22	0	1	1	chr20:63025416:-	.	intergenic	intergenic:chr20:63025428
chr20:63034217:-	2	1	1	2	0	0	0	chr20:63034217:-	.	exon	LINC00029
chr20:63034269:-	1	0	2	1	0	0	0	chr20:63034269:-	.	exon	LINC00029
chr20:63034373:+	0	0	13	13	0	0	1	chr20:63034373:+	.	intron	LINC01749
chr20:63085941:+	0	1	10	25	2	0	0	chr20:63085941:+	.	intergenic	intergenic:chr20:63085943
chr20:63162845:-	2	0	0	0	0	0	0	chr20:63162845:-	.	intergenic	intergenic:chr20:63162853
chr20:63166019:-	1	1	0	2	1	0	1	chr20:63166019:-	.	intergenic	intergenic:chr20:63166019
chr20:63181728:+	0	0	0	1	0	0	1	chr20:63181728:+	.	intergenic	intergenic:chr20:63181730
chr20:63195429:-	495	602	370	364	148	168	128	chr20:63195429:-	YTHDF1:chr20:63195430:63196707:u1	3UTR	YTHDF1
chr20:63196266:-	0	0	1	2	0	0	0	chr20:63196266:-	YTHDF1:chr20:63195430:63196707:u1	3UTR	YTHDF1
chr20:63196419:-	1	0	1	0	0	0	0	chr20:63196419:-	YTHDF1:chr20:63195430:63196707:u1	3UTR	YTHDF1
chr20:63196481:-	33	33	17	10	5	5	6	chr20:63196481:-	YTHDF1:chr20:63195430:63196707:u1	3UTR	YTHDF1
chr20:63209285:-	1	0	0	0	0	0	0	chr20:63209285:-	.	intron	YTHDF1
chr20:63240493:+	0	0	2	0	0	1	1	chr20:63240493:+	BIRC7:chr20:63240256:63240495:u2	3UTR	BIRC7
chr20:63240784:-	8	15	300	314	64	42	68	chr20:63240784:-	NKAIN4:chr20:63240784:63241496:u1	3UTR	NKAIN4
chr20:63241234:-	1	1	56	52	2	2	5	chr20:63241234:-	NKAIN4:chr20:63240784:63241496:u1	3UTR	NKAIN4
chr20:63258121:+	0	0	1	1	0	0	1	chr20:63258121:+	.	exon	FLJ16779
chr20:63258153:+	0	0	1	1	1	0	0	chr20:63258153:+	.	exon	FLJ16779
chr20:63261610:+	0	0	0	2	0	0	0	chr20:63261610:+	.	exon	FLJ16779
chr20:63289790:+	195	66	101	105	310	305	363	chr20:63289790:+	ARFGAP1:chr20:63287626:63289790:u1	3UTR	ARFGAP1
chr20:63302693:-	0	0	2	4	0	0	0	chr20:63302693:-	.	intergenic	intergenic:chr20:63302696
chr20:63303203:-	0	0	1	3	0	0	0	chr20:63303203:-	.	intergenic	intergenic:chr20:63303217
chr20:63324312:-	0	0	2	0	0	0	0	chr20:63324312:-	.	intergenic	intergenic:chr20:63324312
chr20:63330933:+	1	0	1	2	2	0	1	chr20:63330933:+	COL20A1:chr20:63330720:63334851:u2	3UTR	COL20A1
chr20:63343223:-	0	0	0	0	5	3	4	chr20:63343223:-	CHRNA4:chr20:63343223:63346737:u1	3UTR	CHRNA4
chr20:63344068:-	0	0	14	15	165	133	209	chr20:63344068:-	CHRNA4:chr20:63343223:63346737:u1	3UTR	CHRNA4
chr20:63344444:-	0	0	0	2	13	12	15	chr20:63344444:-	CHRNA4:chr20:63343223:63346737:u1	3UTR	CHRNA4
chr20:63371178:+	0	1	29	31	3	1	1	chr20:63371178:+	.	exon	LOC100130587
chr20:63373480:+	0	0	2	1	1	0	0	chr20:63373480:+	.	intergenic	intergenic:chr20:63373498
chr20:63392571:-	0	0	18	7	4	7	1	chr20:63392571:-	.	intergenic	intergenic:chr20:63392577
chr20:63400214:-	0	0	9	9	12	11	10	chr20:63400214:-	KCNQ2:chr20:63400208:63406643:u2	3UTR	KCNQ2
chr20:63412239:-	0	0	1	0	0	1	0	chr20:63412239:-	.	intron	KCNQ2
chr20:63433681:-	204	199	673	885	182	142	125	chr20:63433681:-	KCNQ2:chr20:63433678:63433744:u1	3UTR	KCNQ2
chr20:63437417:-	0	0	0	1	0	0	1	chr20:63437417:-	.	intron	KCNQ2
chr20:63477488:-	0	0	0	1	4	2	3	chr20:63477488:-	.	intergenic	intergenic:chr20:63477489
chr20:63477639:-	0	0	0	0	1	0	2	chr20:63477639:-	.	intergenic	intergenic:chr20:63477643
chr20:63488014:-	1	1	13	9	17	18	33	chr20:63488014:-	EEF1A2:chr20:63488014:63488297:u1	3UTR	EEF1A2
chr20:63506166:-	0	0	2	0	0	0	0	chr20:63506166:-	.	intergenic	intergenic:chr20:63506178
chr20:63510544:-	0	0	1	1	0	0	0	chr20:63510544:-	.	intergenic	intergenic:chr20:63510544
chr20:63514538:-	0	0	0	0	0	1	1	chr20:63514538:-	.	intergenic	intergenic:chr20:63514547
chr20:63517263:-	0	0	1	2	2	1	0	chr20:63517263:-	.	intergenic	intergenic:chr20:63517271
chr20:63522164:+	238	160	1015	827	154	180	314	chr20:63522164:+	PPDPF:chr20:63521797:63522206:u1	3UTR	PPDPF
chr20:63523790:+	0	0	0	1	0	0	1	chr20:63523790:+	.	intergenic	intergenic:chr20:63523796
chr20:63527019:+	0	1	1	3	2	0	0	chr20:63527019:+	.	intergenic	intergenic:chr20:63527019
chr20:63528001:-	0	0	2	0	0	1	0	chr20:63528001:-	PTK6:chr20:63528001:63529723:u5	3UTR	PTK6
chr20:63528755:-	3	1	0	0	0	1	0	chr20:63528755:-	PTK6:chr20:63528001:63529723:u5	3UTR	PTK6
chr20:63533403:+	0	0	0	2	0	0	0	chr20:63533403:+	.	intergenic	intergenic:chr20:63533403
chr20:63543738:+	0	0	1	1	0	1	0	chr20:63543738:+	.	intergenic	intergenic:chr20:63543738
chr20:63556669:+	7	6	37	37	3	8	9	chr20:63556669:+	FNDC11:chr20:63556621:63556707:u1	3UTR	FNDC11
chr20:63558086:-	23	19	235	285	31	34	27	chr20:63558086:-	HELZ2:chr20:63558086:63559245:u1	3UTR	HELZ2
chr20:63558137:+	0	0	1	0	0	1	0	chr20:63558137:+	.	intergenic	intergenic:chr20:63558138
chr20:63587605:-	10	6	5	11	42	33	29	chr20:63587605:-	GMEB2:chr20:63587605:63590088:u1	3UTR	GMEB2
chr20:63589825:-	15	7	1	1	0	0	2	chr20:63589825:-	GMEB2:chr20:63587605:63590088:u1	3UTR	GMEB2
chr20:63597072:-	0	0	1	0	0	0	1	chr20:63597072:-	.	intron	GMEB2
chr20:63601164:-	1	1	1	4	1	1	3	chr20:63601164:-	.	intron	GMEB2
chr20:63628707:+	0	0	7	6	1	1	0	chr20:63628707:+	.	exon	MHENCR
chr20:63628822:+	0	0	4	2	1	1	0	chr20:63628822:+	.	exon	MHENCR
chr20:63639579:-	2	1	1	3	9	10	6	chr20:63639579:-	.	intergenic	intergenic:chr20:63639582
chr20:63639712:-	126	67	616	757	1780	1694	2001	chr20:63639712:-	STMN3:chr20:63639705:63641337:u1	3UTR	STMN3
chr20:63643442:-	1	1	0	0	0	0	0	chr20:63643442:-	.	intron	STMN3
chr20:63655003:+	17	13	74	80	7	4	18	chr20:63655003:+	.	intergenic	intergenic:chr20:63655006
chr20:63656153:+	2	0	9	10	6	1	2	chr20:63656153:+	.	intergenic	intergenic:chr20:63656153
chr20:63696245:+	85	59	31	21	38	37	42	chr20:63696245:+	RTEL1:chr20:63695786:63696253:u1	3UTR	RTEL1
chr20:63698684:+	14	21	37	28	22	18	16	chr20:63698684:+	TNFRSF6B:chr20:63698564:63698682:u1	3UTR	TNFRSF6B
chr20:63698642:-	2	1	5	7	11	15	17	chr20:63698642:-	ARFRP1:chr20:63698642:63700682:u1	3UTR	ARFRP1
chr20:63699501:-	155	121	375	333	380	362	431	chr20:63699501:-	ARFRP1:chr20:63698642:63700682:u1	3UTR	ARFRP1
chr20:63720979:+	2	0	1	2	0	0	0	chr20:63720979:+	.	intron	ZGPAT
chr20:63736142:+	576	619	466	448	268	283	305	chr20:63736142:+	ZGPAT:chr20:63735920:63736142:u1	3UTR	ZGPAT
chr20:63739100:+	20	12	30	29	30	41	35	chr20:63739100:+	LIME1:chr20:63738598:63739107:u2	3UTR	LIME1
chr20:63743502:+	151	120	111	211	188	182	202	chr20:63743502:+	SLC2A4RG:chr20:63742991:63744050:u1	3UTR	SLC2A4RG
chr20:63743670:-	4	0	16	25	47	34	39	chr20:63743670:-	ZBTB46:chr20:63743670:63746929:u1	3UTR	ZBTB46
chr20:63743971:+	7	2	0	2	1	2	3	chr20:63743971:+	SLC2A4RG:chr20:63742991:63744050:u1	3UTR	SLC2A4RG
chr20:63744050:+	2	0	4	6	5	7	4	chr20:63744050:+	SLC2A4RG:chr20:63742991:63744050:u1	3UTR	SLC2A4RG
chr20:63744508:+	2	0	0	1	1	2	1	chr20:63744508:+	.	intergenic	intergenic:chr20:63744513
chr20:63744520:-	10	4	8	19	11	13	12	chr20:63744520:-	ZBTB46:chr20:63743670:63746929:u1	3UTR	ZBTB46
chr20:63745927:-	1	0	0	0	0	2	0	chr20:63745927:-	ZBTB46:chr20:63743670:63746929:u1	3UTR	ZBTB46
chr20:63745952:+	2	5	8	13	10	5	6	chr20:63745952:+	.	intergenic	intergenic:chr20:63745960
chr20:63749120:+	0	0	1	1	0	0	0	chr20:63749120:+	.	intergenic	intergenic:chr20:63749123
chr20:63755705:-	0	0	1	0	0	0	1	chr20:63755705:-	.	intron	ZBTB46
chr20:63759387:-	2	1	3	5	1	1	0	chr20:63759387:-	.	intron	ZBTB46
chr20:63762163:-	0	2	0	0	0	1	0	chr20:63762163:-	.	intron	ZBTB46
chr20:63762854:-	4	0	0	0	0	1	0	chr20:63762854:-	.	intron	ZBTB46
chr20:63766391:-	0	1	0	2	0	0	0	chr20:63766391:-	.	intron	ZBTB46
chr20:63774243:-	3	3	11	13	1	0	5	chr20:63774243:-	.	intron	ZBTB46
chr20:63861215:-	2	3	3	5	0	1	2	chr20:63861215:-	.	intergenic	intergenic:chr20:63861216
chr20:63890309:+	7	9	4	3	1	1	1	chr20:63890309:+	TPD52L2:chr20:63889946:63891545:u1	3UTR	TPD52L2
chr20:63890570:+	1	7	0	0	0	0	0	chr20:63890570:+	TPD52L2:chr20:63889946:63891545:u1	3UTR	TPD52L2
chr20:63890913:+	4	3	0	1	0	1	0	chr20:63890913:+	TPD52L2:chr20:63889946:63891545:u1	3UTR	TPD52L2
chr20:63891538:+	793	729	427	581	762	643	750	chr20:63891538:+	TPD52L2:chr20:63889946:63891545:u1	3UTR	TPD52L2
chr20:63892292:+	1	0	1	0	0	0	0	chr20:63892292:+	.	intergenic	intergenic:chr20:63892292
chr20:63927714:+	1	0	0	0	0	0	1	chr20:63927714:+	.	intron	DNAJC5
chr20:63931772:+	3	1	35	25	4	2	8	chr20:63931772:+	DNAJC5:chr20:63931569:63936010:u1	3UTR	DNAJC5
chr20:63934042:+	14	11	23	31	35	50	39	chr20:63934042:+	DNAJC5:chr20:63931569:63936010:u1	3UTR	DNAJC5
chr20:63934623:-	0	0	0	0	0	2	0	chr20:63934623:-	.	intergenic	intergenic:chr20:63934623
chr20:63935289:+	5	5	3	8	50	36	51	chr20:63935289:+	DNAJC5:chr20:63931569:63936010:u1	3UTR	DNAJC5
chr20:63935757:-	0	0	1	0	1	0	3	chr20:63935757:-	.	intergenic	intergenic:chr20:63935772
chr20:63935816:+	0	0	0	0	1	0	1	chr20:63935816:+	DNAJC5:chr20:63931569:63936010:u1	3UTR	DNAJC5
chr20:63936007:+	6	2	10	20	113	103	79	chr20:63936007:+	DNAJC5:chr20:63931569:63936010:u1	3UTR	DNAJC5
chr20:63939833:-	299	274	395	337	204	194	83	chr20:63939833:-	UCKL1:chr20:63939829:63939975:u1	3UTR	UCKL1
chr20:63939890:-	1	1	0	1	0	3	0	chr20:63939890:-	UCKL1:chr20:63939829:63939975:u1	3UTR	UCKL1
chr20:63939898:+	0	0	2	1	0	0	2	chr20:63939898:+	.	intergenic	intergenic:chr20:63939898
chr20:63956704:-	0	1	3	1	24	28	19	chr20:63956704:-	ZNF512B:chr20:63956704:63959887:u1	3UTR	ZNF512B
chr20:63956736:+	0	0	2	1	0	0	1	chr20:63956736:+	.	exon	UCKL1-AS1
chr20:63958378:-	20	9	2	3	1	1	3	chr20:63958378:-	ZNF512B:chr20:63956704:63959887:u1	3UTR	ZNF512B
chr20:63974118:-	23	15	30	65	125	134	158	chr20:63974118:-	SAMD10:chr20:63974116:63975509:u1	3UTR	SAMD10
chr20:63975203:+	0	1	0	1	0	0	0	chr20:63975203:+	.	intergenic	intergenic:chr20:63975203
chr20:63984997:+	7	4	2	7	2	2	1	chr20:63984997:+	.	exon	PRPF6
chr20:63996359:+	0	1	0	0	1	0	0	chr20:63996359:+	.	intron	PRPF6
chr20:64030672:+	0	0	0	0	2	0	0	chr20:64030672:+	.	intron	PRPF6
chr20:64030710:+	2	1	0	0	0	1	1	chr20:64030710:+	.	intron	PRPF6
chr20:64033097:+	1619	1763	1479	1323	1543	1563	1760	chr20:64033097:+	PRPF6:chr20:64032994:64033100:u1	3UTR	PRPF6
chr20:64033979:+	0	1	0	2	0	0	0	chr20:64033979:+	.	intron	C20orf204
chr20:64039001:+	0	0	6	8	1	3	2	chr20:64039001:+	C20orf204:chr20:64038760:64039001:u1	3UTR	C20orf204
chr20:64064121:+	2	0	0	2	0	0	1	chr20:64064121:+	.	intron	TCEA2
chr20:64072347:+	190	185	1666	1504	1111	927	1315	chr20:64072347:+	TCEA2:chr20:64072181:64072347:u1	3UTR	TCEA2
chr20:64073181:-	155	105	23	24	45	27	34	chr20:64073181:-	RGS19:chr20:64073181:64073852:u1	3UTR	RGS19
chr20:64073277:-	2	1	1	0	0	2	2	chr20:64073277:-	RGS19:chr20:64073181:64073852:u1	3UTR	RGS19
chr20:64083376:-	1	1	0	0	0	0	0	chr20:64083376:-	.	intergenic	intergenic:chr20:64083379
chr20:64100633:+	2	0	8	7	79	78	109	chr20:64100633:+	OPRL1:chr20:64098800:64100643:u1	3UTR	OPRL1
chr20:64162907:+	0	0	0	1	0	0	1	chr20:64162907:+	.	intergenic	intergenic:chr20:64162916
chr20:64163861:+	0	0	0	1	0	1	0	chr20:64163861:+	.	intergenic	intergenic:chr20:64163861
chr20:64191884:+	0	0	17	20	1	3	0	chr20:64191884:+	.	intron	MYT1
chr20:64196178:+	0	0	1	2	0	0	0	chr20:64196178:+	.	intron	MYT1
chr20:64218089:+	0	0	6	11	2	3	1	chr20:64218089:+	.	intron	MYT1
chr20:64229180:+	0	0	2	4	0	1	0	chr20:64229180:+	.	intron	MYT1
chr20:64241491:+	0	0	8	11	7	8	1	chr20:64241491:+	MYT1:chr20:64240449:64242253:u1	3UTR	MYT1
chr20:64241538:+	0	0	4	1	1	1	2	chr20:64241538:+	MYT1:chr20:64240449:64242253:u1	3UTR	MYT1
chr20:64242253:+	5	6	475	573	182	216	75	chr20:64242253:+	MYT1:chr20:64240449:64242253:u1	3UTR	MYT1
chr20:64254196:+	0	0	1	0	1	1	0	chr20:64254196:+	.	intergenic	intergenic:chr20:64254197
chr20:64264818:+	0	0	2	0	1	0	0	chr20:64264818:+	.	intron	PCMTD2
chr20:64266962:+	0	0	0	0	1	0	1	chr20:64266962:+	.	intron	PCMTD2
chr20:64273968:+	0	0	2	0	0	0	0	chr20:64273968:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64274055:+	0	2	2	0	5	4	3	chr20:64274055:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64274203:+	1	2	0	1	2	1	4	chr20:64274203:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64274902:+	1	1	5	3	4	6	7	chr20:64274902:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64274952:+	0	1	0	0	1	1	0	chr20:64274952:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64275371:+	4	2	1	0	6	5	4	chr20:64275371:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64275653:+	147	144	112	153	348	284	259	chr20:64275653:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64275721:+	5	2	5	4	5	4	1	chr20:64275721:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64275854:+	36	29	25	43	108	89	75	chr20:64275854:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64276027:+	33	31	15	40	102	95	47	chr20:64276027:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64276226:+	23	23	18	39	117	101	52	chr20:64276226:+	PCMTD2:chr20:64273601:64276226:u1	3UTR	PCMTD2
chr20:64295352:+	0	0	1	2	0	0	0	chr20:64295352:+	.	intron	LINC00266-1
chr20:64316205:-	0	0	0	0	1	1	0	chr20:64316205:-	.	intergenic	intergenic:chr20:64316205
chr20:64321082:-	0	0	0	0	1	0	1	chr20:64321082:-	.	intergenic	intergenic:chr20:64321082
chr20:64322029:-	0	0	1	0	0	1	0	chr20:64322029:-	.	intergenic	intergenic:chr20:64322029
chr20:64324554:-	0	0	0	1	0	0	0	chr20:64324554:-	.	intergenic	intergenic:chr20:64324562
chr21:5036147:+	1	1	1	0	0	0	0	chr21:5036147:+	LOC102723996:chr21:5034593:5036770:u3	3UTR	LOC102723996
chr21:5067646:-	0	0	8	10	0	0	0	chr21:5067646:-	.	intergenic	intergenic:chr21:5067647
chr21:5083817:-	0	0	0	1	1	0	0	chr21:5083817:-	.	intergenic	intergenic:chr21:5083817
chr21:5093473:-	1	0	1	0	2	1	0	chr21:5093473:-	.	intergenic	intergenic:chr21:5093476
chr21:5097172:-	0	0	10	13	4	8	5	chr21:5097172:-	.	intergenic	intergenic:chr21:5097176
chr21:5116343:-	518	604	433	443	496	492	643	chr21:5116343:-	GATD3A:chr21:5116341:5117102:u2	3UTR	GATD3A
chr21:5116560:-	1	0	0	1	0	0	0	chr21:5116560:-	GATD3A:chr21:5116341:5117102:u2	3UTR	GATD3A
chr21:5120638:-	47	42	2	4	1	3	2	chr21:5120638:-	GATD3A:chr21:5120638:5120978:u1	3UTR	GATD3A
chr21:5130871:-	113	159	28	31	47	28	44	chr21:5130871:-	LOC102724159:chr21:5130871:5131280:u1	3UTR	PWP2
chr21:5130917:-	160	134	28	31	22	38	49	chr21:5130917:-	LOC102724159:chr21:5130871:5131280:u1	3UTR	PWP2
chr21:5136022:-	2	2	1	0	0	0	0	chr21:5136022:-	.	exon	PWP2
chr21:5151131:-	0	0	0	2	0	0	0	chr21:5151131:-	.	intron	PWP2
chr21:5155496:-	1	0	0	0	0	1	0	chr21:5155496:-	.	intergenic	intergenic:chr21:5155498
chr21:5155774:-	2	1	1	4	0	0	0	chr21:5155774:-	.	intergenic	intergenic:chr21:5155782
chr21:5156156:-	1	0	0	4	2	4	0	chr21:5156156:-	.	intergenic	intergenic:chr21:5156163
chr21:6093285:+	0	0	1	0	0	1	0	chr21:6093285:+	.	intergenic	intergenic:chr21:6093286
chr21:6228966:-	0	2	0	1	0	0	1	chr21:6228966:-	LOC102723360:chr21:6228966:6230751:u2	3UTR	LOC102723360
chr21:6255596:-	0	1	0	1	0	0	0	chr21:6255596:-	.	intron	LOC102724843
