gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
DCP1B	0.012850924204873	P03-PA01	chr12:2004427:-|chr12:1945566:-	0.352727973398055	0.59390906155577	0.0271894825704187	TRUE	chr12:1967910:-;chr12:2004427:-;chr12:2004535:-	chr12:1946053:-;chr12:1945566:-
ASCC1	0.0128736735567739	P12-PA02	chr10:72216257:-|chr10:72096903:-	3.58201286413316	1.8926206339711	0.027222819748246	TRUE	chr10:72161556:-;chr10:72196989:-;chr10:72203523:-;chr10:72210737:-;chr10:72213331:-;chr10:72215956:-;chr10:72216257:-	chr10:72096521:-;chr10:72096903:-
PKNOX1	0.0128858401982017	P04-PA01	chr21:43004322:+|chr21:43030772:+	4.15083416814364	2.03735960697753	0.0272337545556998	TRUE	chr21:42974510:+;chr21:42974662:+;chr21:43004322:+	chr21:43030772:+;chr21:43030925:+;chr21:43033582:+
EIF4E3	0.0129829729300501	P07-PA01	chr3:71754383:-|chr3:71681856:-	3.5	1.87082869338697	0.0274241528034103	TRUE	chr3:71728637:-;chr3:71754383:-	chr3:71681856:-;chr3:71682728:-
GDAP2	0.0131754897828682	P02-PA01	chr1:117899130:-|chr1:117870080:-	7.56646960544917	2.7507216517578	0.0278157167704478	TRUE	chr1:117899130:-;chr1:117920207:-;chr1:117929560:-	chr1:117870080:-;chr1:117870157:-;chr1:117870229:-;chr1:117877222:-;chr1:117894850:-
CDC45	0.0131853011742779	P04-PA01	chr22:19479901:+|chr22:19507873:+	0.851256815910513	0.922635798086392	0.0278213428029614	TRUE	chr22:19479457:+;chr22:19479901:+;chr22:19480150:+;chr22:19482751:+;chr22:19505413:+	chr22:19520599:+;chr22:19507873:+
MAPKAPK5	0.0132971924323755	P04-PA02	chr12:111842734:+|chr12:111893350:+	9.19925163139422	3.03302681020037	0.0280422373451993	TRUE	chr12:111842228:+;chr12:111842475:+;chr12:111842626:+;chr12:111842734:+	chr12:111893159:+;chr12:111893350:+;chr12:111893414:+
RPGR	0.013309775536597	P02-PA01	chrX:38301371:-|chrX:38269163:-	4.7078431372549	2.16975646957323	0.0280535766994976	TRUE	chrX:38301371:-;chrX:38327503:-	chrX:38269163:-;chrX:38269343:-;chrX:38269527:-
RUNX1T1	0.0133291431259092	P12-PA02	chr8:92095215:-|chr8:91959816:-	3.91079252439541	1.97757238158187	0.0280791959898077	TRUE	chr8:91991728:-;chr8:92005160:-;chr8:92017363:-;chr8:92095215:-;chr8:92095416:-;chr8:92102907:-;chr8:92103226:-;chr8:92103286:-;chr8:92103385:-	chr8:91959588:-;chr8:91959816:-
APBA3	0.0133784975839284	P08-PA02	chr19:3761692:-|chr19:3757901:-	1.57592339261286	1.25535787431826	0.0281679237935281	TRUE	chr19:3754141:-;chr19:3760127:-;chr19:3761570:-;chr19:3761692:-	chr19:3750876:-;chr19:3757901:-
B3GALNT2	0.0135134493751108	P05-PA01	chr1:235504254:-|chr1:235447213:-	7.01546619531595	2.64867253455688	0.028436680225571	TRUE	chr1:235504254:-;chr1:235504422:-	chr1:235447213:-;chr1:235449933:-;chr1:235455472:-;chr1:235478599:-;chr1:235479688:-
ZBTB14	0.013577624873536	P05-PA03	chr18:5296195:-|chr18:5289674:-	3.62339087494197	1.90352065261766	0.0285562904552542	TRUE	chr18:5295702:-;chr18:5296020:-;chr18:5296195:-	chr18:5289379:-;chr18:5289674:-;chr18:5289808:-;chr18:5289019:-
KLF10	0.0136332001522254	P01-PA01	chr8:102653964:-|chr8:102648784:-	0.541903771422823	0.736141135532326	0.0286576934085386	TRUE	chr8:102653964:-;chr8:102655725:-	chr8:102648784:-;chr8:102648847:-
NAV1	0.0137637867330504	P10-PA01	chr1:201786440:+|chr1:201820496:+	3.65714285714286	1.91236577493503	0.0289165794666839	TRUE	chr1:201739868:+;chr1:201786440:+	chr1:201820496:+;chr1:201820753:+;chr1:201823344:+
SLC16A1	0.0138438493542249	P04-PA03	chr1:112956063:-|chr1:112912354:-	1.1012642693783	1.04941139186608	0.0290690968371077	TRUE	chr1:112956063:-;chr1:112956181:-	chr1:112912354:-;chr1:112911847:-;chr1:112912231:-
TAPT1	0.0138565551096135	P08-PA01	chr4:16202582:-|chr4:16161291:-	4.2190635451505	2.054035916227	0.0290800911276147	TRUE	chr4:16186814:-;chr4:16191448:-;chr4:16202582:-	chr4:16161291:-;chr4:16162743:-
PRDX1	0.0139301501135979	P04-PA02	chr1:45523047:-|chr1:45511227:-	8.15730641846981	2.85609986143164	0.029218790082024	TRUE	chr1:45521854:-;chr1:45521938:-;chr1:45522890:-;chr1:45523047:-	chr1:45511051:-;chr1:45511227:-
SNX11	0.013943337285109	P03-PA02	chr17:48107766:+|chr17:48123074:+	2.25929054054054	1.50309365660977	0.0292307011582819	TRUE	chr17:48107533:+;chr17:48107766:+;chr17:48107894:+;chr17:48112566:+	chr17:48122745:+;chr17:48123074:+
SART3	0.0140573264906824	P10-PA02	chr12:108561159:-|chr12:108522551:-	1.38314497217404	1.17607183971645	0.0294390749494459	TRUE	chr12:108526185:-;chr12:108538132:-;chr12:108561159:-	chr12:108522214:-;chr12:108522685:-;chr12:108522551:-
NUTF2	0.0140578577783252	P02-PA01	chr16:67847161:+|chr16:67871316:+	1.09712280024584	1.04743629889642	0.0294390749494459	TRUE	chr16:67846923:+;chr16:67847161:+;chr16:67847342:+	chr16:67871316:+;chr16:67872567:+
HIF1AN	0.0141088247866114	P03-PA02	chr10:100536198:+|chr10:100550001:+	2.75097018068664	1.65860488986577	0.0295299219861711	TRUE	chr10:100535915:+;chr10:100536198:+;chr10:100536470:+	chr10:100548845:+;chr10:100550001:+
MAP2K6	0.01411763975296	P02-PA01	chr17:69414834:+|chr17:69542013:+	2.75724046193845	1.66049404152452	0.0295324941205122	TRUE	chr17:69414697:+;chr17:69414834:+;chr17:69502262:+	chr17:69542013:+;chr17:69542326:+
PTAR1	0.0141785255256868	P03-PA02	chr9:69759941:-|chr9:69717982:-	1.94576809621057	1.39490791674955	0.0296439311877007	TRUE	chr9:69759941:-;chr9:69760011:-	chr9:69717691:-;chr9:69717982:-;chr9:69718194:-;chr9:69731957:-;chr9:69757123:-;chr9:69757601:-;chr9:69757757:-
ZNF527	0.0142565749875228	P01-PA02	chr19:37371061:+|chr19:37389947:+	4.81780819224038	2.194950612711	0.0297911145606153	TRUE	chr19:37371061:+;chr19:37371159:+	chr19:37389947:+;chr19:37390772:+;chr19:37385644:+;chr19:37392899:+;chr19:37393064:+
MATR3	0.0145038693645361	P08-PA01	chr5:139308095:+|chr5:139329774:+	4.57082857136053	2.13794961852718	0.0302916112854822	TRUE	chr5:139293674:+;chr5:139293952:+;chr5:139294530:+;chr5:139308095:+;chr5:139308243:+;chr5:139315751:+;chr5:139322746:+	chr5:139329774:+;chr5:139330411:+
RBM47	0.0145175951300004	P08-PA01	chr4:40630123:-|chr4:40423722:-	3.88866571018651	1.9719700074257	0.0303040202901294	TRUE	chr4:40629529:-;chr4:40629864:-;chr4:40630123:-;chr4:40630594:-;chr4:40630786:-	chr4:40423722:-;chr4:40424447:-
PTGR2	0.0147114844804123	P02-PA02	chr14:73851928:+|chr14:73864737:+	3.45644014881324	1.85915038359279	0.0306816570724499	TRUE	chr14:73851831:+;chr14:73851928:+	chr14:73863564:+;chr14:73864737:+;chr14:73884595:+;chr14:73885465:+
ACTR3B	0.0147142701654929	P02-PA02	chr7:152800623:+|chr7:152855374:+	1.90175503760795	1.3790413473163	0.0306816570724499	TRUE	chr7:152759749:+;chr7:152800623:+	chr7:152854982:+;chr7:152855374:+
RGS5	0.0147932358228865	P01-PA01	chr1:163152716:-|chr1:163145895:-	3.23769973105521	1.79936092295437	0.0308298003525144	TRUE	chr1:163152716:-;chr1:163202898:-;chr1:163321704:-	chr1:163145895:-;chr1:163146849:-
TRIM4	0.014810845063941	P02-PA03	chr7:99919105:-|chr7:99900519:-	5.63215938937501	2.37321709697512	0.0308499838597766	TRUE	chr7:99919105:-;chr7:99919493:-	chr7:99890951:-;chr7:99900519:-;chr7:99890413:-
TXNL1	0.0148453739023832	P04-PA01	chr18:56638427:-|chr18:56602822:-	1.60662572668839	1.26752740668137	0.0309053693058704	TRUE	chr18:56638427:-;chr18:56638592:-;chr18:56651128:-;chr18:56651593:-	chr18:56602822:-;chr18:56602900:-
LINC00665	0.0149150168767759	P06-PA02	chr19:36331466:-|chr19:36324907:-	0.449019521953071	0.670089189550967	0.0310337577238313	TRUE	chr19:36330492:-;chr19:36331466:-;chr19:36331634:-	chr19:36324907:-;chr19:36313077:-
LINC00863	0.0149919153440411	P04-PA04	chr10:87342907:+|chr10:87357296:+	2.93333333333333	1.71269767715535	0.0311770974542479	TRUE	chr10:87342736:+;chr10:87342907:+	chr10:87345047:+;chr10:87352838:+;chr10:87357296:+
CHMP3	0.0151711911901145	P02-PA03	chr2:86542313:-|chr2:86505601:-	3.28731585103692	1.81309565413326	0.0315330738404248	TRUE	chr2:86542313:-;chr2:86563374:-;chr2:86563440:-	chr2:86505601:-;chr2:86505449:-;chr2:86505517:-
LIPT2	0.0152514737163193	P02-PA01	chr11:74493647:-|chr11:74490519:-	6.34428291864691	2.51878600096295	0.0316660543269259	TRUE	chr11:74493647:-;chr11:74493724:-	chr11:74490519:-;chr11:74491384:-;chr11:74491625:-;chr11:74491876:-
CSTF1	0.015258625688041	P02-PA02	chr20:56392522:+|chr20:56404255:+	1.11456544953511	1.0557298184361	0.0316660543269259	TRUE	chr20:56392371:+;chr20:56392522:+;chr20:56392645:+	chr20:56404049:+;chr20:56404255:+
CAND1	0.0152641799249203	P05-PA03	chr12:67298972:+|chr12:67314620:+	4.08045719408337	2.02001415690172	0.0316660543269259	TRUE	chr12:67269718:+;chr12:67295020:+;chr12:67298972:+	chr12:67313238:+;chr12:67314620:+
BAZ2A	0.0152677071594246	P08-PA03	chr12:56611854:-|chr12:56606246:-	4.0227027027027	2.00566764512536	0.0316660543269259	TRUE	chr12:56611854:-;chr12:56630297:-;chr12:56636318:-	chr12:56606246:-;chr12:56606016:-
UQCRB	0.0153671644354899	P01-PA03	chr8:96233219:-|chr8:96230540:-	4.84061535709494	2.20013984944024	0.0318553626982759	TRUE	chr8:96233219:-;chr8:96235539:-	chr8:96230540:-;chr8:96230931:-;chr8:96227837:-;chr8:96229816:-;chr8:96230687:-
ACTR2	0.0155112127717253	P01-PA01	chr2:65227695:+|chr2:65268758:+	5.5472283179086	2.35525546765284	0.0321368554126272	TRUE	chr2:65227695:+;chr2:65227788:+	chr2:65268758:+;chr2:65271253:+;chr2:65270160:+;chr2:65270654:+
NRCAM	0.0155882066715304	P02-PA02	chr7:108175357:-|chr7:108147779:-	3.15402298850575	1.77595692191724	0.0322791960490786	TRUE	chr7:108175357:-;chr7:108178114:-;chr7:108456321:-;chr7:108456397:-	chr7:108147779:-;chr7:108147637:-;chr7:108148937:-
SMAD5	0.0156114140792328	P01-PA03	chr5:136132845:+|chr5:136178171:+	2.6016973327628	1.61297778433641	0.0323100664595712	TRUE	chr5:136132845:+;chr5:136132904:+	chr5:136172829:+;chr5:136178171:+;chr5:136179504:+;chr5:136177803:+;chr5:136178383:+
SYNCRIP	0.0157956367038443	P02-PA01	chr6:85641451:-|chr6:85611320:-	4.80002154832223	2.19089514772438	0.032673971141374	TRUE	chr6:85641451:-;chr6:85642174:-;chr6:85642886:-;chr6:85643778:-	chr6:85611320:-;chr6:85612574:-;chr6:85614218:-
RPAIN	0.0158044892146355	P02-PA01	chr17:5419888:+|chr17:5432715:+	5.84426530235801	2.41749153097958	0.0326749211431631	TRUE	chr17:5419888:+;chr17:5420167:+	chr17:5432715:+;chr17:5432877:+
GPATCH2L	0.0158217773674223	P06-PA04	chr14:76195908:+|chr14:76202789:+	9.60238891543239	3.09877216255607	0.0326933011100716	TRUE	chr14:76151885:+;chr14:76195908:+	chr14:76175517:+;chr14:76196429:+;chr14:76199530:+;chr14:76202789:+;chr14:76203215:+;chr14:76204883:+
ARNTL2	0.0158655966398805	P02-PA03	chr12:27332920:+|chr12:27424083:+	3.47339284181615	1.86370406497817	0.0327664550233712	TRUE	chr12:27332836:+;chr12:27332920:+	chr12:27420590:+;chr12:27420886:+;chr12:27424366:+;chr12:27425286:+;chr12:27424083:+
NGLY1	0.0159396361747526	P04-PA02	chr3:25751264:-|chr3:25719275:-	1.23364909486935	1.11069757128993	0.0328690398635766	TRUE	chr3:25733984:-;chr3:25751264:-;chr3:25783364:-	chr3:25718944:-;chr3:25719275:-
STX16	0.0159452517088739	P03-PA03	chr20:58651866:+|chr20:58679416:+	2.04106280193237	1.42865769235754	0.0328690398635766	TRUE	chr20:58651746:+;chr20:58651866:+	chr20:58679495:+;chr20:58679416:+
DNPEP	0.0159477187785137	P07-PA01	chr2:219387792:-|chr2:219374053:-	4.81545808823271	2.19441520415639	0.0328690398635766	TRUE	chr2:219387346:-;chr2:219387792:-;chr2:219387907:-	chr2:219374053:-;chr2:219374196:-
RAB40B	0.0159490409201891	P03-PA01	chr17:82659589:-|chr17:82657067:-	0.536886932130447	0.732725686823144	0.0328690398635766	TRUE	chr17:82659589:-;chr17:82661031:-;chr17:82698654:-	chr17:82657067:-;chr17:82657312:-
LUC7L	0.0159833125984903	P05-PA02	chr16:227614:-|chr16:189098:-	2.88323596663375	1.69800941299916	0.0329081947782835	TRUE	chr16:206087:-;chr16:208508:-;chr16:227614:-;chr16:228722:-;chr16:228990:-;chr16:229142:-;chr16:229340:-	chr16:188990:-;chr16:189098:-;chr16:189523:-
GNL3	0.0159849463975685	P05-PA02	chr3:52693170:+|chr3:52694497:+	1.08454829538733	1.04141648507565	0.0329081947782835	TRUE	chr3:52686005:+;chr3:52686171:+;chr3:52693170:+	chr3:52694419:+;chr3:52694497:+
CASP2	0.0161014887148708	P03-PA01	chr7:143288451:+|chr7:143306150:+	3.44182480352693	1.85521556794	0.0331306001939705	TRUE	chr7:143288351:+;chr7:143288451:+	chr7:143307692:+;chr7:143306150:+
SYT2	0.0161224496773191	P02-PA04	chr1:202710454:-|chr1:202595826:-	2.51035375323555	1.58440959137325	0.0331562052793466	TRUE	chr1:202643453:-;chr1:202710454:-	chr1:202595231:-;chr1:202595711:-;chr1:202595826:-
PNRC2	0.0162082589532272	P04-PA01	chr1:23960968:+|chr1:23962681:+	2.67568561870831	1.63575230970594	0.0333150750289935	TRUE	chr1:23959109:+;chr1:23959828:+;chr1:23960968:+	chr1:23963462:+;chr1:23962681:+
ST7L	0.0162592466732877	P05-PA04	chr1:112610962:-|chr1:112606680:-	5.58055515726822	2.36231986768689	0.0334022413187911	TRUE	chr1:112610906:-;chr1:112610962:-;chr1:112618928:-;chr1:112619099:-	chr1:112606680:-;chr1:112525280:-;chr1:112540793:-;chr1:112541790:-;chr1:112610462:-
CRYZL1	0.0162690197768513	P04-PA01	chr21:33603448:-|chr21:33589466:-	0.46876108610415	0.684661292979346	0.033404690923672	TRUE	chr21:33597400:-;chr21:33602256:-;chr21:33603448:-;chr21:33613560:-;chr21:33622042:-;chr21:33641720:-	chr21:33589466:-;chr21:33589708:-
TC2N	0.0163439981503615	P03-PA05	chr14:91836440:-|chr14:91782887:-	4.02039675207857	2.00509270411085	0.0335409513966037	TRUE	chr14:91813828:-;chr14:91836440:-;chr14:91836526:-	chr14:91782813:-;chr14:91781178:-;chr14:91782299:-;chr14:91782594:-;chr14:91782887:-
MTF2	0.016437882937754	P04-PA04	chr1:93118345:+|chr1:93137304:+	2.81485429992893	1.67775275291949	0.0337145880107803	TRUE	chr1:93079235:+;chr1:93118345:+	chr1:93122621:+;chr1:93129293:+;chr1:93133779:+;chr1:93137304:+;chr1:93137562:+;chr1:93139074:+
SOS1	0.016445929265983	P11-PA02	chr2:39120429:-|chr2:39012310:-	4.41787813176616	2.10187490868657	0.0337145880107803	TRUE	chr2:39058782:-;chr2:39120429:-;chr2:39121051:-	chr2:39024111:-;chr2:39012310:-
DCUN1D2	0.0165758066559313	P06-PA01	chr13:113490608:-|chr13:113455819:-	1.03762283300578	1.01863773393969	0.0339629554271265	TRUE	chr13:113483996:-;chr13:113484190:-;chr13:113490608:-;chr13:113490691:-	chr13:113455819:-;chr13:113456100:-
AGA	0.0165846342950501	P01-PA01	chr4:177439624:-|chr4:177430774:-	5.14161424641974	2.26751278859012	0.0339631674437823	TRUE	chr4:177439624:-;chr4:177442409:-;chr4:177442503:-	chr4:177430774:-;chr4:177431563:-
CLK3	0.0166225272692569	P04-PA01	chr15:74614829:+|chr15:74630118:+	2.27809683337322	1.50933655404393	0.0340228684591275	TRUE	chr15:74614829:+;chr15:74615796:+;chr15:74620222:+;chr15:74625853:+;chr15:74627438:+;chr15:74627617:+;chr15:74627984:+;chr15:74628592:+	chr15:74630118:+;chr15:74630201:+
CBWD2	0.01663126603589	P01-PA01	chr2:113437691:+|chr2:113495801:+	2.18477884056697	1.47809973972225	0.0340228684591275	TRUE	chr2:113437691:+;chr2:113437763:+;chr2:113443762:+	chr2:113495801:+;chr2:113496121:+;chr2:113496168:+
NUP50	0.0167025752776724	P05-PA03	chr22:45168166:+|chr22:45185628:+	4.36035803979651	2.08814703500412	0.0341508012373837	TRUE	chr22:45163925:+;chr22:45163986:+;chr22:45164282:+;chr22:45168166:+	chr22:45184826:+;chr22:45184941:+;chr22:45185628:+;chr22:45188011:+
SUPT20H	0.0167462904494403	P04-PA01	chr13:37026798:-|chr13:37009312:-	2.45324651496158	1.56628430208618	0.0342222093016646	TRUE	chr13:37026798:-;chr13:37028231:-;chr13:37028304:-;chr13:37033479:-;chr13:37047937:-;chr13:37048600:-;chr13:37051559:-;chr13:37059432:-;chr13:37059629:-	chr13:37009312:-;chr13:37009494:-;chr13:37023556:-
ACVR2A	0.0168951259563514	P02-PA03	chr2:147844616:+|chr2:147927947:+	3.12622229532464	1.76811263649255	0.0345082504449506	TRUE	chr2:147844517:+;chr2:147844616:+;chr2:147845029:+	chr2:147927748:+;chr2:147927822:+;chr2:147927947:+;chr2:147929411:+;chr2:147930824:+
APPBP2	0.0169338213032202	P02-PA03	chr17:60525938:-|chr17:60447289:-	4.36984527139887	2.09041748734526	0.0345691485754779	TRUE	chr17:60525938:-;chr17:60526098:-;chr17:60526240:-	chr17:60445470:-;chr17:60447235:-;chr17:60447289:-
DHRS4-AS1	0.0169903618856266	P01-PA01	chr14:23953852:-|chr14:23938734:-	2.09607047400232	1.44778122449572	0.0346663935119204	TRUE	chr14:23953852:-;chr14:23954122:-;chr14:24052509:-	chr14:23938734:-;chr14:23939617:-
PRMT2	0.017009328571123	P06-PA01	chr21:46648508:+|chr21:46660144:+	7.07060688070036	2.6590612781018	0.0346869125863707	TRUE	chr21:46635595:+;chr21:46643535:+;chr21:46644343:+;chr21:46648508:+	chr21:46660144:+;chr21:46661270:+;chr21:46664941:+
COPZ1	0.0171234149426001	P03-PA01	chr12:54325202:+|chr12:54350877:+	4.74195796034111	2.17760371976655	0.0349012850112786	TRUE	chr12:54325109:+;chr12:54325202:+	chr12:54350877:+;chr12:54351846:+
TMEM181	0.017171134392235	P01-PA01	chr6:158536436:+|chr6:158553047:+	3.60428849902534	1.8984963784599	0.0349802334845478	TRUE	chr6:158536436:+;chr6:158536640:+;chr6:158560091:+	chr6:158553047:+;chr6:158635429:+
PPP1R3B	0.0172529841843756	P02-PA02	chr8:9151539:-|chr8:9137997:-	3.85687382297552	1.96389251818309	0.035128591751974	TRUE	chr8:9150658:-;chr8:9151539:-	chr8:9136255:-;chr8:9137997:-
TMLHE	0.0173153726550805	P03-PA04	chrX:155612877:-|chrX:155491977:-	3.9773729253112	1.99433520886314	0.0352371906671345	TRUE	chrX:155612877:-;chrX:155612952:-	chrX:155489011:-;chrX:155491275:-;chrX:155491533:-;chrX:155491977:-;chrX:155492535:-
BCL2L13	0.0174850115264988	P06-PA02	chr22:17689074:+|chr22:17729140:+	2.01615116988389	1.41991238105874	0.0355638191602193	TRUE	chr22:17638741:+;chr22:17655662:+;chr22:17689074:+	chr22:17703765:+;chr22:17729140:+;chr22:17729225:+
CTDSP2	0.0175182425664908	P04-PA02	chr12:57829550:-|chr12:57822804:-	0.995681991363983	0.997838659986665	0.0356128032957435	TRUE	chr12:57826402:-;chr12:57829550:-;chr12:57846544:-;chr12:57846704:-	chr12:57822804:-;chr12:57819931:-
SLC37A1	0.0175992125900936	P04-PA01	chr21:42513852:+|chr21:42575949:+	2.9037037037037	1.70402573446052	0.0357587341405191	TRUE	chr21:42513852:+;chr21:42514524:+;chr21:42543517:+;chr21:42565827:+	chr21:42575949:+;chr21:42581339:+;chr21:42581431:+
CHROMR	0.0176096504331737	P01-PA02	chr2:178413635:+|chr2:178440235:+	5.42143568769336	2.32839766528258	0.0357612775880779	TRUE	chr2:178413635:+;chr2:178413853:+	chr2:178434091:+;chr2:178440235:+
PCYT1A	0.0178253418866629	P05-PA03	chr3:196270541:-|chr3:196238357:-	4.7358887271551	2.17620971580294	0.0361804254248065	TRUE	chr3:196247471:-;chr3:196270541:-;chr3:196287663:-	chr3:196234368:-;chr3:196238357:-;chr3:196236654:-;chr3:196241660:-
SNCA	0.0178432644241101	P07-PA02	chr4:89837139:-|chr4:89726136:-	3.13671572731346	1.77107756106656	0.0361979303820014	TRUE	chr4:89835667:-;chr4:89836213:-;chr4:89836976:-;chr4:89837076:-;chr4:89837139:-;chr4:89837310:-;chr4:89838304:-	chr4:89726055:-;chr4:89726136:-
FAM210A	0.0178786435040178	P01-PA01	chr18:13671939:-|chr18:13665666:-	5.90769230769231	2.4305744810008	0.0362508120630945	TRUE	chr18:13671939:-;chr18:13726505:-;chr18:13726558:-	chr18:13665666:-;chr18:13665741:-;chr18:13665799:-;chr18:13666522:-
BTBD1	0.0180022239052678	P02-PA01	chr15:83041821:-|chr15:83017191:-	1.22687787429739	1.10764519332564	0.036482382958463	TRUE	chr15:83041821:-;chr15:83067151:-;chr15:83067252:-	chr15:83017191:-;chr15:83017494:-
TBRG1	0.0180130937935302	P02-PA01	chr11:124622994:+|chr11:124632437:+	2.48699645452498	1.57702138683183	0.036485418386167	TRUE	chr11:124622836:+;chr11:124622994:+;chr11:124625766:+	chr11:124632437:+;chr11:124634713:+
PRELID1	0.0180404381794265	P02-PA02	chr5:177304688:+|chr5:177306949:+	3.03362601530513	1.74173075281604	0.0365218023049961	TRUE	chr5:177303799:+;chr5:177304688:+	chr5:177306661:+;chr5:177306949:+
DDX42	0.0182138867166141	P10-PA01	chr17:63813272:+|chr17:63819214:+	4.4338436270981	2.10566940118768	0.0368537739021719	TRUE	chr17:63773863:+;chr17:63774170:+;chr17:63787036:+;chr17:63792486:+;chr17:63813272:+;chr17:63816968:+	chr17:63819214:+;chr17:63819317:+
STAG1	0.0182421887893085	P02-PA01	chr3:136473603:-|chr3:136336236:-	3.33342685595645	1.82576747039607	0.0368918654320925	TRUE	chr3:136359189:-;chr3:136473603:-;chr3:136752366:-	chr3:136336236:-;chr3:136337398:-
CUL2	0.0184104393705453	P16-PA02	chr10:35090567:-|chr10:35013738:-	6.13132294833093	2.47615083311395	0.0372127935978883	TRUE	chr10:35028887:-;chr10:35029640:-;chr10:35049761:-;chr10:35071339:-;chr10:35090304:-;chr10:35090486:-;chr10:35090567:-	chr10:35009862:-;chr10:35013738:-
ABHD18	0.018430470105542	P01-PA01	chr4:127965306:+|chr4:128009837:+	4.01672535211268	2.00417697624553	0.0372339492064738	TRUE	chr4:127965306:+;chr4:127965377:+;chr4:127965474:+	chr4:128009837:+;chr4:128036318:+
TRIM45	0.0184710325317123	P01-PA01	chr1:117115612:-|chr1:117111060:-	4.16666666666667	2.04124145231932	0.0372965402727987	TRUE	chr1:117115612:-;chr1:117121749:-	chr1:117111060:-;chr1:117112185:-
PTP4A2	0.0185859969033697	P04-PA01	chr1:31919464:-|chr1:31906426:-	5.31344766640451	2.30509168286307	0.0375092202928037	TRUE	chr1:31919109:-;chr1:31919359:-;chr1:31919464:-;chr1:31937775:-;chr1:31937886:-;chr1:31938042:-;chr1:31938186:-;chr1:31938358:-	chr1:31908654:-;chr1:31906426:-
EHMT1	0.0186432306199808	P22-PA01	chr9:137782338:+|chr9:137835741:+	2.54816446292812	1.59629710985396	0.0375911890949938	TRUE	chr9:137618992:+;chr9:137710970:+;chr9:137716927:+;chr9:137743377:+;chr9:137754231:+;chr9:137777970:+;chr9:137782338:+;chr9:137790884:+;chr9:137798850:+;chr9:137813491:+;chr9:137814460:+;chr9:137816000:+;chr9:137818113:+	chr9:137835741:+;chr9:137836127:+
ZZZ3	0.0186459250301652	P02-PA01	chr1:77631921:-|chr1:77564505:-	0.990836994963027	0.995407954038457	0.0375911890949938	TRUE	chr1:77631921:-;chr1:77632876:-;chr1:77682643:-;chr1:77683374:-	chr1:77564505:-;chr1:77632837:-
TTF2	0.0186750368868361	P05-PA03	chr1:117096171:+|chr1:117102863:+	2.025	1.42302494707577	0.037630392650338	TRUE	chr1:117060326:+;chr1:117092787:+;chr1:117096171:+	chr1:117082859:+;chr1:117102731:+;chr1:117102863:+
PDSS2	0.018749089539621	P01-PA01	chr6:107212159:-|chr6:107152562:-	2.52526624646816	1.58910863268317	0.0377600649652068	TRUE	chr6:107212159:-;chr6:107459564:-	chr6:107152562:-;chr6:107264186:-
GINM1	0.0188233962067358	P01-PA01	chr6:149566294:+|chr6:149590921:+	2.64703038896587	1.62696969515903	0.0378901144947376	TRUE	chr6:149566294:+;chr6:149566375:+	chr6:149590921:+;chr6:149591163:+;chr6:149591548:+
ERBB2	0.0188431522068843	P11-PA01	chr17:39710356:+|chr17:39728577:+	4.42911877394636	2.10454716600659	0.037910279866357	TRUE	chr17:39688084:+;chr17:39699976:+;chr17:39710356:+;chr17:39716551:+;chr17:39717343:+;chr17:39717429:+	chr17:39728577:+;chr17:39728658:+
AP5M1	0.0188712598509096	P05-PA02	chr14:57286223:+|chr14:57290069:+	1.96043801179007	1.40015642404343	0.0379472182849128	TRUE	chr14:57268924:+;chr14:57269026:+;chr14:57282985:+;chr14:57286223:+	chr14:57289517:+;chr14:57290069:+
AP1B1	0.0188967441479719	P03-PA02	chr22:29351747:-|chr22:29327856:-	1.05547962081483	1.02736537843886	0.037978846137354	TRUE	chr22:29332321:-;chr22:29340837:-;chr22:29351747:-;chr22:29388529:-	chr22:29327856:-;chr22:29327680:-
TSEN15	0.0189161663711284	P03-PA02	chr1:184054361:+|chr1:184074212:+	0.636029928939341	0.797514845591818	0.0379982640262141	TRUE	chr1:184051651:+;chr1:184051865:+;chr1:184054361:+	chr1:184073346:+;chr1:184074212:+
MARVELD2	0.0189978669590976	P03-PA01	chr5:69415229:+|chr5:69421001:+	2.67857142857143	1.63663417676994	0.0381427003980232	TRUE	chr5:69415116:+;chr5:69415229:+	chr5:69441601:+;chr5:69444212:+;chr5:69421001:+
PLCB4	0.0190200013489269	P03-PA02	chr20:9069018:+|chr20:9480474:+	3.5	1.87082869338697	0.0381674563151405	TRUE	chr20:9068805:+;chr20:9069018:+;chr20:9307800:+	chr20:9393636:+;chr20:9480474:+
CHM	0.0190421604142009	P02-PA01	chrX:86047305:-|chrX:85861180:-	2.32647584973166	1.52527894161418	0.0381922362145718	TRUE	chrX:86047305:-;chrX:86047539:-	chrX:85861180:-;chrX:85963729:-
C5orf22	0.0191910470412758	P03-PA01	chr5:31545671:+|chr5:31554808:+	1.07095703682558	1.03487054109467	0.0384710330235256	TRUE	chr5:31532266:+;chr5:31545671:+	chr5:31554808:+;chr5:31554883:+
SEC14L1	0.0192274589452829	P05-PA02	chr17:77140932:+|chr17:77217096:+	3.08173484264381	1.75548706706823	0.0385241882007135	TRUE	chr17:77140932:+;chr17:77141032:+;chr17:77143597:+;chr17:77190803:+;chr17:77193421:+;chr17:77206815:+	chr17:77214330:+;chr17:77217096:+
