SE_id	p_value	max_contrib_value	max_contrib_pas_id	min_contrib_value	min_contrib_pas_id	FDR	exon	pas_id	sig	gene_id
TTC39B:SE08	0.41517675825465	1.08956916099773	chr9:15171564:-	0.00552721088435375	chr9:15170928:-	0.908975563688352	chr9:15199861-15199925:-	chr9:15170928:-;chr9:15171384:-;chr9:15171564:-	FALSE	TTC39B
TTC39B:SE09	0.41517675825465	1.08956916099773	chr9:15171564:-	0.00552721088435375	chr9:15170928:-	0.908975563688352	chr9:15203823-15203890:-	chr9:15170928:-;chr9:15171384:-;chr9:15171564:-	FALSE	TTC39B
TTC39B:SE10	0.41517675825465	1.08956916099773	chr9:15171564:-	0.00552721088435375	chr9:15170928:-	0.908975563688352	chr9:15210088-15210164:-	chr9:15170928:-;chr9:15171384:-;chr9:15171564:-	FALSE	TTC39B
TTC39B:SE11	0.41517675825465	1.08956916099773	chr9:15171564:-	0.00552721088435375	chr9:15170928:-	0.908975563688352	chr9:15211266-15211397:-	chr9:15170928:-;chr9:15171384:-;chr9:15171564:-	FALSE	TTC39B
MIA3:SE10	0.415247582631463	0.98812351543943	chr1:222666604:+	0.00383501575732163	chr1:222665822:+	0.908975563688352	chr1:222651977-222652048:+	chr1:222665822:+;chr1:222666142:+;chr1:222666604:+	FALSE	MIA3
MIA3:SE11	0.415247582631463	0.98812351543943	chr1:222666604:+	0.00383501575732163	chr1:222665822:+	0.908975563688352	chr1:222652228-222652332:+	chr1:222665822:+;chr1:222666142:+;chr1:222666604:+	FALSE	MIA3
MAP4K5:SE06	0.41528525447237	0.943346682630775	chr14:50418526:-	0.00150085763293305	chr14:50419784:-	0.908975563688352	chr14:50442732-50442816:-	chr14:50418526:-;chr14:50418830:-;chr14:50419784:-	FALSE	MAP4K5
MEF2A:SE07	0.415419356519181	0.806851971557854	chr15:99690561:+	0.0022408963585434	chr15:99716406:+	0.909147265372564	chr15:99671323-99671454:+	chr15:99690561:+;chr15:99695248:+;chr15:99716406:+	FALSE	MEF2A
PMS2P5:SE02	0.415624607862923	0.653333333333333	chr7:74907741:+	0.116052631578947	chr7:74905749:+	0.909273065192833	chr7:74896409-74896511:+	chr7:74905749:+;chr7:74907741:+	FALSE	PMS2P5
POLH:SE03	0.415630298001978	3.57032967032967	chr6:43619099:+	0.0118012422360249	chr6:43614522:+	0.909273065192833	chr6:43597696-43597865:+	chr6:43614522:+;chr6:43619099:+	FALSE	POLH
FAM13B:SE06	0.415643830902656	1.72895396385701	chr5:137937960:-	0.00299003322259134	chr5:137942929:-	0.909273065192833	chr5:137956477-137956542:-	chr5:137937960:-;chr5:137938593:-;chr5:137938684:-;chr5:137942929:-	FALSE	FAM13B
SRP68:SE05	0.415918870154752	0.674178822037416	chr17:76038785:-	0.00448234422584145	chr17:76039105:-	0.909752911619962	chr17:76063976-76064171:-	chr17:76038785:-;chr17:76039105:-	FALSE	SRP68
MAATS1:SE01	0.416055784041463	0.873636363636364	chr3:119739387:+	0.130748299319728	chr3:119715932:+	0.909930543890388	chr3:119706809-119706885:+	chr3:119715932:+;chr3:119739387:+	FALSE	MAATS1
ITCH:SE04	0.416280045536434	1.10496350364964	chr20:34508676:+	0.00150279089738083	chr20:34509431:+	0.910048703604674	chr20:34408651-34408792:+	chr20:34507933:+;chr20:34508676:+;chr20:34509431:+	FALSE	ITCH
ITCH:SE07	0.416280045536434	1.10496350364964	chr20:34508676:+	0.00150279089738083	chr20:34509431:+	0.910048703604674	chr20:34440155-34440344:+	chr20:34507933:+;chr20:34508676:+;chr20:34509431:+	FALSE	ITCH
ITCH:SE08	0.416280045536434	1.10496350364964	chr20:34508676:+	0.00150279089738083	chr20:34509431:+	0.910048703604674	chr20:34442208-34442303:+	chr20:34507933:+;chr20:34508676:+;chr20:34509431:+	FALSE	ITCH
WAPL:SE10	0.416332657608676	0.730786792779396	chr10:86437010:-	0.00754892552456432	chr10:86467347:-	0.910048703604674	chr10:86472612-86472764:-	chr10:86437010:-;chr10:86467347:-	FALSE	WAPL
WAPL:SE01	0.41663010302961	3.86541274817137	chr10:86435256:-	0.00227082427876523	chr10:86437010:-	0.910125545455095	chr10:86437920-86438015:-	chr10:86435256:-;chr10:86437010:-	FALSE	WAPL
MTRF1:SE02	0.416675857372569	2.1476449704142	chr13:41216369:-	0.000206216805407106	chr13:41217098:-	0.910125545455095	chr13:41223256-41223354:-	chr13:41216369:-;chr13:41216475:-;chr13:41216973:-;chr13:41217098:-	FALSE	MTRF1
LRRTM3:SE01	0.41693336316331	1.41779576999339	chr10:67097965:+	0.0185172945582728	chr10:67098573:+	0.910125545455095	chr10:66926921-66928452:+	chr10:67097965:+;chr10:67098207:+;chr10:67098573:+;chr10:67099780:+;chr10:67099939:+	FALSE	LRRTM3
SOAT1:SE03	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179342114-179342192:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE04	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179342862-179342943:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE05	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179343590-179343635:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE07	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179347600-179347697:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE08	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179348844-179348942:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE09	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179350296-179350431:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
SOAT1:SE10	0.417049212171813	3.10776772247361	chr1:179355318:+	0.000277906438165816	chr1:179354738:+	0.910125545455095	chr1:179351317-179351462:+	chr1:179354576:+;chr1:179354653:+;chr1:179354738:+;chr1:179355318:+;chr1:179356085:+	FALSE	SOAT1
TRAK1:SE06	0.417062209338892	1.06214323642639	chr3:42225125:+	0.000371074992688541	chr3:42225774:+	0.910125545455095	chr3:42194804-42194941:+	chr3:42210295:+;chr3:42225125:+;chr3:42225774:+	FALSE	TRAK1
TRAK1:SE07	0.417062209338892	1.06214323642639	chr3:42225125:+	0.000371074992688541	chr3:42225774:+	0.910125545455095	chr3:42199177-42199253:+	chr3:42210295:+;chr3:42225125:+;chr3:42225774:+	FALSE	TRAK1
PDXDC1:SE08	0.417128391872781	1.37222619899785	chr16:15139339:+	0.00160068785991344	chr16:15037687:+	0.910125545455095	chr16:15029951-15030056:+	chr16:15037687:+;chr16:15139339:+	FALSE	PDXDC1
EHD4:SE01	0.417155625450637	3.95477415666095	chr15:41898383:-	0.000763247557280017	chr15:41899440:-	0.910125545455095	chr15:41909699-41909863:-	chr15:41898383:-;chr15:41899440:-	FALSE	EHD4
MTRR:SE02	0.417203555822941	1.6593969756388	chr5:7900617:+	0.00216067314536305	chr5:7901124:+	0.910125545455095	chr5:7883724-7883863:+	chr5:7900617:+;chr5:7901124:+	FALSE	MTRR
ZNF143:SE08	0.417335591395512	0.951928851928852	chr11:9527979:+	0.000943772257714097	chr11:9528524:+	0.910292013011841	chr11:9516201-9516362:+	chr11:9527979:+;chr11:9528065:+;chr11:9528275:+;chr11:9528524:+	FALSE	ZNF143
TMEM200A:SE01	0.417570034659941	0.686366242403394	chr6:130442193:+	0.0409997534179017	chr6:130443062:+	0.910681777859831	chr6:130385173-130385236:+	chr6:130442193:+;chr6:130443062:+	FALSE	TMEM200A
SPOP:SE05	0.417698003123621	1.00916735594155	chr17:49599284:-	8.47366853841919e-06	chr17:49599984:-	0.910817548675406	chr17:49675895-49676016:-	chr17:49599284:-;chr17:49599492:-;chr17:49599984:-	FALSE	SPOP
MPDZ:SE01	0.417781923940383	0.834096109839817	chr9:13106586:-	0.0663813513021309	chr9:13105707:-	0.910817548675406	chr9:13115248-13115334:-	chr9:13105707:-;chr9:13106586:-	FALSE	MPDZ
AQR:SE05	0.417799564874491	1.38789115646259	chr15:34856628:-	0.0010692107823959	chr15:34856509:-	0.910817548675406	chr15:34927035-34927138:-	chr15:34856509:-;chr15:34856628:-;chr15:34856721:-	FALSE	AQR
TAOK2:SE10	0.417881107493014	1.36154527733475	chr16:29988393:+	0.00437728565218616	chr16:29992259:+	0.910873751120681	chr16:29983072-29983332:+	chr16:29988393:+;chr16:29992259:+	FALSE	TAOK2
IGF2BP3:SE01	0.418015883308438	0.920727666692829	chr7:23312152:-	0.00573888143016729	chr7:23310209:-	0.911045957817656	chr7:23361690-23361741:-	chr7:23310209:-;chr7:23312152:-	FALSE	IGF2BP3
AAK1:SE05	0.418111129023142	1.1797385620915	chr2:69474465:-	0.0620915032679741	chr2:69474253:-	0.91112350596692	chr2:69495985-69496080:-	chr2:69474253:-;chr2:69474465:-	FALSE	AAK1
PPP2R1B:SE05	0.418163019542945	2.47979252229008	chr11:111740471:-	2.77197606974584e-06	chr11:111738835:-	0.91112350596692	chr11:111764805-111764905:-	chr11:111726913:-;chr11:111738835:-;chr11:111739175:-;chr11:111740471:-;chr11:111741088:-	FALSE	PPP2R1B
USP47:SE04	0.41824617711765	1.28395164267257	chr11:11933071:+	0.000615023131186974	chr11:11957556:+	0.911183155937158	chr11:11891968-11892106:+	chr11:11933071:+;chr11:11956570:+;chr11:11956942:+;chr11:11957556:+	FALSE	USP47
PWWP3A:SE05	0.418330601703517	0.652331708102661	chr19:1378427:+	0.0035757886055037	chr19:1376949:+	0.911245549916916	chr19:1364509-1364579:+	chr19:1376949:+;chr19:1378427:+	FALSE	PWWP3A
SEPTIN10:SE03	0.418516199233479	0.843741929312736	chr2:109542799:-	0.0130646195296969	chr2:109542982:-	0.911465926667908	chr2:109585126-109585321:-	chr2:109542799:-;chr2:109542982:-	FALSE	SEPTIN10
PRPSAP1:SE01	0.418543367978939	0.719192081398427	chr17:76312790:-	0.00329825649604898	chr17:76310927:-	0.911465926667908	chr17:76344671-76344737:-	chr17:76310927:-;chr17:76312790:-	FALSE	PRPSAP1
FANCI:SE16	0.418693514356306	1.51845342706503	chr15:89316440:+	0.00145699776408759	chr15:89316483:+	0.911549854326305	chr15:89305605-89305698:+	chr15:89316440:+;chr15:89316483:+;chr15:89317129:+	FALSE	FANCI
FANCI:SE01	0.418693514356306	1.51845342706503	chr15:89316440:+	0.00145699776408759	chr15:89316483:+	0.911549854326305	chr15:89245195-89245311:+	chr15:89316483:+;chr15:89317129:+	FALSE	FANCI
SEC23B:SE13	0.419015812589083	1.28592339659599	chr20:18560940:+	0.000533779682700568	chr20:18561077:+	0.912129970501422	chr20:18554235-18554390:+	chr20:18560940:+;chr20:18561017:+;chr20:18561077:+;chr20:18561415:+	FALSE	SEC23B
FTSJ1:SE01	0.419135331627766	1.53067304000751	chrX:48486345:+	0.00178158567865128	chrX:48486299:+	0.91226857323645	chrX:48476563-48476668:+	chrX:48482954:+;chrX:48486299:+;chrX:48486345:+	FALSE	FTSJ1
USP4:SE13	0.419213516184324	0.852410690955982	chr3:49278124:-	0.00270876767283611	chr3:49277560:-	0.912317184501856	chr3:49305715-49305888:-	chr3:49277560:-;chr3:49277829:-;chr3:49278124:-	FALSE	USP4
WWP2:SE06	0.419371179010873	1.33333333333333	chr16:69910254:+	0.00423953365129824	chr16:69941738:+	0.912329270516205	chr16:69798682-69798829:+	chr16:69910254:+;chr16:69941738:+	FALSE	WWP2
WWP2:SE07	0.419371179010873	1.33333333333333	chr16:69910254:+	0.00423953365129824	chr16:69941738:+	0.912329270516205	chr16:69799174-69799295:+	chr16:69910254:+;chr16:69941738:+	FALSE	WWP2
PPP1R7:SE03	0.419386623342895	1.49268883300736	chr2:241167174:+	5.482110650045e-05	chr2:241183652:+	0.912329270516205	chr2:241163285-241163401:+	chr2:241167174:+;chr2:241183024:+;chr2:241183652:+	FALSE	PPP1R7
MMADHC:SE03	0.419528812268575	3.93465016010075	chr2:149569888:-	3.33723998876496e-05	chr2:149569637:-	0.912388369426438	chr2:149575711-149575841:-	chr2:149569637:-;chr2:149569888:-	FALSE	MMADHC
MMADHC:SE04	0.419528812268575	3.93465016010075	chr2:149569888:-	3.33723998876496e-05	chr2:149569637:-	0.912388369426438	chr2:149576437-149576542:-	chr2:149569637:-;chr2:149569888:-	FALSE	MMADHC
CHKA:SE03	0.419581354828981	0.860508696258399	chr11:68053815:-	0.00170855928262826	chr11:68052859:-	0.912388369426438	chr11:68064525-68064631:-	chr11:68052859:-;chr11:68053815:-	FALSE	CHKA
AOPEP:SE12	0.420206026385849	3.53481795687522	chr9:95084335:+	0.00666400106624016	chr9:95087159:+	0.913531230619565	chr9:95080694-95080780:+	chr9:95084335:+;chr9:95087159:+	FALSE	AOPEP
P2RX3:SE04	0.42021877360731	0.671417413825522	chr11:57372396:+	0.00310994487965405	chr11:57370601:+	0.913531230619565	chr11:57368009-57368102:+	chr11:57370601:+;chr11:57372065:+;chr11:57372396:+	FALSE	P2RX3
CAPRIN1:SE07	0.420594840769113	1.22202665325622	chr11:34100518:+	2.92703364004067e-05	chr11:34099056:+	0.914105471522548	chr11:34086064-34086219:+	chr11:34099056:+;chr11:34100518:+;chr11:34101152:+	FALSE	CAPRIN1
CAPRIN1:SE08	0.420594840769113	1.22202665325622	chr11:34100518:+	2.92703364004067e-05	chr11:34099056:+	0.914105471522548	chr11:34086305-34086413:+	chr11:34099056:+;chr11:34100518:+;chr11:34101152:+	FALSE	CAPRIN1
LINC02210:SE03	0.420883993115769	0.760213152068703	chr17:45646223:+	0.0560682018220691	chr17:45642302:+	0.914612215983249	chr17:45630489-45630606:+	chr17:45637959:+;chr17:45642302:+;chr17:45646223:+	FALSE	LINC02210
GPR160:SE01	0.421145624937295	0.914863920644267	chr3:170085392:+	0.00376657444720257	chr3:170085083:+	0.914948522765316	chr3:170083365-170083522:+	chr3:170085083:+;chr3:170085392:+	FALSE	GPR160
UTP6:SE05	0.421150777023105	1.40499181001751	chr17:31862379:-	0.000791201799013359	chr17:31863173:-	0.914948522765316	chr17:31884424-31884505:-	chr17:31862379:-;chr17:31863173:-	FALSE	UTP6
TCERG1:SE05	0.421285856852527	3.82160979877515	chr5:146511961:+	0.00073260504532612	chr5:146511506:+	0.915120275490164	chr5:146471488-146471576:+	chr5:146511506:+;chr5:146511961:+	FALSE	TCERG1
RRAGB:SE02	0.421819337079771	0.741638159373495	chrX:55731694:+	0.0308192958154037	chrX:55758774:+	0.915914966974341	chrX:55727307-55727390:+	chrX:55731694:+;chrX:55732917:+;chrX:55758774:+	FALSE	RRAGB
CUL4A:SE09	0.421819914083132	0.798639517866514	chr13:113265075:+	0.000155033056200776	chr13:113264876:+	0.915914966974341	chr13:113244949-113245059:+	chr13:113264543:+;chr13:113264876:+;chr13:113265075:+	FALSE	CUL4A
CUL4A:SE10	0.421819914083132	0.798639517866514	chr13:113265075:+	0.000155033056200776	chr13:113264876:+	0.915914966974341	chr13:113245152-113245237:+	chr13:113264543:+;chr13:113264876:+;chr13:113265075:+	FALSE	CUL4A
HDAC11:SE01	0.421929455797991	0.532407739590059	chr3:13505329:+	0.0329487913867339	chr3:13506416:+	0.916027941260988	chr3:13483464-13483564:+	chr3:13505329:+;chr3:13506416:+	FALSE	HDAC11
CNOT10:SE03	0.42198409905044	0.545098976653121	chr3:32773872:+	0.00769902569214407	chr3:32773714:+	0.916027941260988	chr3:32704811-32704972:+	chr3:32773714:+;chr3:32773872:+	FALSE	CNOT10
GRIA2:SE03	0.422159813974043	0.620689655172414	chr4:157364287:+	0.00592460155739902	chr4:157333289:+	0.916073814604539	chr4:157332819-157332986:+	chr4:157333289:+;chr4:157360935:+;chr4:157364287:+	FALSE	GRIA2
ANKRD13C:SE06	0.422184850837062	1.16648728519628	chr1:70262098:-	0.00163309580287169	chr1:70260592:-	0.916073814604539	chr1:70315481-70315566:-	chr1:70260592:-;chr1:70261235:-;chr1:70262098:-	FALSE	ANKRD13C
CUL4A:SE13	0.422265737838782	0.797229074914181	chr13:113265075:+	0.00014540914219176	chr13:113264876:+	0.916073814604539	chr13:113254693-113254798:+	chr13:113264543:+;chr13:113264876:+;chr13:113265075:+	FALSE	CUL4A
CUL4A:SE14	0.422265737838782	0.797229074914181	chr13:113265075:+	0.00014540914219176	chr13:113264876:+	0.916073814604539	chr13:113254953-113255125:+	chr13:113264543:+;chr13:113264876:+;chr13:113265075:+	FALSE	CUL4A
PRPF38A:SE02	0.422321857788962	1.38043792505401	chr1:52418179:+	7.11204627024423e-05	chr1:52417021:+	0.916073814604539	chr1:52412514-52412624:+	chr1:52417021:+;chr1:52418179:+;chr1:52418320:+	FALSE	PRPF38A
RABGEF1:SE09	0.422341713975316	1.88408769221314	chr7:66811193:+	0.00224151167547388	chr7:66811464:+	0.916073814604539	chr7:66795511-66795592:+	chr7:66809494:+;chr7:66809666:+;chr7:66811193:+;chr7:66811464:+	FALSE	RABGEF1
SLC41A2:SE07	0.422432809640919	1.06661991584853	chr12:104804920:-	0.00370174510840827	chr12:104804588:-	0.916115942846605	chr12:104909655-104909762:-	chr12:104804412:-;chr12:104804588:-;chr12:104804920:-	FALSE	SLC41A2
DCBLD1:SE09	0.42247330256893	1.12397660818713	chr6:117548795:+	0.00926354347406999	chr6:117549797:+	0.916115942846605	chr6:117543124-117543211:+	chr6:117548795:+;chr6:117549797:+	FALSE	DCBLD1
PWWP3A:SE03	0.422891253855594	0.592390324417353	chr19:1378427:+	0.00443801863540233	chr19:1376949:+	0.916789969070696	chr19:1360136-1361032:+	chr19:1376949:+;chr19:1378427:+	FALSE	PWWP3A
PDPK1:SE05	0.422952507310485	1.37674037674038	chr16:2603188:+	0.0513941543353309	chr16:2597944:+	0.916789969070696	chr16:2577425-2577500:+	chr16:2597944:+;chr16:2603188:+	FALSE	PDPK1
PDPK1:SE08	0.422952507310485	1.37674037674038	chr16:2603188:+	0.0513941543353309	chr16:2597944:+	0.916789969070696	chr16:2597123-2597275:+	chr16:2597944:+;chr16:2603188:+	FALSE	PDPK1
DCAF11:SE01	0.423352375356554	0.828801163928806	chr14:24125240:+	0.00303789049838951	chr14:24124029:+	0.917534967685991	chr14:24117668-24117732:+	chr14:24124029:+;chr14:24125240:+	FALSE	DCAF11
LUC7L2:SE01	0.423417876756746	0.613629535931694	chr7:139423454:+	0.00319144095412526	chr7:139423163:+	0.917555189283822	chr7:139371387-139371463:+	chr7:139423163:+;chr7:139423454:+	FALSE	LUC7L2
PPP6R2:SE01	0.423600054552127	0.650049429062518	chr22:50445090:+	0.0161600734009802	chr22:50444391:+	0.917702013643785	chr22:50388986-50389111:+	chr22:50444391:+;chr22:50445090:+	FALSE	PPP6R2
MYO1D:SE05	0.423774053791989	1.22105263157895	chr17:32594196:-	0.02358343410975	chr17:32492609:-	0.917702013643785	chr17:32659115-32659338:-	chr17:32492609:-;chr17:32594196:-	FALSE	MYO1D
AGGF1:SE02	0.423892185641606	2.05469805973403	chr5:77065213:+	0.000380464858882112	chr5:77063651:+	0.917702013643785	chr5:77048161-77048272:+	chr5:77063442:+;chr5:77063651:+;chr5:77064096:+;chr5:77065213:+	FALSE	AGGF1
CAMKK2:SE03	0.423930996232545	1.13420963550615	chr12:121237770:-	0.000663328856132577	chr12:121243588:-	0.917702013643785	chr12:121248606-121248734:-	chr12:121237692:-;chr12:121237770:-;chr12:121243588:-	FALSE	CAMKK2
CLGN:SE08	0.42396284396321	0.963960001659682	chr4:140392307:-	0.00327756233268047	chr4:140392592:-	0.917702013643785	chr4:140426704-140426787:-	chr4:140388763:-;chr4:140392307:-;chr4:140392592:-	FALSE	CLGN
ARCN1:SE02	0.424184363187877	1.10655737704918	chr11:118590354:+	0.000438507724482235	chr11:118600793:+	0.917702013643785	chr11:118581246-118581509:+	chr11:118590354:+;chr11:118600793:+;chr11:118602925:+	FALSE	ARCN1
WDR82:SE02	0.4242099747894	0.748898678414097	chr3:52255117:-	0.00478446957630138	chr3:52254437:-	0.917702013643785	chr3:52259197-52259266:-	chr3:52254437:-;chr3:52255117:-;chr3:52256366:-	FALSE	WDR82
GTF2I:SE25	0.424225317459663	1.52147971360382	chr7:74760121:+	0.000104426418216066	chr7:74760060:+	0.917702013643785	chr7:74755509-74755537:+	chr7:74760060:+;chr7:74760121:+;chr7:74760692:+	FALSE	GTF2I
GTF2I:SE27	0.424225317459663	1.52147971360382	chr7:74760121:+	0.000104426418216066	chr7:74760060:+	0.917702013643785	chr7:74757959-74758000:+	chr7:74760060:+;chr7:74760121:+;chr7:74760692:+	FALSE	GTF2I
TNPO1:SE03	0.424292452513495	1.37719728945535	chr5:72909100:+	1.28713266354576e-05	chr5:72909326:+	0.917702013643785	chr5:72872639-72872720:+	chr5:72909100:+;chr5:72909326:+;chr5:72910330:+;chr5:72910633:+	FALSE	TNPO1
ASL:SE03	0.42457296399171	1.18771522946096	chr7:66093339:+	0.00120383041266609	chr7:66092954:+	0.917702013643785	chr7:66086744-66086821:+	chr7:66092954:+;chr7:66093192:+;chr7:66093339:+	FALSE	ASL
TNKS:SE06	0.424627573174077	1.84843659525188	chr8:9773054:+	0.000389138975537147	chr8:9778891:+	0.917702013643785	chr8:9704663-9704757:+	chr8:9710409:+;chr8:9770692:+;chr8:9773054:+;chr8:9778891:+	FALSE	TNKS
TNKS:SE07	0.424627573174077	1.84843659525188	chr8:9773054:+	0.000389138975537147	chr8:9778891:+	0.917702013643785	chr8:9706187-9706253:+	chr8:9710409:+;chr8:9770692:+;chr8:9773054:+;chr8:9778891:+	FALSE	TNKS
TNKS:SE08	0.424627573174077	1.84843659525188	chr8:9773054:+	0.000389138975537147	chr8:9778891:+	0.917702013643785	chr8:9709955-9710046:+	chr8:9710409:+;chr8:9770692:+;chr8:9773054:+;chr8:9778891:+	FALSE	TNKS
PECR:SE02	0.42484637633155	1.18101575334615	chr2:216039102:-	0.00284334319822234	chr2:216038588:-	0.917702013643785	chr2:216058895-216058976:-	chr2:216038403:-;chr2:216038588:-;chr2:216039102:-	FALSE	PECR
NBPF15:SE01	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144424690-144424862:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE02	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144425517-144425568:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE03	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144426278-144426450:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE04	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144427047-144427098:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE05	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144427818-144427990:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE06	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144428606-144428657:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE07	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144433773-144433824:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE08	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144435111-144435316:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE09	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144435781-144435853:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
NBPF15:SE10	0.424890133406057	1.20350824475078	chr1:144421495:-	0.00316165041684321	chr1:144423927:-	0.917702013643785	chr1:144436895-144437109:-	chr1:144421495:-;chr1:144423927:-	FALSE	NBPF15
PPP6R2:SE04	0.424996011654111	0.936469132974966	chr22:50445090:+	0.00474919032939946	chr22:50444391:+	0.917809340345044	chr22:50406689-50406875:+	chr22:50444391:+;chr22:50445090:+	FALSE	PPP6R2
ASF1A:SE01	0.425109559275104	1.07952680770824	chr6:118907800:+	3.25134866216352e-05	chr6:118909167:+	0.917933199042805	chr6:118905652-118905828:+	chr6:118907800:+;chr6:118907863:+;chr6:118909167:+	FALSE	ASF1A
NFXL1:SE07	0.425420982251194	1.17415020670648	chr4:47847459:-	0.0081448428784969	chr4:47847240:-	0.918283986217725	chr4:47894180-47894302:-	chr4:47847240:-;chr4:47847459:-	FALSE	NFXL1
NFXL1:SE08	0.425420982251194	1.17415020670648	chr4:47847459:-	0.0081448428784969	chr4:47847240:-	0.918283986217725	chr4:47896523-47896647:-	chr4:47847240:-;chr4:47847459:-	FALSE	NFXL1
LRRC59:SE04	0.425489915731478	0.567497655768838	chr17:50382673:-	0.000943198126732882	chr17:50381238:-	0.918283986217725	chr17:50394929-50394988:-	chr17:50381238:-;chr17:50382673:-	FALSE	LRRC59
SPATA18:SE03	0.42549780117111	0.595238095238095	chr4:52095719:+	0.134408602150538	chr4:52097292:+	0.918283986217725	chr4:52062220-52062332:+	chr4:52095719:+;chr4:52097292:+	FALSE	SPATA18
ZBTB24:SE04	0.425553093092634	1.12666666666667	chr6:109465578:-	0.0904347826086955	chr6:109464539:-	0.918283986217725	chr6:109476763-109476930:-	chr6:109464539:-;chr6:109465578:-	FALSE	ZBTB24
FAM76B:SE01	0.425626914417143	1.07356671740233	chr11:95768956:-	0.000240855035375581	chr11:95771364:-	0.918321971602699	chr11:95779879-95779926:-	chr11:95768956:-;chr11:95770358:-;chr11:95771364:-	FALSE	FAM76B
SYPL1:SE01	0.425777281426467	1.09459788998126	chr7:106091698:-	0.00238939961587572	chr7:106090505:-	0.918525078196162	chr7:106096293-106096302:-	chr7:106090505:-;chr7:106091698:-	FALSE	SYPL1
PTPN3:SE17	0.425891301350944	0.463561453139747	chr9:109375700:-	0.0462052143462267	chr9:109378236:-	0.918649730300762	chr9:109454496-109454574:-	chr9:109375700:-;chr9:109378236:-	FALSE	PTPN3
DNAL1:SE06	0.426172648146549	3.725782414307	chr14:73696927:+	0.00615369467828485	chr14:73696075:+	0.918892739533263	chr14:73672945-73673091:+	chr14:73696075:+;chr14:73696927:+	FALSE	DNAL1
PWP1:SE06	0.426173856468728	1.65796965683302	chr12:107713160:+	0.000427654198772511	chr12:107712468:+	0.918892739533263	chr12:107708926-107709016:+	chr12:107712468:+;chr12:107713160:+	FALSE	PWP1
WDR1:SE08	0.426269710833754	0.958879898507146	chr4:10074339:-	0.000859024714075985	chr4:10074480:-	0.918892739533263	chr4:10098992-10099139:-	chr4:10074339:-;chr4:10074480:-;chr4:10075152:-	FALSE	WDR1
